MODEL,SCENARIO,ISO_A3,AGE,UNIT,2015_factor,2020_factor,2030_factor,2050_factor,2100_factor
IIASA-WiC POP,SSP5_v9_130115,ERI,0-4,million,0.13836452119421963,0.11774960941263139,0.08731672268889712,0.05641231590987381,0.022269653616042686
IIASA-WiC POP,SSP5_v9_130115,ESP,0-4,million,0.05047222484628819,0.04740263021638769,0.04300118173960499,0.04797953749754516,0.05010171362035484
IIASA-WiC POP,SSP5_v9_130115,EST,0-4,million,0.060273617464923275,0.0600628373527675,0.05436973303133512,0.06041798892848679,0.05285306550572835
IIASA-WiC POP,SSP5_v9_130115,ETH,0-4,million,0.13071166182691718,0.11926335631035936,0.09235096772620048,0.058340623513674236,0.023926922922012622
IIASA-WiC POP,SSP5_v9_130115,FIN,0-4,million,0.058709477075187186,0.061814053437374124,0.06318261031058019,0.06592005993202925,0.06228294205140782
IIASA-WiC POP,SSP5_v9_130115,FJI,0-4,million,0.08991042598255064,0.07749975990221196,0.059800434248183314,0.04129654270906044,0.01978526594226118
IIASA-WiC POP,SSP5_v9_130115,FRA,0-4,million,0.06460728791941307,0.06564736375058378,0.06562403933544128,0.06490859741774538,0.05969858264012844
IIASA-WiC POP,SSP5_v9_130115,FSM,0-4,million,0.10006679855200587,0.08938632945849798,0.07470603671696671,0.05126950135507406,0.02585900559382224
IIASA-WiC POP,SSP5_v9_130115,GAB,0-4,million,0.10243647748698889,0.09251283631703779,0.07198556047822172,0.04695746973829639,0.020770268640264804
IIASA-WiC POP,SSP5_v9_130115,GBR,0-4,million,0.06565045699864028,0.0669075753428373,0.06578765384358255,0.066235993370487245,0.05936159591200174
IIASA-WiC POP,SSP5_v9_130115,GEO,0-4,million,0.06401161494769289,0.0538226927965792,0.037036173884005694,0.02904320224001768,0.016971221033974818
IIASA-WiC POP,SSP5_v9_130115,GHA,0-4,million,0.12353602292806627,0.10621237482217064,0.08532733575479272,0.057171461562517796,0.02441044163812845
IIASA-WiC POP,SSP5_v9_130115,GIN,0-4,million,0.14289822800412552,0.12424216345853033,0.1003475192883742,0.0660855601330553,0.026809516471364873
IIASA-WiC POP,SSP5_v9_130115,GLP,0-4,million,0.06349227032499935,0.05618052879809928,0.048122073807023345,0.034825251966458005,0.02348604470950995
IIASA-WiC POP,SSP5_v9_130115,GMB,0-4,million,0.14141691215482094,0.12013745182617826,0.09418167434539894,0.061876085463765156,0.026551677301974986
IIASA-WiC POP,SSP5_v9_130115,GNB,0-4,million,0.13558819158811444,0.11770970881407046,0.09283026650677664,0.06189029963037484,0.02701357287927082
IIASA-WiC POP,SSP5_v9_130115,GNQ,0-4,million,0.13197289003496246,0.11758337578492935,0.09310338127118677,0.06121216899954316,0.02636646925543179
IIASA-WiC POP,SSP5_v9_130115,GRC,0-4,million,0.05118673543536873,0.04932527913140292,0.04760092094453408,0.04870979517098052,0.04683787684123214
IIASA-WiC POP,SSP5_v9_130115,GRD,0-4,million,0.08719288416710373,0.07800418975350483,0.0565864545768047,0.03945434964897224,0.019285692268770145
IIASA-WiC POP,SSP5_v9_130115,GTM,0-4,million,0.12172229184245191,0.10361292644275996,0.08386505357974207,0.05373797508540723,0.022250260358000304
IIASA-WiC POP,SSP5_v9_130115,GUF,0-4,million,0.09357801896323159,0.08142506695179899,0.06385167932380466,0.04112612504791915,0.01953936708833928
IIASA-WiC POP,SSP5_v9_130115,GUM,0-4,million,0.0766931759957645,0.07008215931937946,0.05571805617133553,0.03606726994768311,0.016529563948560994
IIASA-WiC POP,SSP5_v9_130115,GUY,0-4,million,0.0767986512416637,0.07260801020321997,0.06369187331751326,0.0399746561385895,0.02106445163971798
IIASA-WiC POP,SSP5_v9_130115,HND,0-4,million,0.1059606452181966,0.09262150097038935,0.0728405873650949,0.04727897233536827,0.02022352215128292
IIASA-WiC POP,SSP5_v9_130115,HRV,0-4,million,0.04525049452424522,0.04052999326031309,0.031972957337931616,0.02511223236145842,0.016058846147270288
IIASA-WiC POP,SSP5_v9_130115,HTI,0-4,million,0.10509661288814447,0.09312670798147715,0.0741862898182889,0.04881959106441453,0.02198810657884923
IIASA-WiC POP,SSP5_v9_130115,HUN,0-4,million,0.045964426253029565,0.04712040695387881,0.04781879298575204,0.04733618868548202,0.046550953349590786
IIASA-WiC POP,SSP5_v9_130115,IDN,0-4,million,0.07774751903317824,0.06800131301077336,0.05231450925854965,0.03438388474126532,0.02000689814924211
IIASA-WiC POP,SSP5_v9_130115,IND,0-4,million,0.08982313465186237,0.07797952762908122,0.061509790387523015,0.03982107914003048,0.018978262805831814
IIASA-WiC POP,SSP5_v9_130115,IRL,0-4,million,0.07768469877402441,0.07393670154799901,0.06731418983483253,0.06619286560029268,0.057744706033519166
IIASA-WiC POP,SSP5_v9_130115,IRN,0-4,million,0.07736687752067543,0.06522173890777255,0.04254983379094983,0.030122071684936726,0.016754124696727057
IIASA-WiC POP,SSP5_v9_130115,IRQ,0-4,million,0.13448954827519383,0.1161018851279722,0.09307522891647756,0.058475634851415374,0.02459401981758158
IIASA-WiC POP,SSP5_v9_130115,ISL,0-4,million,0.07678217390385877,0.07692954906204984,0.07080962680954173,0.06904710737544045,0.0611072274305177
IIASA-WiC POP,SSP5_v9_130115,ISR,0-4,million,0.10553014203886142,0.10598578090927217,0.103533189002528,0.09971969872685185,0.08304272595795596
IIASA-WiC POP,SSP5_v9_130115,ITA,0-4,million,0.04476200719655549,0.044482709241695076,0.04496778735020762,0.045201122250568986,0.046629793055673635
IIASA-WiC POP,SSP5_v9_130115,JAM,0-4,million,0.07954793715386857,0.07343194267852865,0.05860062164165517,0.03944832719823408,0.0179840504290364
IIASA-WiC POP,SSP5_v9_130115,JOR,0-4,million,0.10307136836929366,0.09469737768800901,0.07269221666643001,0.046249304102367314,0.020543208016687544
IIASA-WiC POP,SSP5_v9_130115,JPN,0-4,million,0.04341086598816316,0.04156206617137174,0.040396251303799424,0.0399865213948721,0.04177170020268573
IIASA-WiC POP,SSP5_v9_130115,KAZ,0-4,million,0.08625855396052341,0.07458722091434335,0.05335398607834095,0.040636738610489845,0.020303732243018197
IIASA-WiC POP,SSP5_v9_130115,KEN,0-4,million,0.14216884918785755,0.12419958346538244,0.1007009937694104,0.06697246378426454,0.027415087420516304
IIASA-WiC POP,SSP5_v9_130115,KGZ,0-4,million,0.0985001761821875,0.08593321907271594,0.06341137727778727,0.043490882685409904,0.020198558737503623
IIASA-WiC POP,SSP5_v9_130115,KHM,0-4,million,0.09586950303053601,0.08864034957269908,0.06719894833210337,0.046097627116206505,0.02170291087338191
IIASA-WiC POP,SSP5_v9_130115,KOR,0-4,million,0.045328992969822145,0.04571433452840184,0.04600258453440482,0.03855845274727321,0.04167311729400457
IIASA-WiC POP,SSP5_v9_130115,KWT,0-4,million,0.07198403829847878,0.061239981686746256,0.04789033586965951,0.03254616746950102,0.017242302900849042
IIASA-WiC POP,SSP5_v9_130115,LAO,0-4,million,0.09756904683733914,0.09016010207732242,0.07002548878107195,0.04663378401148748,0.02287309054504796
IIASA-WiC POP,SSP5_v9_130115,LBN,0-4,million,0.06675165544178675,0.06067807812208477,0.047771945932351,0.03158568191254343,0.01814968692012672
IIASA-WiC POP,SSP5_v9_130115,LBR,0-4,million,0.13993173172881995,0.12363503705965027,0.0927282597394029,0.05719426473794033,0.02328733156581585
IIASA-WiC POP,SSP5_v9_130115,LBY,0-4,million,0.09755529887963957,0.0816839328779386,0.05581194290928863,0.04365212975946438,0.020297917982951708
IIASA-WiC POP,SSP5_v9_130115,LCA,0-4,million,0.07443988007817776,0.06450813224408443,0.048117283073545195,0.03135101723086562,0.016980327705981048
IIASA-WiC POP,SSP5_v9_130115,LKA,0-4,million,0.07681688899707978,0.06497568752527356,0.049931724475831864,0.03463340089968805,0.017741867109257455
IIASA-WiC POP,SSP5_v9_130115,LSO,0-4,million,0.10985779702052528,0.10267860083745282,0.08141796324147121,0.05424642493903272,0.024274037572939177
IIASA-WiC POP,SSP5_v9_130115,LTU,0-4,million,0.052981401978160696,0.04955289068009192,0.03730321250839589,0.03184362273758855,0.020756037629693736
IIASA-WiC POP,SSP5_v9_130115,LUX,0-4,million,0.05676937482778258,0.05848471476463986,0.0587872046306807,0.05604027028140132,0.052031603449455795
IIASA-WiC POP,SSP5_v9_130115,LVA,0-4,million,0.040485757304384064,0.03896986052161503,0.03134039452733178,0.027112016438625597,0.018752156257036544
IIASA-WiC POP,SSP5_v9_130115,MAR,0-4,million,0.08392663512074922,0.0736456601339744,0.055316506261227374,0.03925807373548293,0.019861373218680128
IIASA-WiC POP,SSP5_v9_130115,MDA,0-4,million,0.051548339228784865,0.04621525958535677,0.03375989357591613,0.02422427471756722,0.013275923792247193
IIASA-WiC POP,SSP5_v9_130115,MDG,0-4,million,0.13375206144089133,0.11839950488910338,0.09311179322432588,0.057294126427910576,0.022258623044884185
IIASA-WiC POP,SSP5_v9_130115,MDV,0-4,million,0.0792568677987926,0.07235606233446315,0.049683037891118054,0.030895855789708108,0.01622367880313564
IIASA-WiC POP,SSP5_v9_130115,MEX,0-4,million,0.08587895303689266,0.07676362241557531,0.061302198353036005,0.04164033497223131,0.01914349780046987
IIASA-WiC POP,SSP5_v9_130115,MKD,0-4,million,0.052878646364556296,0.04635779878660919,0.03452525854385263,0.02536631189412395,0.014861780020344969
IIASA-WiC POP,SSP5_v9_130115,MLI,0-4,million,0.16489323628313637,0.14430871229293085,0.11564053783753687,0.07364869513738734,0.028982665793657995
IIASA-WiC POP,SSP5_v9_130115,MLT,0-4,million,0.04517745336424679,0.04309539532065812,0.03408947606713598,0.026454814027566477,0.01821295500592614
IIASA-WiC POP,SSP5_v9_130115,MMR,0-4,million,0.07013449085026519,0.06183658819657261,0.048620722913697775,0.035368690286967826,0.023582869643386798
IIASA-WiC POP,SSP5_v9_130115,MNE,0-4,million,0.05594681617639827,0.0474971289908011,0.035091374055621044,0.02501793270831827,0.014793394257672676
IIASA-WiC POP,SSP5_v9_130115,MNG,0-4,million,0.0970630071318816,0.08436052521310035,0.059655423036109594,0.04715962120347007,0.022649150200891272
IIASA-WiC POP,SSP5_v9_130115,MOZ,0-4,million,0.13728222175037433,0.12158685067359022,0.09891083384412235,0.06234255612621051,0.02565027281015568
IIASA-WiC POP,SSP5_v9_130115,MRT,0-4,million,0.12646560626442827,0.11075902950959512,0.08576563131988546,0.05779250800529936,0.025284626750085436
IIASA-WiC POP,SSP5_v9_130115,MTQ,0-4,million,0.05896968028808702,0.053604604269230964,0.044285093839969876,0.03343769143443584,0.02272775105059211
IIASA-WiC POP,SSP5_v9_130115,MUS,0-4,million,0.0537770747709725,0.05095232620079362,0.04282167344494372,0.030600779799370995,0.019698514987779133
IIASA-WiC POP,SSP5_v9_130115,MWI,0-4,million,0.16468418478301378,0.15165067546983083,0.12571052169973157,0.08564887175411731,0.03248439527155398
IIASA-WiC POP,SSP5_v9_130115,MYS,0-4,million,0.08748709025585208,0.07836411900188599,0.06285030274602603,0.042591931026192215,0.021088535379093273
IIASA-WiC POP,SSP5_v9_130115,MYT,0-4,million,0.12863236447010118,0.10772369873850497,0.0883216692496828,0.05426611755691572,0.021775948161693894
IIASA-WiC POP,SSP5_v9_130115,NAM,0-4,million,0.10350192705056131,0.09346896824670022,0.07398756753475548,0.04841929652750625,0.02251801056606677
IIASA-WiC POP,SSP5_v9_130115,NCL,0-4,million,0.07435931639758904,0.06673040563600793,0.05190548738028548,0.03800170220790221,0.023320163400300537
IIASA-WiC POP,SSP5_v9_130115,NER,0-4,million,0.17850284284900755,0.16367609284823936,0.14017307731358042,0.1011017880760257,0.03883614951423892
IIASA-WiC POP,SSP5_v9_130115,NGA,0-4,million,0.15219289669458044,0.14066317263592995,0.12127605190580562,0.09093889021247156,0.03675284330162519
IIASA-WiC POP,SSP5_v9_130115,NIC,0-4,million,0.10001223947424914,0.08734838150945369,0.06928086384239833,0.04554915272572615,0.01990480680344141
IIASA-WiC POP,SSP5_v9_130115,NLD,0-4,million,0.05603859323817414,0.05781992695535147,0.06218419377771131,0.060395163416878575,0.056237846398297334
IIASA-WiC POP,SSP5_v9_130115,NOR,0-4,million,0.06347778536530048,0.06694553030570417,0.06938978471763625,0.06756531930711143,0.061555528960846616
IIASA-WiC POP,SSP5_v9_130115,NPL,0-4,million,0.10384494413926834,0.09268189440788702,0.07178717006756179,0.0449355464144826,0.018739137372050504
IIASA-WiC POP,SSP5_v9_130115,NZL,0-4,million,0.07198733401714914,0.07219402623904722,0.06901456908789948,0.06546317706955593,0.05620053594523003
IIASA-WiC POP,SSP5_v9_130115,OMN,0-4,million,0.08439580438404562,0.07872672915241002,0.05847032033899649,0.04114640958725932,0.022155572106271053
IIASA-WiC POP,SSP5_v9_130115,PAK,0-4,million,0.11186017328217164,0.10061399717708412,0.078111746702421,0.05370476340707002,0.024329009413014725
IIASA-WiC POP,SSP5_v9_130115,PAN,0-4,million,0.08132202066551969,0.07188376707258885,0.05757321653687892,0.03706342074893403,0.017160697529888864
IIASA-WiC POP,SSP5_v9_130115,PER,0-4,million,0.08591127981871598,0.0753466245321826,0.05977457568743153,0.04068730159822735,0.020221423173235116
IIASA-WiC POP,SSP5_v9_130115,PHL,0-4,million,0.10442855848364406,0.09271276556371319,0.07412369546757912,0.049028477529137686,0.022748953515828993
IIASA-WiC POP,SSP5_v9_130115,PNG,0-4,million,0.11449504410183106,0.10088556343907687,0.07957138515236784,0.05106220153129822,0.02390373683628929
IIASA-WiC POP,SSP5_v9_130115,POL,0-4,million,0.05462716782171027,0.054094606988669684,0.04766739904243211,0.048660504451784395,0.04509897948387244
IIASA-WiC POP,SSP5_v9_130115,PRI,0-4,million,0.058814028191702485,0.05160569492043857,0.03946677464486441,0.024730279341329604,0.013810387588417907
IIASA-WiC POP,SSP5_v9_130115,PRK,0-4,million,0.062225399917027684,0.05698877823710658,0.04261449299822272,0.02792664054551927,0.015231460687008916
IIASA-WiC POP,SSP5_v9_130115,PRT,0-4,million,0.04660977425896056,0.04568288609571327,0.046254438428701326,0.04787082835926905,0.049618699869649466
IIASA-WiC POP,SSP5_v9_130115,PRY,0-4,million,0.09735386072043266,0.08635025860765597,0.06781639326358782,0.04407416498984833,0.019832185745217917
IIASA-WiC POP,SSP5_v9_130115,PSE,0-4,million,0.13199084423191682,0.11401081500066537,0.08793893154133818,0.05714408341654029,0.025539271416228845
IIASA-WiC POP,SSP5_v9_130115,PYF,0-4,million,0.07687230522893679,0.07039473714319805,0.05515493585632211,0.0402444936325203,0.02407740720704589
IIASA-WiC POP,SSP5_v9_130115,QAT,0-4,million,0.05119178288607182,0.04674271454883637,0.03284185686897204,0.023799010235240402,0.012574070347325416
IIASA-WiC POP,SSP5_v9_130115,REU,0-4,million,0.07734661446157655,0.06905726069290474,0.05615930259700383,0.041948192619192325,0.026748358358764383
IIASA-WiC POP,SSP5_v9_130115,ROU,0-4,million,0.044622104872761914,0.03940243940407633,0.0304928324763973,0.02348063164943378,0.015980852723177896
IIASA-WiC POP,SSP5_v9_130115,RUS,0-4,million,0.05505666053704939,0.04675960737582263,0.034437514628614774,0.031861126081608265,0.02076676544018213
IIASA-WiC POP,SSP5_v9_130115,RWA,0-4,million,0.150856717904803,0.13098747621859302,0.10166963959380686,0.0709793923721321,0.02871431662489682
IIASA-WiC POP,SSP5_v9_130115,SAU,0-4,million,0.09115978697261767,0.07941837988552676,0.060926534617403695,0.04159351200399453,0.020124908410614564
IIASA-WiC POP,SSP5_v9_130115,SDN,0-4,million,0.12670690598423934,0.11332898874841481,0.0891681652517993,0.05796529793246519,0.027582173182649952
IIASA-WiC POP,SSP5_v9_130115,SEN,0-4,million,0.1413925788742771,0.1197969813215093,0.09563503642002702,0.063965529397025,0.028110286826223678
IIASA-WiC POP,SSP5_v9_130115,SGP,0-4,million,0.03815397913980396,0.03802537284908165,0.03186010105857033,0.02394826598663478,0.015415040460533035
IIASA-WiC POP,SSP5_v9_130115,SLB,0-4,million,0.11970583702236973,0.10278350988797465,0.08142548540102883,0.05296303494813041,0.024756543269715808
IIASA-WiC POP,SSP5_v9_130115,SLE,0-4,million,0.1358974429740834,0.11925589110967974,0.09525104277091502,0.06153562631070344,0.02701012251082439
IIASA-WiC POP,SSP5_v9_130115,SLV,0-4,million,0.08966513863060753,0.0817341272339761,0.0642275184465886,0.042931966863979695,0.01934719013607269
IIASA-WiC POP,SSP5_v9_130115,SOM,0-4,million,0.15781315252415434,0.13574587775764424,0.11508774674098443,0.07744726416443509,0.03460999944678874
IIASA-WiC POP,SSP5_v9_130115,SRB,0-4,million,0.04503460317455246,0.04018921996967421,0.03281304559684115,0.023354802866924654,0.014329722916603794
IIASA-WiC POP,SSP5_v9_130115,STP,0-4,million,0.12014436689180086,0.10578687284050504,0.08647530097396149,0.05852475986980105,0.02677404184502207
IIASA-WiC POP,SSP5_v9_130115,SUR,0-4,million,0.07913996763616148,0.07058675070558415,0.05809214180319025,0.03956916214817229,0.01893372758828111
IIASA-WiC POP,SSP5_v9_130115,SVK,0-4,million,0.05587253092131939,0.05480242408759809,0.04892026152127114,0.04876913493155666,0.04466957126038367
IIASA-WiC POP,SSP5_v9_130115,SVN,0-4,million,0.054857247542239605,0.05411710544112846,0.05133913814184862,0.05577187747524675,0.05085766609956286
IIASA-WiC POP,SSP5_v9_130115,SWE,0-4,million,0.06404398508757617,0.0681247940593513,0.06654736851058708,0.0695727762308504,0.06171108027976913
IIASA-WiC POP,SSP5_v9_130115,SWZ,0-4,million,0.1165571905151658,0.10879771748891873,0.08360160019604203,0.056924504181892314,0.02492560859540947
IIASA-WiC POP,SSP5_v9_130115,SYR,0-4,million,0.094079704099965,0.08538176506870138,0.06993754899045805,0.04250770205192586,0.01918708416309695
IIASA-WiC POP,SSP5_v9_130115,TCD,0-4,million,0.16211061822018213,0.1481780804520689,0.12082199353355093,0.07774785830463374,0.029828682365742383
IIASA-WiC POP,SSP5_v9_130115,TGO,0-4,million,0.12197954859785513,0.11060246752096221,0.08618692322617794,0.054933780297148856,0.023018804766852474
IIASA-WiC POP,SSP5_v9_130115,THA,0-4,million,0.054165574978007794,0.04859874976243426,0.03899245618551112,0.027590513886156173,0.01775721948910646
IIASA-WiC POP,SSP5_v9_130115,TJK,0-4,million,0.11069481387672243,0.10166362857462986,0.07910650764604918,0.05522514541730991,0.02663332577471995
IIASA-WiC POP,SSP5_v9_130115,TKM,0-4,million,0.09063195241749511,0.08119494056001125,0.06055841702304738,0.04252084325226284,0.021809425957633348
IIASA-WiC POP,SSP5_v9_130115,TLS,0-4,million,0.16028443856129765,0.14989570911267658,0.12889632083982488,0.09062942823468229,0.04256082422548505
IIASA-WiC POP,SSP5_v9_130115,TON,0-4,million,0.10610668118343733,0.0878583982347586,0.07368855202263279,0.050293711558418504,0.023761381976090623
IIASA-WiC POP,SSP5_v9_130115,TTO,0-4,million,0.06113879624392276,0.0510855278544604,0.0365225932140778,0.024329753806628718,0.013794306720597688
IIASA-WiC POP,SSP5_v9_130115,TUN,0-4,million,0.0735058339255819,0.06502158069501646,0.046650873752687366,0.03461555977307558,0.020254789438244658
IIASA-WiC POP,SSP5_v9_130115,TUR,0-4,million,0.07690140397403118,0.06701518869111543,0.053302697281195056,0.03797898715271712,0.01984906883354969
IIASA-WiC POP,SSP5_v9_130115,TZA,0-4,million,0.15269775025930893,0.133610796576501,0.1084887333451421,0.06888217313346974,0.026427611030717214
IIASA-WiC POP,SSP5_v9_130115,UGA,0-4,million,0.17112608697091958,0.1536443604434436,0.13071799238122472,0.08905245008329682,0.03299061214986824
IIASA-WiC POP,SSP5_v9_130115,UKR,0-4,million,0.04973009322676925,0.04394325784962139,0.0342942702548369,0.02989683347024226,0.018675947013624294
IIASA-WiC POP,SSP5_v9_130115,URY,0-4,million,0.06320145160107486,0.05606211764365583,0.045128423767360766,0.02980193445882307,0.0164383796880149
IIASA-WiC POP,SSP5_v9_130115,USA,0-4,million,0.06540592495565993,0.06795501262491696,0.06893479503146346,0.0667277386578354,0.059052418777001674
