MODEL,SCENARIO,ISO_A3,AGE,UNIT,2015_factor,2020_factor,2030_factor,2050_factor,2100_factor
IIASA-WiC POP,SSP4d_v9_130115,ABW,0-4,million,0.05281313421808181,0.0543921023264599,0.04382679917858215,0.033923818572760354,0.022822345427489135
IIASA-WiC POP,SSP4d_v9_130115,AFG,0-4,million,0.18082803121212096,0.18436581383163983,0.1764191578140192,0.1427716367968799,0.08607825649089548
IIASA-WiC POP,SSP4d_v9_130115,AGO,0-4,million,0.17440142633855377,0.17747552285722407,0.16480888581085593,0.1294225221919157,0.08404429377139883
IIASA-WiC POP,SSP4d_v9_130115,ALB,0-4,million,0.055158537056689716,0.05204187439532437,0.04180826628398064,0.028408307266712455,0.01983417089787568
IIASA-WiC POP,SSP4d_v9_130115,ARE,0-4,million,0.054028420762225596,0.04832288519965624,0.032907386626591394,0.025564142033827533,0.018086067669939945
IIASA-WiC POP,SSP4d_v9_130115,ARG,0-4,million,0.0772345310731058,0.07155816748491785,0.05921239723527567,0.04484959673759256,0.02736798035257357
IIASA-WiC POP,SSP4d_v9_130115,ARM,0-4,million,0.06259393320997754,0.05506675581482707,0.04294739004704837,0.03404964800820132,0.02591185578716884
IIASA-WiC POP,SSP4d_v9_130115,AUS,0-4,million,0.06159086103459955,0.059286213980200356,0.04847446059135342,0.0417810765317894,0.030238988495455282
IIASA-WiC POP,SSP4d_v9_130115,AUT,0-4,million,0.04361622792687902,0.041665804270859204,0.035371609758212005,0.030440713108474956,0.024050290394734414
IIASA-WiC POP,SSP4d_v9_130115,AZE,0-4,million,0.07682170110334009,0.06492639957079538,0.04361250890852501,0.03622163007101126,0.02708886892873455
IIASA-WiC POP,SSP4d_v9_130115,BDI,0-4,million,0.14819493687768526,0.14521006199569672,0.12200305484730993,0.10368241448261738,0.07759915741592914
IIASA-WiC POP,SSP4d_v9_130115,BEL,0-4,million,0.053262354397440835,0.049197301895889584,0.04166378073023535,0.036788679625130084,0.026709365532905264
IIASA-WiC POP,SSP4d_v9_130115,BEN,0-4,million,0.16533709717040251,0.15916103942989918,0.14358746381849413,0.11215841278498513,0.0801872688315047
IIASA-WiC POP,SSP4d_v9_130115,BFA,0-4,million,0.1808620058286101,0.17980527966761786,0.1710936771629145,0.1396868638679523,0.08997127246588858
IIASA-WiC POP,SSP4d_v9_130115,BGD,0-4,million,0.08887120811584909,0.08080080758142921,0.06266431184568029,0.04183241170336963,0.02672689060482857
IIASA-WiC POP,SSP4d_v9_130115,BGR,0-4,million,0.04647278214495254,0.04223722493867695,0.03479204102744707,0.03140822095851916,0.023629267239820284
IIASA-WiC POP,SSP4d_v9_130115,BHR,0-4,million,0.0794659102920541,0.07208682683251903,0.05054100887032599,0.04255226675424923,0.025240321745715003
IIASA-WiC POP,SSP4d_v9_130115,BHS,0-4,million,0.0660065556845559,0.06114101664215816,0.04915167432908761,0.03788613457180323,0.02588928246927745
IIASA-WiC POP,SSP4d_v9_130115,BIH,0-4,million,0.04437977739930588,0.040927813311456535,0.032473695282779796,0.02598592275426985,0.020066431592214762
IIASA-WiC POP,SSP4d_v9_130115,BLR,0-4,million,0.05354823746696666,0.04709330445702716,0.03523973090575614,0.03238873031510245,0.02432146801915069
IIASA-WiC POP,SSP4d_v9_130115,BLZ,0-4,million,0.11541029899338323,0.114752016141277,0.10285656185101408,0.09109827345989364,0.07508748738861148
IIASA-WiC POP,SSP4d_v9_130115,BOL,0-4,million,0.12268345961839053,0.12548172716145248,0.12047878306172015,0.10431195751320911,0.08045284627183916
IIASA-WiC POP,SSP4d_v9_130115,BRA,0-4,million,0.07038702564500492,0.06498720670083218,0.051406779524171886,0.034934038781254714,0.022601709943133166
IIASA-WiC POP,SSP4d_v9_130115,BRB,0-4,million,0.046493548514731683,0.04321161962548652,0.03543667120410572,0.02730045940195844,0.02361572967079724
IIASA-WiC POP,SSP4d_v9_130115,BRN,0-4,million,0.07826493722202127,0.06568815292769761,0.0510362698975889,0.0381240852026539,0.024228026995322446
IIASA-WiC POP,SSP4d_v9_130115,BTN,0-4,million,0.09018476479067485,0.08325464246921314,0.06355019743748927,0.04542094171923973,0.02776195328290446
IIASA-WiC POP,SSP4d_v9_130115,BWA,0-4,million,0.09961335570052846,0.09085239904688272,0.07440137708605506,0.05543520249937277,0.035289297418496034
IIASA-WiC POP,SSP4d_v9_130115,CAF,0-4,million,0.1471679569222897,0.14830997919065703,0.1361182233578404,0.11238381920502216,0.0807576213485343
IIASA-WiC POP,SSP4d_v9_130115,CAN,0-4,million,0.052709808000305065,0.051551377408697495,0.0434601372804562,0.039168003042645866,0.02819569082373099
IIASA-WiC POP,SSP4d_v9_130115,CHE,0-4,million,0.046329198702666656,0.044895833477758926,0.040207994860388355,0.035916662935044925,0.028699534893278523
IIASA-WiC POP,SSP4d_v9_130115,CHL,0-4,million,0.06443685096969096,0.05956006428042398,0.04721246759455073,0.03316843414642418,0.0218825100900943
IIASA-WiC POP,SSP4d_v9_130115,CHN,0-4,million,0.04954611757071235,0.04467013652527685,0.03414283346553953,0.02459758315500444,0.020487619326326898
IIASA-WiC POP,SSP4d_v9_130115,CIV,0-4,million,0.153102944895024,0.15497853810906367,0.14350527810623448,0.11980628937188104,0.08610814113526764
IIASA-WiC POP,SSP4d_v9_130115,CMR,0-4,million,0.15318066663947433,0.14976012765682958,0.13547505923827616,0.11156346519193684,0.08482470556579859
IIASA-WiC POP,SSP4d_v9_130115,COD,0-4,million,0.18473748650425442,0.18236182341667534,0.1659557925396222,0.12805285427272892,0.08480915201970908
IIASA-WiC POP,SSP4d_v9_130115,COG,0-4,million,0.1479413681804803,0.14414144646228821,0.13145697057359296,0.10906025609451452,0.08256937843232817
IIASA-WiC POP,SSP4d_v9_130115,COL,0-4,million,0.08631757691036722,0.0792265343450013,0.06409848651645052,0.04620687436743759,0.02690801165654684
IIASA-WiC POP,SSP4d_v9_130115,COM,0-4,million,0.15890410664340512,0.15142987847041275,0.14279645960943724,0.11824570515308028,0.08637824609704488
IIASA-WiC POP,SSP4d_v9_130115,CPV,0-4,million,0.09503909138660127,0.08876661607828998,0.06970396290714238,0.0501431626871463,0.02951226390630242
IIASA-WiC POP,SSP4d_v9_130115,CRI,0-4,million,0.07071054559508233,0.06554497764181515,0.05125990365882247,0.03812944817399818,0.025285426476636546
IIASA-WiC POP,SSP4d_v9_130115,CUB,0-4,million,0.04551518971716249,0.042202409839527416,0.033418002827163715,0.02299526270704987,0.016836653780958437
IIASA-WiC POP,SSP4d_v9_130115,CYP,0-4,million,0.05536515311213875,0.05204340787738234,0.0392904747025179,0.0318693832691209,0.02206206356960394
IIASA-WiC POP,SSP4d_v9_130115,CZE,0-4,million,0.05133317314651353,0.046976164450413783,0.03711433128666724,0.035979004683047246,0.02775563469841035
IIASA-WiC POP,SSP4d_v9_130115,DEU,0-4,million,0.03961105231504433,0.03853951928664566,0.033681879026325315,0.029763953965326332,0.02386437321106932
IIASA-WiC POP,SSP4d_v9_130115,DJI,0-4,million,0.12038678615703849,0.12023844672420898,0.11037667598705626,0.09464349480070497,0.0767291799751239
IIASA-WiC POP,SSP4d_v9_130115,DNK,0-4,million,0.053368069741053355,0.05221289022502583,0.04896818083951238,0.042207669520529525,0.031485244814695654
IIASA-WiC POP,SSP4d_v9_130115,DOM,0-4,million,0.09286538484301292,0.08607614702351708,0.06968063137054246,0.04848594686233009,0.024965562001608547
IIASA-WiC POP,SSP4d_v9_130115,DZA,0-4,million,0.08926421322346104,0.08108346875208737,0.06008929684250758,0.04728641448660613,0.029467038319834854
IIASA-WiC POP,SSP4d_v9_130115,ECU,0-4,million,0.09213910408758828,0.08585553811815218,0.06860291732437886,0.04827807428911693,0.027763029306945648
IIASA-WiC POP,SSP4d_v9_130115,EGY,0-4,million,0.10089270512683501,0.09049339704120894,0.07151194009026277,0.0516950540312348,0.028684992533979343
IIASA-WiC POP,SSP4d_v9_130115,ERI,0-4,million,0.15152109285440718,0.14295156259299518,0.12962108674208295,0.1080347799124034,0.08094507785197479
IIASA-WiC POP,SSP4d_v9_130115,ESP,0-4,million,0.04659345894381542,0.041064337588357404,0.03255044875776015,0.033232254624172654,0.02903066438515531
IIASA-WiC POP,SSP4d_v9_130115,EST,0-4,million,0.056016560688718346,0.052706253316275986,0.04138265357134593,0.041186031426615644,0.03050239611588029
