MODEL,SCENARIO,ISO_A3,AGE,UNIT,2015,2020,2030,2050,2100
IIASA-WiC POP,SSP2_v9_130115,BRA,0-4,million,13.846660118459203,12.790062042035887,10.557542952920382,7.045853453124797,3.0228144756669444
IIASA-WiC POP,SSP2_v9_130115,BRB,0-4,million,0.012776911868574657,0.0116733336850557,0.009172290179190013,0.006273991142099886,0.0031341325085024268
IIASA-WiC POP,SSP2_v9_130115,BRN,0-4,million,0.03379179477800847,0.030033523358865964,0.025418398264960517,0.02087497385654307,0.011130146732086732
IIASA-WiC POP,SSP2_v9_130115,BTN,0-4,million,0.07055825740832852,0.0696343803811758,0.05989052448172204,0.048016223779016376,0.022948150858750065
IIASA-WiC POP,SSP2_v9_130115,BWA,0-4,million,0.2128212759751848,0.20407764317977717,0.16714848452239375,0.12778757064704943,0.06020843651506295
IIASA-WiC POP,SSP2_v9_130115,CAF,0-4,million,0.6093233647273599,0.5921314816676007,0.5441782245601513,0.42228320985244033,0.19063445082286598
IIASA-WiC POP,SSP2_v9_130115,CAN,0-4,million,2.0646364814501026,2.309464687080781,2.5119887055642858,2.9373757421659086,3.002104046882968
IIASA-WiC POP,SSP2_v9_130115,CHE,0-4,million,0.396955968184108,0.42308720427303953,0.46091559485837885,0.48987683670607207,0.4632420043385839
IIASA-WiC POP,SSP2_v9_130115,CHL,0-4,million,1.1159666622517463,1.033532922578234,0.8515612404688889,0.5914536795282952,0.2880556348599852
IIASA-WiC POP,SSP2_v9_130115,CHN,0-4,million,67.09186110362774,60.18289800250565,44.94644760158195,27.550698390186213,11.06920667262973
IIASA-WiC POP,SSP2_v9_130115,CIV,0-4,million,2.7188091848691367,2.531842040007264,2.3173469485199885,1.7933842419875539,0.8332662910657237
IIASA-WiC POP,SSP2_v9_130115,CMR,0-4,million,2.8410830882780513,2.6952639069898483,2.4596425270149873,1.95032801860666,0.9146063662022288
IIASA-WiC POP,SSP2_v9_130115,COD,0-4,million,12.2729861392075,12.60343232753298,12.580843802488834,10.948913451150538,5.825381072492351
IIASA-WiC POP,SSP2_v9_130115,COG,0-4,million,0.584655491056369,0.5652803040092264,0.5314848917111217,0.43285615903208086,0.2145029945737463
IIASA-WiC POP,SSP2_v9_130115,COL,0-4,million,4.093926234695385,3.8077203344717647,3.311452372002642,2.5041138874593987,1.1500884813286096
IIASA-WiC POP,SSP2_v9_130115,COM,0-4,million,0.10913265278478752,0.09483072847509083,0.09048231202807912,0.07255999507387377,0.039057267574904776
IIASA-WiC POP,SSP2_v9_130115,CPV,0-4,million,0.04722098584005178,0.04414523162160482,0.036308809258870714,0.024892454592567458,0.01003061358810568
IIASA-WiC POP,SSP2_v9_130115,CRI,0-4,million,0.33365738263255823,0.31083109321793967,0.2667693254666142,0.20758012337689175,0.10289499528735077
IIASA-WiC POP,SSP2_v9_130115,CUB,0-4,million,0.4923806793567928,0.43328130554331884,0.3227732337860033,0.17299026141532292,0.057225899695192324
IIASA-WiC POP,SSP2_v9_130115,CYP,0-4,million,0.06448975045030352,0.06345051892811747,0.05199334645000206,0.045716790530704696,0.0274614510109689
IIASA-WiC POP,SSP2_v9_130115,CZE,0-4,million,0.5992496517231808,0.6008637770834142,0.5660310521420268,0.6268424902771562,0.5355457045624475
IIASA-WiC POP,SSP2_v9_130115,DEU,0-4,million,3.5495490276645056,3.7173330310959063,3.7407524451055525,3.662657592591386,3.1008137854675004
IIASA-WiC POP,SSP2_v9_130115,DJI,0-4,million,0.10630751619076105,0.10455124995407772,0.08989751878778737,0.0695980422744705,0.029786658895844823
IIASA-WiC POP,SSP2_v9_130115,DNK,0-4,million,0.33226397125406226,0.3627424908566359,0.4174857834880499,0.44595923438228463,0.46521105002317714
IIASA-WiC POP,SSP2_v9_130115,DOM,0-4,million,0.9442156786200981,0.8867828927054846,0.7726335055041075,0.5552330546291455,0.22309520620468112
IIASA-WiC POP,SSP2_v9_130115,DZA,0-4,million,3.3177123647554563,3.1062453465964333,2.4420356705585533,2.006204576963548,0.9222695066815669
IIASA-WiC POP,SSP2_v9_130115,ECU,0-4,million,1.341092035738626,1.251310328393785,1.090889021154692,0.798655919613616,0.3571326629904893
IIASA-WiC POP,SSP2_v9_130115,EGY,0-4,million,8.82459969213095,8.421033923393008,7.321116565559093,5.870015922049488,2.8033244896504588
IIASA-WiC POP,SSP2_v9_130115,ERI,0-4,million,0.8428276700311678,0.81547660668468,0.7456284029997926,0.6562917999028728,0.3205359317579021
IIASA-WiC POP,SSP2_v9_130115,ESP,0-4,million,2.4131539805609776,2.3117798731254346,2.158993854243522,2.5314181561532503,2.3928029227139334
IIASA-WiC POP,SSP2_v9_130115,EST,0-4,million,0.08043591786597748,0.07956075613849496,0.07051556333343671,0.07609080345888998,0.05987760359523209
IIASA-WiC POP,SSP2_v9_130115,ETH,0-4,million,12.103422009752924,12.286679197048505,11.448876760924657,9.26617215138881,4.570197261434178
IIASA-WiC POP,SSP2_v9_130115,FIN,0-4,million,0.3224849442612643,0.3472120234449532,0.3692831369323331,0.40709421173560334,0.4250242093805435
IIASA-WiC POP,SSP2_v9_130115,FJI,0-4,million,0.08060927561564518,0.07165476911784051,0.057412501051888006,0.04003722157445751,0.016392044412778656
IIASA-WiC POP,SSP2_v9_130115,FRA,0-4,million,4.179821236305797,4.372713440275376,4.614965947296204,4.965759322166002,4.953171121744295
IIASA-WiC POP,SSP2_v9_130115,FSM,0-4,million,0.011250370646538195,0.010203773907544083,0.008586100907372168,0.005471927297142603,0.0021953170849261677
IIASA-WiC POP,SSP2_v9_130115,GAB,0-4,million,0.16734634427814996,0.1627723417296415,0.14266395579379584,0.10741652930387646,0.04786196231928322
IIASA-WiC POP,SSP2_v9_130115,GBR,0-4,million,4.2133070324340975,4.4298572094714865,4.6075510279852665,5.073115312582966,5.029346182943235
IIASA-WiC POP,SSP2_v9_130115,GEO,0-4,million,0.272567841056695,0.22250009399549586,0.14229147625154406,0.09369773640785449,0.03581461894119134
IIASA-WiC POP,SSP2_v9_130115,GHA,0-4,million,3.366162460043132,3.2035175062951073,3.065930970387677,2.6513969322238893,1.4059763567995236
IIASA-WiC POP,SSP2_v9_130115,GIN,0-4,million,1.5572311638431882,1.463339558368697,1.3401958994615149,1.0229893847455525,0.44439338187857574
IIASA-WiC POP,SSP2_v9_130115,GLP,0-4,million,0.030053457758783295,0.027188724912531832,0.02418733221051812,0.018046939139548752,0.011770886789786437
IIASA-WiC POP,SSP2_v9_130115,GMB,0-4,million,0.2770099197736689,0.2624672835958228,0.24500314512083388,0.202525112126072,0.10191765129216634
IIASA-WiC POP,SSP2_v9_130115,GNB,0-4,million,0.2256959832338311,0.21319676879971616,0.19257244435503376,0.15401013757172763,0.07154761930276601
IIASA-WiC POP,SSP2_v9_130115,GNQ,0-4,million,0.10542064450541302,0.10595192530315128,0.10215811694126553,0.08832576387009543,0.046765599458596874
IIASA-WiC POP,SSP2_v9_130115,GRC,0-4,million,0.5860473421204944,0.5637979732109145,0.5416679028953368,0.5479106733773618,0.4422210287496056
IIASA-WiC POP,SSP2_v9_130115,GRD,0-4,million,0.0093356210501438,0.008544381495609472,0.006378915368343608,0.0045673004034407745,0.0019483365439662377
IIASA-WiC POP,SSP2_v9_130115,GTM,0-4,million,1.9460969876833782,1.813768754457647,1.710963379597116,1.3415947979714284,0.6428811456605852
IIASA-WiC POP,SSP2_v9_130115,GUF,0-4,million,0.02420768717821264,0.023234395470170137,0.021309937813237947,0.01664373413131004,0.008685157556101043
IIASA-WiC POP,SSP2_v9_130115,GUM,0-4,million,0.014612463363019093,0.014073788490085483,0.01222791600646693,0.008696863042580162,0.0037939868611704054
IIASA-WiC POP,SSP2_v9_130115,GUY,0-4,million,0.05860015845724794,0.056219433541658106,0.04982126556776276,0.029269854917082234,0.01149527196493616
IIASA-WiC POP,SSP2_v9_130115,HND,0-4,million,0.8773993386318731,0.8265343559644439,0.7328782281417683,0.5512069575464071,0.24515845486871957
IIASA-WiC POP,SSP2_v9_130115,HRV,0-4,million,0.19786734736981287,0.17586699162975278,0.13618362721730867,0.10203829231879749,0.05170928550343451
IIASA-WiC POP,SSP2_v9_130115,HTI,0-4,million,1.1095844774370756,1.0306237945274703,0.8828719384575885,0.6223174445088472,0.2461164345607917
IIASA-WiC POP,SSP2_v9_130115,HUN,0-4,million,0.4528686075923557,0.45842904011002983,0.4537171309008087,0.4212658687247725,0.3224231784570196
IIASA-WiC POP,SSP2_v9_130115,IDN,0-4,million,19.54540288950992,17.796273732449883,14.51015356058224,9.886130036615034,4.551922016335379
IIASA-WiC POP,SSP2_v9_130115,IND,0-4,million,117.48263467767548,108.24256016520911,94.02356995645096,69.04160694645773,30.420944992406966
IIASA-WiC POP,SSP2_v9_130115,IRL,0-4,million,0.3703593789776106,0.3724001983397514,0.37112787324002605,0.42085152628161104,0.40858896794339855
IIASA-WiC POP,SSP2_v9_130115,IRN,0-4,million,6.061234808370029,5.3702702397040065,3.742256981603572,2.8153665179524343,1.2534645118452803
IIASA-WiC POP,SSP2_v9_130115,IRQ,0-4,million,4.868492921879898,4.733741286282651,4.670000668402633,3.9621622424283203,2.176426576125205
IIASA-WiC POP,SSP2_v9_130115,ISL,0-4,million,0.026484939232328863,0.028367353728061925,0.029259446570571584,0.03398950317895478,0.03597278113863102
IIASA-WiC POP,SSP2_v9_130115,ISR,0-4,million,0.8779552937029869,0.9789500825748582,1.1440687634555915,1.460759713863758,1.921936599530231
IIASA-WiC POP,SSP2_v9_130115,ITA,0-4,million,2.751990074428959,2.7446606059854166,2.7859310470075003,2.7787759464459163,2.419394002597508
IIASA-WiC POP,SSP2_v9_130115,JAM,0-4,million,0.22197052326341346,0.20827432271201823,0.1687535488285033,0.10989625190489591,0.04031191859506651
IIASA-WiC POP,SSP2_v9_130115,JOR,0-4,million,0.7285434963130507,0.7569222718783473,0.7164118748735724,0.6129589280758264,0.32735355777995734
IIASA-WiC POP,SSP2_v9_130115,JPN,0-4,million,5.474306911473747,5.1874673798519195,4.864105078456897,4.3428840982723305,3.1304274523312023
IIASA-WiC POP,SSP2_v9_130115,KAZ,0-4,million,1.4548576052023567,1.3120262440127144,0.9974242450965816,0.8199596200588983,0.38158619574476527
IIASA-WiC POP,SSP2_v9_130115,KEN,0-4,million,6.478122836419136,6.291646779715255,6.101806914488777,5.2275773403294545,2.6192533881571367
IIASA-WiC POP,SSP2_v9_130115,KGZ,0-4,million,0.5525590422684463,0.5018049315997855,0.3906642187932253,0.2787598607986669,0.11278614448178403
IIASA-WiC POP,SSP2_v9_130115,KHM,0-4,million,1.4277418366620884,1.383399797048238,1.1195332764410053,0.8120221891976173,0.34116725498820194
IIASA-WiC POP,SSP2_v9_130115,KOR,0-4,million,2.2168646096940487,2.2572620699997055,2.284518121762224,1.7807546995307497,1.2520468302946302
IIASA-WiC POP,SSP2_v9_130115,KWT,0-4,million,0.2288727083714202,0.21950046951658891,0.21005721444092543,0.18942745510278175,0.1118631274750841
IIASA-WiC POP,SSP2_v9_130115,LAO,0-4,million,0.6475556328714944,0.6371111092520209,0.5463479912306536,0.40250641141914273,0.18604030378375858
IIASA-WiC POP,SSP2_v9_130115,LBN,0-4,million,0.2928462584170653,0.2755031774841584,0.22929016581123068,0.15706011175444723,0.07415349685241168
IIASA-WiC POP,SSP2_v9_130115,LBR,0-4,million,0.6796663752132237,0.7111448648734432,0.7033755416019382,0.6344871015267586,0.34604028433484824
IIASA-WiC POP,SSP2_v9_130115,LBY,0-4,million,0.6767698536679353,0.6094820071467205,0.46349302410226295,0.4235415273736166,0.19857700653988158
IIASA-WiC POP,SSP2_v9_130115,LCA,0-4,million,0.01359386447879084,0.012268243681676836,0.00972638351619596,0.006677435925218571,0.0030597721482843233
IIASA-WiC POP,SSP2_v9_130115,LKA,0-4,million,1.6695949770573275,1.4579518163257303,1.1701838521089774,0.8377144359627756,0.3733730790331332
IIASA-WiC POP,SSP2_v9_130115,LSO,0-4,million,0.2497269410994164,0.24326877027495053,0.20522807836535215,0.14464555628908266,0.05936143825571427
IIASA-WiC POP,SSP2_v9_130115,LTU,0-4,million,0.17244992761567515,0.15805181031196136,0.11380112010093027,0.08638317092292337,0.04151668900409937
IIASA-WiC POP,SSP2_v9_130115,LUX,0-4,million,0.031396192373515076,0.03468387703110508,0.03973374345559456,0.046555836870453185,0.04953784134079945
IIASA-WiC POP,SSP2_v9_130115,LVA,0-4,million,0.08842412925451054,0.08276353129694364,0.06330496828515104,0.049759212683993255,0.025489150634788283
IIASA-WiC POP,SSP2_v9_130115,MAR,0-4,million,2.799350235918891,2.5481784228950097,2.0116796224239404,1.4555466383701723,0.6132969552955605
IIASA-WiC POP,SSP2_v9_130115,MDA,0-4,million,0.17399142456770508,0.1477486408107081,0.09620009997403145,0.052838117413205835,0.014688801750319802
IIASA-WiC POP,SSP2_v9_130115,MDG,0-4,million,3.173611318855952,3.1812225743231344,3.0978199912101974,2.5846229393131996,1.314458299304226
IIASA-WiC POP,SSP2_v9_130115,MDV,0-4,million,0.026849781097127264,0.026216634988481115,0.020020034622129562,0.01413140713592851,0.006689474080174473
IIASA-WiC POP,SSP2_v9_130115,MEX,0-4,million,10.303117852849487,9.686245284612676,8.38290791191166,6.192710405727439,2.738779803248927
IIASA-WiC POP,SSP2_v9_130115,MKD,0-4,million,0.11066610706397616,0.09859102715856992,0.0758193172224595,0.05861377957662282,0.029431896947547373
IIASA-WiC POP,SSP2_v9_130115,MLI,0-4,million,2.9307317936965767,2.935829330631724,2.981307312711071,2.644739458141105,1.3952426257669353
IIASA-WiC POP,SSP2_v9_130115,MLT,0-4,million,0.019202972811603106,0.018668250342332396,0.015148986233162269,0.011721480400612968,0.0067831883356241586
IIASA-WiC POP,SSP2_v9_130115,MMR,0-4,million,3.450179421702607,3.101934465355536,2.4843391385235645,1.7199184497024647,0.8599984891770243
IIASA-WiC POP,SSP2_v9_130115,MNE,0-4,million,0.03587302151831451,0.030951467929426633,0.023488811619953476,0.01722102223409479,0.008509689516661943
IIASA-WiC POP,SSP2_v9_130115,MNG,0-4,million,0.2871678260983146,0.265091005285424,0.20345860076623282,0.17754710410370306,0.08187812639863228
IIASA-WiC POP,SSP2_v9_130115,MOZ,0-4,million,3.5680468159470773,3.482041068887447,3.343333824312763,2.636662360032023,1.2874923928745223
IIASA-WiC POP,SSP2_v9_130115,MRT,0-4,million,0.4894703857974109,0.4728776170435777,0.4310896119641274,0.3624225004328516,0.18514277412151187
IIASA-WiC POP,SSP2_v9_130115,MTQ,0-4,million,0.024389115109075914,0.02253188315998788,0.019129385076087246,0.01465904528837051,0.009373228653600948
IIASA-WiC POP,SSP2_v9_130115,MUS,0-4,million,0.07168775808196894,0.06962851835578858,0.06106580486160349,0.04496446612758218,0.02565417681643354
IIASA-WiC POP,SSP2_v9_130115,MWI,0-4,million,2.8505289912811573,3.0359822907035143,3.2970979886259113,3.4722937702850194,2.167724946372026
IIASA-WiC POP,SSP2_v9_130115,MYS,0-4,million,2.6853082670844413,2.581714798334737,2.3355746472841425,1.8427407033735004,0.9476270903213561
IIASA-WiC POP,SSP2_v9_130115,MYT,0-4,million,0.03006214199276398,0.02823099646550668,0.0285250185868744,0.02407975546620667,0.013013493347622985
IIASA-WiC POP,SSP2_v9_130115,NAM,0-4,million,0.2556538760185599,0.24682511435369983,0.21799445704904602,0.16185203396016695,0.07450877679422925
IIASA-WiC POP,SSP2_v9_130115,NCL,0-4,million,0.02013260049812033,0.019374747670960098,0.01695477630108172,0.014679120408192789,0.009832752505279235
IIASA-WiC POP,SSP2_v9_130115,NER,0-4,million,3.293472975630987,3.570779968614811,4.179430544392085,5.150464651909108,3.802309035302821
IIASA-WiC POP,SSP2_v9_130115,NGA,0-4,million,27.217748179525582,28.347718416865842,30.649389994238135,33.80153079915773,21.404121955360388
IIASA-WiC POP,SSP2_v9_130115,NIC,0-4,million,0.610236796536495,0.5560195907253449,0.46792645499408597,0.31946664272685676,0.12428040187989173
IIASA-WiC POP,SSP2_v9_130115,NLD,0-4,million,0.9491332902337547,0.9981786999697114,1.1121177348940527,1.1218473871748216,1.0721864155374048
IIASA-WiC POP,SSP2_v9_130115,NOR,0-4,million,0.32704203132119536,0.3632389473768821,0.4165829301161342,0.47723459457066036,0.5336824860410075
IIASA-WiC POP,SSP2_v9_130115,NPL,0-4,million,3.4069864200544906,3.31392699863713,2.962829735865379,2.253150650400787,0.982061399402893
IIASA-WiC POP,SSP2_v9_130115,NZL,0-4,million,0.3319638637451436,0.3502514741542014,0.3643671889994662,0.3888246849954248,0.3658243582443003
IIASA-WiC POP,SSP2_v9_130115,OMN,0-4,million,0.2606412411531583,0.26631250045837745,0.23320791719739006,0.20619972991202792,0.12519685301171166
IIASA-WiC POP,SSP2_v9_130115,PAK,0-4,million,21.255129648481933,20.861370222709514,18.72215626983494,15.712764984678085,7.9403553777176965
IIASA-WiC POP,SSP2_v9_130115,PAN,0-4,million,0.30703853814244786,0.2891149998294569,0.25773950670777424,0.18932615001333078,0.08622731062770903
IIASA-WiC POP,SSP2_v9_130115,PER,0-4,million,2.608673477218742,2.368820206993517,1.975035813344565,1.3777668837757826,0.5806179197429203
IIASA-WiC POP,SSP2_v9_130115,PHL,0-4,million,10.581181760886542,10.17106411767159,9.291817467392786,7.307207137359935,3.6438953538228236
IIASA-WiC POP,SSP2_v9_130115,PNG,0-4,million,0.866546014608357,0.8312819299033355,0.7593181972407576,0.5874401093553324,0.2848644683594121
IIASA-WiC POP,SSP2_v9_130115,POL,0-4,million,2.0973992633635463,2.077748540732123,1.8060554898220442,1.7110436786855672,1.182918498995821
IIASA-WiC POP,SSP2_v9_130115,PRI,0-4,million,0.21777542295621222,0.18799442616375395,0.13714207875500198,0.07342299565934646,0.02500282560430723
IIASA-WiC POP,SSP2_v9_130115,PRK,0-4,million,1.5499717541037294,1.4472881139221707,1.103812896299488,0.6973254457237222,0.26940278555642005
IIASA-WiC POP,SSP2_v9_130115,PRT,0-4,million,0.5036184787636973,0.49839971187180565,0.5126083759291467,0.5414033748847138,0.5069439562083915
IIASA-WiC POP,SSP2_v9_130115,PRY,0-4,million,0.6801104324713376,0.6477817938147529,0.5714742162362335,0.43002248873563104,0.19740001995291134
IIASA-WiC POP,SSP2_v9_130115,PSE,0-4,million,0.5912917225677802,0.5537010410216017,0.4747002485304043,0.3331413092919176,0.1450211310589994
IIASA-WiC POP,SSP2_v9_130115,PYF,0-4,million,0.021974547733317557,0.021162402966947543,0.017977353738113124,0.014385822134686841,0.00884137545388982
IIASA-WiC POP,SSP2_v9_130115,QAT,0-4,million,0.11807161109991453,0.11977213656929767,0.09999273879744469,0.09037239023217271,0.04534272004141355
IIASA-WiC POP,SSP2_v9_130115,REU,0-4,million,0.06920250430799654,0.06497928839398413,0.05753746710469762,0.048293460860178467,0.03397152340404861
IIASA-WiC POP,SSP2_v9_130115,ROU,0-4,million,0.943186222401454,0.818225114758631,0.6072709554224971,0.41694839811558093,0.1809589033997616
IIASA-WiC POP,SSP2_v9_130115,RUS,0-4,million,7.854984713035549,6.638394113534202,4.808585821869387,4.355884893093888,2.546466717799527
IIASA-WiC POP,SSP2_v9_130115,RWA,0-4,million,1.8355276987194984,1.8010004056880193,1.7107583617171542,1.6292146406789707,0.886820184114811
IIASA-WiC POP,SSP2_v9_130115,SAU,0-4,million,2.83307531645141,2.7595035649800455,2.550463934792009,2.2632796704785973,1.2610981754925639
IIASA-WiC POP,SSP2_v9_130115,SDN,0-4,million,6.190883546401295,6.140760020638278,5.752376646448699,4.731424824666207,2.5263337422286627
IIASA-WiC POP,SSP2_v9_130115,SEN,0-4,million,1.9855708236565224,1.8749774485448802,1.7970602087103404,1.5512903423287285,0.8756358208952386
IIASA-WiC POP,SSP2_v9_130115,SGP,0-4,million,0.21072534247907676,0.21747755614819458,0.1939527469001376,0.1563714324899227,0.08536845944534593
IIASA-WiC POP,SSP2_v9_130115,SLB,0-4,million,0.07214932844341777,0.0682304264514273,0.06354831025900178,0.051442114120506484,0.026663104749301853
IIASA-WiC POP,SSP2_v9_130115,SLE,0-4,million,0.8953109643951551,0.8733612470015145,0.8339204129479404,0.694062319069205,0.3550575742729657
IIASA-WiC POP,SSP2_v9_130115,SLV,0-4,million,0.5652358958802487,0.5217198365443328,0.41077308641615184,0.26104829143143254,0.09203505013813708
IIASA-WiC POP,SSP2_v9_130115,SOM,0-4,million,1.6236838530349753,1.5250441287571428,1.5173649588558207,1.251738516954491,0.6655100253708769
IIASA-WiC POP,SSP2_v9_130115,SRB,0-4,million,0.4404190901814643,0.3911120301670191,0.31927928128394045,0.22581387190791974,0.1107331970574343
IIASA-WiC POP,SSP2_v9_130115,STP,0-4,million,0.021137708292358677,0.01954944706033594,0.017231411900202234,0.012362320455519944,0.005374924887610428
IIASA-WiC POP,SSP2_v9_130115,SUR,0-4,million,0.043413779944116423,0.04036969865743831,0.03559057229391418,0.026091574566341008,0.01184605612068784
IIASA-WiC POP,SSP2_v9_130115,SVK,0-4,million,0.3094552524418154,0.30726600306111823,0.2773154915997509,0.26967233067026686,0.19775967035481612
IIASA-WiC POP,SSP2_v9_130115,SVN,0-4,million,0.11330351130836215,0.11332458666697243,0.10959171443290802,0.12264539588643829,0.10824773830810547
IIASA-WiC POP,SSP2_v9_130115,SWE,0-4,million,0.6260641834037163,0.6938880291074149,0.7311078642577483,0.8704748106695257,0.9338872249151453
IIASA-WiC POP,SSP2_v9_130115,SWZ,0-4,million,0.14722002031181494,0.14419136113606257,0.11927919457935984,0.08800636370573323,0.03779946910969019
IIASA-WiC POP,SSP2_v9_130115,SYR,0-4,million,2.0949866791848657,2.064294740555385,1.9533677029268286,1.427004442780246,0.69275699546807
IIASA-WiC POP,SSP2_v9_130115,TCD,0-4,million,2.076827632536989,2.1533476539070175,2.2055599825095684,1.9622331204545775,1.020059911876384
IIASA-WiC POP,SSP2_v9_130115,TGO,0-4,million,0.8114159483283696,0.8048758470703572,0.7299871335963432,0.5685288779462139,0.26278874377115696
IIASA-WiC POP,SSP2_v9_130115,THA,0-4,million,3.851913641555213,3.540212070604386,2.9251251860020804,2.0293284120911754,0.97065400350828
IIASA-WiC POP,SSP2_v9_130115,TJK,0-4,million,0.8011871015632064,0.766926566189617,0.6283485717597478,0.44427363860111985,0.18850911417747418
IIASA-WiC POP,SSP2_v9_130115,TKM,0-4,million,0.48298456219950764,0.4542549781245802,0.3638827403577498,0.27102469999584045,0.12096732008535577
IIASA-WiC POP,SSP2_v9_130115,TLS,0-4,million,0.19950206854769864,0.20635370286145208,0.21278243103286473,0.18662059462750508,0.11101632174391181
IIASA-WiC POP,SSP2_v9_130115,TON,0-4,million,0.0112968111499135,0.009520857517757901,0.008123766156954931,0.005340857724915087,0.0021359094596930224
IIASA-WiC POP,SSP2_v9_130115,TTO,0-4,million,0.08319070199399964,0.07006482787773381,0.04968440182471341,0.030328277417162246,0.010831234557518693
IIASA-WiC POP,SSP2_v9_130115,TUN,0-4,million,0.8084478844472547,0.746094149716052,0.5694003396692161,0.44109423923048124,0.21560409056079596
IIASA-WiC POP,SSP2_v9_130115,TUR,0-4,million,5.924620267207407,5.429047322881083,4.678302894899589,3.641421512315419,1.780053152917558
IIASA-WiC POP,SSP2_v9_130115,TZA,0-4,million,7.841360351523306,7.7978041492917045,7.922523061394567,7.043473289359035,3.7999567474911773
IIASA-WiC POP,SSP2_v9_130115,UGA,0-4,million,6.694327180386652,6.984875507478992,7.83798555132804,8.304439391046353,5.135347676086557
IIASA-WiC POP,SSP2_v9_130115,UKR,0-4,million,2.1942447223107817,1.8868869205995245,1.4092866608227461,1.1624496691166721,0.6132422977569236
IIASA-WiC POP,SSP2_v9_130115,URY,0-4,million,0.21500106134243133,0.1920698774712531,0.15566251481929794,0.09931322137006963,0.04323182258840621
IIASA-WiC POP,SSP2_v9_130115,USA,0-4,million,21.11532431618029,22.815956298496218,24.887489984874886,26.844918024851832,27.07907790844716
IIASA-WiC POP,SSP2_v9_130115,UZB,0-4,million,2.5919400695316948,2.4484407632819014,1.933507902296568,1.4295369923379595,0.5984618266281377
IIASA-WiC POP,SSP2_v9_130115,VCT,0-4,million,0.008027493401808899,0.00715265784161462,0.005636895479623337,0.0035388535374941636,0.0013699347342609606
IIASA-WiC POP,SSP2_v9_130115,VEN,0-4,million,2.6458920314404475,2.445602297506583,2.127051365742758,1.5420011274278307,0.6790849119005022
