MODEL,SCENARIO,ISO_A3,AGE,UNIT,2015_factor,2020_factor,2030_factor,2050_factor,2100_factor
IIASA-WiC POP,SSP1_v9_130115,BRN,0-4,million,0.07802489888598119,0.06425514496516416,0.04770193437887983,0.03336666183230013,0.01739432321664464
IIASA-WiC POP,SSP1_v9_130115,BTN,0-4,million,0.08866275493937287,0.0802935618628873,0.059698114752655365,0.039054724197571146,0.017819547667898353
IIASA-WiC POP,SSP1_v9_130115,BWA,0-4,million,0.09997290130348824,0.09109887783074941,0.06898842340814423,0.047072953755153926,0.022220437387457204
IIASA-WiC POP,SSP1_v9_130115,CAF,0-4,million,0.12646234700498674,0.11260715214433364,0.08927167728959035,0.056978651904944576,0.024184009764561584
IIASA-WiC POP,SSP1_v9_130115,CAN,0-4,million,0.054899765981864024,0.05554873446464494,0.05032037880079664,0.04788225216533773,0.0392716596763776
IIASA-WiC POP,SSP1_v9_130115,CHE,0-4,million,0.047908962573331555,0.047461393287154194,0.04507511340472121,0.04145938093311822,0.036566856578970665
IIASA-WiC POP,SSP1_v9_130115,CHL,0-4,million,0.06244332723887938,0.05563387139346113,0.04316209173278758,0.028658369647734425,0.016555593305388434
IIASA-WiC POP,SSP1_v9_130115,CHN,0-4,million,0.048923490766154154,0.04337754849751639,0.032340852671797156,0.02162433922518153,0.014260463230925207
IIASA-WiC POP,SSP1_v9_130115,CIV,0-4,million,0.1265828431997527,0.10929866531874588,0.08822319875385506,0.057896550375600264,0.025093378476658306
IIASA-WiC POP,SSP1_v9_130115,CMR,0-4,million,0.13116353726679736,0.11393031750327175,0.0900118039750928,0.05876477166057909,0.02543011550045595
IIASA-WiC POP,SSP1_v9_130115,COD,0-4,million,0.16273878629775082,0.14693722514216853,0.11718126082923316,0.07509646683260206,0.031117884327968227
IIASA-WiC POP,SSP1_v9_130115,COG,0-4,million,0.12826867862612465,0.1114666621080917,0.08780674123382277,0.055794570314188933,0.023644022784658745
IIASA-WiC POP,SSP1_v9_130115,COL,0-4,million,0.0829756356668225,0.07288777389935497,0.05775297064246048,0.039175061392212884,0.018727429408833433
IIASA-WiC POP,SSP1_v9_130115,COM,0-4,million,0.1327405614424927,0.10526487818914705,0.08610960808098966,0.0559085727655934,0.02726782184510892
IIASA-WiC POP,SSP1_v9_130115,CPV,0-4,million,0.09137501502628093,0.0825394601023606,0.0642903590189412,0.04191691636101909,0.018864927121892732
IIASA-WiC POP,SSP1_v9_130115,CRI,0-4,million,0.06677993255765537,0.058442934281901615,0.04515954482957759,0.030736905826122683,0.016076140417447912
IIASA-WiC POP,SSP1_v9_130115,CUB,0-4,million,0.043996118005578316,0.03917806206106232,0.03047486545351674,0.019279800331981612,0.011921898329072596
IIASA-WiC POP,SSP1_v9_130115,CYP,0-4,million,0.05486224277070216,0.05080144405730367,0.03741578806876082,0.02892371886037899,0.018232928258091516
IIASA-WiC POP,SSP1_v9_130115,CZE,0-4,million,0.05319316851426568,0.05003145956986065,0.04206294080500741,0.04241309662758702,0.034905128961574015
IIASA-WiC POP,SSP1_v9_130115,DEU,0-4,million,0.04122814147710767,0.041390903088313336,0.0386007663471419,0.03584672898903042,0.03251247687208256
IIASA-WiC POP,SSP1_v9_130115,DJI,0-4,million,0.10981521705155638,0.10010605867360552,0.07611529956331012,0.050425214591001695,0.021300884711454627
IIASA-WiC POP,SSP1_v9_130115,DNK,0-4,million,0.055790731180868386,0.056888347309767225,0.05797702861604895,0.05335979202639711,0.045361800495114915
IIASA-WiC POP,SSP1_v9_130115,DOM,0-4,million,0.08965917057219641,0.08001008615973489,0.06406351813720838,0.041896905050741076,0.01785683817501928
IIASA-WiC POP,SSP1_v9_130115,DZA,0-4,million,0.0871748140990152,0.07664844998386766,0.054876848515962307,0.040497281114008764,0.020247335698580775
IIASA-WiC POP,SSP1_v9_130115,ECU,0-4,million,0.08684602171243391,0.0764987706437728,0.06061692528265093,0.03966127993951297,0.01834995398878259
IIASA-WiC POP,SSP1_v9_130115,EGY,0-4,million,0.10016744922148568,0.0888624514551685,0.0685813051904557,0.04691331939860066,0.021318072745511712
IIASA-WiC POP,SSP1_v9_130115,ERI,0-4,million,0.13840029380294402,0.117737376903606,0.0873712181749385,0.05655802388596571,0.022361953014704762
IIASA-WiC POP,SSP1_v9_130115,ESP,0-4,million,0.048164916772120654,0.043093544468551376,0.03583358494054808,0.037311160293077315,0.034906862722656404
IIASA-WiC POP,SSP1_v9_130115,EST,0-4,million,0.05751722026863116,0.05485873016367372,0.04556729171916116,0.047332151691524264,0.037041123520927095
IIASA-WiC POP,SSP1_v9_130115,ETH,0-4,million,0.13070102633005934,0.11926988950934912,0.0923169818512005,0.058214841383059865,0.023843122444048164
IIASA-WiC POP,SSP1_v9_130115,FIN,0-4,million,0.05604323611666655,0.05649802780206608,0.05363268482452017,0.05224162219264245,0.04506480733910382
IIASA-WiC POP,SSP1_v9_130115,FJI,0-4,million,0.0897959122520786,0.0774757614882416,0.06001156900855876,0.04165599886848777,0.020473831766387417
IIASA-WiC POP,SSP1_v9_130115,FRA,0-4,million,0.06166397902111089,0.05994703105401725,0.05546923287238898,0.05119668899056129,0.042753754857697945
IIASA-WiC POP,SSP1_v9_130115,FSM,0-4,million,0.1000817631376149,0.0901825119618975,0.07536540759256143,0.049840361136609994,0.024068071499720022
IIASA-WiC POP,SSP1_v9_130115,GAB,0-4,million,0.10245614976751437,0.09256352810694767,0.07208407441471175,0.04686979484746924,0.02072324211137309
IIASA-WiC POP,SSP1_v9_130115,GBR,0-4,million,0.06266483989822104,0.061068298618662066,0.05534711844292103,0.052105863395525316,0.042460217176496166
IIASA-WiC POP,SSP1_v9_130115,GEO,0-4,million,0.06396159366823914,0.05397299135164447,0.03757173726050329,0.030346787579272123,0.019013311155944696
IIASA-WiC POP,SSP1_v9_130115,GHA,0-4,million,0.12352475389853584,0.10621182938932322,0.0853348811389605,0.05710906327314435,0.024353113017574125
IIASA-WiC POP,SSP1_v9_130115,GIN,0-4,million,0.14275004164389807,0.12422352664971517,0.10000400442554779,0.06488913208740177,0.025711298502021862
IIASA-WiC POP,SSP1_v9_130115,GLP,0-4,million,0.0635412594577447,0.056503863941817306,0.0494277351904494,0.0360215068332494,0.024661155747724383
IIASA-WiC POP,SSP1_v9_130115,GMB,0-4,million,0.14137033602232935,0.12010256695587508,0.09401242853729502,0.061259804803786636,0.026033832133547888
IIASA-WiC POP,SSP1_v9_130115,GNB,0-4,million,0.13555634308177805,0.11770087710919952,0.09275981922580344,0.061681767811457164,0.026889040130923064
IIASA-WiC POP,SSP1_v9_130115,GNQ,0-4,million,0.1321027225437893,0.11772519633342113,0.09368480036918769,0.06204471378202289,0.026711510761548825
IIASA-WiC POP,SSP1_v9_130115,GRC,0-4,million,0.04879923704491018,0.04480876036555095,0.03948637966649142,0.0376176073228279,0.03248667328006881
IIASA-WiC POP,SSP1_v9_130115,GRD,0-4,million,0.08715603906692991,0.07832834402629,0.0569023011509319,0.03937653698830405,0.0189849264964484
IIASA-WiC POP,SSP1_v9_130115,GTM,0-4,million,0.12163682892249286,0.10349993046146204,0.0834557182649232,0.05298261142658218,0.021846908831547933
IIASA-WiC POP,SSP1_v9_130115,GUF,0-4,million,0.09371061280962063,0.08170619843991606,0.06470640084031228,0.04151447425034083,0.01949887440406365
IIASA-WiC POP,SSP1_v9_130115,GUM,0-4,million,0.0766931759957645,0.07008215931937946,0.05571805617133553,0.03606726994768311,0.016529563948560994
IIASA-WiC POP,SSP1_v9_130115,GUY,0-4,million,0.07666859308281228,0.07255387018538786,0.06358832070410507,0.039781784595795705,0.020565337515680467
IIASA-WiC POP,SSP1_v9_130115,HND,0-4,million,0.10587700777506728,0.09249090101644383,0.07250858815825391,0.046612589436851676,0.019840173403677684
IIASA-WiC POP,SSP1_v9_130115,HRV,0-4,million,0.04526472394954168,0.04055609702107915,0.03197750807092918,0.025173240268522558,0.0163200036748126
IIASA-WiC POP,SSP1_v9_130115,HTI,0-4,million,0.10501182546672365,0.09309855888343983,0.07406464371612514,0.04833637603683997,0.02178958406883766
IIASA-WiC POP,SSP1_v9_130115,HUN,0-4,million,0.04386757885641589,0.043042767439759884,0.04035369683571655,0.03717529727685584,0.03263623147658725
IIASA-WiC POP,SSP1_v9_130115,IDN,0-4,million,0.07773512417709205,0.06799970783125572,0.05230998471488861,0.034384184225104635,0.020025559630288473
IIASA-WiC POP,SSP1_v9_130115,IND,0-4,million,0.08981436778375392,0.07797042239594376,0.061486665901131915,0.03978818797506255,0.01895767244390732
IIASA-WiC POP,SSP1_v9_130115,IRL,0-4,million,0.07426616939272765,0.0677116252131988,0.0571094618568877,0.053434986974301275,0.04162701811662678
IIASA-WiC POP,SSP1_v9_130115,IRN,0-4,million,0.07735331978925579,0.06519971815272482,0.04249640483152471,0.030060875574391,0.016733830929339055
IIASA-WiC POP,SSP1_v9_130115,IRQ,0-4,million,0.13446741273570664,0.11608850753641733,0.09299319328719419,0.058305928265673566,0.02446386468717488
IIASA-WiC POP,SSP1_v9_130115,ISL,0-4,million,0.07340058823335027,0.07048005564121874,0.06031770438430001,0.055311827976011585,0.0442045630454978
IIASA-WiC POP,SSP1_v9_130115,ISR,0-4,million,0.10081015919972525,0.09672348228229799,0.08768846437340458,0.07970799628685094,0.06124706629956615
IIASA-WiC POP,SSP1_v9_130115,ITA,0-4,million,0.04267805958615491,0.04042529165317178,0.037608246999227095,0.035172730349475066,0.03258422868189642
IIASA-WiC POP,SSP1_v9_130115,JAM,0-4,million,0.07942006009626104,0.07328225188028165,0.05839573825866125,0.03908628472574755,0.01783910590623752
IIASA-WiC POP,SSP1_v9_130115,JOR,0-4,million,0.10314918580905909,0.09474587236366527,0.0729172352274579,0.046411819950411645,0.020736944859603534
IIASA-WiC POP,SSP1_v9_130115,JPN,0-4,million,0.04141435882471896,0.03792580781554307,0.03399133850403289,0.03108278234447481,0.028632058347418835
IIASA-WiC POP,SSP1_v9_130115,KAZ,0-4,million,0.08626271966346194,0.07459712188819609,0.05317164840058379,0.04090129641077751,0.02044549578797153
IIASA-WiC POP,SSP1_v9_130115,KEN,0-4,million,0.1421380651612349,0.12416487651919904,0.10057692113643527,0.06667016814048163,0.02725026572895313
IIASA-WiC POP,SSP1_v9_130115,KGZ,0-4,million,0.09838482799049551,0.08579469722268498,0.06311323064804458,0.04309810469136599,0.020112059906427254
IIASA-WiC POP,SSP1_v9_130115,KHM,0-4,million,0.09580600304756591,0.08860108713612355,0.0670529673680492,0.04551075065897809,0.021350087775876894
IIASA-WiC POP,SSP1_v9_130115,KOR,0-4,million,0.04325645938769846,0.04179019845744684,0.03898243079511243,0.030022404307765618,0.028617801393853604
IIASA-WiC POP,SSP1_v9_130115,KWT,0-4,million,0.07218349482814801,0.06115947710606543,0.04777190364263136,0.032797751028032306,0.017684269250866476
IIASA-WiC POP,SSP1_v9_130115,LAO,0-4,million,0.09753066372592432,0.09013240361803326,0.06991534094634569,0.04628316072144881,0.022669997408187002
IIASA-WiC POP,SSP1_v9_130115,LBN,0-4,million,0.0667572511454793,0.060716207053864144,0.04789383039951193,0.031578203658087195,0.01821445350685191
IIASA-WiC POP,SSP1_v9_130115,LBR,0-4,million,0.14022517028127027,0.12378525621198531,0.09337997556495144,0.05804828218361367,0.02362452650310758
IIASA-WiC POP,SSP1_v9_130115,LBY,0-4,million,0.09754534020382821,0.08168144360407983,0.05581030250482291,0.04362487892739406,0.020309623695808576
IIASA-WiC POP,SSP1_v9_130115,LCA,0-4,million,0.07443672375782612,0.06455778274934976,0.04822828566292184,0.03139558367953428,0.017026814411624645
IIASA-WiC POP,SSP1_v9_130115,LKA,0-4,million,0.07680881733698144,0.06504822895319783,0.05009991267807164,0.03477614676854118,0.01790636747804759
IIASA-WiC POP,SSP1_v9_130115,LSO,0-4,million,0.10980435563991899,0.1025885316424151,0.08118547423687122,0.05400487370445181,0.024297295329377154
IIASA-WiC POP,SSP1_v9_130115,LTU,0-4,million,0.05299899949193016,0.049699084771149565,0.0377765152213724,0.03246016932223883,0.021445177679734074
IIASA-WiC POP,SSP1_v9_130115,LUX,0-4,million,0.05419874214930855,0.053133825833407394,0.049146734189133366,0.04427901015952321,0.03698653033574499
IIASA-WiC POP,SSP1_v9_130115,LVA,0-4,million,0.04049395480457846,0.039019425167430066,0.031176924775238594,0.026910370822283515,0.018843196941133386
IIASA-WiC POP,SSP1_v9_130115,MAR,0-4,million,0.08389148218016167,0.07378020410457746,0.05588218542776177,0.03951913306513882,0.020253662605121316
IIASA-WiC POP,SSP1_v9_130115,MDA,0-4,million,0.051474804274754156,0.046320705036501805,0.03425049638896041,0.02528441999360923,0.015650122839398418
IIASA-WiC POP,SSP1_v9_130115,MDG,0-4,million,0.13374850857147433,0.11839286411966235,0.09309645956536008,0.05725089270220882,0.022226301187257925
IIASA-WiC POP,SSP1_v9_130115,MDV,0-4,million,0.0792553362971553,0.0723515178254207,0.049657338486608846,0.03084698184694189,0.01618968912220994
IIASA-WiC POP,SSP1_v9_130115,MEX,0-4,million,0.0857511845819097,0.07648650126043166,0.060682471887559396,0.04075765801927595,0.018689534074566434
IIASA-WiC POP,SSP1_v9_130115,MKD,0-4,million,0.053036728457421495,0.04684066394488398,0.03527052042024686,0.026097035099840734,0.015602598999862929
IIASA-WiC POP,SSP1_v9_130115,MLI,0-4,million,0.16485099543842752,0.14427942512206243,0.11550966836451466,0.07334308654337302,0.028759436056357307
IIASA-WiC POP,SSP1_v9_130115,MLT,0-4,million,0.045192941394100794,0.04308341978100504,0.033930485057848625,0.026314512261086297,0.018425782917355464
IIASA-WiC POP,SSP1_v9_130115,MMR,0-4,million,0.07011762703439302,0.06188845248443648,0.04883193353282302,0.0354664332291654,0.023736526082817833
IIASA-WiC POP,SSP1_v9_130115,MNE,0-4,million,0.05612512300347124,0.048011406305209774,0.036097945473574665,0.02625123872115545,0.01586086966082327
IIASA-WiC POP,SSP1_v9_130115,MNG,0-4,million,0.09704231138264822,0.08435562108963984,0.0596792481601456,0.047133724240987565,0.022708158220345685
IIASA-WiC POP,SSP1_v9_130115,MOZ,0-4,million,0.1372763068694801,0.12159016643029621,0.09896214045720116,0.06232286690938116,0.025643477382369866
IIASA-WiC POP,SSP1_v9_130115,MRT,0-4,million,0.12647057534335268,0.11074790069651233,0.0857706057152776,0.05779803308579629,0.025295064138494965
IIASA-WiC POP,SSP1_v9_130115,MTQ,0-4,million,0.05903633913084508,0.053917869538412364,0.04529361427255413,0.03460370910453192,0.02390722280665341
IIASA-WiC POP,SSP1_v9_130115,MUS,0-4,million,0.05379612901441803,0.051028552733502416,0.04299038281807512,0.030547197598479788,0.019912896951598237
IIASA-WiC POP,SSP1_v9_130115,MWI,0-4,million,0.16467521485780878,0.15164928243637696,0.12570254339668027,0.08556661828455747,0.032411476208630406
IIASA-WiC POP,SSP1_v9_130115,MYS,0-4,million,0.08748989142080946,0.07835342866309232,0.0628594859963236,0.042587992183724645,0.02111842394365591
IIASA-WiC POP,SSP1_v9_130115,MYT,0-4,million,0.12863236447010118,0.10772369873850497,0.0883216692496828,0.05426611755691572,0.021775948161693894
IIASA-WiC POP,SSP1_v9_130115,NAM,0-4,million,0.1034995763913691,0.09347783210843953,0.07404438683986451,0.048399959560427204,0.022522774729106618
IIASA-WiC POP,SSP1_v9_130115,NCL,0-4,million,0.0744567761460332,0.06685188647304167,0.052104513565595534,0.03834632623251273,0.023694159754455293
IIASA-WiC POP,SSP1_v9_130115,NER,0-4,million,0.1784887016312385,0.16366188330478096,0.14012200008491557,0.10088901696456692,0.03863961332455898
IIASA-WiC POP,SSP1_v9_130115,NGA,0-4,million,0.1521817711056645,0.1406541070495677,0.12124025733987423,0.09085113041331201,0.03670214647710771
IIASA-WiC POP,SSP1_v9_130115,NIC,0-4,million,0.09977052523972187,0.08692459895400774,0.06832619918484929,0.04406013910546928,0.019162180890904688
IIASA-WiC POP,SSP1_v9_130115,NLD,0-4,million,0.05342154104391778,0.05260049945728798,0.0521658362800886,0.0469661760026144,0.04016795637552266
IIASA-WiC POP,SSP1_v9_130115,NOR,0-4,million,0.060561897591634356,0.06097181082702936,0.058527199212186284,0.053373960482648045,0.04461181432451703
IIASA-WiC POP,SSP1_v9_130115,NPL,0-4,million,0.10381973182444995,0.09263573319641309,0.07168354411143102,0.04475157042469053,0.01863058928748286
IIASA-WiC POP,SSP1_v9_130115,NZL,0-4,million,0.06870165087939539,0.06583611022250194,0.05804781095400306,0.05123207705552283,0.039722907557203695
IIASA-WiC POP,SSP1_v9_130115,OMN,0-4,million,0.0841596497604048,0.07797779623657017,0.05713508419289317,0.03976410598357937,0.021745523803279095
IIASA-WiC POP,SSP1_v9_130115,PAK,0-4,million,0.11183790029545797,0.1006269124334507,0.07804036906002769,0.053540289717368184,0.024233096920256884
IIASA-WiC POP,SSP1_v9_130115,PAN,0-4,million,0.08134669046141027,0.07195504685025228,0.05777783280885991,0.03719243848631088,0.017229946320297874
IIASA-WiC POP,SSP1_v9_130115,PER,0-4,million,0.08583069926421627,0.07534028706320862,0.05994042768467438,0.040819684146074474,0.020497274847455428
IIASA-WiC POP,SSP1_v9_130115,PHL,0-4,million,0.10441814070265948,0.09278030054136766,0.0742183987637493,0.049067941303487635,0.022782946684418017
IIASA-WiC POP,SSP1_v9_130115,PNG,0-4,million,0.1144932752516827,0.10088076235612889,0.0795621840576244,0.051042888890028094,0.023890110660996694
IIASA-WiC POP,SSP1_v9_130115,POL,0-4,million,0.05216285590897376,0.04953780182492443,0.040522235559634016,0.038387957649672955,0.03141782168135853
IIASA-WiC POP,SSP1_v9_130115,PRI,0-4,million,0.05877125530430073,0.05176048577506042,0.04006348449683794,0.025918929577439503,0.015173025757408599
IIASA-WiC POP,SSP1_v9_130115,PRK,0-4,million,0.06222496740309,0.056989802502075665,0.04262066610379864,0.02791755641405561,0.01522942549060151
IIASA-WiC POP,SSP1_v9_130115,PRT,0-4,million,0.04446929722416897,0.04160073396048604,0.038634971533841066,0.03699376622909217,0.03463082894590271
IIASA-WiC POP,SSP1_v9_130115,PRY,0-4,million,0.09732656748495697,0.08631964823360373,0.06774096115549923,0.04393515852804094,0.01978143690665874
IIASA-WiC POP,SSP1_v9_130115,PSE,0-4,million,0.13229163571454364,0.1148249783936731,0.08834518139852136,0.057143849973293456,0.02486797271680202
IIASA-WiC POP,SSP1_v9_130115,PYF,0-4,million,0.07687424468107602,0.0704150640401192,0.055208731566617854,0.04030735632656341,0.024132630860929264
IIASA-WiC POP,SSP1_v9_130115,QAT,0-4,million,0.05131745548587645,0.04612653259834145,0.03158481484993895,0.023846042262501133,0.01327232938811854
IIASA-WiC POP,SSP1_v9_130115,REU,0-4,million,0.07735419443096371,0.0690824446199522,0.05626476566068707,0.04221305066000404,0.02701146492274794
IIASA-WiC POP,SSP1_v9_130115,ROU,0-4,million,0.044622236681813324,0.0394352966149405,0.03058684370231011,0.023589491586804907,0.016132022769362556
IIASA-WiC POP,SSP1_v9_130115,RUS,0-4,million,0.05506963068142501,0.046692255296235406,0.03386553494243537,0.031866994013837725,0.02092806985738312
IIASA-WiC POP,SSP1_v9_130115,RWA,0-4,million,0.15085974417393513,0.13098523964915962,0.10168408188819977,0.07098622676498523,0.028687505309903643
IIASA-WiC POP,SSP1_v9_130115,SAU,0-4,million,0.09126314787367251,0.07942000295515836,0.0609164263809148,0.04185598722112775,0.02045004913385791
IIASA-WiC POP,SSP1_v9_130115,SDN,0-4,million,0.12671123617481242,0.11332172976914892,0.08921607512233842,0.05798710787177085,0.027588099058038124
IIASA-WiC POP,SSP1_v9_130115,SEN,0-4,million,0.14133785575182178,0.11977999814113348,0.09546401032608388,0.06340740707962231,0.027666097678897186
IIASA-WiC POP,SSP1_v9_130115,SGP,0-4,million,0.038134860593856956,0.03781479604731588,0.03220978471127053,0.02317983113441157,0.01586323642097597
IIASA-WiC POP,SSP1_v9_130115,SLB,0-4,million,0.11970663723783898,0.10278854906248658,0.0814402515037115,0.052955152399692375,0.024730704093954767
IIASA-WiC POP,SSP1_v9_130115,SLE,0-4,million,0.13594140565365026,0.11927364757817017,0.09542359017639077,0.061743373759217714,0.027124165333967037
IIASA-WiC POP,SSP1_v9_130115,SLV,0-4,million,0.08942659956542759,0.08135443459351022,0.06352801116273399,0.0417007059979335,0.01907969467042732
IIASA-WiC POP,SSP1_v9_130115,SOM,0-4,million,0.1577538611064273,0.13608956419572565,0.11524161814483347,0.07647266935949815,0.03301298984403198
IIASA-WiC POP,SSP1_v9_130115,SRB,0-4,million,0.04517059356274551,0.0406393156866945,0.03385528502769061,0.024290453039759217,0.015369253193392577
IIASA-WiC POP,SSP1_v9_130115,STP,0-4,million,0.11991946088148216,0.1054282862570811,0.08495638390570887,0.055252827885198336,0.02400451591269399
IIASA-WiC POP,SSP1_v9_130115,SUR,0-4,million,0.07914088857058572,0.07067945140517613,0.05844185739830197,0.03965798636436164,0.019053580626966538
IIASA-WiC POP,SSP1_v9_130115,SVK,0-4,million,0.053364360394020836,0.05016887684193962,0.04137143147380441,0.03840416214006131,0.03120433463543821
IIASA-WiC POP,SSP1_v9_130115,SVN,0-4,million,0.052297140014851654,0.0491476089006565,0.0422829567630303,0.043312378857715696,0.0356060229265061
IIASA-WiC POP,SSP1_v9_130115,SWE,0-4,million,0.061090155663287606,0.06206111821535817,0.05593052870835797,0.05500172780980181,0.04460580923077897
IIASA-WiC POP,SSP1_v9_130115,SWZ,0-4,million,0.11652714836774752,0.10874616400346973,0.08346233302228066,0.056772391319241486,0.02495175371685995
IIASA-WiC POP,SSP1_v9_130115,SYR,0-4,million,0.09406927646783353,0.08537362766915094,0.06991632397846347,0.042295340136554366,0.019030857397363505
IIASA-WiC POP,SSP1_v9_130115,TCD,0-4,million,0.16207341730118027,0.14814369960370571,0.12063278483840975,0.07736509883147182,0.029592430287161374
IIASA-WiC POP,SSP1_v9_130115,TGO,0-4,million,0.12197422641512559,0.11059670282915363,0.08617308464967581,0.05488213395498486,0.022987290264271057
IIASA-WiC POP,SSP1_v9_130115,THA,0-4,million,0.05417729152424644,0.04859132040538089,0.03894356724340683,0.027514752841853982,0.01788743380540778
IIASA-WiC POP,SSP1_v9_130115,TJK,0-4,million,0.11058827588676408,0.10165056068276783,0.07839975039372031,0.05318020082349998,0.023914132882702846
IIASA-WiC POP,SSP1_v9_130115,TKM,0-4,million,0.09060846003372769,0.0812259391336647,0.060641271734667566,0.042475278841895114,0.021816773997960132
IIASA-WiC POP,SSP1_v9_130115,TLS,0-4,million,0.1603444751226768,0.15069208637234813,0.12891083307128,0.08818229899266142,0.03668673185232494
IIASA-WiC POP,SSP1_v9_130115,TON,0-4,million,0.10613540322090795,0.08886410485498669,0.0752199240871259,0.04970154566989567,0.023492312323188304
IIASA-WiC POP,SSP1_v9_130115,TTO,0-4,million,0.061100495118562664,0.05107846577613995,0.036556096482346485,0.02440998694602139,0.013986490689385405
IIASA-WiC POP,SSP1_v9_130115,TUN,0-4,million,0.07350414431858472,0.06503525697491334,0.046677201617364175,0.03462895878727699,0.020269233199598526
IIASA-WiC POP,SSP1_v9_130115,TUR,0-4,million,0.07687254226448151,0.06692391294958117,0.05307007926496133,0.03769513442857289,0.01973580513190192
IIASA-WiC POP,SSP1_v9_130115,TZA,0-4,million,0.15265847714984154,0.133577022168749,0.10830354366003427,0.06854251812899438,0.02625110685614559
IIASA-WiC POP,SSP1_v9_130115,UGA,0-4,million,0.1710979928655861,0.15361292931470621,0.13055391886743373,0.08874793325897382,0.03281512461629363
IIASA-WiC POP,SSP1_v9_130115,UKR,0-4,million,0.04973112717637076,0.04390829929086902,0.033753015096472036,0.029873203834696806,0.018898431545923886
IIASA-WiC POP,SSP1_v9_130115,URY,0-4,million,0.06318873850329004,0.05613914228189251,0.04540299244654409,0.030145230839757575,0.01678431798300475
IIASA-WiC POP,SSP1_v9_130115,USA,0-4,million,0.06245349113685805,0.062099707605696546,0.058322768975989474,0.052799020225760475,0.042368760734693936
