MODEL,SCENARIO,ISO_A3,AGE,UNIT,2015,2020,2030,2050,2100
IIASA-WiC POP,SSP2_v9_130115,ABW,0-4,million,0.006481104255266519,0.0073372562139924595,0.007089534558469401,0.00668689929244897,0.00491037091432805
IIASA-WiC POP,SSP2_v9_130115,AFG,0-4,million,6.27610840426743,6.92182922192111,8.1105706840615,8.69664105370811,6.68184525615993
IIASA-WiC POP,SSP2_v9_130115,AGO,0-4,million,3.70639891231681,4.04497557206429,4.31005608420687,4.33224478550556,3.0911390489374897
IIASA-WiC POP,SSP2_v9_130115,ALB,0-4,million,0.18598804156160836,0.183536765974328,0.1649557298886411,0.120549224860657,0.07283038716015419
IIASA-WiC POP,SSP2_v9_130115,ARE,0-4,million,0.54353704386888,0.571315430243985,0.5196167387967799,0.5628917580520709,0.45778283873675996
IIASA-WiC POP,SSP2_v9_130115,ARG,0-4,million,3.3569012108978997,3.3062557980500404,3.12916682375301,2.7797704746302596,1.783915982807819
IIASA-WiC POP,SSP2_v9_130115,ARM,0-4,million,0.2022016499328672,0.18155289694429638,0.1512117541679078,0.11744171304242851,0.0712651343761514
IIASA-WiC POP,SSP2_v9_130115,AUS,0-4,million,1.542951395892234,1.648979616069858,1.637049289867845,1.8310180851364473,1.709667916931619
IIASA-WiC POP,SSP2_v9_130115,AUT,0-4,million,0.39122689074396,0.392028538336136,0.372189527957137,0.36024263509614995,0.28291344218206205
IIASA-WiC POP,SSP2_v9_130115,AZE,0-4,million,0.7855555299352519,0.7199012322863501,0.5468898899824699,0.5294288537979821,0.384834946917387
IIASA-WiC POP,SSP2_v9_130115,BDI,0-4,million,1.36480131058067,1.436895398318909,1.338036612302929,1.354023780550934,0.952107766493851
IIASA-WiC POP,SSP2_v9_130115,BEL,0-4,million,0.616533169550372,0.611209382024764,0.5932995512405319,0.610922342369494,0.5323453489661589
IIASA-WiC POP,SSP2_v9_130115,BEN,0-4,million,1.6016557930349862,1.697681365653084,1.754461675827368,1.745282239758752,1.282742167741349
IIASA-WiC POP,SSP2_v9_130115,BFA,0-4,million,3.2162366967441898,3.4601336917936303,3.90719825478595,4.1450963510995,3.23145075543101
IIASA-WiC POP,SSP2_v9_130115,BGD,0-4,million,14.76054741558495,14.60050410398312,13.411234547518239,10.837979489675892,6.38891361562829
IIASA-WiC POP,SSP2_v9_130115,BGR,0-4,million,0.349592856616186,0.3179873300112,0.278424589030543,0.25608232575726103,0.18135695740081792
IIASA-WiC POP,SSP2_v9_130115,BHR,0-4,million,0.1343122884330061,0.14196895300330248,0.1349233787509448,0.17273127108586012,0.1439049356097589
IIASA-WiC POP,SSP2_v9_130115,BHS,0-4,million,0.02545650992246678,0.025426999630975097,0.0248950447127731,0.02366409291441349,0.01748672712804695
IIASA-WiC POP,SSP2_v9_130115,BIH,0-4,million,0.17336694091800148,0.163239627516401,0.1426541381488951,0.1141494594984793,0.0701342057796939
IIASA-WiC POP,SSP2_v9_130115,BLR,0-4,million,0.5293839922046539,0.478289528922169,0.37526484580153596,0.35517605483857395,0.235240278513231
IIASA-WiC POP,SSP2_v9_130115,BLZ,0-4,million,0.0372160459959551,0.03703577054598519,0.03435783172214189,0.029452883376628,0.01847301996741751
IIASA-WiC POP,SSP2_v9_130115,BOL,0-4,million,1.2127894040478049,1.227003314388888,1.2149798863334769,1.0651870191800548,0.6899312962258239
IIASA-WiC POP,SSP2_v9_130115,BRA,0-4,million,14.793243282829941,14.63197548463534,13.37169896258628,10.82601996361163,6.70871282615846
IIASA-WiC POP,SSP2_v9_130115,BRB,0-4,million,0.01347578192869408,0.01312724035352711,0.01165057037191892,0.00948568853629847,0.00628699703779724
IIASA-WiC POP,SSP2_v9_130115,BRN,0-4,million,0.0355567064983995,0.0327927979402033,0.0313775484351929,0.0301960905981271,0.021626707702997898
IIASA-WiC POP,SSP2_v9_130115,BTN,0-4,million,0.07556050678802789,0.07752951002680569,0.0749760590523081,0.0727305604901813,0.0501299322571502
IIASA-WiC POP,SSP2_v9_130115,BWA,0-4,million,0.222185931905576,0.21875844034762099,0.20687770037181702,0.1881368005154484,0.1324110294296624
IIASA-WiC POP,SSP2_v9_130115,CAF,0-4,million,0.67310434293354,0.690375919237444,0.688464842305847,0.620219304269181,0.402054209851631
IIASA-WiC POP,SSP2_v9_130115,CAN,0-4,million,1.9765590330389329,2.1075117870834,2.1050645712394997,2.3827080313339,2.2180677792229204
IIASA-WiC POP,SSP2_v9_130115,CHE,0-4,million,0.38199277522524006,0.387536490125314,0.399607648054622,0.4035098811841811,0.34666959743085196
IIASA-WiC POP,SSP2_v9_130115,CHL,0-4,million,1.190576244208506,1.1725380768910179,1.0832188858128071,0.8716514658921359,0.5774848360525859
IIASA-WiC POP,SSP2_v9_130115,CHN,0-4,million,71.48894386488313,68.1104033227868,57.43629773485863,42.43573229464282,24.372377536539144
IIASA-WiC POP,SSP2_v9_130115,CIV,0-4,million,2.99870263811711,2.98962192003047,2.9315452437208602,2.60165154575146,1.6735928159468911
IIASA-WiC POP,SSP2_v9_130115,CMR,0-4,million,3.10120086669611,3.06923932629806,3.03056568775453,2.77026168347252,1.872190067780474
IIASA-WiC POP,SSP2_v9_130115,COD,0-4,million,13.040709707023641,14.22841331737086,15.32950812284027,15.05182632839593,10.80613053278298
IIASA-WiC POP,SSP2_v9_130115,COG,0-4,million,0.636442779450713,0.642558469090081,0.659651563318753,0.639822954598703,0.457853259009146
IIASA-WiC POP,SSP2_v9_130115,COL,0-4,million,4.37356448176225,4.34590340899035,4.15500745051107,3.6900661531023395,2.32819713082573
IIASA-WiC POP,SSP2_v9_130115,COM,0-4,million,0.12199600402586261,0.11685210756755118,0.1185350758145987,0.10832393475123589,0.07229520468926509
IIASA-WiC POP,SSP2_v9_130115,CPV,0-4,million,0.05110280648882569,0.0502936932345958,0.045517878484983496,0.03722403315144939,0.020972925266767098
IIASA-WiC POP,SSP2_v9_130115,CRI,0-4,million,0.36463149522968896,0.36045589767013,0.346772991567042,0.32166749982397297,0.220615231421263
IIASA-WiC POP,SSP2_v9_130115,CUB,0-4,million,0.521872835435153,0.498149204581973,0.42042212923262,0.28218770793055803,0.13703816421825737
IIASA-WiC POP,SSP2_v9_130115,CYP,0-4,million,0.0679491423562882,0.0701520855831543,0.06437039328316879,0.06548293688844431,0.0517697697844903
IIASA-WiC POP,SSP2_v9_130115,CZE,0-4,million,0.577097883205171,0.553100489440205,0.494350797126996,0.5292654856649031,0.42007198698528603
IIASA-WiC POP,SSP2_v9_130115,DEU,0-4,million,3.40620958566752,3.4000274855025903,3.25118095926746,2.99825069978566,2.29352355553272
IIASA-WiC POP,SSP2_v9_130115,DJI,0-4,million,0.11476083990595021,0.1133502167724051,0.111016272668479,0.1014893018021627,0.066715031680272
IIASA-WiC POP,SSP2_v9_130115,DNK,0-4,million,0.317817803871124,0.330613287386964,0.36071620052012404,0.364163354842825,0.355702990283225
IIASA-WiC POP,SSP2_v9_130115,DOM,0-4,million,1.019284254442061,0.9947637561404139,0.958315937789789,0.8259186486214931,0.47559404789312
IIASA-WiC POP,SSP2_v9_130115,DZA,0-4,million,3.52386583851193,3.4857910613602696,3.0256377705290403,2.8689337579627203,1.7968813441137441
IIASA-WiC POP,SSP2_v9_130115,ECU,0-4,million,1.4395225439062411,1.4163174058927979,1.3612883303931569,1.1756697586115932,0.7302447889965029
IIASA-WiC POP,SSP2_v9_130115,EGY,0-4,million,9.33098738906847,9.30293415816961,8.9485891817218,8.17615563347807,5.43776442972208
IIASA-WiC POP,SSP2_v9_130115,ERI,0-4,million,0.8981212357526249,0.896698917603862,0.9168876231046,0.948234204677953,0.6916882902312249
IIASA-WiC POP,SSP2_v9_130115,ESP,0-4,million,2.3297215706890997,2.13271820206404,1.8585421366332289,2.12538467840698,1.769687828825323
IIASA-WiC POP,SSP2_v9_130115,EST,0-4,million,0.077382145164321,0.0742352697683634,0.061297183869485905,0.0637749561070818,0.04672501911356519
IIASA-WiC POP,SSP2_v9_130115,ETH,0-4,million,12.983425709185461,14.00970760620875,14.5302290654302,13.65947435442256,9.60288645825843
IIASA-WiC POP,SSP2_v9_130115,FIN,0-4,million,0.30857305847779704,0.31716808648802397,0.319979257525949,0.334650908387018,0.31957602233314497
IIASA-WiC POP,SSP2_v9_130115,FJI,0-4,million,0.0852997838476223,0.0791370226678079,0.071865724194353,0.0585093069390705,0.0340418502280673
IIASA-WiC POP,SSP2_v9_130115,FRA,0-4,million,3.9970708929897505,4.02592545874756,3.9983683365440896,4.081771335516669,3.68213392614977
IIASA-WiC POP,SSP2_v9_130115,FSM,0-4,million,0.01228794881882159,0.011730808705247779,0.01079385900171943,0.007581447636269171,0.00390738312244467
IIASA-WiC POP,SSP2_v9_130115,GAB,0-4,million,0.18239692818852088,0.1842107227445815,0.1777346426605684,0.15943867348000718,0.104146597594326
IIASA-WiC POP,SSP2_v9_130115,GBR,0-4,million,4.04567409738293,4.11413578530591,4.01852275424486,4.2072852892493895,3.8096143823390403
IIASA-WiC POP,SSP2_v9_130115,GEO,0-4,million,0.289250840628041,0.25002988485755195,0.1790915652176125,0.1461703737648292,0.0820819048681499
IIASA-WiC POP,SSP2_v9_130115,GHA,0-4,million,3.6982364954841502,3.8396603284346797,4.03028462013747,4.0729727227588794,2.9428678981436898
IIASA-WiC POP,SSP2_v9_130115,GIN,0-4,million,1.696192711767809,1.683789520697864,1.644668406619791,1.432693425687688,0.870862954232873
IIASA-WiC POP,SSP2_v9_130115,GLP,0-4,million,0.031744650336498495,0.0306301436716493,0.0310206214783619,0.02699977826096299,0.022367775224160488
IIASA-WiC POP,SSP2_v9_130115,GMB,0-4,million,0.302999486127348,0.30551696207857404,0.303194703237387,0.289767226340249,0.2024963500820065
IIASA-WiC POP,SSP2_v9_130115,GNB,0-4,million,0.247877584593052,0.24782878191326,0.238576138450355,0.216394084866706,0.14029344488384732
IIASA-WiC POP,SSP2_v9_130115,GNQ,0-4,million,0.1145553416123512,0.12192076262328311,0.1248938867225549,0.1273124412900162,0.09479257127204468
IIASA-WiC POP,SSP2_v9_130115,GRC,0-4,million,0.56127240348343,0.516600034710179,0.465316321521501,0.446837886401866,0.326093003764505
IIASA-WiC POP,SSP2_v9_130115,GRD,0-4,million,0.00981890216231948,0.009548559103754399,0.00790197535678284,0.00662284087020594,0.0038932583643786203
IIASA-WiC POP,SSP2_v9_130115,GTM,0-4,million,2.1754732378360897,2.16080305051251,2.20512349065517,1.98828085089645,1.287288548708984
IIASA-WiC POP,SSP2_v9_130115,GUF,0-4,million,0.0262280599774274,0.02684386262477409,0.02717474134308229,0.0249043296806403,0.017235190324621237
IIASA-WiC POP,SSP2_v9_130115,GUM,0-4,million,0.01550247552194789,0.015610525002937432,0.015405588148670171,0.01322700955867156,0.00823572502278835
IIASA-WiC POP,SSP2_v9_130115,GUY,0-4,million,0.0628370562281059,0.0643205092468734,0.0621045873156576,0.04334336403798539,0.0229498127703794
IIASA-WiC POP,SSP2_v9_130115,HND,0-4,million,0.959023768285726,0.95576188333984,0.914696720829797,0.7997192414066221,0.500240845252502
IIASA-WiC POP,SSP2_v9_130115,HRV,0-4,million,0.210001264224281,0.1988041320645943,0.1738169930831923,0.1557424467551552,0.10736468807585109
IIASA-WiC POP,SSP2_v9_130115,HTI,0-4,million,1.188730804928998,1.16589011469656,1.087870006530798,0.890928811071455,0.515739593931123
IIASA-WiC POP,SSP2_v9_130115,HUN,0-4,million,0.436281296930655,0.420439411924248,0.39961675068819,0.355690526056353,0.260363493098629
IIASA-WiC POP,SSP2_v9_130115,IDN,0-4,million,20.6253840035926,19.65400350574524,17.63805944158827,13.72454346175434,8.7389708302617
IIASA-WiC POP,SSP2_v9_130115,IND,0-4,million,127.2041990402278,125.11685631515769,117.47349921056099,103.75205752701689,63.929223728851596
IIASA-WiC POP,SSP2_v9_130115,IRL,0-4,million,0.354414447352587,0.34355043655664796,0.320077498286495,0.35059135559529897,0.307962033578567
IIASA-WiC POP,SSP2_v9_130115,IRN,0-4,million,6.40244701825364,6.0897404573269505,4.74283863824333,4.15290231600519,2.56212598637038
IIASA-WiC POP,SSP2_v9_130115,IRQ,0-4,million,5.28580684705137,5.36981090525611,5.71524412056711,5.48078735632702,4.05900966907165
IIASA-WiC POP,SSP2_v9_130115,ISL,0-4,million,0.0254416186296605,0.0261576236083845,0.0250473534069584,0.0281958237667803,0.0266912231274383
IIASA-WiC POP,SSP2_v9_130115,ISR,0-4,million,0.849348492135028,0.9159164544974419,1.000692109480864,1.235972330247876,1.5007496431456149
IIASA-WiC POP,SSP2_v9_130115,ITA,0-4,million,2.64426227999249,2.51436449110068,2.45675316508472,2.32964522161726,1.839814640448271
IIASA-WiC POP,SSP2_v9_130115,JAM,0-4,million,0.238854166236119,0.238147265092906,0.21234104813917798,0.1679228097520973,0.08817417200743159
IIASA-WiC POP,SSP2_v9_130115,JOR,0-4,million,0.7781215370701999,0.83190196058799,0.8655294017589941,0.860429468773688,0.635213404479754
IIASA-WiC POP,SSP2_v9_130115,JPN,0-4,million,5.22856912031831,4.76538868662691,4.17820740669311,3.5382590179330498,2.23355344114527
