scenario,GCAMRegion,GHG,2020,2030,2050,2100
Equity,Argentina,SO2,0.18719092695407888,0.13922153684876395,0.09123267163109795,0.05697483220263197
Equity,Australia_NZ,BC,0.11535539726432995,0.10809940899261099,0.10033736490641795,0.09386178992702188
Equity,Australia_NZ,CH4,7.019294654255493,6.1530716847152105,6.14374274060503,6.7779673045073014
Equity,Australia_NZ,CO,18.101576827169332,17.248932067695534,16.58562399315195,16.39589612585521
Equity,Australia_NZ,NH3,0.9691377962398205,1.1855566795701664,1.4860168750220564,1.6846967506200154
Equity,Australia_NZ,NMVOC,3.7512055573430647,3.5780174356807537,3.538534512968469,3.634117963446867
Equity,Australia_NZ,NOx,2.0399883549945845,1.708502532852468,1.4444025091078225,1.258434719427491
Equity,Australia_NZ,OC,0.8391951322894569,0.8195966988892219,0.8136272942546879,0.8244101338052269
Equity,Australia_NZ,PM,1.3269399761646863,1.2909326293034595,1.2738581321812634,1.282154460261199
Equity,Australia_NZ,SO2,0.9123806936093298,0.47960320210072993,0.34246167616942985,0.30711453193440186
Equity,Brazil,BC,0.2656652424844849,0.22628856393526886,0.18378360399740798,0.09985060249673998
Equity,Brazil,CH4,19.084431879303743,19.36440762821768,19.091734024952466,15.546016620821735
Equity,Brazil,CO,30.634600270305043,23.987694740368845,18.940541608845717,14.7333074715879
Equity,Brazil,NH3,3.3556491483332587,3.540436005847008,3.6294328875258155,2.9914422085396106
Equity,Brazil,NMVOC,7.470759987272612,6.133087331453901,4.893512271711451,3.455489855363505
Equity,Brazil,NOx,4.803076644335537,4.374626603663615,3.495658539935204,1.8446836860863047
Equity,Brazil,OC,1.168759953063186,1.0169409230860529,0.864420101908513,0.5652094229119227
Equity,Brazil,PM,1.9635584996132895,1.7031429403418514,1.4382827101263227,0.9180851375104635
Equity,Brazil,SO2,1.774784905816975,1.3894325963707508,0.9532974539043648,0.4381004066272967
Equity,Canada,BC,0.09096937110021797,0.06892735764048297,0.059648800368244964,0.05019611195937096
Equity,Canada,CH4,5.029416835095222,4.410024016472125,4.344211412579005,2.904271151676059
Equity,Canada,CO,20.52414403144908,15.889211791089448,13.700129397380753,12.369999192104862
Equity,Canada,NH3,0.8313571702672377,0.8445126614893035,0.8788966923168277,0.8626788439344816
Equity,Canada,NMVOC,4.6604942020122255,3.79001346119346,3.6804235646390078,3.1285130535266426
Equity,Canada,NOx,1.7281388143345948,1.1785794568314303,0.8139807936557208,0.5531797673322186
Equity,Canada,OC,1.1416720143377008,0.965545102290601,0.9132918446317949,0.8782063754989228
Equity,Canada,PM,1.7326572887131522,1.4565495896800909,1.3716210182285364,1.3110508401187682
Equity,Canada,SO2,0.8861913607098878,0.5635705005225319,0.3719659264380978,0.22996019702460296
Equity,Central America and Caribbean,BC,0.09110664887468298,0.08152951108522698,0.05262772077133597,0.02275667448842596
Equity,Central America and Caribbean,CH4,3.60143700199541,3.8687990149727107,4.15707123025758,3.9209595386159006
Equity,Central America and Caribbean,CO,10.5370800211521,8.85040665704443,6.0509172696957485,4.322075643868015
Equity,Central America and Caribbean,NH3,0.7347087416147919,0.8253871519141178,0.9432182432153788,1.0221209303766103
Equity,Central America and Caribbean,NMVOC,2.3275738230559777,2.1177168875538017,1.6653283682397797,1.4937192041787426
Equity,Central America and Caribbean,NOx,1.909348650349481,1.5463048631392018,0.9528463384376665,0.46005741021806684
Equity,Central America and Caribbean,OC,0.3305541338663239,0.319127825328417,0.19913721010910598,0.08714065746150797
Equity,Central America and Caribbean,PM,0.5729097251909945,0.546035252413386,0.3426567033044912,0.149643482107225
Equity,Central America and Caribbean,SO2,1.056698550005304,0.8413962864104719,0.5084391576279629,0.3016826673385089
Equity,Central Asia,BC,0.06901138590982697,0.05742716568310593,0.04153231364283695,0.03125588020014896
Equity,Central Asia,CH4,9.436951987717901,9.488743693907574,9.882707200447859,7.833288169709722
Equity,Central Asia,CO,9.68642080097862,8.372278159175229,6.539159841405809,6.083947654893949
Equity,Central Asia,NH3,0.4930998310939468,0.5499001148323198,0.6304246059745988,0.7758435012330488
Equity,Central Asia,NMVOC,2.161384991133379,2.001824002952399,1.7045866216355092,1.4569486194737356
Equity,Central Asia,NOx,2.178244442054915,2.0751714275584945,1.8240494069945654,1.602568413011915
Equity,Central Asia,OC,0.33774678111522194,0.28071640784054397,0.1997315916306648,0.17958291629179196
Equity,Central Asia,PM,0.5588904214955771,0.4645943454633945,0.33130172103897143,0.2911850385174264
Equity,Central Asia,SO2,2.55275740116038,2.118160959742297,1.1181149061108389,0.29595857297232897
Equity,China,BC,1.260530185702836,1.03090076809327,0.67490001789171,0.36992905783460894
Equity,China,CH4,58.424683382452876,47.2791040064072,35.58251468345615,19.043716824359443
Equity,China,CO,140.25069362699543,91.7213910494904,58.00466681191451,34.89577070288918
Equity,China,NH3,13.46697188228484,14.909692954190326,15.228783554504956,11.85138324045696
Equity,China,NMVOC,29.508597541259306,24.313255462182195,19.94865822333581,12.308981938351076
Equity,China,NOx,26.66101471137207,22.154125862582905,15.485268522737803,9.514037681190281
Equity,China,OC,1.9404321158056796,1.5782188960775674,0.9639316835509447,0.4869227680728248
Equity,China,PM,4.161401129875243,3.3908438662935185,2.1208123271587325,1.1032215219622095
Equity,China,SO2,16.827808381300564,10.120182247647655,3.642472370609425,0.8930159015670597
Equity,Colombia,BC,0.041852084405559986,0.03826429836306297,0.03189140344432598,0.01383136775217098
Equity,Colombia,CH4,4.369647294325017,4.360943478086772,4.613030405305491,3.816685498406026
Equity,Colombia,CO,4.604465735006035,4.022543093789171,3.023496011727514,2.003434560921032
Equity,Colombia,NH3,0.47935369709147185,0.5553808531631107,0.6829952309427257,0.7785256500352568
Equity,Colombia,NMVOC,1.1478044409177568,1.1049985213768176,0.9901481987100235,0.8765590227892486
Equity,Colombia,NOx,0.5945154981243089,0.5903868846926635,0.5271029413868358,0.24164312643556796
Equity,Colombia,OC,0.14789989924684696,0.14900969180089302,0.1278744228579139,0.07317886777474199
Equity,Colombia,PM,0.2575341487691072,0.2551745874746463,0.2179409684755755,0.11986028544526915
Equity,Colombia,SO2,0.1806964305338579,0.17684748448333798,0.108719512123021,0.02544514964568098
Equity,EU-12,BC,0.05913907815170798,0.046728052571794944,0.02122041774447999,0.00546440705586699
Equity,EU-12,CH4,5.6034453880954995,4.592469590889161,3.5403078287457745,2.3969485940997357
Equity,EU-12,CO,4.819442657931717,3.166929770414898,1.3616729756641788,0.6046312224708416
Equity,EU-12,NH3,1.0293736606477928,1.0849852387517815,1.1295976019100653,1.1601806276717899
Equity,EU-12,NMVOC,1.4624802185170438,1.2295335485201229,1.022973398927239,0.875916338726364
Equity,EU-12,NOx,1.6177939471406797,1.2014988834434608,0.7517897832402428,0.29799306720475394
Equity,EU-12,OC,0.25020428470954,0.26526368966779895,0.08606308052770295,0.01836728332454997
Equity,EU-12,PM,0.422845113101521,0.43072793405392706,0.14641266467354327,0.032276062915560184
Equity,EU-12,SO2,1.127371759027263,0.595236629125132,0.17547393504417086,0.02962180177877997
Equity,EU-15,BC,0.12142985709053597,0.08667413182008599,0.03290436227603598,0.01062585637045599
Equity,EU-15,CH4,17.5942110505076,13.7294685622959,12.064010709668956,14.855927986687348
Equity,EU-15,CO,10.701654794249572,9.772364458033774,4.233780428728126,3.5436647211653978
Equity,EU-15,NH3,3.7238106156881936,4.000179891281386,4.920788278622321,6.1957301019623925
Equity,EU-15,NMVOC,4.476171093721828,3.655570027197252,3.368464789202244,4.1311305365396525
Equity,EU-15,NOx,7.368261448029387,4.470077459627006,2.3246238008108246,1.5167677659912875
Equity,EU-15,OC,0.26557132664830596,0.27577715388638196,0.056957141797029966,0.02494798045599399
Equity,EU-15,PM,0.5133398399066672,0.48970287505962085,0.11764351127339245,0.047364054059573
Equity,EU-15,SO2,1.2076745148748957,0.7057675663681806,0.2693187046657369,0.20738629361370897
Equity,Europe_Eastern,BC,0.045428298388127966,0.04147494388826295,0.02941949810310094,0.01653442829135598
Equity,Europe_Eastern,CH4,6.251983528437834,6.3072280131727965,8.286439430199314,4.44620272380113
Equity,Europe_Eastern,CO,4.622655644359328,4.257278984693924,2.6849876003332804,1.9793528283091997
Equity,Europe_Eastern,NH3,0.7867985743819748,0.8196509695200266,0.8332078325405924,0.8197286193782941
Equity,Europe_Eastern,NMVOC,1.5762112314516448,1.5335996027277747,1.4142164029130286,1.5481480209447704
Equity,Europe_Eastern,NOx,0.9627326823414954,0.9965854212688146,0.8958435187509618,0.48082636993900596
Equity,Europe_Eastern,OC,0.17641610753001194,0.16749777815887393,0.08710894145929383,0.05138462487875494
Equity,Europe_Eastern,PM,0.30224616199485793,0.2851442610442791,0.1569272342002013,0.09166788469711118
Equity,Europe_Eastern,SO2,0.8589297067631818,0.7106990530559659,0.5313452703519499,0.09368343210749198
Equity,Europe_Non_EU,BC,0.06891500837543799,0.04861262143865698,0.03052778395454698,0.02515594953978297
Equity,Europe_Non_EU,CH4,4.424564448660951,4.349851477180048,3.344081403589351,2.7817113756317537
Equity,Europe_Non_EU,CO,3.0966001653529998,2.226613287571266,0.9732672506249239,0.7521771569013906
Equity,Europe_Non_EU,NH3,0.9269079057154428,1.0319622762939327,1.1281663440860141,1.1522844955693938
Equity,Europe_Non_EU,NMVOC,0.9793917867192159,0.8323909156005087,0.6354968534687748,0.6783011363534018
Equity,Europe_Non_EU,NOx,1.1132836716663368,0.8552496016625318,0.6165465021310467,0.511950283036296
Equity,Europe_Non_EU,OC,0.14686364638040897,0.11258815895637293,0.04214487054085898,0.03039069638490897
Equity,Europe_Non_EU,PM,0.28582152353696666,0.21447495089013605,0.09384772722343006,0.07113024032418111
Equity,Europe_Non_EU,SO2,2.097810687965362,1.2526107665482498,0.32838836973269586,0.06369645793175101
Equity,European Free Trade Association,BC,0.005258498290819999,0.0025048472669119896,9.720635526889998e-4,2.78676528682e-4
Equity,European Free Trade Association,CH4,0.4363183169527548,0.36432107983045303,0.35601276290310696,0.395607986312665
Equity,European Free Trade Association,CO,0.7354327823247939,1.511362838204082,1.7764059655547868,9.3121867032790675
Equity,European Free Trade Association,NH3,0.10226543247929194,0.09697559436959301,0.113308810756732,0.11960469709546688
Equity,European Free Trade Association,NMVOC,0.262854757234251,0.16647340743801775,0.14404747501889587,0.1810800721477809
Equity,European Free Trade Association,NOx,0.22397594051023795,0.1921300217245539,0.14505519809964482,0.548743280872251
Equity,European Free Trade Association,OC,0.020387941226990988,0.00665466521376299,0.0038923764487299984,0.002231348033343
Equity,European Free Trade Association,PM,0.03493910407449912,0.01227150324928428,0.00663536822964179,0.00349737186923069
Equity,European Free Trade Association,SO2,0.03268998063571398,0.02796241557927,0.02298513430838599,0.07362553044308498
Equity,India,BC,0.9811812287157967,0.957223202784803,0.7008054225858509,0.24602607846299596
Equity,India,CH4,36.949812629646154,42.46330892871892,50.72740468272246,46.88116167907058
Equity,India,CO,55.81704070492458,49.45839695626785,37.53733315584534,17.979544653370617
Equity,India,NH3,10.855392234514085,12.824728102462748,16.079697798146558,17.40293846164048
Equity,India,NMVOC,12.843927493398027,14.477942019526795,15.147283083071603,14.865672313883277
Equity,India,NOx,10.980669225411356,12.284452824463715,11.900749179182762,6.1603541349780935
Equity,India,OC,2.787108820167115,2.6636581699753386,1.732138748600048,0.4632533051853719
Equity,India,PM,5.064864964426351,4.861976706128019,3.2478443753425044,0.9330809127243775
Equity,India,SO2,10.717479357312316,13.381615889353792,14.021042561833683,6.70202988847257
Equity,Indonesia,BC,0.30122690537559393,0.2622839686232329,0.20925631288499,0.08445256183794098
Equity,Indonesia,CH4,14.169205572709812,13.111708727812987,13.206182639421046,6.997783179216562
Equity,Indonesia,CO,30.291815657373593,26.445094583604725,20.51157987620781,9.15428599077796
Equity,Indonesia,NH3,2.197279030305608,2.6589210763082547,3.5289778431434904,3.7391642022328897
Equity,Indonesia,NMVOC,9.891719634561621,9.8118579615816,9.33680782937489,5.470179811896433
Equity,Indonesia,NOx,4.566076009295055,4.285390193675236,3.5105590946854615,1.5452918732837615
Equity,Indonesia,OC,1.0310717828849199,0.8889030509402089,0.6842075767444229,0.27227215953290895
Equity,Indonesia,PM,1.805782245438589,1.5596437283300553,1.208598778918014,0.48224700615379495
Equity,Indonesia,SO2,2.347449726653068,2.2783775849395798,1.6303191505653307,0.3123285423660047
Equity,Japan,BC,0.038249508637193,0.02864780168170799,0.01481378416199698,0.0036745581723459987
Equity,Japan,CH4,1.580843292986678,1.119339726579419,0.7617610376719759,0.7983445494126838
Equity,Japan,CO,5.488242184083024,3.629860217262083,2.0107823352970136,0.7767284699870449
Equity,Japan,NH3,0.4660514686655179,0.4748794071816059,0.4929537606634937,0.6728337099648789
Equity,Japan,NMVOC,0.7211969610842809,0.559586067945712,0.5054629123094708,0.47176744060173886
Equity,Japan,NOx,1.743148412924038,1.1656631865537876,0.5648241040602918,0.19178648619773697
Equity,Japan,OC,0.058573557256842976,0.06630906947166598,0.04604003343745398,0.024502046754148
Equity,Japan,PM,0.1258346463781978,0.12633455119436116,0.0821324103937559,0.03907994084801224
Equity,Japan,SO2,0.43382592588373886,0.24412878942687097,0.13834592838152496,0.05738543077286488
Equity,Mexico,BC,0.10029019504770396,0.10104875049066597,0.06322670268856294,0.02553436407694696
Equity,Mexico,CH4,6.706298422594099,6.857205457284323,6.413385055317815,5.91450629902623
Equity,Mexico,CO,12.33805963275356,10.168834743918982,6.939589959220296,4.279465139006501
Equity,Mexico,NH3,0.9450981585631486,1.0947317728057089,1.3278943547407625,1.6146960095363543
Equity,Mexico,NMVOC,3.124905565999007,2.7795214682949005,2.1701776622902975,1.8306777420326914
Equity,Mexico,NOx,2.3122389388855433,2.10808896879625,1.6182332304858185,0.6546621328566469
Equity,Mexico,OC,0.3391742473693139,0.38295475259117895,0.22534067909605796,0.13296368293750596
Equity,Mexico,PM,0.5953383882905934,0.6587789217451185,0.3917865440647822,0.21822586708527522
Equity,Mexico,SO2,0.957146144098623,0.7390312863662358,0.42699230930380083,0.10025876115193197
Equity,Middle East,BC,0.31143899010202086,0.25854739202541976,0.1737916312574169,0.09529352369455979
Equity,Middle East,CH4,22.98417421129813,22.81213024569607,20.362850676445134,12.696638205712633
Equity,Middle East,CO,16.007125739158617,11.720065353717994,7.148155873593863,4.683779572917501
Equity,Middle East,NH3,1.1464838787637297,1.3941776075618582,1.9406178360902875,2.583851860481494
Equity,Middle East,NMVOC,9.39377112679955,7.69971754909304,6.022695575933874,4.716177589139556
Equity,Middle East,NOx,9.471271198725827,6.838349736887608,3.6708976128448687,1.6376790068210088
Equity,Middle East,OC,0.17309211351837897,0.14221016219065696,0.10984425215140495,0.08579282610180197
Equity,Middle East,PM,0.590104611443505,0.48776266316060124,0.34824807495966775,0.22750661738959263
Equity,Middle East,SO2,8.630448773029753,6.400259102958565,3.428746384650485,0.98235934699663
Equity,Pakistan,BC,0.149384225683775,0.146733009575966,0.12208603832557298,0.05566787609338899
Equity,Pakistan,CH4,7.6479119103455,9.152921400849346,12.621705051515885,17.16308764806852
Equity,Pakistan,CO,11.203023155782567,11.582459327859807,10.928309767453104,6.678024942870781
Equity,Pakistan,NH3,2.0242058991721925,2.4209750854458956,3.3633854133889627,4.483450827786045
Equity,Pakistan,NMVOC,2.8987908380602048,3.186610065202783,4.006905539493442,4.614458344020594
Equity,Pakistan,NOx,1.5425556430190719,1.6285786339305135,1.9576900748352146,2.2079771984802603
Equity,Pakistan,OC,0.470597522336684,0.47293494163187194,0.402393376325226,0.16573552170779798
Equity,Pakistan,PM,0.8372771051936106,0.8377032770671395,0.7097171703032035,0.29823645974487906
Equity,Pakistan,SO2,1.345334095333288,1.516225277570195,2.1573905037100047,1.788408782021616
Equity,Russia,BC,0.2862398827088628,0.2611426858855398,0.19241299767490877,0.15130250116219776
Equity,Russia,CH4,25.005060999252162,21.977583364759628,18.270077880732952,11.31207937140279
Equity,Russia,CO,46.106484780334014,44.25483820963295,36.564977601241075,34.330449599840705
Equity,Russia,NH3,2.009392642372085,2.0572220577866895,2.0549988116666564,1.9708728818701653
Equity,Russia,NMVOC,11.944743527095655,11.245465190491482,9.148975465527295,8.294889547621727
Equity,Russia,NOx,5.755121508901688,4.2312207422723365,2.3816495749628195,1.1259042274078295
Equity,Russia,OC,2.6065615764229113,2.729740925451758,2.345570553682624,2.2203732968333707
Equity,Russia,PM,4.042246925264513,4.190786477870108,3.5658201892085515,3.341566565750138
Equity,Russia,SO2,6.00884649910611,3.9795647956398343,2.238313937992079,0.9653058833549358
Equity,South Africa,BC,0.09683950207459599,0.07294418336647185,0.04835849552147198,0.02806031726074298
Equity,South Africa,CH4,2.888579015964072,2.5682335864133927,2.542476505049799,1.709875787722665
Equity,South Africa,CO,7.4475028618716035,6.283153616366251,4.782020741957376,2.5078939884317486
Equity,South Africa,NH3,0.3659747172858029,0.4182565852373629,0.48197198308138584,0.49073011276023587
Equity,South Africa,NMVOC,2.0409929510712397,1.842349677310116,1.4530177054158089,1.0475008385923754
Equity,South Africa,NOx,2.0738705414800096,1.6649212259096866,1.1761035505389466,0.39692661993341566
Equity,South Africa,OC,0.20097431325413287,0.16843084719824197,0.13339904577874398,0.09248885235611287
Equity,South Africa,PM,0.3939167202354657,0.3210947131966051,0.2439549805372231,0.16312540785605872
Equity,South Africa,SO2,2.7968770732581363,2.1235737948439657,1.3872687995975128,0.175691957597659
Equity,South America_Northern,BC,0.014100203042213,0.01568551851516298,0.02148897510763298,0.01642193166037397
Equity,South America_Northern,CH4,10.236062624469712,11.260540407587628,13.470083323937828,9.127537576664539
Equity,South America_Northern,CO,3.763307452795147,3.7915110464844797,3.5921216813247177,3.604055336130018
Equity,South America_Northern,NH3,0.25814240629048585,0.299541911997955,0.39004735586755374,0.4959844413014347
Equity,South America_Northern,NMVOC,1.0047674053848208,1.1075104317548288,1.477015655569437,1.201257332106489
Equity,South America_Northern,NOx,0.306664013895828,0.3138689828261218,0.47517979849236186,0.399975679613448
Equity,South America_Northern,OC,0.07585209787249998,0.09125062915833898,0.10011578588103798,0.07952168907342698
Equity,South America_Northern,PM,0.12397872330410929,0.14774247006310404,0.16680344642828063,0.131780140201412
Equity,South America_Northern,SO2,0.04080749049882797,0.04070891803822798,0.6739801637194179,0.2964925178350079
Equity,South America_Southern,BC,0.11242539106920695,0.09971461310202087,0.07592964470041097,0.04165198336777897
Equity,South America_Southern,CH4,7.438202854193179,7.840757647549525,8.314372055991052,6.8900077261785535
Equity,South America_Southern,CO,13.49043880766961,11.675348960817717,8.58348845187749,6.667236835491753
Equity,South America_Southern,NH3,1.0393283211655733,1.2364922499434925,1.447794091514404,1.5037510005938017
Equity,South America_Southern,NMVOC,2.829104705339936,2.6524093810522498,2.20202906436614,1.9655921804666507
Equity,South America_Southern,NOx,1.7082074682449324,1.6436838859183256,1.2209886971453925,0.6123824110866916
Equity,South America_Southern,OC,0.46145575785610277,0.4389127688395668,0.338175520065787,0.2616799226782958
Equity,South America_Southern,PM,0.7835496639103546,0.7373313338528036,0.5671136028645275,0.42001947113452
Equity,South America_Southern,SO2,1.882534777411991,1.6881799598487308,1.201978366137744,0.552345102481805
Equity,South Asia,BC,0.13039044272153497,0.12583477870968096,0.11126631553211498,0.05593253680471697
Equity,South Asia,CH4,7.677574997633555,8.891054140836445,10.425526123942367,10.47039523134392
Equity,South Asia,CO,10.257733721072308,10.529806696659096,10.77163678196097,7.102909956135314
Equity,South Asia,NH3,1.8335800386160894,2.2234128408114744,2.86942222950917,3.4436690463400432
Equity,South Asia,NMVOC,2.689525681683958,3.1240478537549228,3.7449407620509727,4.304407403655491
Equity,South Asia,NOx,1.8203444447107746,1.869168457780393,1.905721628144151,1.9367078376334153
Equity,South Asia,OC,0.4514488285502499,0.43263349882384283,0.37105313884734986,0.18237319182634798
Equity,South Asia,PM,0.7890013118205459,0.7570841598987444,0.6529989356370369,0.32231945479686624
Equity,South Asia,SO2,0.7159700005503529,0.9730101544070069,1.405418644018027,0.6697535933589798
Equity,South Korea,BC,0.02243371582185998,0.01641026396256898,0.01009871491794198,0.004056591275134999
Equity,South Korea,CH4,1.1699012339001997,1.05650668358161,0.8348751705433028,0.5140040553615127
Equity,South Korea,CO,1.1028455933622558,0.6963181139771879,0.38154940063298465,0.27518158263316783
Equity,South Korea,NH3,0.312915841473387,0.33373639923258885,0.34813164336759683,0.336076896796854
Equity,South Korea,NMVOC,0.6582535219091998,0.48528155881610985,0.4395379096117738,0.3572356923998218
Equity,South Korea,NOx,1.3548472059442436,0.8350727062209641,0.5550354905830039,0.428801142028631
Equity,South Korea,OC,0.05240629949731999,0.04596359740199589,0.03392577517297599,0.01289489644735798
Equity,South Korea,PM,0.09961809568521358,0.08377923464368002,0.05962244490709187,0.02290195232237043
Equity,South Korea,SO2,0.24086941985411298,0.11988150682647497,0.04296397429999197,0.0253471478403999
Equity,Southeast Asia,BC,0.455872690720553,0.42120414804530393,0.31318422122074097,0.14801836813630495
Equity,Southeast Asia,CH4,21.067459109585137,21.11988259650133,20.943472324569775,15.461798696998812
Equity,Southeast Asia,CO,54.35049399975362,47.820011478796204,34.12912857275886,19.82247146847909
Equity,Southeast Asia,NH3,3.469143381351465,3.9356966608059754,4.637954110332179,4.619244667438139
Equity,Southeast Asia,NMVOC,14.411191891462767,13.793743450359617,11.211850080971221,7.870127884695521
Equity,Southeast Asia,NOx,9.46157384136669,7.802932785742675,5.2959731223938,3.0200182718835027
Equity,Southeast Asia,OC,1.6259686347693356,1.5586150237033183,1.222251205640762,0.6666331465885827
Equity,Southeast Asia,PM,2.8265951075127584,2.6921440467455797,2.0923218674091046,1.116105604571609
Equity,Southeast Asia,SO2,3.1778110068758942,2.9926180802068614,2.1073889139160475,0.6730687447376237
Equity,USA,BC,0.19253985874406299,0.14471729547951195,0.08213909129551995,0.03993921212935996
Equity,USA,CH4,26.153307021120863,19.59864794124987,18.05384489516719,19.22746999488091
Equity,USA,CO,40.36221867083985,27.9039257543255,15.81712375292345,9.244828704162991
Equity,USA,NH3,3.678533877822371,4.142145443967668,5.0897626075434,6.623994872030916
Equity,USA,NMVOC,11.54117035436963,9.278568013249116,8.428294161094783,8.980359659366576
Equity,USA,NOx,9.379109834815322,6.552630352575308,3.786710874770726,2.5233921226981524
Equity,USA,OC,0.8593394281447748,0.700321552949483,0.5426620346641208,0.461814242677058
Equity,USA,PM,1.4406492268654973,1.1606488457452238,0.866359709994765,0.704327500370489
Equity,USA,SO2,2.09877783224997,0.9109861407923588,0.623447619114892,0.46208239923481487
Ref,Africa_Eastern,BC,0.357041512346575,0.399550814269178,0.4524691294084489,0.493581582886585
Ref,Africa_Eastern,CH4,8.062301374892696,10.101736127276945,14.769165516829368,21.87225762812706
Ref,Africa_Eastern,CO,37.19478585502285,39.50896569054192,39.111514645485066,36.15029104294884
Ref,Africa_Eastern,NH3,2.6537055653115558,3.359691978433681,4.96490875281608,7.365647718432197
Ref,Africa_Eastern,NMVOC,7.6733783709806485,8.905405126892036,11.299250403369777,13.84477442074808
Ref,Africa_Eastern,NOx,2.28869998979853,2.5073432814440633,3.511454768744856,6.463327827063954
Ref,Africa_Eastern,OC,1.498988259928914,1.6496081584850328,1.8212609654892788,1.6171067201071248
Ref,Africa_Eastern,PM,2.53629887527958,2.7984455623296935,3.1021192229989625,2.855402350928432
Ref,Africa_Eastern,SO2,0.4868740009942398,0.5856463839030539,1.017695170880888,2.0083409930470677
Ref,Africa_Northern,BC,0.20138768313714997,0.201504859281202,0.21464456386477998,0.3300585463251919
Ref,Africa_Northern,CH4,9.661538201586698,11.66199349617186,17.343815708645657,24.790839528616978
Ref,Africa_Northern,CO,5.9822723363711034,6.365785878562355,7.389497271539977,11.132100497858309
Ref,Africa_Northern,NH3,0.8592341455922614,1.0337295340093249,1.3694642010347247,1.9876763750857434
Ref,Africa_Northern,NMVOC,2.723577439472479,3.0996080587883017,4.085124942130856,6.221498980703775
Ref,Africa_Northern,NOx,3.2511985426466596,6.253090128799433,10.867012210869195,24.836713759000382
Ref,Africa_Northern,OC,0.303709919542991,0.3499411219183039,0.434153760626348,0.619872330748275
Ref,Africa_Northern,PM,0.6558316363973421,0.7220711495524968,0.8569488979469357,1.2494818339277445
Ref,Africa_Northern,SO2,1.200805873211696,1.162144708753337,1.0837022014181878,0.9700375337949809
Ref,Africa_Southern,BC,0.487571205085846,0.5082931301581468,0.5164967469745537,0.5830418424252856
Ref,Africa_Southern,CH4,11.389029366707247,13.043087704577484,17.366857575849853,33.375596446838316
Ref,Africa_Southern,CO,71.12482973564632,81.44885951972103,163.43011110760716,368.77014341778505
Ref,Africa_Southern,NH3,1.6857894265154196,2.0096467008230836,2.7220442764701165,4.247922167353762
Ref,Africa_Southern,NMVOC,14.099496634528277,15.588817424026374,22.594686097326196,38.34617432339854
Ref,Africa_Southern,NOx,4.4924288982790905,6.257127391933611,22.909613415426733,80.83358944707135
Ref,Africa_Southern,OC,2.783073387288389,2.864276147113365,2.84706682142172,2.640696735461851
Ref,Africa_Southern,PM,4.516123269416827,4.655037333546074,4.639451976305069,4.417542358378262
Ref,Africa_Southern,SO2,1.985813720720041,3.004941159127829,6.984966917905964,13.012243503472886
Ref,Africa_Western,BC,0.8609423146172018,0.9474554377935416,1.0261741249747887,0.9737528364405008
Ref,Africa_Western,CH4,20.701514696594803,26.66237032231103,37.75640170657601,49.00874671026913
Ref,Africa_Western,CO,115.56423004659956,124.128086865724,128.27427422237022,122.81937365283183
Ref,Africa_Western,NH3,3.8194102143098205,4.739266967029147,6.923731793999655,9.91658311705177
Ref,Africa_Western,NMVOC,23.3118498747768,26.72284668445593,31.620585696023305,35.869589694025656
Ref,Africa_Western,NOx,6.021415097989211,6.499137509474049,8.022193441034348,13.205074871114396
Ref,Africa_Western,OC,4.439726904457897,4.896327012141282,5.244935340037873,4.467560264392915
Ref,Africa_Western,PM,7.295846019453716,8.043948608934931,8.629049073726428,7.45973929816642
Ref,Africa_Western,SO2,0.9348620603285359,1.0749654660673287,1.5940625525476326,3.137488316299013
Ref,Argentina,BC,0.05761020925863696,0.04699382935275398,0.03720651367214196,0.04021513050252296
Ref,Argentina,CH4,5.078943925869684,5.649076719608318,6.593605168622143,8.248882292725506
Ref,Argentina,CO,5.500364071751638,4.794705520043925,3.9031618024710313,3.8666430671684133
Ref,Argentina,NH3,0.5387282816718137,0.6040278359109928,0.6979903961138549,0.7796225871894585
Ref,Argentina,NMVOC,1.2050776100636857,1.0882112890404319,0.968733049364289,1.1512977483041669
Ref,Argentina,NOx,1.2674598145589886,1.0232671119255397,0.7898118319397607,0.8713428550619546
Ref,Argentina,OC,0.21899906199829788,0.203895950425086,0.182322210224983,0.17195068883451595
Ref,Argentina,PM,0.3765398888420667,0.34326442139590235,0.30164792566108184,0.2901261285861331
Ref,Argentina,SO2,0.18719092695397888,0.14855392692440397,0.10860462481446696,0.09002421112164995
Ref,Australia_NZ,BC,0.11535539725432994,0.11001585884759396,0.10816486239073698,0.11084202389025795
Ref,Australia_NZ,CH4,7.019294654255293,7.801825404859519,9.124985613445856,12.99356883373278
Ref,Australia_NZ,CO,18.101576828069334,17.499042748533466,17.034043211727287,17.366943569879957
Ref,Australia_NZ,NH3,0.9691377950397105,1.1769436345115405,1.469959566523315,1.9047587134714552
Ref,Australia_NZ,NMVOC,3.751205557334065,3.6826845412571667,3.7437121668862128,4.170802804658213
Ref,Australia_NZ,NOx,2.0399883549844846,1.8223487407310979,1.7399796903676656,1.9283832832555254
Ref,Australia_NZ,OC,0.8391951222894668,0.830736533965275,0.823656898418456,0.8138902092329877
Ref,Australia_NZ,PM,1.3269399618537006,1.3089706883026968,1.296810713368203,1.2857892254824563
Ref,Australia_NZ,SO2,0.9123806935993298,0.6051468154662268,0.472935011568151,0.3232019836694148
