region,Categories,sector,GHG,2020,2030,2050,2100
Africa_Eastern,agriculture,Beef,CH4,1.4391539,1.7355611,1.6626168,2.6894423
Africa_Eastern,agriculture,Beef,NH3,0.41832306,0.51005346,0.492214099999998,0.8041132
Africa_Eastern,agriculture,Beef,NMVOC,0.022407062,0.027320494,0.02636496,0.043071598
Africa_Eastern,agriculture,Beef,NOx,0.046412939,0.056590347,0.05461124,0.0892164
Africa_Eastern,agriculture,Corn,BC,0.0012038280302,0.001384133042999998,0.00132292373055,7.24026838899999e-4
Africa_Eastern,agriculture,Corn,CH4,0.02173762847,0.02499336624,0.023888137559699988,0.01307380103
Africa_Eastern,agriculture,Corn,CO,0.3809692077999997,0.4380284099,0.418658376186,0.22912861129999998
Africa_Eastern,agriculture,Corn,NH3,0.04037340664199999,0.04886907520799999,0.05754420969579989,0.052674667069
Africa_Eastern,agriculture,Corn,NMVOC,0.10458217183,0.12024583349,0.11492851138,0.06289952606
Africa_Eastern,agriculture,Corn,NOx,0.014438099031999989,0.01681472277299998,0.01701892090387,0.011166889771
Africa_Eastern,agriculture,Corn,OC,0.00575898266199999,0.00662153125899999,0.0063287202166999795,0.003463664253
Africa_Eastern,agriculture,Corn,SO2,0.0014939956530999998,0.001717758319299999,0.001641796488879999,8.98544418e-4
Africa_Eastern,agriculture,Dairy,CH4,1.142830099999999,1.357079399999999,1.5183724,1.1487357
Africa_Eastern,agriculture,Dairy,NH3,0.33219123,0.39882401,0.44951041999999997,0.34346014
Africa_Eastern,agriculture,Dairy,NMVOC,0.017793495999999992,0.0213626469999999,0.024077613999999997,0.018397081000000003
Africa_Eastern,agriculture,Dairy,NOx,0.0368566149999999,0.0442495779999999,0.049873343,0.038106837
Africa_Eastern,agriculture,FiberCrop,BC,6.038062608999997e-5,6.488095785999988e-5,5.608971063399989e-5,2.484577962e-5
Africa_Eastern,agriculture,FiberCrop,CH4,0.0010902987830999997,0.0011715611723999999,0.001012818696755999,4.486427741e-4
Africa_Eastern,agriculture,FiberCrop,CO,0.0191083019169999,0.02053252666699999,0.01775043222767999,0.00786281338999998
Africa_Eastern,agriculture,FiberCrop,NH3,0.003508770374299997,0.0039903097045399976,0.004330263387475,0.0033113467295
Africa_Eastern,agriculture,FiberCrop,NMVOC,0.00524554384,0.005636519090799998,0.00487278159124999,0.002158470653999998
Africa_Eastern,agriculture,FiberCrop,NOx,8.539463270699988e-4,9.368380004699989e-4,8.869209379759996e-4,5.147266159999997e-4
Africa_Eastern,agriculture,FiberCrop,OC,2.888539782599989e-4,3.103834066299998e-4,2.68326899033e-4,1.1885932330999998e-4
Africa_Eastern,agriculture,FiberCrop,SO2,7.493479817e-5,8.052004908e-5,6.96098517379997e-5,3.083473593e-5
Africa_Eastern,agriculture,FodderGrass,NH3,7.7337008715e-4,0.00112946859967,0.0011029690793019989,8.552231931e-4
Africa_Eastern,agriculture,FodderGrass,NOx,6.76409492809999e-5,9.878644327e-5,9.6468922563e-5,7.480035629e-5
Africa_Eastern,agriculture,FodderHerb,NH3,4.258756479999989e-6,2.5056829539999998e-6,1.4513160420000001e-6,1.170272472e-6
Africa_Eastern,agriculture,FodderHerb,NOx,3.72282246999999e-7,2.19010315e-7,1.267720549999999e-7,1.02281777e-7
Africa_Eastern,agriculture,Fruits,BC,5.442430729229989e-4,6.752942064979999e-4,9.098303201449989e-4,9.003224632199999e-4
Africa_Eastern,agriculture,Fruits,CH4,0.009827435773079997,0.012193828520619999,0.016428866265179996,0.0162571852743
Africa_Eastern,agriculture,Fruits,CO,0.17223330635109899,0.2137058612952999,0.287928242131785,0.28491953851399976
Africa_Eastern,agriculture,Fruits,NH3,0.01692510557548,0.022086570904649896,0.03653189913826299,0.06009201502049999
Africa_Eastern,agriculture,Fruits,NMVOC,0.04728086465329999,0.05866582509799998,0.07904106778450998,0.078215090303
Africa_Eastern,agriculture,Fruits,NOx,0.006411259370657998,0.008050045222637,0.011438421081414999,0.013412906520299998
Africa_Eastern,agriculture,Fruits,OC,0.00260359695396,0.00323052520798999,0.004352519223972999,0.004307035698299999
Africa_Eastern,agriculture,Fruits,SO2,6.75424790285999e-4,8.380641603909999e-4,0.001129131673141,0.0011173324732
Africa_Eastern,agriculture,Legumes,BC,6.08983828799999e-4,6.790763590999989e-4,7.503045004549979e-4,5.367516136e-4
Africa_Eastern,agriculture,Legumes,CH4,0.010996442833,0.012262135804999987,0.013548311258009989,0.00969215043999999
Africa_Eastern,agriculture,Legumes,CO,0.19272138033,0.21490341007,0.2374445905701999,0.1698624486
Africa_Eastern,agriculture,Legumes,NH3,0.03216555502999997,0.03793335482079989,0.05247886068697999,0.06453947174699999
Africa_Eastern,agriculture,Legumes,NMVOC,0.05290514885999999,0.05899449849,0.065182338264,0.04662997916
Africa_Eastern,agriculture,Legumes,NOx,0.00833079392,0.0094703209516,0.01138784518458999,0.010507853737
Africa_Eastern,agriculture,Legumes,OC,0.0029133060726999976,0.003248624468599999,0.003589374454345,0.002567755121
Africa_Eastern,agriculture,Legumes,SO2,7.557690773e-4,8.427578505999989e-4,9.311550483659991e-4,6.66127517e-4
Africa_Eastern,agriculture,MiscCrop,BC,2.058919028e-6,2.145070156999998e-6,1.790061643999998e-6,5.241543409999999e-7
Africa_Eastern,agriculture,MiscCrop,CH4,3.717948661799997e-5,3.8736052011999975e-5,3.2328892658e-5,9.46657753999999e-6
Africa_Eastern,agriculture,MiscCrop,CO,6.516022577859999e-4,6.788838115829999e-4,5.665943162199997e-4,1.65913631102e-4
Africa_Eastern,agriculture,MiscCrop,NH3,0.010091849473085989,0.011207387271607997,0.01203154275044799,0.006323776862936
Africa_Eastern,agriculture,MiscCrop,NMVOC,1.7887556524899997e-4,1.8636446789399997e-4,1.555392483559997e-4,4.554564633499999e-5
Africa_Eastern,agriculture,MiscCrop,NOx,9.013145969179988e-4,9.99662526096e-4,0.0010685309349589998,5.578434139699999e-4
Africa_Eastern,agriculture,MiscCrop,OC,9.849891274e-6,1.0262330944999969e-5,8.564632338999977e-6,2.507971646999999e-6
Africa_Eastern,agriculture,MiscCrop,SO2,2.555226621e-6,2.662002403e-6,2.221378257999998e-6,6.5043006e-7
Africa_Eastern,agriculture,NutsSeeds,BC,3.3607780498e-4,3.52227136312e-4,3.7744502292199987e-4,0.00026349189870999903
Africa_Eastern,agriculture,NutsSeeds,CH4,0.0060685876382,0.0063601925722,0.006815561041727,0.0047578827895
Africa_Eastern,agriculture,NutsSeeds,CO,0.10635665215799998,0.111467261691,0.11944784842741,0.083385581849
Africa_Eastern,agriculture,NutsSeeds,NH3,0.017278728067,0.01914771426117,0.025672076309827995,0.0307702763614
Africa_Eastern,agriculture,NutsSeeds,NMVOC,0.029196692346,0.030599558426299998,0.032790441462239986,0.022890688688
Africa_Eastern,agriculture,NutsSeeds,NOx,0.0045561728110099994,0.004865957212749999,0.005665074667013989,0.00507852621879999
Africa_Eastern,agriculture,NutsSeeds,OC,0.00160775839458,0.0016850139024799998,0.0018056551213389998,0.001260514298499999
Africa_Eastern,agriculture,NutsSeeds,SO2,4.1708485972999994e-4,4.3712681526e-4,4.6842299590599994e-4,3.2700264705e-4
Africa_Eastern,agriculture,OilCrop,BC,5.0248435167e-4,4.897205033799998e-4,5.083399613499999e-4,2.9049570196999997e-4
Africa_Eastern,agriculture,OilCrop,CH4,0.009073381784,0.008842916026,0.00917912003733,0.005245497353969
Africa_Eastern,agriculture,OilCrop,CO,0.15901810419999987,0.15497896784999987,0.1608712210122,0.09193142881392
Africa_Eastern,agriculture,OilCrop,NH3,0.029931733669299986,0.030879162268399995,0.04026060344022499,0.039758224318612
Africa_Eastern,agriculture,OilCrop,NMVOC,0.04365307633599999,0.04254429136999998,0.04416180735795,0.025236717574519996
Africa_Eastern,agriculture,OilCrop,NOx,0.0071705101091999995,0.007137733121399996,0.008126952748473986,0.006109295134545
Africa_Eastern,agriculture,OilCrop,OC,0.002403825251399999,0.0023427686176999978,0.0024318400271139996,0.001389697596899999
Africa_Eastern,agriculture,OilCrop,SO2,6.236006549999988e-4,6.077608257199998e-4,6.30867874327e-4,3.605152141899999e-4
Africa_Eastern,agriculture,OilPalm,BC,7.852938999999999e-6,7.25601e-6,6.0300958e-6,2.7226030000000003e-6
Africa_Eastern,agriculture,OilPalm,CH4,1.418007299999999e-4,1.3102206e-4,1.0888583580000001e-4,4.91622e-5
Africa_Eastern,agriculture,OilPalm,CO,0.002485172,0.0022962663,0.0019083105,8.616072e-4
Africa_Eastern,agriculture,OilPalm,NH3,1.019801299999999e-4,9.722321999999999e-5,9.23208974e-5,6.0265214e-5
Africa_Eastern,agriculture,OilPalm,NMVOC,6.8222e-4,6.30362299999999e-4,5.23862732e-4,2.365253e-4
Africa_Eastern,agriculture,OilPalm,NOx,8.0068711e-5,7.424417059999999e-5,6.270851243999999e-5,2.9938255999999997e-5
Africa_Eastern,agriculture,OilPalm,OC,3.756756e-5,3.4711920999999986e-5,2.8847274299999998e-5,1.3024653e-5
Africa_Eastern,agriculture,OilPalm,SO2,9.745807e-6,9.00500099999999e-6,7.48361185e-6,3.378867e-6
Africa_Eastern,agriculture,OtherGrain,BC,0.002114168676799999,0.0023225643381999997,0.002119495460720999,0.0011528497878999988
Africa_Eastern,agriculture,OtherGrain,CH4,0.03817568141099999,0.04193869980199999,0.038271818626729986,0.02081709901199998
Africa_Eastern,agriculture,OtherGrain,CO,0.66905827288999975,0.7350071966399998,0.6707456660527997,0.3648358054399999
Africa_Eastern,agriculture,OtherGrain,NH3,0.10174214637599989,0.1181159540335,0.13459736529135988,0.1252900009962
Africa_Eastern,agriculture,OtherGrain,NMVOC,0.18366736324,0.201771645796,0.1841302939372998,0.10015338735
Africa_Eastern,agriculture,OtherGrain,NOx,0.028053421625099977,0.03137359352899999,0.030975252993709998,0.02140322939299999
Africa_Eastern,agriculture,OtherGrain,OC,0.010113933893599988,0.011110876469199999,0.010139421329249998,0.00551510095569999
Africa_Eastern,agriculture,OtherGrain,SO2,0.002623756463899988,0.002882384810599989,0.0026303696928049987,0.001430727367299999
Africa_Eastern,agriculture,Pork,CH4,0.0398516,0.0508707999999999,0.0849155,0.0551539
Africa_Eastern,agriculture,Pork,NH3,0.01158384,0.01495015,0.02513907,0.01649042
Africa_Eastern,agriculture,Pork,NMVOC,6.20477e-4,8.0079e-4,0.001346549,8.83295e-4
Africa_Eastern,agriculture,Pork,NOx,0.001285227,0.001658723,0.002789179,0.001829617
Africa_Eastern,agriculture,Poultry,CH4,0.00797623,0.0105724999999999,0.0188251799999999,0.0405086
Africa_Eastern,agriculture,Poultry,NH3,0.00231848,0.00310709,0.00557317,0.01211164
Africa_Eastern,agriculture,Poultry,NMVOC,1.241873e-4,1.664282e-4,2.98521e-4,6.48748e-4
Africa_Eastern,agriculture,Poultry,NOx,2.57236e-4,3.44732e-4,6.18344e-4,0.001343786
Africa_Eastern,agriculture,Rice,BC,5.55098505541e-4,6.140939651189999e-4,5.73329623651999e-4,2.5148432358499995e-4
Africa_Eastern,agriculture,Rice,CH4,0.3308938649298,0.30901858170184,0.32861535949553,0.186314937581135
Africa_Eastern,agriculture,Rice,CO,0.1756688998,0.194338127916999,0.1814379800846,0.079585759143394
Africa_Eastern,agriculture,Rice,NH3,0.009156437089259988,0.01052525630334999,0.01153697641364,0.007740054794582
Africa_Eastern,agriculture,Rice,NMVOC,0.04822404186279999,0.053349152582799896,0.049807743019629896,0.021847556281868998
Africa_Eastern,agriculture,Rice,NOx,0.005830157534963999,0.006484380049754,0.006203528553437999,0.002955457488269
Africa_Eastern,agriculture,Rice,OC,0.0026555258604199997,0.00293775549066,0.0027427382469,0.0012030713652199999
Africa_Eastern,agriculture,Rice,SO2,6.8889759495e-4,7.62111679748e-4,7.115215486759999e-4,3.1210128201200003e-4
Africa_Eastern,agriculture,RootTuber,BC,0.0011599837644,0.001334371129499999,0.0013269277553729988,8.122719335e-4
Africa_Eastern,agriculture,RootTuber,CH4,0.020945877209,0.024094809254999988,0.0239604212073,0.014667225549
Africa_Eastern,agriculture,RootTuber,CO,0.367092975189999,0.4222800257699989,0.4199239930249999,0.2570545160999999
Africa_Eastern,agriculture,RootTuber,NH3,0.023214043499999986,0.027873514464,0.03310283531450998,0.032036298361
Africa_Eastern,agriculture,RootTuber,NMVOC,0.10077293735999998,0.11592280477999999,0.1152761161692,0.07056568317999999
Africa_Eastern,agriculture,RootTuber,NOx,0.0125400354423,0.014527542128399998,0.014917466965559999,0.010161304338999977
Africa_Eastern,agriculture,RootTuber,OC,0.005549229614999999,0.0063834681825999965,0.0063478565189799985,0.00388581358899999
Africa_Eastern,agriculture,RootTuber,SO2,0.001439579570299999,0.0016559995434,0.0016467618306699981,0.0010080562398
Africa_Eastern,agriculture,SheepGoat,CH4,1.2880602,1.5918683000000002,2.7206747,5.81641099999999
Africa_Eastern,agriculture,SheepGoat,NH3,0.37440619,0.46782485,0.805451,1.7390459
Africa_Eastern,agriculture,SheepGoat,NMVOC,0.0200546509999999,0.025058575999999902,0.043143197,0.09315033
Africa_Eastern,agriculture,SheepGoat,NOx,0.041540386,0.051905204,0.08936480999999999,0.19294728
Africa_Eastern,agriculture,Soybean,BC,1.636298274e-5,1.2122930673e-5,1.0336070424999998e-5,3.504339258e-6
Africa_Eastern,agriculture,Soybean,CH4,2.954671059e-4,2.18904258599999e-4,1.8664002508e-4,6.327802392e-5
Africa_Eastern,agriculture,Soybean,CO,0.005178291543999999,0.003836469363999999,0.0032710071551,0.001108997068
Africa_Eastern,agriculture,Soybean,NH3,7.619959559e-4,5.964190573299989e-4,6.34335350303e-4,3.6742018162e-4
Africa_Eastern,agriculture,Soybean,NMVOC,0.001421525358,0.0010531731688,8.979457173399999e-4,3.0443810419999897e-4
Africa_Eastern,agriculture,Soybean,NOx,2.1489792876999998e-4,1.6200041906e-4,1.49128068973e-4,6.388561657e-5
Africa_Eastern,agriculture,Soybean,OC,7.827857452e-5,5.799471986e-5,4.944685237099999e-5,1.676442942e-5
Africa_Eastern,agriculture,Soybean,SO2,2.030701771e-5,1.504493207499999e-5,1.2827400516e-5,4.348992141e-6
Africa_Eastern,agriculture,SugarCrop,BC,2.857932359999999e-4,3.233040183e-4,3.53079686459e-4,2.386703831999999e-4
Africa_Eastern,agriculture,SugarCrop,CH4,0.00516059098,0.00583792801,0.006375589919499999,0.00430969455
Africa_Eastern,agriculture,SugarCrop,CO,0.0904432845999998,0.1023141522,0.11173715329199999,0.0755306610999999
Africa_Eastern,agriculture,SugarCrop,NH3,0.003854119819999999,0.004504081964,0.005647526831949999,0.005576599196999999
Africa_Eastern,agriculture,SugarCrop,NMVOC,0.0248281801,0.02808692668999999,0.0306736809056,0.02073442138
Africa_Eastern,agriculture,SugarCrop,NOx,0.0029264356089999987,0.0033231397892999988,0.003692923000311989,0.0026501462146
Africa_Eastern,agriculture,SugarCrop,OC,0.001367202683,0.0015466496549999989,0.00168909412532,0.001141772499
Africa_Eastern,agriculture,SugarCrop,SO2,3.546797779999998e-4,4.012322224999999e-4,4.381847926799999e-4,2.961989273e-4
Africa_Eastern,agriculture,Vegetables,BC,1.432506544199998e-4,1.774660510199998e-4,2.4017621053299998e-4,2.5312588229999987e-4
Africa_Eastern,agriculture,Vegetables,CH4,0.0025866836539999902,0.003204507726999999,0.004336869568719999,0.00457070041299999
Africa_Eastern,agriculture,Vegetables,CO,0.04533361625,0.05616159663,0.0760070753556998,0.0801050762099998
Africa_Eastern,agriculture,Vegetables,NH3,0.007913116085,0.010371331240199998,0.017596319276814976,0.03194556626249998
Africa_Eastern,agriculture,Vegetables,NMVOC,0.012444811660999996,0.015417268664999999,0.020865175418569998,0.021990178659999998
Africa_Eastern,agriculture,Vegetables,NOx,0.001989978478199999,0.002514978557,0.003715061308113997,0.005087405748999999
Africa_Eastern,agriculture,Vegetables,OC,6.852943915e-4,8.489769372999988e-4,0.001148975119239999,0.0012109250736
Africa_Eastern,agriculture,Vegetables,SO2,1.7777872259999998e-4,2.2024093087999978e-4,2.980659764359999e-4,3.141368642e-4
Africa_Eastern,agriculture,Wheat,BC,6.422610479999989e-4,5.091499837999999e-4,3.3794734893999887e-4,1.14074488845e-4
