GCAM_REG,Pollutant,AGG_SEC,factor2100,reduction2100,MC (million Euros per kt),Delta EM (kt),GAINS_EM(kt),GAINS_CUM_REDUCTIONS(kt),factor_adjust
Africa_Eastern,NH3,Agriculture,1.0375754377211663,376.99409001573395,-0.254,-47.45026814578379,0,-47.45026814578379,1
Africa_Eastern,NH3,Agriculture,1.0375754377211663,376.99409001573395,0.126,-31.99923986937516,0,-79.44950801515895,1
Africa_Eastern,NH3,Agriculture,1.0375754377211663,376.99409001573395,0.152,-79.45017725131628,0,-158.89968526647522,1
Africa_Eastern,NH3,Agriculture,1.0375754377211663,376.99409001573395,0.475,-79.45017725131628,0,-238.3498625177915,1
Africa_Eastern,NH3,Agriculture,1.0375754377211663,376.99409001573395,0.631,-79.45017714755873,0,-317.80003966535025,1
Africa_Eastern,NH3,Agriculture,1.0375754377211663,376.99409001573395,0.675,-79.45017735507382,0,-397.2502170204241,1
Africa_Eastern,NH3,Agriculture,1.0375754377211663,376.99409001573395,0.707,-79.45017725131628,0,-476.7003942717403,1
Africa_Eastern,NH3,Agriculture,1.0375754377211663,376.99409001573395,0.836,-79.45017735507382,0,-556.1505716268142,1
Africa_Eastern,NH3,Agriculture,1.0375754377211663,376.99409001573395,1.181,-79.45017714755873,0,-635.6007487743728,1
Africa_Eastern,NH3,Agriculture,1.0375754377211663,376.99409001573395,3.316,-79.45017735507382,0,-715.0509261294467,1
Africa_Eastern,NH3,Agriculture,1.0375754377211663,376.99409001573395,5.688,-77.1968134562664,0,-792.2477395857131,1
Africa_Eastern,NH3,Agriculture,1.0375754377211663,376.99409001573395,NA,0,3758.9107846155794,-792.2477395857131,1
Africa_Eastern,NOX,Industry,1.6805243190046113,91.47785509999889,-14.889,-0.35589455012908866,0,-0.35589455012908866,1
Africa_Eastern,NOX,Industry,1.6805243190046113,91.47785509999889,0.059,-12.87659359808715,0,-13.232488148216238,1
Africa_Eastern,NOX,Industry,1.6805243190046113,91.47785509999889,0.412,-52.7478166949615,0,-65.98030484317773,1
Africa_Eastern,NOX,Industry,1.6805243190046113,91.47785509999889,0.565,-36.47461910169066,0,-102.4549239448684,1
Africa_Eastern,NOX,Industry,1.6805243190046113,91.47785509999889,0.801,-32.761651529933815,0,-135.2165754748022,1
Africa_Eastern,NOX,Industry,1.6805243190046113,91.47785509999889,1.833,-6.453014747003201,0,-141.6695902218054,1
Africa_Eastern,NOX,Industry,1.6805243190046113,91.47785509999889,2.106,-18.919807784432983,0,-160.58939800623838,1
Africa_Eastern,NOX,Industry,1.6805243190046113,91.47785509999889,2.522,-16.86604640848445,0,-177.45544441472285,1
Africa_Eastern,NOX,Industry,1.6805243190046113,91.47785509999889,6.14,-1.3692947442260273,0,-178.82473915894886,1
Africa_Eastern,NOX,Industry,1.6805243190046113,91.47785509999889,16.865,-1.2121307654932607,0,-180.03686992444213,1
Africa_Eastern,NOX,Industry,1.6805243190046113,91.47785509999889,NA,0,235.3774675999989,-180.03686992444213,1
Africa_Eastern,NOX,Transport,1.7632393648685623,421.67152055400015,0,-0.007283941816272031,0,-0.007283941816272031,1
Africa_Eastern,NOX,Transport,1.7632393648685623,421.67152055400015,0.066,-98.56314957272416,0,-98.57043351454043,1
Africa_Eastern,NOX,Transport,1.7632393648685623,421.67152055400015,0.212,-73.46881720977026,0,-172.0392507243107,1
Africa_Eastern,NOX,Transport,1.7632393648685623,421.67152055400015,0.917,-7.421568291065989,0,-179.4608190153767,1
Africa_Eastern,NOX,Transport,1.7632393648685623,421.67152055400015,1.208,-87.04770411433402,0,-266.50852312971074,1
Africa_Eastern,NOX,Transport,1.7632393648685623,421.67152055400015,1.666,-123.40462882633356,0,-389.91315195604426,1
Africa_Eastern,NOX,Transport,1.7632393648685623,421.67152055400015,2.409,-109.42086425394963,0,-499.33401620999393,1
Africa_Eastern,NOX,Transport,1.7632393648685623,421.67152055400015,5.31,-104.7565810916538,0,-604.0905973016477,1
Africa_Eastern,NOX,Transport,1.7632393648685623,421.67152055400015,6.284,-129.54247669282083,0,-733.6330739944685,1
Africa_Eastern,NOX,Transport,1.7632393648685623,421.67152055400015,7.263,-130.13765479027742,0,-863.7707287847459,1
Africa_Eastern,NOX,Transport,1.7632393648685623,421.67152055400015,10.124,-118.4351000128534,0,-982.2058287975993,1
Africa_Eastern,NOX,Transport,1.7632393648685623,421.67152055400015,NA,0,1342.4295998799992,-982.2058287975993,1
Africa_Eastern,PM,Agriculture,0.18012094567493545,7.911298678400698,0.12,-42.974566121356624,0,-42.974566121356624,1
Africa_Eastern,PM,Agriculture,0.18012094567493545,7.911298678400698,532.483,-0.20382961731872276,0,-43.17839573867535,1
Africa_Eastern,PM,Agriculture,0.18012094567493545,7.911298678400698,NA,0,60.29163149012064,-43.17839573867535,1
Africa_Eastern,PM,Industry,0.19925515089833043,9.148346902485999,-0.184,-3.4234640384686315,0,-3.4234640384686315,1
Africa_Eastern,PM,Industry,0.19925515089833043,9.148346902485999,0.104,-2.1463859700219983,0,-5.56985000849063,1
Africa_Eastern,PM,Industry,0.19925515089833043,9.148346902485999,0.323,-0.018343568670305926,0,-5.5881935771609355,1
Africa_Eastern,PM,Industry,0.19925515089833043,9.148346902485999,1.386,-5.599363282931389,0,-11.187556860092325,1
Africa_Eastern,PM,Industry,0.19925515089833043,9.148346902485999,1.398,-0.7071215014826467,0,-11.894678361574972,1
Africa_Eastern,PM,Industry,0.19925515089833043,9.148346902485999,1.492,-0.12816023559029308,0,-12.022838597165263,1
Africa_Eastern,PM,Industry,0.19925515089833043,9.148346902485999,5.661,-0.3212076719644464,0,-12.344046269129711,1
Africa_Eastern,PM,Industry,0.19925515089833043,9.148346902485999,8.744,-0.5741707536289409,0,-12.918217022758652,1
