GCAM_REG,Pollutant,AGG_SEC,MC (million Euros per kt),Delta EM (kt),EM (kt),CUM_REDUCTIONS (kt)
Europe_Non_EU,PM,Transport,322.635,-1.7269143,0,-3.8176065
Europe_Non_EU,PM,Transport,,0,16.407857,-3.8176065
Europe_Non_EU,PM,Waste,6.222,-0.0033489,0,-0.0033489
Europe_Non_EU,PM,Waste,6.457,-0.0250499,0,-0.0283988
Europe_Non_EU,PM,Waste,7.19,-0.0265207,0,-0.0549195
Europe_Non_EU,PM,Waste,27.129,-0.0010572,0,-0.0559767
Europe_Non_EU,PM,Waste,29.008,-0.0339495,0,-0.0899262
Europe_Non_EU,PM,Waste,29.89,-0.0197309,0,-0.1096571
Europe_Non_EU,PM,Waste,726.058,-1.7656233,0,-1.8752804
Europe_Non_EU,PM,Waste,,0,2.816114,-1.8752804
Europe_Non_EU,SO2,ALL,,0,449.1901515,0
Europe_Non_EU,SO2,Agriculture,3.369,-0.9690817,0,-0.9690817
Europe_Non_EU,SO2,Agriculture,,0,1.2922057,-0.9690817
Europe_Non_EU,SO2,Industry,-1806.505,-0.0612198,0,-0.0612198
Europe_Non_EU,SO2,Industry,0.112,-29.6885919,0,-29.7498117
Europe_Non_EU,SO2,Industry,0.129,-29.043478,0,-58.7932897
Europe_Non_EU,SO2,Industry,0.136,-29.0434776,0,-87.8367673
Europe_Non_EU,SO2,Industry,0.269,-16.1282013,0,-103.9649686
Europe_Non_EU,SO2,Industry,0.822,-32.3937281,0,-136.3586967
Europe_Non_EU,SO2,Industry,0.911,-31.3731403,0,-167.731837
Europe_Non_EU,SO2,Industry,1.265,-32.353149,0,-200.084986
Europe_Non_EU,SO2,Industry,1.634,-32.5037961,0,-232.5887821
Europe_Non_EU,SO2,Industry,2.116,-32.4507585,0,-265.0395406
Europe_Non_EU,SO2,Industry,6.944,-29.4064604,0,-294.446001
Europe_Non_EU,SO2,Industry,,0,351.8297431,-294.446001
Europe_Non_EU,SO2,Other,,0,15.3,0
Europe_Non_EU,SO2,Power,0.453,-10.9785078,0,-10.9785078
Europe_Non_EU,SO2,Power,0.716,-0.041,0,-11.0195078
Europe_Non_EU,SO2,Power,1.483,-0.0645525,0,-11.0840603
Europe_Non_EU,SO2,Power,3.474,-0.304715,0,-11.3887753
Europe_Non_EU,SO2,Power,5.246,-0.0283459,0,-11.4171212
Europe_Non_EU,SO2,Power,,0,19.9350002,-11.4171212
Europe_Non_EU,SO2,Residential/Commercial,0.589,-1.106352,0,-1.106352
Europe_Non_EU,SO2,Residential/Commercial,0.653,-15.1008953,0,-16.2072473
Europe_Non_EU,SO2,Residential/Commercial,6.681,-0.1266124,0,-16.3338597
Europe_Non_EU,SO2,Residential/Commercial,10.185,-0.7868664,0,-17.1207261
Europe_Non_EU,SO2,Residential/Commercial,,0,54.4560234,-17.1207261
Europe_Non_EU,SO2,Transport,6.681,-0.0074834,0,-0.0074834
Europe_Non_EU,SO2,Transport,10.341,-1.058037,0,-1.0655204
Europe_Non_EU,SO2,Transport,,0,6.3037756,-1.0655204
Europe_Non_EU,SO2,Waste,1565.33,-0.0196681,0,-0.0196681
Europe_Non_EU,SO2,Waste,,0,0.0734035,-0.0196681
Europe_Non_EU,VOC,ALL,,0,880.7549938,0
Europe_Non_EU,VOC,Agriculture,0.09,-36.440198,0,-36.440198
Europe_Non_EU,VOC,Agriculture,,0,383.2526149,-36.440198
Europe_Non_EU,VOC,Industry,-2.511,-44.0411393,0,-44.0411393
Europe_Non_EU,VOC,Industry,0.592,-4.4535432,0,-48.4946825
Europe_Non_EU,VOC,Industry,0.655,-13.2359978,0,-61.7306803
Europe_Non_EU,VOC,Industry,0.761,-0.254965,0,-61.9856453
Europe_Non_EU,VOC,Industry,1.003,-6.9318715,0,-68.9175168
Europe_Non_EU,VOC,Industry,2.359,-10.5963149,0,-79.5138317
Europe_Non_EU,VOC,Industry,3.419,-5.4354277,0,-84.9492594
Europe_Non_EU,VOC,Industry,7.394,-15.7865611,0,-100.7358205
Europe_Non_EU,VOC,Industry,11.276,-16.5605752,0,-117.2963957
Europe_Non_EU,VOC,Industry,15.028,-7.6519204,0,-124.9483161
Europe_Non_EU,VOC,Industry,96.124,-9.9307858,0,-134.8791019
Europe_Non_EU,VOC,Industry,,0,308.000393,-134.8791019
Europe_Non_EU,VOC,Power,,0,0.8096044,0
Europe_Non_EU,VOC,Residential/Commercial,-0.115,-0.0780113,0,-0.0780113
Europe_Non_EU,VOC,Residential/Commercial,2.915,-0.0607585,0,-0.1387698
Europe_Non_EU,VOC,Residential/Commercial,3.298,-3.9616857,0,-4.1004555
Europe_Non_EU,VOC,Residential/Commercial,3.403,-0.4008269,0,-4.5012824
Europe_Non_EU,VOC,Residential/Commercial,4.056,-6.5661428,0,-11.0674252
Europe_Non_EU,VOC,Residential/Commercial,6.208,-10.9909393,0,-22.0583645
Europe_Non_EU,VOC,Residential/Commercial,6.336,-12.7987069,0,-34.8570714
Europe_Non_EU,VOC,Residential/Commercial,12.827,-10.3131342,0,-45.1702056
Europe_Non_EU,VOC,Residential/Commercial,21.5,-10.2172405,0,-55.3874461
Europe_Non_EU,VOC,Residential/Commercial,23.836,-18.9251993,0,-74.3126454
Europe_Non_EU,VOC,Residential/Commercial,65.512,-13.8716146,0,-88.18426
Europe_Non_EU,VOC,Residential/Commercial,,0,119.7021543,-88.18426
Europe_Non_EU,VOC,Transport,-52.782,-0.188953,0,-0.188953
Europe_Non_EU,VOC,Transport,0.555,-0.8278089,0,-1.0167619
Europe_Non_EU,VOC,Transport,0.991,-0.0815205,0,-1.0982824
Europe_Non_EU,VOC,Transport,1.224,-1.1724212,0,-2.2707036
Europe_Non_EU,VOC,Transport,1.918,-2.5084162,0,-4.7791198
Europe_Non_EU,VOC,Transport,2.863,-0.3138209,0,-5.0929407
Europe_Non_EU,VOC,Transport,6.138,-0.100959,0,-5.1938997
Europe_Non_EU,VOC,Transport,7.867,-0.6380982,0,-5.8319979
Europe_Non_EU,VOC,Transport,9.747,-0.3424604,0,-6.1744583
Europe_Non_EU,VOC,Transport,10.34,-0.3523614,0,-6.5268197
Europe_Non_EU,VOC,Transport,160.953,-2.2222012,0,-8.7490209
Europe_Non_EU,VOC,Transport,,0,52.879807,-8.7490209
Europe_Non_EU,VOC,Waste,0.464,-0.1372898,0,-0.1372898
Europe_Non_EU,VOC,Waste,0.603,-1.2323211,0,-1.3696109
Europe_Non_EU,VOC,Waste,5.661,-0.0043161,0,-1.373927
Europe_Non_EU,VOC,Waste,6.427,-0.0154828,0,-1.3894098
Europe_Non_EU,VOC,Waste,11.177,-0.3979652,0,-1.787375
Europe_Non_EU,VOC,Waste,32.722,-0.2062781,0,-1.9936531
Europe_Non_EU,VOC,Waste,879.617,-1.1111578,0,-3.1048109
Europe_Non_EU,VOC,Waste,,0,16.1104202,-3.1048109
European Free Trade Association,NH3,ALL,,0,84.9028845,0
European Free Trade Association,NH3,Agriculture,-5.276,-1.3047414,0,-1.3047414
European Free Trade Association,NH3,Agriculture,0.101,-0.9975304,0,-2.3022718
European Free Trade Association,NH3,Agriculture,0.201,-1.0675914,0,-3.3698632
European Free Trade Association,NH3,Agriculture,0.228,-1.5992264,0,-4.9690896
European Free Trade Association,NH3,Agriculture,0.32,-1.6631529,0,-6.6322425
European Free Trade Association,NH3,Agriculture,0.537,-1.6631527,0,-8.2953952
European Free Trade Association,NH3,Agriculture,0.652,-1.6631525,0,-9.9585477
European Free Trade Association,NH3,Agriculture,1.099,-1.6631527,0,-11.6217004
European Free Trade Association,NH3,Agriculture,2.569,-1.6631529,0,-13.2848533
European Free Trade Association,NH3,Agriculture,3.428,-1.663153,0,-14.9480063
European Free Trade Association,NH3,Agriculture,13.655,-1.5852441,0,-16.5332504
European Free Trade Association,NH3,Agriculture,,0,80.466562,-16.5332504
European Free Trade Association,NH3,Industry,-425049.411,-0.0010349,0,-0.0010349
European Free Trade Association,NH3,Industry,10.938,-0.077896,0,-0.0789309
European Free Trade Association,NH3,Industry,,0,0.8527573,-0.0789309
European Free Trade Association,NH3,Other,,0,1.171077,0
European Free Trade Association,NH3,Power,,0,0.2727824,0
European Free Trade Association,NH3,Residential/Commercial,,0,0.5651614,0
European Free Trade Association,NH3,Transport,-1565.144,-0.006246,0,-0.006246
European Free Trade Association,NH3,Transport,0,-0.0261645,0,-0.0324105
European Free Trade Association,NH3,Transport,,0,0.3393984,-0.0324105
European Free Trade Association,NH3,Waste,,0,1.235146,0
European Free Trade Association,NOX,ALL,,0,136.3183309,0
European Free Trade Association,NOX,Agriculture,0.553,-0.0921195,0,-0.0921195
European Free Trade Association,NOX,Agriculture,,0,15.0887936,-0.0921195
European Free Trade Association,NOX,Industry,-1916.872,-0.2294799,0,-0.2294799
European Free Trade Association,NOX,Industry,0.066,-1.7147479,0,-1.9442278
European Free Trade Association,NOX,Industry,0.403,-1.9756592,0,-3.919887
European Free Trade Association,NOX,Industry,0.668,-1.0918688,0,-5.0117558
European Free Trade Association,NOX,Industry,0.902,-2.3979367,0,-7.4096925
European Free Trade Association,NOX,Industry,1.469,-2.8081383,0,-10.2178308
European Free Trade Association,NOX,Industry,2.017,-3.0163382,0,-13.234169
European Free Trade Association,NOX,Industry,2.035,-3.009625,0,-16.243794
European Free Trade Association,NOX,Industry,3.239,-1.7860308,0,-18.0298248
European Free Trade Association,NOX,Industry,4.431,-2.7563184,0,-20.7861432
European Free Trade Association,NOX,Industry,10.29,-1.6675859,0,-22.4537291
European Free Trade Association,NOX,Industry,,0,38.4879686,-22.4537291
European Free Trade Association,NOX,Power,-244.681,-0.098315,0,-0.098315
European Free Trade Association,NOX,Power,3.6,-0.5976334,0,-0.6959484
European Free Trade Association,NOX,Power,7.403,-0.0318806,0,-0.727829
European Free Trade Association,NOX,Power,9.964,-0.5815864,0,-1.3094154
European Free Trade Association,NOX,Power,14.462,-0.015846,0,-1.3252614
European Free Trade Association,NOX,Power,,0,7.8756966,-1.3252614
European Free Trade Association,NOX,Residential/Commercial,17.194,-2.816058,0,-2.816058
European Free Trade Association,NOX,Residential/Commercial,,0,11.854887,-2.816058
European Free Trade Association,NOX,Transport,-74.667,-0.130926,0,-0.130926
European Free Trade Association,NOX,Transport,0.121,-1.9364745,0,-2.0674005
European Free Trade Association,NOX,Transport,0.258,-2.9541783,0,-5.0215788
European Free Trade Association,NOX,Transport,2.057,-1.5840254,0,-6.6056042
European Free Trade Association,NOX,Transport,3.935,-1.6436136,0,-8.2492178
European Free Trade Association,NOX,Transport,4.316,-0.2486981,0,-8.4979159
European Free Trade Association,NOX,Transport,4.39,-1.3736822,0,-9.8715981
European Free Trade Association,NOX,Transport,5.053,-1.3042067,0,-11.1758048
European Free Trade Association,NOX,Transport,7.076,-1.0960068,0,-12.2718116
European Free Trade Association,NOX,Transport,7.409,-0.5211337,0,-12.7929453
European Free Trade Association,NOX,Transport,38.052,-1.6400576,0,-14.4330029
European Free Trade Association,NOX,Transport,,0,62.9986364,-14.4330029
European Free Trade Association,NOX,Waste,-67734.668,-0.0024028,0,-0.0024028
European Free Trade Association,NOX,Waste,,0,0.0123487,-0.0024028
European Free Trade Association,PM,ALL,,0,19.7885726,0
European Free Trade Association,PM,Agriculture,0.12,-0.4236151,0,-0.4236151
European Free Trade Association,PM,Agriculture,530.035,-0.0914527,0,-0.5150678
European Free Trade Association,PM,Agriculture,,0,1.6901588,-0.5150678
European Free Trade Association,PM,Industry,-973.791,-0.4517229,0,-0.4517229
European Free Trade Association,PM,Industry,0.106,-0.3774425,0,-0.8291654
European Free Trade Association,PM,Industry,0.254,-0.5922118,0,-1.4213772
European Free Trade Association,PM,Industry,0.311,-0.4623923,0,-1.8837695
European Free Trade Association,PM,Industry,1.178,-0.0332477,0,-1.9170172
European Free Trade Association,PM,Industry,1.643,-0.4024213,0,-2.3194385
European Free Trade Association,PM,Industry,2.35,-0.0985611,0,-2.4179996
European Free Trade Association,PM,Industry,2.66,-0.0335131,0,-2.4515127
European Free Trade Association,PM,Industry,4.262,-0.2741843,0,-2.725697
European Free Trade Association,PM,Industry,10.859,-0.1249394,0,-2.8506364
European Free Trade Association,PM,Industry,521.644,-0.059009,0,-2.9096454
European Free Trade Association,PM,Industry,,0,6.1168305,-2.9096454
European Free Trade Association,PM,Power,2.798,-0.00456,0,-0.00456
European Free Trade Association,PM,Power,3.858,-0.0506786,0,-0.0552386
European Free Trade Association,PM,Power,,0,0.1831312,-0.0552386
European Free Trade Association,PM,Residential/Commercial,-27.773,-0.014577,0,-0.014577
European Free Trade Association,PM,Residential/Commercial,1.566,-0.3157953,0,-0.3303723
European Free Trade Association,PM,Residential/Commercial,1.736,-0.4935526,0,-0.8239249
European Free Trade Association,PM,Residential/Commercial,2.242,-0.0754661,0,-0.899391
European Free Trade Association,PM,Residential/Commercial,2.785,-0.8099266,0,-1.7093176
European Free Trade Association,PM,Residential/Commercial,6.959,-0.5619114,0,-2.271229
European Free Trade Association,PM,Residential/Commercial,9.999,-1.7499493,0,-4.0211783
European Free Trade Association,PM,Residential/Commercial,20.18,-0.7585718,0,-4.7797501
European Free Trade Association,PM,Residential/Commercial,36.032,-0.6821255,0,-5.4618756
European Free Trade Association,PM,Residential/Commercial,,0,8.4717018,-5.4618756
European Free Trade Association,PM,Transport,-6343.459,-0.0015411,0,-0.0015411
European Free Trade Association,PM,Transport,0.619,-0.0095671,0,-0.0111082
European Free Trade Association,PM,Transport,1.99,-0.0079538,0,-0.019062
European Free Trade Association,PM,Transport,4.93,-0.0217135,0,-0.0407755
European Free Trade Association,PM,Transport,15.799,-0.0249766,0,-0.0657521
European Free Trade Association,PM,Transport,199.174,-0.0718866,0,-0.1376387
European Free Trade Association,PM,Transport,,0,3.3196241,-0.1376387
European Free Trade Association,PM,Waste,84.375,-0.0033164,0,-0.0033164
European Free Trade Association,PM,Waste,,0,0.0071262,-0.0033164
European Free Trade Association,SO2,ALL,,0,79.907728,0
European Free Trade Association,SO2,Agriculture,1.263,-0.0093393,0,-0.0093393
European Free Trade Association,SO2,Agriculture,12.633,-0.0031005,0,-0.0124398
European Free Trade Association,SO2,Agriculture,,0,0.0165864,-0.0124398
European Free Trade Association,SO2,Industry,-701.523,-0.6270405,0,-0.6270405
European Free Trade Association,SO2,Industry,0.059,-1.0876026,0,-1.7146431
European Free Trade Association,SO2,Industry,0.113,-1.392182,0,-3.1068251
European Free Trade Association,SO2,Industry,0.155,-1.5671188,0,-4.6739439
European Free Trade Association,SO2,Industry,0.164,-1.5671189,0,-6.2410628
European Free Trade Association,SO2,Industry,0.268,-1.5671187,0,-7.8081815
European Free Trade Association,SO2,Industry,0.326,-1.5671189,0,-9.3753004
European Free Trade Association,SO2,Industry,0.427,-1.5671188,0,-10.9424192
European Free Trade Association,SO2,Industry,0.587,-1.5671187,0,-12.5095379
European Free Trade Association,SO2,Industry,1.323,-1.0988519,0,-13.6083898
European Free Trade Association,SO2,Industry,4.28,-0.4645674,0,-14.0729572
European Free Trade Association,SO2,Industry,,0,20.4988113,-14.0729572
European Free Trade Association,SO2,Other,,0,53.97,0
European Free Trade Association,SO2,Power,10.784,-0.0238202,0,-0.0238202
European Free Trade Association,SO2,Power,,0,0.9326568,-0.0238202
European Free Trade Association,SO2,Residential/Commercial,0.589,-0.017568,0,-0.017568
European Free Trade Association,SO2,Residential/Commercial,7,-0.0013385,0,-0.0189065
European Free Trade Association,SO2,Residential/Commercial,,0,0.878979,-0.0189065
European Free Trade Association,SO2,Transport,5.29,-0.468267,0,-0.468267
European Free Trade Association,SO2,Transport,5.314,-1.0742921,0,-1.5425591
European Free Trade Association,SO2,Transport,,0,3.6090932,-1.5425591
European Free Trade Association,SO2,Waste,,0,0.0016013,0
European Free Trade Association,VOC,ALL,,0,208.754929,0
European Free Trade Association,VOC,Agriculture,0.09,-0.5688546,0,-0.5688546
European Free Trade Association,VOC,Agriculture,,0,31.8103883,-0.5688546
European Free Trade Association,VOC,Industry,-52.443,-8.3878559,0,-8.3878559
European Free Trade Association,VOC,Industry,0.116,-0.7667093,0,-9.1545652
European Free Trade Association,VOC,Industry,0.174,-3.0453783,0,-12.1999435
European Free Trade Association,VOC,Industry,0.214,-0.0527887,0,-12.2527322
European Free Trade Association,VOC,Industry,0.29,-4.286093,0,-16.5388252
European Free Trade Association,VOC,Industry,0.714,-4.396848,0,-20.9356732
European Free Trade Association,VOC,Industry,2.098,-4.5704655,0,-25.5061387
European Free Trade Association,VOC,Industry,2.759,-4.3049024,0,-29.8110411
European Free Trade Association,VOC,Industry,6.281,-4.3581061,0,-34.1691472
European Free Trade Association,VOC,Industry,8.664,-4.088871,0,-38.2580182
European Free Trade Association,VOC,Industry,29.353,-3.4888724,0,-41.7468906
European Free Trade Association,VOC,Industry,,0,153.2854287,-41.7468906
European Free Trade Association,VOC,Power,,0,1.343667,0
European Free Trade Association,VOC,Residential/Commercial,0.153,-1.1355111,0,-1.1355111
European Free Trade Association,VOC,Residential/Commercial,1.109,-0.1377907,0,-1.2733018
European Free Trade Association,VOC,Residential/Commercial,1.167,-0.0509335,0,-1.3242353
European Free Trade Association,VOC,Residential/Commercial,2.926,-0.0084994,0,-1.3327347
European Free Trade Association,VOC,Residential/Commercial,6.561,-0.5807323,0,-1.913467
European Free Trade Association,VOC,Residential/Commercial,7.124,-0.2347867,0,-2.1482537
European Free Trade Association,VOC,Residential/Commercial,10.542,-0.001134,0,-2.1493877
European Free Trade Association,VOC,Residential/Commercial,60.103,-0.9843517,0,-3.1337394
European Free Trade Association,VOC,Residential/Commercial,,0,5.6657434,-3.1337394
European Free Trade Association,VOC,Transport,-200.816,-0.0486808,0,-0.0486808
European Free Trade Association,VOC,Transport,0.278,-0.0015528,0,-0.0502336
European Free Trade Association,VOC,Transport,0.389,-0.027307,0,-0.0775406
European Free Trade Association,VOC,Transport,0.469,-0.0399131,0,-0.1174537
European Free Trade Association,VOC,Transport,1.001,-0.3190422,0,-0.4364959
European Free Trade Association,VOC,Transport,1.324,-0.2305009,0,-0.6669968
European Free Trade Association,VOC,Transport,1.631,-0.1370932,0,-0.80409
European Free Trade Association,VOC,Transport,3.672,-0.0992598,0,-0.9033498
European Free Trade Association,VOC,Transport,12.78,-0.0086789,0,-0.9120287
European Free Trade Association,VOC,Transport,94.048,-0.2020364,0,-1.1140651
European Free Trade Association,VOC,Transport,,0,13.0431654,-1.1140651
European Free Trade Association,VOC,Waste,0.464,-0.2159854,0,-0.2159854
European Free Trade Association,VOC,Waste,43.959,-0.0030213,0,-0.2190067
European Free Trade Association,VOC,Waste,,0,3.6065362,-0.2190067
India,NH3,ALL,,0,8964.033924,0
India,NH3,Agriculture,-0.188,-89.5216092,0,-89.5216092
India,NH3,Agriculture,0.551,-185.1819353,0,-274.7035445
India,NH3,Agriculture,0.619,-283.7517868,0,-558.4553313
India,NH3,Agriculture,0.634,-284.3205708,0,-842.7759021
India,NH3,Agriculture,0.643,-568.5700486,0,-1411.345951
India,NH3,Agriculture,0.657,-284.2573205,0,-1695.603271
India,NH3,Agriculture,0.67,-284.2573205,0,-1979.860592
India,NH3,Agriculture,0.77,-284.2573198,0,-2264.117911
India,NH3,Agriculture,1.049,-282.4729253,0,-2546.590837
India,NH3,Agriculture,2.824,-258.289252,0,-2804.880089
India,NH3,Agriculture,,0,7933.235778,-2804.880089
India,NH3,Industry,-4090.592,-0.0190279,0,-0.0190279
India,NH3,Industry,8.917,-3.0434099,0,-3.0624378
India,NH3,Industry,8.918,-26.2181231,0,-29.2805609
India,NH3,Industry,,0,93.9833506,-29.2805609
India,NH3,Other,,0,907.50857,0
India,NH3,Power,,0,4.0028784,0
India,NH3,Residential/Commercial,,0,8.5341589,0
India,NH3,Transport,-3.989,-10.9076429,0,-10.9076429
India,NH3,Transport,0,-0.0054574,0,-10.9131003
India,NH3,Transport,,0,16.7691881,-10.9131003
India,NOX,ALL,,0,8464.374355,0
India,NOX,Agriculture,3.614,-6.901506,0,-6.901506
India,NOX,Agriculture,,0,1374.552892,-6.901506
India,NOX,Industry,-14.029,-5.5481504,0,-5.5481504
India,NOX,Industry,0.355,-85.2181363,0,-90.7662867
India,NOX,Industry,0.679,-397.0670802,0,-487.8333669
India,NOX,Industry,0.866,-338.3726587,0,-826.2060256
India,NOX,Industry,1.064,-213.4119493,0,-1039.617975
India,NOX,Industry,1.231,-109.5211946,0,-1149.13917
India,NOX,Industry,1.794,-59.4917554,0,-1208.630925
India,NOX,Industry,1.82,-169.149917,0,-1377.780842
India,NOX,Industry,2.832,-186.1018621,0,-1563.882704
India,NOX,Industry,3.951,-206.4492112,0,-1770.331915
India,NOX,Industry,7.773,-144.7367062,0,-1915.068621
India,NOX,Industry,,0,2813.122216,-1915.068621
India,NOX,Power,1.648,-0.2080431,0,-0.2080431
India,NOX,Power,1.77,-50.3923147,0,-50.6003578
India,NOX,Power,1.771,-561.1128954,0,-611.7132532
India,NOX,Power,1.773,-422.480009,0,-1034.193262
India,NOX,Power,1.777,-251.0322784,0,-1285.225541
India,NOX,Power,2.269,-60.9982976,0,-1346.223838
India,NOX,Power,4.531,-4.5922583,0,-1350.816097
India,NOX,Power,5.7,-20.4505008,0,-1371.266597
India,NOX,Power,,0,1773.84786,-1371.266597
India,NOX,Residential/Commercial,1.24,-16.01056,0,-16.01056
India,NOX,Residential/Commercial,1.241,-0.00184,0,-16.0124
India,NOX,Residential/Commercial,3.985,-0.588291,0,-16.600691
India,NOX,Residential/Commercial,4.911,-2.651027,0,-19.251718
India,NOX,Residential/Commercial,12.326,-31.719956,0,-50.971674
India,NOX,Residential/Commercial,,0,197.88896,-50.971674
India,NOX,Transport,-5.942,-7.3221456,0,-7.3221456
India,NOX,Transport,0.051,-362.1487982,0,-369.4709438
India,NOX,Transport,0.495,-93.1412513,0,-462.6121951
India,NOX,Transport,0.944,-98.2574015,0,-560.8695966
India,NOX,Transport,0.993,-43.0922827,0,-603.9618793
India,NOX,Transport,1.249,-41.1245867,0,-645.086466
India,NOX,Transport,1.424,-8.4544497,0,-653.5409157
India,NOX,Transport,2.09,-70.2458586,0,-723.7867743
India,NOX,Transport,2.49,-241.4263786,0,-965.2131529
India,NOX,Transport,4.414,-271.147278,0,-1236.360431
India,NOX,Transport,11.783,-281.9103321,0,-1518.270763
India,NOX,Transport,,0,2230.296058,-1518.270763
India,NOX,Waste,-136.284,-30.1534297,0,-30.1534297
India,NOX,Waste,0,-0.0373981,0,-30.1908278
India,NOX,Waste,54.983,-11.6105604,0,-41.8013882
India,NOX,Waste,,0,74.6663683,-41.8013882
India,PM,ALL,,0,4123.496748,0
India,PM,Agriculture,0.12,-207.0451816,0,-207.0451816
India,PM,Agriculture,478.654,-2.8784598,0,-209.9236414
India,PM,Agriculture,,0,340.7640518,-209.9236414
India,PM,Industry,-1.398,-55.6640961,0,-55.6640961
India,PM,Industry,0.066,-268.3875958,0,-324.0516919
India,PM,Industry,0.07,-85.8214211,0,-409.873113
India,PM,Industry,0.12,-253.0366405,0,-662.9097535
India,PM,Industry,0.311,-235.9184173,0,-898.8281708
India,PM,Industry,0.478,-232.3275257,0,-1131.155697
India,PM,Industry,0.655,-289.0472402,0,-1420.202937
India,PM,Industry,0.914,-314.4954594,0,-1734.698396
India,PM,Industry,1.306,-274.8489228,0,-2009.547319
India,PM,Industry,3.613,-213.7372229,0,-2223.284542
India,PM,Industry,78.619,-137.0182378,0,-2360.30278
India,PM,Industry,,0,2741.269951,-2360.30278
India,PM,Power,1.402,-0.0656696,0,-0.0656696
India,PM,Power,1.541,-7.0591549,0,-7.1248245
India,PM,Power,2.647,-10.3798227,0,-17.5046472
India,PM,Power,3.648,-0.171304,0,-17.6759512
India,PM,Power,,0,52.4306603,-17.6759512
India,PM,Residential/Commercial,0,-4.7192211,0,-4.7192211
India,PM,Residential/Commercial,1.723,-0.6102479,0,-5.329469
India,PM,Residential/Commercial,1.941,-11.4135579,0,-16.7430269
India,PM,Residential/Commercial,7.015,-26.2118784,0,-42.9549053
India,PM,Residential/Commercial,28.614,-94.3006877,0,-137.255593
India,PM,Residential/Commercial,,0,228.2061068,-137.255593
India,PM,Transport,-428.816,-0.1014544,0,-0.1014544
India,PM,Transport,0.065,-0.6971199,0,-0.7985743
India,PM,Transport,0.074,-13.6100221,0,-14.4085964
India,PM,Transport,0.125,-26.1232129,0,-40.5318093
India,PM,Transport,0.137,-27.4716787,0,-68.003488
India,PM,Transport,0.522,-4.8765001,0,-72.8799881
India,PM,Transport,0.855,-7.0222387,0,-79.9022268
India,PM,Transport,1.634,-2.5726412,0,-82.474868
India,PM,Transport,2.048,-8.7321259,0,-91.2069939
India,PM,Transport,6.967,-9.6536075,0,-100.8606014
India,PM,Transport,115.818,-31.49931,0,-132.3599114
India,PM,Transport,,0,195.5089935,-132.3599114
India,PM,Waste,-20.493,-200.5251843,0,-200.5251843
India,PM,Waste,0,-0.3719196,0,-200.8971039
India,PM,Waste,3.385,-16.7406832,0,-217.6377871
India,PM,Waste,3.624,-1.0504275,0,-218.6882146
India,PM,Waste,6.484,-58.8119134,0,-277.500128
India,PM,Waste,31.022,-52.9264459,0,-330.4265739
India,PM,Waste,,0,565.3169844,-330.4265739
India,SO2,ALL,,0,3565.913742,0
India,SO2,Agriculture,3.373,-7.3944709,0,-7.3944709
India,SO2,Agriculture,,0,10.3033759,-7.3944709
India,SO2,Industry,-299.332,-0.2600303,0,-0.2600303
India,SO2,Industry,0.331,-192.4911398,0,-192.7511701
India,SO2,Industry,0.399,-136.2388881,0,-328.9900582
India,SO2,Industry,0.49,-111.4820624,0,-440.4721206
India,SO2,Industry,0.629,-145.8599077,0,-586.3320283
India,SO2,Industry,0.774,-165.0156781,0,-751.3477064
India,SO2,Industry,0.974,-203.181998,0,-954.5297044
India,SO2,Industry,1.223,-198.4040163,0,-1152.933721
India,SO2,Industry,1.899,-182.0344718,0,-1334.968193
India,SO2,Industry,3.225,-172.2267363,0,-1507.194929
India,SO2,Industry,9.734,-75.2337897,0,-1582.428719
India,SO2,Industry,,0,2734.279424,-1582.428719
India,SO2,Power,14.953,-4.536413,0,-4.536413
India,SO2,Power,39.771,-21.5220847,0,-26.0584977
India,SO2,Power,46.673,-111.038726,0,-137.0972237
India,SO2,Power,,0,242.1901494,-137.0972237
India,SO2,Residential/Commercial,0.75,-315.2799523,0,-315.2799523
India,SO2,Residential/Commercial,,0,501.7918329,-315.2799523
India,SO2,Transport,16.715,-32.7570808,0,-32.7570808
India,SO2,Transport,,0,61.5440724,-32.7570808
India,SO2,Waste,-644.887,-6.3723385,0,-6.3723385
India,SO2,Waste,0,-0.0077917,0,-6.3801302
India,SO2,Waste,230.996,-1.4454079,0,-7.8255381
India,SO2,Waste,,0,15.8048871,-7.8255381
India,VOC,ALL,,0,8193.108028,0
India,VOC,Agriculture,0.09,-278.0321005,0,-278.0321005
India,VOC,Agriculture,,0,387.4069314,-278.0321005
India,VOC,Industry,-0.025,-3157.826914,0,-3157.826914
India,VOC,Industry,0,-33.9030184,0,-3191.729932
India,VOC,Industry,18.62,-0.0010191,0,-3191.730951
India,VOC,Industry,,0,6617.873536,-3191.730951
India,VOC,Power,,0,44.673757,0
India,VOC,Residential/Commercial,0,-4.3373018,0,-4.3373018
India,VOC,Residential/Commercial,2.442,-8.8781161,0,-13.2154179
India,VOC,Residential/Commercial,13.189,-189.5734885,0,-202.7889064
India,VOC,Residential/Commercial,,0,266.7643965,-202.7889064
India,VOC,Transport,1.156,-0.788918,0,-0.788918
India,VOC,Transport,2.453,-4.0306134,0,-4.8195314
India,VOC,Transport,,0,457.4792652,-4.8195314
India,VOC,Waste,-32.188,-127.6704561,0,-127.6704561
India,VOC,Waste,0,-0.0529554,0,-127.7234115
India,VOC,Waste,4.751,-8.937805,0,-136.6612165
