GCAM_REG,Pollutant,AGG_SEC,MC (million Euros per kt),Delta EM (kt),EM (kt),CUM_REDUCTIONS (kt)
Canada,PM,Industry,-2457.572,-0.6227405,0,-0.6227405
Canada,PM,Industry,0.262,-3.200612,0,-3.8233525
Canada,PM,Industry,1.655,-8.8402423,0,-12.6635948
Canada,PM,Industry,1.688,-8.4460427,0,-21.1096375
Canada,PM,Industry,2.106,-2.9330687,0,-24.0427062
Canada,PM,Industry,5.099,-0.4796618,0,-24.522368
Canada,PM,Industry,7.07,-3.1926995,0,-27.7150675
Canada,PM,Industry,12.563,-2.0584108,0,-29.7734783
Canada,PM,Industry,29.573,-0.7778795,0,-30.5513578
Canada,PM,Industry,7172.837,-0.7653435,0,-31.3167013
Canada,PM,Industry,,0,46.2401748,-31.3167013
Canada,PM,Other,,0,22,0
Canada,PM,Power,2.928,-0.1072704,0,-0.1072704
Canada,PM,Power,11.494,-0.0236113,0,-0.1308817
Canada,PM,Power,,0,0.212811,-0.1308817
Canada,PM,Residential/Commercial,-3.104,-0.0054854,0,-0.0054854
Canada,PM,Residential/Commercial,0.284,-0.0301258,0,-0.0356112
Canada,PM,Residential/Commercial,1.463,-0.01199,0,-0.0476012
Canada,PM,Residential/Commercial,3.472,-5.7903038,0,-5.837905
Canada,PM,Residential/Commercial,6.052,-8.2330803,0,-14.0709853
Canada,PM,Residential/Commercial,6.395,-8.9331086,0,-23.0040939
Canada,PM,Residential/Commercial,6.874,-5.4884128,0,-28.4925067
Canada,PM,Residential/Commercial,12.602,-3.1884049,0,-31.6809116
Canada,PM,Residential/Commercial,92.402,-2.2096884,0,-33.8906
Canada,PM,Residential/Commercial,107.464,-6.8012347,0,-40.6918347
Canada,PM,Residential/Commercial,,0,49.6097737,-40.6918347
Canada,PM,Transport,0.233,-5.0741453,0,-5.0741453
Canada,PM,Transport,0.761,-0.0808764,0,-5.1550217
Canada,PM,Transport,1.853,-0.4870659,0,-5.6420876
Canada,PM,Transport,1.961,-0.1024657,0,-5.7445533
Canada,PM,Transport,4.738,-0.2203662,0,-5.9649195
Canada,PM,Transport,8.733,-0.2519963,0,-6.2169158
Canada,PM,Transport,9.218,-2.1246151,0,-8.3415309
Canada,PM,Transport,58.776,-0.1227153,0,-8.4642462
Canada,PM,Transport,523.274,-0.5559464,0,-9.0201926
Canada,PM,Transport,,0,27.5287403,-9.0201926
Canada,PM,Waste,22.18,-1.5380667,0,-1.5380667
Canada,PM,Waste,26.059,-5.8228256,0,-7.3608923
Canada,PM,Waste,17030.993,-0.003315,0,-7.3642073
Canada,PM,Waste,,0,7.6179181,-7.3642073
Canada,SO2,ALL,,0,526.767005,0
Canada,SO2,Agriculture,,0,0.8227254,0
Canada,SO2,Industry,0.234,-11.7182512,0,-11.7182512
Canada,SO2,Industry,0.567,-10.9804822,0,-22.6987334
Canada,SO2,Industry,0.734,-11.5946344,0,-34.2933678
Canada,SO2,Industry,0.884,-11.7182531,0,-46.0116209
Canada,SO2,Industry,1.014,-11.6727092,0,-57.6843301
Canada,SO2,Industry,1.264,-23.4365062,0,-81.1208363
Canada,SO2,Industry,1.613,-11.7182531,0,-92.8390894
Canada,SO2,Industry,3.244,-11.7182532,0,-104.5573426
Canada,SO2,Industry,8.406,-9.3247854,0,-113.882128
Canada,SO2,Industry,,0,303.4425549,-113.882128
Canada,SO2,Other,,0,200,0
Canada,SO2,Power,0.494,-0.7066575,0,-0.7066575
Canada,SO2,Power,0.782,-0.1236188,0,-0.8302763
Canada,SO2,Power,1.132,-0.0455437,0,-0.87582
Canada,SO2,Power,10.681,-0.0718674,0,-0.9476874
Canada,SO2,Power,,0,2.2649094,-0.9476874
Canada,SO2,Residential/Commercial,0.653,-0.0311133,0,-0.0311133
Canada,SO2,Residential/Commercial,9.023,-2.1321035,0,-2.1632168
Canada,SO2,Residential/Commercial,,0,18.0114164,-2.1632168
Canada,SO2,Transport,,0,2.0037435,0
Canada,SO2,Waste,980.766,-0.1894967,0,-0.1894967
Canada,SO2,Waste,,0,0.2216554,-0.1894967
Canada,VOC,ALL,,0,1760.412129,0
Canada,VOC,Agriculture,,0,172.3290692,0
Canada,VOC,Industry,-3.922,-390.2609654,0,-390.2609654
Canada,VOC,Industry,0.02,-9.2601384,0,-399.5211038
Canada,VOC,Industry,0.28,-16.2052422,0,-415.726346
Canada,VOC,Industry,92.376,-0.9189076,0,-416.6452536
Canada,VOC,Industry,,0,1310.089909,-416.6452536
Canada,VOC,Power,,0,1.461035,0
Canada,VOC,Residential/Commercial,-6.166,-0.0027616,0,-0.0027616
Canada,VOC,Residential/Commercial,0.184,-0.0464189,0,-0.0491805
Canada,VOC,Residential/Commercial,2.197,-42.8889442,0,-42.9381247
Canada,VOC,Residential/Commercial,22.067,-47.3735396,0,-90.3116643
Canada,VOC,Residential/Commercial,,0,103.2133618,-90.3116643
Canada,VOC,Transport,0.074,-9.0346603,0,-9.0346603
Canada,VOC,Transport,0.398,-42.1138426,0,-51.1485029
Canada,VOC,Transport,0.612,-15.4765593,0,-66.6250622
Canada,VOC,Transport,31.478,-2.9479823,0,-69.5730445
Canada,VOC,Transport,,0,165.9701962,-69.5730445
Canada,VOC,Waste,26.084,-7.1250743,0,-7.1250743
Canada,VOC,Waste,,0,7.3485571,-7.1250743
Central America and the Caribbean,NH3,ALL,,0,601.2446071,0
Central America and the Caribbean,NH3,Agriculture,-0.268,-34.1994587,0,-34.1994587
Central America and the Caribbean,NH3,Agriculture,0.14,-21.4759037,0,-55.6753624
Central America and the Caribbean,NH3,Agriculture,0.141,-12.9206559,0,-68.5960183
Central America and the Caribbean,NH3,Agriculture,0.152,-22.8656425,0,-91.4616608
Central America and the Caribbean,NH3,Agriculture,0.268,-22.8656424,0,-114.3273032
Central America and the Caribbean,NH3,Agriculture,0.52,-22.8656423,0,-137.1929455
Central America and the Caribbean,NH3,Agriculture,0.747,-22.8656424,0,-160.0585879
Central America and the Caribbean,NH3,Agriculture,0.919,-22.8656426,0,-182.9242305
Central America and the Caribbean,NH3,Agriculture,2.131,-22.8656423,0,-205.7898728
Central America and the Caribbean,NH3,Agriculture,11.278,-15.9495969,0,-221.7394697
Central America and the Caribbean,NH3,Agriculture,,0,526.2045354,-221.7394697
Central America and the Caribbean,NH3,Industry,11.614,-2.3538122,0,-2.3538122
Central America and the Caribbean,NH3,Industry,,0,2.9586369,-2.3538122
Central America and the Caribbean,NH3,Other,,0,64.248,0
Central America and the Caribbean,NH3,Power,,0,0.2073654,0
Central America and the Caribbean,NH3,Residential/Commercial,,0,0.8733952,0
Central America and the Caribbean,NH3,Transport,46.569,-4.5622334,0,-4.5622334
Central America and the Caribbean,NH3,Transport,,0,6.7526742,-4.5622334
Central America and the Caribbean,NOX,ALL,,0,714.4730278,0
Central America and the Caribbean,NOX,Agriculture,0.553,-8.0829695,0,-8.0829695
Central America and the Caribbean,NOX,Agriculture,,0,93.4208443,-8.0829695
Central America and the Caribbean,NOX,Industry,-27.734,-0.0503949,0,-0.0503949
Central America and the Caribbean,NOX,Industry,0.031,-6.6134228,0,-6.6638177
Central America and the Caribbean,NOX,Industry,0.448,-2.5023004,0,-9.1661181
Central America and the Caribbean,NOX,Industry,0.55,-29.0561712,0,-38.2222893
Central America and the Caribbean,NOX,Industry,1.069,-26.7749445,0,-64.9972338
Central America and the Caribbean,NOX,Industry,1.827,-10.7791287,0,-75.7763625
Central America and the Caribbean,NOX,Industry,4.599,-1.3281636,0,-77.1045261
Central America and the Caribbean,NOX,Industry,5.458,-1.4310481,0,-78.5355742
Central America and the Caribbean,NOX,Industry,6.047,-1.9547815,0,-80.4903557
Central America and the Caribbean,NOX,Industry,7.564,-0.0489874,0,-80.5393431
Central America and the Caribbean,NOX,Industry,12.709,-3.6365803,0,-84.1759234
Central America and the Caribbean,NOX,Industry,,0,115.4783922,-84.1759234
Central America and the Caribbean,NOX,Power,0.432,-1.49097,0,-1.49097
Central America and the Caribbean,NOX,Power,1.796,-1.1400674,0,-2.6310374
Central America and the Caribbean,NOX,Power,2.078,-3.4983503,0,-6.1293877
Central America and the Caribbean,NOX,Power,2.145,-7.4955456,0,-13.6249333
Central America and the Caribbean,NOX,Power,8.185,-0.2220183,0,-13.8469516
Central America and the Caribbean,NOX,Power,9.801,-5.5853424,0,-19.432294
Central America and the Caribbean,NOX,Power,,0,31.450259,-19.432294
Central America and the Caribbean,NOX,Residential/Commercial,1.24,-1.48952,0,-1.48952
Central America and the Caribbean,NOX,Residential/Commercial,3.321,-0.0584892,0,-1.5480092
Central America and the Caribbean,NOX,Residential/Commercial,7.294,-0.7382232,0,-2.2862324
Central America and the Caribbean,NOX,Residential/Commercial,14.571,-1.1817756,0,-3.468008
Central America and the Caribbean,NOX,Residential/Commercial,,0,15.491,-3.468008
Central America and the Caribbean,NOX,Transport,-1.616,-0.054737,0,-0.054737
Central America and the Caribbean,NOX,Transport,0.114,-32.7163323,0,-32.7710693
Central America and the Caribbean,NOX,Transport,0.244,-38.6147022,0,-71.3857715
Central America and the Caribbean,NOX,Transport,0.298,-6.5546409,0,-77.9404124
Central America and the Caribbean,NOX,Transport,1.509,-6.5531835,0,-84.4935959
Central America and the Caribbean,NOX,Transport,3.987,-27.9310615,0,-112.4246574
Central America and the Caribbean,NOX,Transport,4.899,-32.2348041,0,-144.6594615
Central America and the Caribbean,NOX,Transport,5.736,-39.6859545,0,-184.345416
Central America and the Caribbean,NOX,Transport,6.713,-39.162221,0,-223.507637
Central America and the Caribbean,NOX,Transport,7.02,-40.1077736,0,-263.6154106
Central America and the Caribbean,NOX,Transport,11.381,-30.1347059,0,-293.7501165
Central America and the Caribbean,NOX,Transport,,0,455.5474955,-293.7501165
Central America and the Caribbean,NOX,Waste,-450.143,-1.6028117,0,-1.6028117
Central America and the Caribbean,NOX,Waste,0,-0.0793034,0,-1.6821151
Central America and the Caribbean,NOX,Waste,54.41,-0.578598,0,-2.2607131
Central America and the Caribbean,NOX,Waste,,0,3.0850368,-2.2607131
Central America and the Caribbean,PM,ALL,,0,180.3583081,0
Central America and the Caribbean,PM,Agriculture,0.12,-37.1698598,0,-37.1698598
Central America and the Caribbean,PM,Agriculture,509.313,-0.307794,0,-37.4776538
Central America and the Caribbean,PM,Agriculture,,0,58.379286,-37.4776538
Central America and the Caribbean,PM,Industry,-0.317,-4.4117777,0,-4.4117777
Central America and the Caribbean,PM,Industry,0.099,-4.612306,0,-9.0240837
Central America and the Caribbean,PM,Industry,0.294,-0.129832,0,-9.1539157
Central America and the Caribbean,PM,Industry,1.127,-5.9136763,0,-15.067592
Central America and the Caribbean,PM,Industry,1.367,-7.2240504,0,-22.2916424
Central America and the Caribbean,PM,Industry,8.355,-3.5133604,0,-25.8050028
Central America and the Caribbean,PM,Industry,23.874,-0.5017013,0,-26.3067041
Central America and the Caribbean,PM,Industry,123.443,-1.884898,0,-28.1916021
Central America and the Caribbean,PM,Industry,,0,36.8642096,-28.1916021
Central America and the Caribbean,PM,Power,3.241,-0.4415011,0,-0.4415011
Central America and the Caribbean,PM,Power,9.682,-0.9179529,0,-1.359454
Central America and the Caribbean,PM,Power,11.786,-0.1556893,0,-1.5151433
Central America and the Caribbean,PM,Power,,0,1.5967321,-1.5151433
Central America and the Caribbean,PM,Residential/Commercial,-25.984,-1.4672565,0,-1.4672565
Central America and the Caribbean,PM,Residential/Commercial,0.364,-0.0109419,0,-1.4781984
Central America and the Caribbean,PM,Residential/Commercial,1.301,-0.1551953,0,-1.6333937
Central America and the Caribbean,PM,Residential/Commercial,4.489,-0.2827888,0,-1.9161825
Central America and the Caribbean,PM,Residential/Commercial,7.757,-0.5543133,0,-2.4704958
Central America and the Caribbean,PM,Residential/Commercial,30.157,-0.1075013,0,-2.5779971
Central America and the Caribbean,PM,Residential/Commercial,148.951,-0.140858,0,-2.7188551
Central America and the Caribbean,PM,Residential/Commercial,,0,33.1820542,-2.7188551
Central America and the Caribbean,PM,Transport,0.363,-1.2992445,0,-1.2992445
Central America and the Caribbean,PM,Transport,0.611,-2.1451477,0,-3.4443922
Central America and the Caribbean,PM,Transport,6.732,-0.0625487,0,-3.5069409
Central America and the Caribbean,PM,Transport,13.916,-3.491218,0,-6.9981589
Central America and the Caribbean,PM,Transport,58.758,-7.7782155,0,-14.7763744
Central America and the Caribbean,PM,Transport,89.619,-8.0293216,0,-22.805696
Central America and the Caribbean,PM,Transport,,0,34.4324596,-22.805696
Central America and the Caribbean,PM,Waste,-125.2,-5.7627334,0,-5.7627334
Central America and the Caribbean,PM,Waste,0,-0.477523,0,-6.2402564
Central America and the Caribbean,PM,Waste,6.717,-2.5816984,0,-8.8219548
Central America and the Caribbean,PM,Waste,6.903,-2.1157429,0,-10.9376977
Central America and the Caribbean,PM,Waste,23.199,-2.0494798,0,-12.9871775
Central America and the Caribbean,PM,Waste,284.206,-0.2297154,0,-13.2168929
Central America and the Caribbean,PM,Waste,,0,15.9035666,-13.2168929
Central America and the Caribbean,SO2,ALL,,0,218.5251125,0
Central America and the Caribbean,SO2,Agriculture,1.263,-3.5399867,0,-3.5399867
Central America and the Caribbean,SO2,Agriculture,,0,4.7199822,-3.5399867
Central America and the Caribbean,SO2,Industry,-0.594,-1.1973541,0,-1.1973541
Central America and the Caribbean,SO2,Industry,0.049,-8.8730334,0,-10.0703875
Central America and the Caribbean,SO2,Industry,0.101,-6.0771254,0,-16.1475129
Central America and the Caribbean,SO2,Industry,0.714,-0.6350527,0,-16.7825656
Central America and the Caribbean,SO2,Industry,1.042,-2.4532396,0,-19.2358052
Central America and the Caribbean,SO2,Industry,1.218,-6.1256471,0,-25.3614523
Central America and the Caribbean,SO2,Industry,1.771,-11.4923362,0,-36.8537885
Central America and the Caribbean,SO2,Industry,5.004,-2.080354,0,-38.9341425
Central America and the Caribbean,SO2,Industry,13.315,-3.2495339,0,-42.1836764
Central America and the Caribbean,SO2,Industry,,0,66.9733893,-42.1836764
Central America and the Caribbean,SO2,Power,-0.866,-20.6044837,0,-20.6044837
Central America and the Caribbean,SO2,Power,0.466,-23.1194889,0,-43.7239726
Central America and the Caribbean,SO2,Power,0.52,-12.3981135,0,-56.1220861
Central America and the Caribbean,SO2,Power,0.775,-7.0959164,0,-63.2180025
Central America and the Caribbean,SO2,Power,6.681,-1.1281812,0,-64.3461837
Central America and the Caribbean,SO2,Power,8.734,-2.6081625,0,-66.9543462
Central America and the Caribbean,SO2,Power,,0,75.8921917,-66.9543462
Central America and the Caribbean,SO2,Residential/Commercial,0.653,-0.0028591,0,-0.0028591
Central America and the Caribbean,SO2,Residential/Commercial,6.681,-0.0135671,0,-0.0164262
Central America and the Caribbean,SO2,Residential/Commercial,9.227,-0.0796118,0,-0.096038
Central America and the Caribbean,SO2,Residential/Commercial,,0,10.8985589,-0.096038
Central America and the Caribbean,SO2,Transport,3.819,-13.719129,0,-13.719129
Central America and the Caribbean,SO2,Transport,4.856,-11.6943811,0,-25.4135101
Central America and the Caribbean,SO2,Transport,6.445,-1.6426513,0,-27.0561614
Central America and the Caribbean,SO2,Transport,12.295,-8.9677275,0,-36.0238889
Central America and the Caribbean,SO2,Transport,,0,59.3883521,-36.0238889
Central America and the Caribbean,SO2,Waste,-2132.267,-0.3383696,0,-0.3383696
Central America and the Caribbean,SO2,Waste,0,-0.0168332,0,-0.3552028
Central America and the Caribbean,SO2,Waste,207.06,-0.0114474,0,-0.3666502
Central America and the Caribbean,SO2,Waste,,0,0.6526383,-0.3666502
Central America and the Caribbean,VOC,ALL,,0,916.0206136,0
Central America and the Caribbean,VOC,Agriculture,0.09,-49.9138117,0,-49.9138117
Central America and the Caribbean,VOC,Agriculture,,0,309.213126,-49.9138117
Central America and the Caribbean,VOC,Industry,-0.011,-132.2507286,0,-132.2507286
Central America and the Caribbean,VOC,Industry,1.481,-3.3132124,0,-135.563941
Central America and the Caribbean,VOC,Industry,2.895,-3.3789163,0,-138.9428573
Central America and the Caribbean,VOC,Industry,10.377,-3.7334826,0,-142.6763399
Central America and the Caribbean,VOC,Industry,,0,330.1647692,-142.6763399
Central America and the Caribbean,VOC,Power,,0,1.94896,0
Central America and the Caribbean,VOC,Residential/Commercial,-34.244,-1.113331,0,-1.113331
Central America and the Caribbean,VOC,Residential/Commercial,0.236,-0.0029718,0,-1.1163028
Central America and the Caribbean,VOC,Residential/Commercial,2.209,-0.0929003,0,-1.2092031
Central America and the Caribbean,VOC,Residential/Commercial,5.482,-0.0388195,0,-1.2480226
Central America and the Caribbean,VOC,Residential/Commercial,49.75,-0.5188575,0,-1.7668801
Central America and the Caribbean,VOC,Residential/Commercial,,0,55.4919758,-1.7668801
Central America and the Caribbean,VOC,Transport,-1.732,-0.0510737,0,-0.0510737
Central America and the Caribbean,VOC,Transport,0.037,-0.4214076,0,-0.4724813
Central America and the Caribbean,VOC,Transport,0.233,-6.7526401,0,-7.2251214
Central America and the Caribbean,VOC,Transport,0.235,-32.7510634,0,-39.9761848
Central America and the Caribbean,VOC,Transport,0.929,-29.2564517,0,-69.2326365
Central America and the Caribbean,VOC,Transport,5.268,-26.4340659,0,-95.6667024
Central America and the Caribbean,VOC,Transport,47.253,-24.93037,0,-120.5970724
Central America and the Caribbean,VOC,Transport,,0,203.426991,-120.5970724
Central America and the Caribbean,VOC,Waste,-134.419,-5.3674838,0,-5.3674838
Central America and the Caribbean,VOC,Waste,0,-0.6329317,0,-6.0004155
Central America and the Caribbean,VOC,Waste,2.413,-0.088499,0,-6.0889145
Central America and the Caribbean,VOC,Waste,7.041,-2.8992619,0,-8.9881764
Central America and the Caribbean,VOC,Waste,17.053,-3.5683535,0,-12.5565299
Central America and the Caribbean,VOC,Waste,,0,15.7747916,-12.5565299
Central Asia,NH3,ALL,,0,997.8376418,0
Central Asia,NH3,Agriculture,-0.237,-16.6560647,0,-16.6560647
Central Asia,NH3,Agriculture,0.196,-11.0631261,0,-27.7191908
Central Asia,NH3,Agriculture,0.244,-13.4552334,0,-41.1744242
Central Asia,NH3,Agriculture,0.251,-4.7150042,0,-45.8894284
Central Asia,NH3,Agriculture,0.297,-14.1942024,0,-60.0836308
Central Asia,NH3,Agriculture,0.329,-14.640832,0,-74.7244628
Central Asia,NH3,Agriculture,0.357,-15.0800783,0,-89.8045411
Central Asia,NH3,Agriculture,0.439,-15.0800778,0,-104.8846189
Central Asia,NH3,Agriculture,0.602,-15.0800781,0,-119.964697
Central Asia,NH3,Agriculture,0.869,-14.7979683,0,-134.7626653
Central Asia,NH3,Agriculture,1.738,-14.5981101,0,-149.3607754
Central Asia,NH3,Agriculture,,0,947.1659348,-149.3607754
Central Asia,NH3,Industry,8.917,-0.2821095,0,-0.2821095
Central Asia,NH3,Industry,9.853,-0.3318879,0,-0.6139974
Central Asia,NH3,Industry,,0,6.2950053,-0.6139974
Central Asia,NH3,Other,,0,30.529818,0
Central Asia,NH3,Power,,0,0.4694666,0
Central Asia,NH3,Residential/Commercial,,0,10.6905544,0
Central Asia,NH3,Transport,-46.561,-0.6681858,0,-0.6681858
Central Asia,NH3,Transport,0,-0.018582,0,-0.6867678
Central Asia,NH3,Transport,54.137,-0.1500805,0,-0.8368483
Central Asia,NH3,Transport,,0,2.6868627,-0.8368483
Central Asia,NOX,ALL,,0,1838.909482,0
Central Asia,NOX,Agriculture,0.553,-7.5999192,0,-7.5999192
Central Asia,NOX,Agriculture,3.609,-0.0594279,0,-7.6593471
Central Asia,NOX,Agriculture,,0,254.8757983,-7.6593471
Central Asia,NOX,Industry,-25.081,-0.133724,0,-0.133724
Central Asia,NOX,Industry,0.071,-10.9115428,0,-11.0452668
Central Asia,NOX,Industry,0.253,-9.083279,0,-20.1285458
Central Asia,NOX,Industry,0.413,-17.1881227,0,-37.3166685
Central Asia,NOX,Industry,0.62,-16.1484375,0,-53.465106
Central Asia,NOX,Industry,0.812,-32.7400193,0,-86.2051253
Central Asia,NOX,Industry,1.079,-28.7353982,0,-114.9405235
Central Asia,NOX,Industry,1.228,-12.4704773,0,-127.4110008
Central Asia,NOX,Industry,1.334,-20.6239744,0,-148.0349752
Central Asia,NOX,Industry,1.372,-8.4451214,0,-156.4800966
Central Asia,NOX,Industry,2.696,-26.0354182,0,-182.5155148
Central Asia,NOX,Industry,,0,321.9830008,-182.5155148
Central Asia,NOX,Other,,0,33.5,0
Central Asia,NOX,Power,0.227,-9.0150565,0,-9.0150565
Central Asia,NOX,Power,0.255,-15.8128221,0,-24.8278786
Central Asia,NOX,Power,0.293,-20.1858989,0,-45.0137775
Central Asia,NOX,Power,0.564,-7.1994744,0,-52.2132519
Central Asia,NOX,Power,0.775,-8.0125528,0,-60.2258047
Central Asia,NOX,Power,1.597,-5.6612072,0,-65.8870119
Central Asia,NOX,Power,1.773,-4.8046166,0,-70.6916285
Central Asia,NOX,Power,2.624,-20.6964163,0,-91.3880448
Central Asia,NOX,Power,3.655,-16.1985243,0,-107.5865691
Central Asia,NOX,Power,9.747,-3.5033505,0,-111.0899196
Central Asia,NOX,Power,,0,366.55254,-111.0899196
Central Asia,NOX,Residential/Commercial,2.221,-0.4275074,0,-0.4275074
Central Asia,NOX,Residential/Commercial,2.426,-0.2877994,0,-0.7153068
Central Asia,NOX,Residential/Commercial,2.795,-0.5085968,0,-1.2239036
Central Asia,NOX,Residential/Commercial,3.989,-1.3088238,0,-2.5327274
Central Asia,NOX,Residential/Commercial,16.193,-2.5626996,0,-5.095427
Central Asia,NOX,Residential/Commercial,,0,104.55313,-5.095427
Central Asia,NOX,Transport,-3.336,-9.3249626,0,-9.3249626
Central Asia,NOX,Transport,0.082,-29.1204113,0,-38.4453739
Central Asia,NOX,Transport,0.195,-20.8649788,0,-59.3103527
Central Asia,NOX,Transport,0.222,-33.6667231,0,-92.9770758
Central Asia,NOX,Transport,0.355,-31.6932814,0,-124.6703572
Central Asia,NOX,Transport,0.538,-19.4543809,0,-144.1247381
Central Asia,NOX,Transport,1.46,-23.7387111,0,-167.8634492
Central Asia,NOX,Transport,1.933,-38.8928726,0,-206.7563218
Central Asia,NOX,Transport,2.327,-28.0596351,0,-234.8159569
Central Asia,NOX,Transport,4.247,-21.2251285,0,-256.0410854
Central Asia,NOX,Transport,14.36,-22.7696237,0,-278.8107091
Central Asia,NOX,Transport,,0,754.4018059,-278.8107091
Central Asia,NOX,Waste,-12154.833,-0.0552421,0,-0.0552421
Central Asia,NOX,Waste,0,-0.0018848,0,-0.0571269
Central Asia,NOX,Waste,1407.472,-0.4001978,0,-0.4573247
Central Asia,NOX,Waste,,0,3.0432072,-0.4573247
Central Asia,PM,ALL,,0,366.5452881,0
Central Asia,PM,Agriculture,0.12,-39.0273566,0,-39.0273566
Central Asia,PM,Agriculture,504.474,-0.1771513,0,-39.2045079
Central Asia,PM,Agriculture,,0,63.9547643,-39.2045079
Central Asia,PM,Industry,-0.872,-3.848349,0,-3.848349
Central Asia,PM,Industry,0.03,-7.4062071,0,-11.2545561
Central Asia,PM,Industry,0.071,-7.8996575,0,-19.1542136
Central Asia,PM,Industry,0.275,-4.2346791,0,-23.3888927
Central Asia,PM,Industry,0.479,-7.0523947,0,-30.4412874
Central Asia,PM,Industry,0.639,-0.6691906,0,-31.110478
Central Asia,PM,Industry,0.84,-8.3570189,0,-39.4674969
Central Asia,PM,Industry,0.952,-0.9092241,0,-40.376721
Central Asia,PM,Industry,5.989,-3.8392739,0,-44.2159949
Central Asia,PM,Industry,6.816,-1.4234402,0,-45.6394351
Central Asia,PM,Industry,231.085,-3.2668161,0,-48.9062512
Central Asia,PM,Industry,,0,81.871851,-48.9062512
Central Asia,PM,Power,0.215,-0.1124509,0,-0.1124509
Central Asia,PM,Power,0.409,-1.0623826,0,-1.1748335
Central Asia,PM,Power,0.44,-1.4171317,0,-2.5919652
Central Asia,PM,Power,0.546,-0.9679402,0,-3.5599054
Central Asia,PM,Power,0.578,-5.2057656,0,-8.765671
Central Asia,PM,Power,0.607,-8.4738869,0,-17.2395579
Central Asia,PM,Power,0.754,-5.1995115,0,-22.4390694
Central Asia,PM,Power,1.245,-1.4171317,0,-23.8562011
Central Asia,PM,Power,1.358,-0.071475,0,-23.9276761
Central Asia,PM,Power,,0,53.5714349,-23.9276761
Central Asia,PM,Residential/Commercial,-0.001,-2.0204208,0,-2.0204208
Central Asia,PM,Residential/Commercial,0.361,-0.3254793,0,-2.3459001
Central Asia,PM,Residential/Commercial,5.617,-0.6704476,0,-3.0163477
Central Asia,PM,Residential/Commercial,15.314,-4.6673725,0,-7.6837202
Central Asia,PM,Residential/Commercial,21.897,-3.3841402,0,-11.0678604
Central Asia,PM,Residential/Commercial,25.297,-0.7573369,0,-11.8251973
Central Asia,PM,Residential/Commercial,27.942,-2.2540005,0,-14.0791978
Central Asia,PM,Residential/Commercial,30.829,-1.9568839,0,-16.0360817
Central Asia,PM,Residential/Commercial,32.883,-2.2594046,0,-18.2954863
Central Asia,PM,Residential/Commercial,171.73,-1.457286,0,-19.7527723
Central Asia,PM,Residential/Commercial,,0,83.5993754,-19.7527723
Central Asia,PM,Transport,-642.158,-0.0484478,0,-0.0484478
Central Asia,PM,Transport,0.12,-1.4106783,0,-1.4591261
Central Asia,PM,Transport,0.127,-0.9875921,0,-2.4467182
Central Asia,PM,Transport,1.21,-0.7942015,0,-3.2409197
Central Asia,PM,Transport,1.398,-0.5560588,0,-3.7969785
Central Asia,PM,Transport,1.456,-1.5041245,0,-5.301103
Central Asia,PM,Transport,1.729,-1.9560624,0,-7.2571654
Central Asia,PM,Transport,2.29,-1.1752045,0,-8.4323699
Central Asia,PM,Transport,5.966,-0.9275593,0,-9.3599292
Central Asia,PM,Transport,32.623,-2.3528694,0,-11.7127986
Central Asia,PM,Transport,97.881,-4.3858584,0,-16.098657
Central Asia,PM,Transport,,0,59.9047661,-16.098657
Central Asia,PM,Waste,-5096.981,-0.1317365,0,-0.1317365
Central Asia,PM,Waste,0,-0.020903,0,-0.1526395
Central Asia,PM,Waste,6.165,-0.0792324,0,-0.2318719
Central Asia,PM,Waste,6.582,-0.3133921,0,-0.545264
Central Asia,PM,Waste,7.43,-0.0830447,0,-0.6283087
Central Asia,PM,Waste,26.306,-0.6039006,0,-1.2322093
Central Asia,PM,Waste,30.643,-0.4998898,0,-1.7320991
Central Asia,PM,Waste,52.898,-1.1471442,0,-2.8792433
Central Asia,PM,Waste,1241.034,-0.6559062,0,-3.5351495
Central Asia,PM,Waste,,0,23.6430964,-3.5351495
Central Asia,SO2,ALL,,0,1004.914964,0
Central Asia,SO2,Agriculture,1.263,-0.1840358,0,-0.1840358
Central Asia,SO2,Agriculture,1.273,-1.5532394,0,-1.7372752
Central Asia,SO2,Agriculture,1.827,-0.2115136,0,-1.9487888
Central Asia,SO2,Agriculture,,0,4.8143598,-1.9487888
Central Asia,SO2,Industry,-2794.5,-0.0012002,0,-0.0012002
Central Asia,SO2,Industry,0.346,-14.6417321,0,-14.6429323
Central Asia,SO2,Industry,0.384,-12.9225328,0,-27.5654651
Central Asia,SO2,Industry,0.448,-13.5665919,0,-41.132057
Central Asia,SO2,Industry,0.519,-8.2782079,0,-49.4102649
Central Asia,SO2,Industry,0.587,-13.4686077,0,-62.8788726
Central Asia,SO2,Industry,0.596,-6.2411231,0,-69.1199957
Central Asia,SO2,Industry,0.622,-12.80514,0,-81.9251357
Central Asia,SO2,Industry,0.821,-4.995111,0,-86.9202467
Central Asia,SO2,Industry,1.392,-4.1040858,0,-91.0243325
Central Asia,SO2,Industry,5.538,-10.3810713,0,-101.4054038
Central Asia,SO2,Industry,,0,235.7409902,-101.4054038
Central Asia,SO2,Power,-0.251,-0.2115939,0,-0.2115939
Central Asia,SO2,Power,0.683,-18.8325885,0,-19.0441824
Central Asia,SO2,Power,0.728,-10.1735892,0,-29.2177716
Central Asia,SO2,Power,0.932,-10.2466928,0,-39.4644644
