region,Categories,sector,GHG,2020,2030,2050,2100
Africa_Eastern,agriculture,Beef,CH4,1.4391539,1.8454773,2.2719322,2.3887576
Africa_Eastern,agriculture,Beef,NH3,0.41832306,0.5416659500000001,0.6732933,0.7141561000000001
Africa_Eastern,agriculture,Beef,NMVOC,0.022407062,0.02901377499999999,0.0360643509999999,0.038253097
Africa_Eastern,agriculture,Beef,NOx,0.046412939,0.060097824999999896,0.0747019199999999,0.0792356599999999
Africa_Eastern,agriculture,Corn,BC,0.0012038280502,0.001407978798699999,0.0014942694984,8.4040473648e-4
Africa_Eastern,agriculture,Corn,CH4,0.02173762847,0.02542395176999999,0.026982103753,0.015175246862116
Africa_Eastern,agriculture,Corn,CO,0.3809692277999997,0.4455744298999999,0.47288225416999996,0.26595795009106377
Africa_Eastern,agriculture,Corn,NH3,0.04037340664199999,0.0497109672019999,0.06499731907799998,0.06114145243276799
Africa_Eastern,agriculture,Corn,NMVOC,0.10458218183,0.1223175069799999,0.12981397259,0.0730098395008859
Africa_Eastern,agriculture,Corn,NOx,0.01443810013299997,0.01710442446899998,0.01922320102369999,0.012961803318375988
Africa_Eastern,agriculture,Corn,OC,0.00575898266199999,0.0067356123979999995,0.007148410429999998,0.004020399718297
Africa_Eastern,agriculture,Corn,SO2,0.0014939956630999989,0.001747352835299998,0.001854440771699999,0.001042972583555999
Africa_Eastern,agriculture,Dairy,CH4,1.142830099999999,1.422873199999999,1.8769713000000001,1.8605393000000001
Africa_Eastern,agriculture,Dairy,NH3,0.33219123,0.41762683999999994,0.556247069999998,0.5562363299999991
Africa_Eastern,agriculture,Dairy,NMVOC,0.017793495999999992,0.022369773,0.029794844,0.029794263
Africa_Eastern,agriculture,Dairy,NOx,0.0368566149999999,0.0463357509999998,0.061715634000000005,0.061714347
Africa_Eastern,agriculture,FiberCrop,BC,6.038062608999997e-5,6.847381337999989e-5,7.0475051587e-5,3.3060298804e-5
Africa_Eastern,agriculture,FiberCrop,CH4,0.0010902987830999997,0.001236437210299999,0.001272574151269998,5.96975202183e-4
Africa_Eastern,agriculture,FiberCrop,CO,0.0191083019169999,0.02166951679899989,0.022302858063099992,0.010462461176604999
Africa_Eastern,agriculture,FiberCrop,NH3,0.003508770374299997,0.00421127049319,0.005440839194297,0.004406160215450998
Africa_Eastern,agriculture,FiberCrop,NMVOC,0.00524554384,0.005948635664099999,0.00612249997309999,0.002872117256845
Africa_Eastern,agriculture,FiberCrop,NOx,8.539463270699988e-4,9.887142607199987e-4,0.001114388650972999,6.849082480779999e-4
Africa_Eastern,agriculture,FiberCrop,OC,2.888539782599989e-4,3.275707183699999e-4,3.3714466294699997e-4,1.581568867799999e-4
Africa_Eastern,agriculture,FiberCrop,SO2,7.493479817e-5,8.497880333999999e-5,8.7462582822e-5,4.1029311669e-5
Africa_Eastern,agriculture,FodderGrass,NH3,7.7337008715e-4,0.00116056842938,0.001605979378223,0.0012859333953
Africa_Eastern,agriculture,FodderGrass,NOx,6.76409492809999e-5,1.0150649253400001e-4,1.404626536169999e-4,1.1247143124e-4
Africa_Eastern,agriculture,FodderHerb,NH3,4.258756479999989e-6,3.433722146e-6,2.0034520300000002e-6,1.228306014e-6
Africa_Eastern,agriculture,FodderHerb,NOx,3.72282246999999e-7,3.00141069999998e-7,1.751129779999999e-7,1.0725716399999979e-7
Africa_Eastern,agriculture,Fruits,BC,5.442430729229989e-4,6.860191927759999e-4,9.438729146019999e-4,0.00109565815031
Africa_Eastern,agriculture,Fruits,CH4,0.009827435773079997,0.012387490898849999,0.017043597839465997,0.019784396729499998
Africa_Eastern,agriculture,Fruits,CO,0.17223330635109899,0.21710045397939898,0.29870141461079996,0.34673655457799996
Africa_Eastern,agriculture,Fruits,NH3,0.01692510557548,0.02243732408504,0.037898838634976895,0.07312975142979998
Africa_Eastern,agriculture,Fruits,NMVOC,0.04728086465329999,0.05959754138079998,0.08199853255163998,0.0951847814729999
Africa_Eastern,agriculture,Fruits,NOx,0.0064112593716579985,0.008177899913655999,0.011866391539171997,0.0163229790525
Africa_Eastern,agriculture,Fruits,OC,0.00260359695396,0.0032818316288200002,0.004515377961242999,0.0052415044155
Africa_Eastern,agriculture,Fruits,SO2,6.75424790285999e-4,8.513738492019998e-4,0.001171378818819,0.001359750322579999
Africa_Eastern,agriculture,Legumes,BC,6.08983828799999e-4,7.218861646e-4,8.712522471899989e-4,6.78363383299999e-4
Africa_Eastern,agriculture,Legumes,CH4,0.010996442833,0.013035144853,0.015732247560199992,0.012249254071992
Africa_Eastern,agriculture,Legumes,CO,0.19272138033,0.2284509670999999,0.275720014656,0.21467783731178097
Africa_Eastern,agriculture,Legumes,NH3,0.03216555502999997,0.040324762720999975,0.060938298670999994,0.081567214299912
Africa_Eastern,agriculture,Legumes,NMVOC,0.05290514885999999,0.06271352969999999,0.07568953646399999,0.058932530612279
Africa_Eastern,agriculture,Legumes,NOx,0.00833079392,0.0100673427568,0.013223534053199978,0.013280180217285
Africa_Eastern,agriculture,Legumes,OC,0.0029133060726999976,0.0034534187682999998,0.004167969068699999,0.003245210630020999
Africa_Eastern,agriculture,Legumes,SO2,7.557690773e-4,8.958848055999989e-4,0.00108125400319,8.418730719e-4
Africa_Eastern,agriculture,MiscCrop,BC,2.058919028e-6,2.244518618999999e-6,2.241553422999999e-6,1.2094494099999988e-6
Africa_Eastern,agriculture,MiscCrop,CH4,3.717948661799997e-5,4.0530377932999986e-5,4.047706170099999e-5,2.184262808999998e-5
