GCAM_REG,Pollutant,AGG_SEC,MC (million Euros per kt),Delta EM (kt),GAINS_EM_2030(kt),GAINS_CUM_REDUCTIONS_2030(kt),REF2020,REF2030,REF2050,REF2100,Efficiency2030,Efficiency2050,Efficiency2100,Equity2030,Equity2050,Equity2100
Brazil,PM,Transport,NA,0,150.7087686,-78.529885,101.67716669769999,86.57954697699999,84.26554070990001,127.97327015253002,84.52886593470001,75.83882422204002,51.333230826704195,85.3951581043,73.22866982794001,28.56703437175929
Brazil,SO2,Agriculture,NA,0,17.445783,-13.0843372,70.93297247666199,42.488246680005986,19.086924218632,9.868988852589,41.095753944933,15.66222462246599,3.16145881674299,42.490945848325985,15.32496563896098,3.09081349706099
Brazil,SO2,Industry,NA,0,567.0766411,-328.6988534,962.0095323974999,843.1156593352,719.3083401978851,475.586008682177,787.2667660712,559.9560341144947,273.655020941053,818.349866521899,619.6382643874649,256.53725521911196
Brazil,SO2,Power,NA,0,2.8691195,0,321.521443627343,324.52261884392306,427.0217877371179,513.174981298999,162.699641191067,77.1199446101148,45.67209862140089,201.2758881421459,68.192589744208,31.16549038981099
Brazil,SO2,Residential/Commercial,NA,0,9.4661786,-0.1090989,16.5962010491,11.8067297358,7.8144277423999995,3.6023169387,11.9717669248,7.645455945899999,3.23422169473999,11.9809341386,7.4278690312,3.22929973622
Brazil,SO2,Transport,NA,0,77.2268063,-46.6907883,299.10405345337,227.3343484452799,181.86265320252596,252.867547951385,218.2317309596398,158.699376942846,98.09503838816599,221.73957087617998,152.523691429331,55.113310337093
Brazil,VOC,Agriculture,NA,0,2231.541879,-184.4891552,707.4070460656128,634.945289738766,583.5688399007558,613.7922149676499,572.5543736675165,448.5798279943479,376.05721792464186,598.387852906761,483.0342748652749,416.3349766034729
Brazil,VOC,Industry,NA,0,2323.021099,-683.3813225,1380.622755226,1377.9304298449988,1319.9758712332,1119.651696823938,1354.2151963649997,1174.7538324902,645.287295600984,1344.460566775,1046.1146986162,582.637696216364
Brazil,VOC,Power,NA,0,3.446239,0,810.137405851,723.206396554999,654.2647879913999,401.2863621766,657.93062041025,449.049567858,190.928374453394,686.17180569894,493.00092995708,229.8723043560399
Brazil,VOC,Residential/Commercial,NA,0,94.6547896,-19.2007724,302.536971811,245.101245517,155.40632892099998,55.327860127,268.882278592,184.836029549,63.69826381469999,258.772504427,187.897761996,65.6284651813
Brazil,VOC,Transport,NA,0,402.2474973,-198.7122348,1607.788167388,1128.39871419,833.789294945599,1130.7522349153398,1104.3889530263,747.18129410706,472.79634823398,1113.2563263932,723.9937881308978,282.13192477333
Canada,NH3,Agriculture,NA,0,922.6606677,-507.8667912,504.76687337654766,598.5022023091055,734.2024108253758,935.7106679156716,541.6031722574137,533.7020475652199,508.7576135172508,566.0902694623436,610.2938951044148,604.0850099141486
Canada,NH3,Industry,NA,0,10.8212332,-8.3411623,14.11861317099998,15.882775266200001,19.28309717370999,22.74442466668299,15.5168458384,18.64830939239,18.11926938875399,14.970723032499999,15.650257083120001,15.148072666217
Canada,NH3,Power,NA,0,0.1703884,-0.040594,1.9805164439,2.4630906461,3.31873619362999,4.19341499386,1.8913691250000002,0.73106768426,0.04231165863999999,1.1679779706,0.0595728755399999,0.04413542642199989
Canada,NH3,Residential/Commercial,NA,0,1.6160233,0,7.525256968,8.421109083000001,8.1780217978,7.892093063000001,8.5511946743,6.97182915348,6.632318939746,8.071326014990001,5.789679030821,6.42101360755
Canada,NH3,Transport,NA,0,6.332953,-0.8221922,8.672775299679989,6.39121142033,4.40520733537198,5.0081764542550005,6.228887865199989,3.98823384552399,3.33346267025999,6.07187519496999,3.143234973032,1.1746946582439899
Canada,NOX,Agriculture,NA,0,226.0721242,0,175.1272608381049,147.03671866607468,131.035059044374,141.08878029729595,132.65293064372378,88.15086938964899,64.15710420176795,130.71028885617076,91.566549761112,76.07724532791387
Canada,NOX,Industry,NA,0,380.2203881,-258.7532812,382.23962799999987,312.879711119999,261.28332849999987,227.2274466944969,294.4144994499998,221.12380896,153.5577907310399,279.78381952999996,174.49918175000002,39.61879971662699
Canada,NOX,Power,NA,0,10.359154,-4.713542,198.09258709,144.18125680400001,104.91223555900001,63.46581521979999,108.3103448106,53.87652539200998,113.19854786196589,113.5444606224998,121.11495733244989,145.0693155987779
Canada,NOX,Residential/Commercial,NA,0,56.76608,-22.716236,93.84559759999999,78.86041869,59.61814623,42.146397269999994,72.83346433,39.372935180999995,9.18363961345,62.03431923499999,8.72208520709,1.5613483437890001
Canada,NOX,Transport,NA,0,290.987779,-147.1234748,670.4093604123999,494.0824145515997,376.56643895547,491.7601923809798,480.21880454049995,355.90715292142886,406.2229683831499,470.8138408017597,306.38528815406903,199.86787738211086
Canada,PM,Agriculture,NA,0,21.390164,-0.807269,20.77701838697793,15.5748493525032,17.26330387388704,20.98147439879446,13.32190251073504,10.279572095925,7.79207505481008,14.28301875872221,12.26056628052179,9.45272614893552
Canada,PM,Industry,NA,0,46.2401748,-31.3167013,14.95950342738499,16.174980796743988,18.67428981173799,17.25215642021299,16.16244717411499,18.5426679791287,4.62785252452906,15.60328895225099,10.00002794589049,0.32023471551565985
Canada,PM,Power,NA,0,0.212811,-0.1308817,4.378792365981,3.414852507,2.49104312032399,3.1125474885703,3.16589727556299,0.7466743723449986,0.09975772664770001,2.2045099562915,0.2306385419415,0.09089880785667
Canada,PM,Residential/Commercial,NA,0,49.6097737,-40.6918347,60.07467183300001,49.262661197199996,15.8894101674,3.5009450805999998,55.1081562317,7.56389196662,1.391874431739,49.71366299097,1.653411835746,1.12145929942321
Canada,PM,Transport,NA,0,27.5287403,-9.0201926,15.612745814247988,12.18876210103199,9.722803411992,12.48771006603998,11.84025297614499,8.77178825459859,9.13058261965135,11.46515450911599,7.167245732515539,4.5605541240229295
Canada,SO2,Agriculture,NA,0,0.8227254,0,2.4116506111669898,2.12440248759599,2.08859258750699,2.19813741073299,1.90871233173499,1.35697574791299,0.6569043742899999,1.84498386517299,1.0916066235989899,0.5887666907349989
Canada,SO2,Industry,NA,0,303.4425549,-113.882128,589.4612353788999,408.4617690621999,255.183556362155,143.88247940846088,392.13442243554897,225.611977046205,130.129307065327,379.08582485641,214.928503309816,75.350487038592
Canada,SO2,Power,NA,0,2.2649094,-0.9476874,126.71784869299991,86.287255644,75.5125291518,39.01637261809489,55.673366082,24.74388200299998,31.07862524333099,50.44588576569989,45.464444187179794,50.41898337787599
