GCAMRegion,Country,Country Code,total_cost_2030,total_cost_2050,total_cost_2100,Country Income Classification,2030PM,2050PM,2100PM
Europe_Non_EU,Macedonia,MKD,0,0,0,Upper_Middle,-0.13016700000000014,-0.8851179999999994,-0.7974300000000003
EU-12,Estonia,EST,0,0,0,High,-0.17746899999999943,-0.45785300000000007,-0.32826200000000005
EU-12,Hungary,HUN,0,0,0,High,-0.8683193333333303,-1.3887183333333333,-1.1551179999999999
EU-12,Latvia,LVA,0,0,0,High,-0.2539844999999996,-0.5070544999999997,-0.35817200000000016
EU-12,Lithuania,LTU,0,0,0,High,-0.31388199999999955,-0.6227720000000012,-0.4470584999999998
EU-12,Malta,MLT,0,0,0,High,-0.058684999999999654,-0.09875000000000078,-0.03976100000000038
EU-12,Poland,POL,0,0,0,High,-0.8010766,-1.2913265999999997,-0.8791139999999995
EU-12,Romania,ROU,0,0,0,High,-0.4232824999999991,-0.8643312500000002,-0.8303047499999998
EU-12,Slovenia,SVN,0,0,0,High,-0.6821190000000001,-1.1442230000000002,-0.983765
EU-15,Austria,AUT,0,0,0,High,-0.7516660000000002,-1.1493349999999998,-0.6697730000000002
EU-15,Belgium,BEL,0,0,0,High,-0.49498900000000035,-0.8785439999999998,-0.5680580000000006
EU-15,Denmark,DNK,0,0,0,High,-0.008270713178294642,-0.03780465891472873,-0.031003697674418795
EU-15,Finland,FIN,0,0,0,High,-0.07555158333333267,-0.2746450833333336,-0.1459193333333335
EU-15,France,FRA,0,0,0,High,-0.3331752857142858,-0.6012748571428572,-0.20073635714285665
EU-15,Germany,DEU,0,0,0,High,-0.6301157777777773,-0.9719512222222226,-0.3344347777777772
EU-15,Greece,GRC,0,0,0,High,-0.1261139999999994,-0.4145954999999999,-0.2983090000000006
EU-15,Ireland,IRL,0,0,0,High,-0.08456299999999972,-0.343858,-0.25721533333333335
EU-15,Italy,ITA,0,0,0,High,-0.5105010000000005,-0.8701521666666663,-0.5062104999999999
EU-15,Luxembourg,LUX,0,0,0,High,-0.49498900000000035,-0.8785439999999998,-0.5680580000000006
EU-15,Netherlands,NLD,0,0,0,High,-0.5092800000000004,-0.879181,-0.45217799999999997
EU-15,Portugal,PRT,0,0,0,High,-0.1265830000000001,-0.21095549999999985,-0.12504150000000003
EU-15,Spain,ESP,0,0,0,High,-0.17691089999999932,-0.30556620000000034,-0.1902254000000001
EU-15,Sweden,SWE,0,0,66.74353510966942,High,-0.0014591176470588607,-0.19935982352941162,0.08368923529411765
EU-15,United Kingdom,GBR,0,0,0,High,-0.23488214285714282,-0.5577054285714289,-0.33859457142857163
Europe_Eastern,Belarus,BLR,0,0,0,Upper_Middle,-0.33751183333333223,-0.5969300000000004,-0.5151701666666666
Europe_Eastern,Moldova,MDA,0,0,0,Upper_Middle,-0.40902999999999956,-0.5578770000000004,-0.5418510000000003
Europe_Eastern,Ukraine,UKR,395.66671924024445,0,0,Upper_Middle,0.23347930769230807,-0.09888299999999983,-0.37550984615384664
Europe_Non_EU,Albania,ALB,0,0,0,Upper_Middle,-0.04192600000000013,-0.5103454999999997,-0.49848099999999995
Europe_Non_EU,Bosnia and Herzegovina,BIH,0,0,0,Upper_Middle,-0.07360899999999937,-0.807785,-0.6674879999999996
Europe_Non_EU,Croatia,HRV,0,0,0,High,-0.2763270000000002,-0.58115000000000006,-0.4795779999999996
Europe_Non_EU,Montenegro,MNE,0,0,0,Upper_Middle,-0.013655999999999224,-0.663411,-0.6428399999999996
Europe_Non_EU,Serbia,SRB,0,0,0,Upper_Middle,-0.38757099999999944,-1.1667955,-0.9534180000000001
European Free Trade Association,Iceland,ISL,0,0,0,High,-0.011970750000000141,-0.06897224999999985,-0.02941124999999989
European Free Trade Association,Norway,NOR,223.2406474805587,0,1577.8898079812814,High,0.09406157142857108,-0.03353899999999976,0.2680917857142857
European Free Trade Association,Switzerland,CHE,0,0,2172.918961159408,High,-0.6476919999999993,-0.9911310000000002,1.6211449999999994
India,India,IND,89506.60241970225,186562.42423136704,2296.3118260403676,Lower_Middle,3.209763309090903,5.407463527272732,2.159860600000002
Indonesia,Indonesia,IDN,385.3804340631488,0,0,Upper_Middle,0.12828238709677375,-0.07457341935483885,-0.11202761290322583
Japan,Japan,JPN,0,0,0,High,-0.018010333333332795,-0.5582219999999998,-1.0861596666666662
Mexico,Mexico,MEX,0,0,0,Upper_Middle,-0.11105062857142878,-0.10066305714285706,-0.22928862857142818
Middle East,Bahrain,BHR,5.578185635632477,0,0,High,0.4769249999999978,-0.15038999999999803,-0.16098899999999894
Middle East,Iraq,IRQ,36.070759816982914,0,0,Upper_Middle,0.42625312500000234,-0.26864412500000157,-0.4565922499999999
Middle East,Israel,ISR,65.98309722618826,0,0,High,0.458971,-0.19443949999999965,-0.4020109999999999
Middle East,Jordan,JOR,6.114858711881398,0,0,Lower_Middle,0.32399500000000003,-0.16554300000000133,-0.31572000000000067
Middle East,Kuwait,KWT,22.999822461699907,0,0,High,0.5484729999999978,-0.2805150000000012,-0.35094399999999837
Middle East,Lebanon,LBN,2.638371463760067,0,0,Lower_Middle,0.32900799999999997,-0.2461329999999986,-0.33945199999999964
Middle East,Oman,OMN,14.453440344784095,4.5301462286319225,0.11024842017300673,High,0.3858517999999993,0.2812959999999993,0.11460120000000096
