"","Units","scenario","region","year","value"
"4481","MTC","cost_80constraint","Colombia",2065,19.075053464994
"4482","MTC","cost_80constraint","Colombia",2070,12.4899665347011
"4483","MTC","cost_80constraint","Colombia",2075,3.7451814316465
"4484","MTC","cost_80constraint","Colombia",2080,-5.95759149389928
"4485","MTC","cost_80constraint","Colombia",2085,-15.7120063695698
"4486","MTC","cost_80constraint","Colombia",2090,-20.3252767342131
"4487","MTC","cost_80constraint","Colombia",2095,-21.3999755899325
"4488","MTC","cost_80constraint","Colombia",2100,-22.398137385622
"4489","MTC","cost_80constraint","EU-12",1975,136.100809179
"4490","MTC","cost_80constraint","EU-12",1990,280.6282376015
"4491","MTC","cost_80constraint","EU-12",2005,210.0585213476
"4492","MTC","cost_80constraint","EU-12",2010,205.6855990827
"4493","MTC","cost_80constraint","EU-12",2015,188.3831329395
"4494","MTC","cost_80constraint","EU-12",2020,198.21188176548
"4495","MTC","cost_80constraint","EU-12",2025,177.235137812878
"4496","MTC","cost_80constraint","EU-12",2030,172.375225225651
"4497","MTC","cost_80constraint","EU-12",2035,163.39489777603
"4498","MTC","cost_80constraint","EU-12",2040,153.25426314053
"4499","MTC","cost_80constraint","EU-12",2045,136.770919076333
"4500","MTC","cost_80constraint","EU-12",2050,126.089009252434
"4501","MTC","cost_80constraint","EU-12",2055,108.18582236825
"4502","MTC","cost_80constraint","EU-12",2060,91.1635073865632
"4503","MTC","cost_80constraint","EU-12",2065,72.4179853156404
"4504","MTC","cost_80constraint","EU-12",2070,55.101520312775
"4505","MTC","cost_80constraint","EU-12",2075,41.3952914803217
"4506","MTC","cost_80constraint","EU-12",2080,28.9090531323453
"4507","MTC","cost_80constraint","EU-12",2085,18.1817140946628
"4508","MTC","cost_80constraint","EU-12",2090,12.8672147307769
"4509","MTC","cost_80constraint","EU-12",2095,13.2826912974243
"4510","MTC","cost_80constraint","EU-12",2100,14.0693610115404
"4511","MTC","cost_80constraint","EU-15",1975,432.7510657494
"4512","MTC","cost_80constraint","EU-15",1990,929.859702171
"4513","MTC","cost_80constraint","EU-15",2005,979.742588402
"4514","MTC","cost_80constraint","EU-15",2010,890.848455476
"4515","MTC","cost_80constraint","EU-15",2015,798.227475429
"4516","MTC","cost_80constraint","EU-15",2020,752.042399702592
"4517","MTC","cost_80constraint","EU-15",2025,676.070528047987
"4518","MTC","cost_80constraint","EU-15",2030,634.936839845493
"4519","MTC","cost_80constraint","EU-15",2035,588.659400302381
"4520","MTC","cost_80constraint","EU-15",2040,545.178243631606
"4521","MTC","cost_80constraint","EU-15",2045,464.145701874862
"4522","MTC","cost_80constraint","EU-15",2050,414.931751343458
"4523","MTC","cost_80constraint","EU-15",2055,357.403267263704
"4524","MTC","cost_80constraint","EU-15",2060,308.115550766721
"4525","MTC","cost_80constraint","EU-15",2065,255.376906246809
"4526","MTC","cost_80constraint","EU-15",2070,210.597960128937
"4527","MTC","cost_80constraint","EU-15",2075,164.876992289744
"4528","MTC","cost_80constraint","EU-15",2080,114.228354704266
"4529","MTC","cost_80constraint","EU-15",2085,55.0836001977206
"4530","MTC","cost_80constraint","EU-15",2090,29.4956048021794
"4531","MTC","cost_80constraint","EU-15",2095,30.3037779912903
"4532","MTC","cost_80constraint","EU-15",2100,31.0032922892912
"4533","MTC","cost_80constraint","Europe_Eastern",1975,117.85551692
"4534","MTC","cost_80constraint","Europe_Eastern",1990,247.675883519
"4535","MTC","cost_80constraint","Europe_Eastern",2005,117.885666037
"4536","MTC","cost_80constraint","Europe_Eastern",2010,106.44560994581
"4537","MTC","cost_80constraint","Europe_Eastern",2015,77.797447255
"4538","MTC","cost_80constraint","Europe_Eastern",2020,77.4298340981
"4539","MTC","cost_80constraint","Europe_Eastern",2025,71.057501706086
"4540","MTC","cost_80constraint","Europe_Eastern",2030,70.4274644265
"4541","MTC","cost_80constraint","Europe_Eastern",2035,67.06951729006
"4542","MTC","cost_80constraint","Europe_Eastern",2040,65.05161316175
"4543","MTC","cost_80constraint","Europe_Eastern",2045,61.132060153391
"4544","MTC","cost_80constraint","Europe_Eastern",2050,58.828577981033
"4545","MTC","cost_80constraint","Europe_Eastern",2055,54.3849055910635
"4546","MTC","cost_80constraint","Europe_Eastern",2060,49.9792846929823
"4547","MTC","cost_80constraint","Europe_Eastern",2065,44.1057814815069
"4548","MTC","cost_80constraint","Europe_Eastern",2070,38.2480308393124
"4549","MTC","cost_80constraint","Europe_Eastern",2075,30.9287429147245
"4550","MTC","cost_80constraint","Europe_Eastern",2080,24.9297961562865
"4551","MTC","cost_80constraint","Europe_Eastern",2085,19.3528853249321
"4552","MTC","cost_80constraint","Europe_Eastern",2090,15.9673183912214
"4553","MTC","cost_80constraint","Europe_Eastern",2095,14.8154041737735
"4554","MTC","cost_80constraint","Europe_Eastern",2100,13.9845921262141
"4555","MTC","cost_80constraint","Europe_Non_EU",1975,18.73753524
"4556","MTC","cost_80constraint","Europe_Non_EU",1990,76.309074155
"4557","MTC","cost_80constraint","Europe_Non_EU",2005,99.3109799888
"4558","MTC","cost_80constraint","Europe_Non_EU",2010,114.941747092
"4559","MTC","cost_80constraint","Europe_Non_EU",2015,130.42218688
"4560","MTC","cost_80constraint","Europe_Non_EU",2020,124.8546431763
"4561","MTC","cost_80constraint","Europe_Non_EU",2025,120.12365899188
"4562","MTC","cost_80constraint","Europe_Non_EU",2030,122.938534367
"4563","MTC","cost_80constraint","Europe_Non_EU",2035,120.766373889113
"4564","MTC","cost_80constraint","Europe_Non_EU",2040,117.18792686205
"4565","MTC","cost_80constraint","Europe_Non_EU",2045,109.490747217131
"4566","MTC","cost_80constraint","Europe_Non_EU",2050,105.119412390396
"4567","MTC","cost_80constraint","Europe_Non_EU",2055,97.1274474382223
"4568","MTC","cost_80constraint","Europe_Non_EU",2060,88.8363221215701
"4569","MTC","cost_80constraint","Europe_Non_EU",2065,77.5828982473017
"4570","MTC","cost_80constraint","Europe_Non_EU",2070,66.7111325397355
"4571","MTC","cost_80constraint","Europe_Non_EU",2075,56.7520736192525
"4572","MTC","cost_80constraint","Europe_Non_EU",2080,47.4630606281772
"4573","MTC","cost_80constraint","Europe_Non_EU",2085,38.6676599156132
"4574","MTC","cost_80constraint","Europe_Non_EU",2090,34.0813392871626
"4575","MTC","cost_80constraint","Europe_Non_EU",2095,34.6555707668031
"4576","MTC","cost_80constraint","Europe_Non_EU",2100,34.2147083811551
"4577","MTC","cost_80constraint","European Free Trade Association",1975,12.14379534
"4578","MTC","cost_80constraint","European Free Trade Association",1990,21.75811492837
"4579","MTC","cost_80constraint","European Free Trade Association",2005,24.6155187721
"4580","MTC","cost_80constraint","European Free Trade Association",2010,24.8815505503
"4581","MTC","cost_80constraint","European Free Trade Association",2015,23.0077097018
"4582","MTC","cost_80constraint","European Free Trade Association",2020,23.703436386
"4583","MTC","cost_80constraint","European Free Trade Association",2025,21.75824787768
"4584","MTC","cost_80constraint","European Free Trade Association",2030,20.334817225508
"4585","MTC","cost_80constraint","European Free Trade Association",2035,18.095792480062
"4586","MTC","cost_80constraint","European Free Trade Association",2040,14.981727445264
"4587","MTC","cost_80constraint","European Free Trade Association",2045,9.829242067511
"4588","MTC","cost_80constraint","European Free Trade Association",2050,6.100708902047
"4589","MTC","cost_80constraint","European Free Trade Association",2055,3.68574381649
"4590","MTC","cost_80constraint","European Free Trade Association",2060,2.224478586247
"4591","MTC","cost_80constraint","European Free Trade Association",2065,0.397745410404999
"4592","MTC","cost_80constraint","European Free Trade Association",2070,-3.4965397258777
"4593","MTC","cost_80constraint","European Free Trade Association",2075,-8.53757985748137
"4594","MTC","cost_80constraint","European Free Trade Association",2080,-14.5749008684722
"4595","MTC","cost_80constraint","European Free Trade Association",2085,-20.9283342199418
"4596","MTC","cost_80constraint","European Free Trade Association",2090,-23.1594115399474
"4597","MTC","cost_80constraint","European Free Trade Association",2095,-21.81110194369
"4598","MTC","cost_80constraint","European Free Trade Association",2100,-22.2326410717231
"4599","MTC","cost_80constraint","India",1975,34.41649251
"4600","MTC","cost_80constraint","India",1990,163.18165183716
"4601","MTC","cost_80constraint","India",2005,340.1312364533
"4602","MTC","cost_80constraint","India",2010,494.879989911
"4603","MTC","cost_80constraint","India",2015,627.89809054
"4604","MTC","cost_80constraint","India",2020,748.392515836064
"4605","MTC","cost_80constraint","India",2025,839.729350697976
"4606","MTC","cost_80constraint","India",2030,946.061488837982
"4607","MTC","cost_80constraint","India",2035,1005.51976358349
"4608","MTC","cost_80constraint","India",2040,1061.71393547113
"4609","MTC","cost_80constraint","India",2045,1067.81610070767
"4610","MTC","cost_80constraint","India",2050,1101.94408430508
"4611","MTC","cost_80constraint","India",2055,1075.32167026646
"4612","MTC","cost_80constraint","India",2060,1016.37207993675
"4613","MTC","cost_80constraint","India",2065,901.06343043614
"4614","MTC","cost_80constraint","India",2070,725.35941794805
"4615","MTC","cost_80constraint","India",2075,574.033486639594
"4616","MTC","cost_80constraint","India",2080,436.441411660021
"4617","MTC","cost_80constraint","India",2085,318.813722764567
"4618","MTC","cost_80constraint","India",2090,241.25939640256
"4619","MTC","cost_80constraint","India",2095,209.530236431189
"4620","MTC","cost_80constraint","India",2100,179.541439507937
"4621","MTC","cost_80constraint","Indonesia",1975,7.993835958
"4622","MTC","cost_80constraint","Indonesia",1990,45.4573408636
"4623","MTC","cost_80constraint","Indonesia",2005,99.466121428
"4624","MTC","cost_80constraint","Indonesia",2010,111.345203998
"4625","MTC","cost_80constraint","Indonesia",2015,138.66394067
"4626","MTC","cost_80constraint","Indonesia",2020,166.869886786117
"4627","MTC","cost_80constraint","Indonesia",2025,178.438856949705
"4628","MTC","cost_80constraint","Indonesia",2030,192.745991043384
"4629","MTC","cost_80constraint","Indonesia",2035,195.468265408013
"4630","MTC","cost_80constraint","Indonesia",2040,192.434024263859
"4631","MTC","cost_80constraint","Indonesia",2045,178.02479181546
"4632","MTC","cost_80constraint","Indonesia",2050,167.04656827382
"4633","MTC","cost_80constraint","Indonesia",2055,150.81230017968
"4634","MTC","cost_80constraint","Indonesia",2060,135.96617208881
"4635","MTC","cost_80constraint","Indonesia",2065,117.166426624823
"4636","MTC","cost_80constraint","Indonesia",2070,95.6291697557118
"4637","MTC","cost_80constraint","Indonesia",2075,73.0981005994855
"4638","MTC","cost_80constraint","Indonesia",2080,47.131443139884
"4639","MTC","cost_80constraint","Indonesia",2085,17.7701736840474
"4640","MTC","cost_80constraint","Indonesia",2090,-0.0846324150648788
"4641","MTC","cost_80constraint","Indonesia",2095,-6.70904279250592
"4642","MTC","cost_80constraint","Indonesia",2100,-12.7168282667496
"4643","MTC","cost_80constraint","Japan",1975,147.4738014
"4644","MTC","cost_80constraint","Japan",1990,313.64693094
"4645","MTC","cost_80constraint","Japan",2005,347.5839550939
"4646","MTC","cost_80constraint","Japan",2010,325.341670738
"4647","MTC","cost_80constraint","Japan",2015,328.7782965561
"4648","MTC","cost_80constraint","Japan",2020,310.454329098
"4649","MTC","cost_80constraint","Japan",2025,276.2940413703
"4650","MTC","cost_80constraint","Japan",2030,253.7403713465
"4651","MTC","cost_80constraint","Japan",2035,228.4001409905
"4652","MTC","cost_80constraint","Japan",2040,207.5960418055
"4653","MTC","cost_80constraint","Japan",2045,170.8109762997
"4654","MTC","cost_80constraint","Japan",2050,144.0195189468
"4655","MTC","cost_80constraint","Japan",2055,113.29493168408
"4656","MTC","cost_80constraint","Japan",2060,84.255242864462
"4657","MTC","cost_80constraint","Japan",2065,53.287566705175
"4658","MTC","cost_80constraint","Japan",2070,31.6982835399776
"4659","MTC","cost_80constraint","Japan",2075,9.32175125644536
"4660","MTC","cost_80constraint","Japan",2080,-15.1617570441595
"4661","MTC","cost_80constraint","Japan",2085,-38.4325899966685
"4662","MTC","cost_80constraint","Japan",2090,-47.4159677593982
"4663","MTC","cost_80constraint","Japan",2095,-47.8372538182823
"4664","MTC","cost_80constraint","Japan",2100,-46.1233205193547
"4665","MTC","cost_80constraint","Mexico",1975,25.944145795
"4666","MTC","cost_80constraint","Mexico",1990,82.275246768
"4667","MTC","cost_80constraint","Mexico",2005,127.44098939
"4668","MTC","cost_80constraint","Mexico",2010,134.929900723
"4669","MTC","cost_80constraint","Mexico",2015,136.24117106
"4670","MTC","cost_80constraint","Mexico",2020,140.1667555794
"4671","MTC","cost_80constraint","Mexico",2025,140.1612311523
"4672","MTC","cost_80constraint","Mexico",2030,143.2660777303
"4673","MTC","cost_80constraint","Mexico",2035,140.649951811
"4674","MTC","cost_80constraint","Mexico",2040,135.4129395628
"4675","MTC","cost_80constraint","Mexico",2045,123.31564992781
"4676","MTC","cost_80constraint","Mexico",2050,114.12834137511
"4677","MTC","cost_80constraint","Mexico",2055,102.147319713578
"4678","MTC","cost_80constraint","Mexico",2060,88.101197594268
"4679","MTC","cost_80constraint","Mexico",2065,71.7102308290908
"4680","MTC","cost_80constraint","Mexico",2070,50.2112803363224
"4681","MTC","cost_80constraint","Mexico",2075,23.4494202060943
"4682","MTC","cost_80constraint","Mexico",2080,-6.92124292347495
"4683","MTC","cost_80constraint","Mexico",2085,-39.4999762034668
"4684","MTC","cost_80constraint","Mexico",2090,-56.4094323343186
"4685","MTC","cost_80constraint","Mexico",2095,-59.8830632192675
"4686","MTC","cost_80constraint","Mexico",2100,-59.0370923137411
"4687","MTC","cost_80constraint","Middle East",1975,93.796163
"4688","MTC","cost_80constraint","Middle East",1990,201.27123414
"4689","MTC","cost_80constraint","Middle East",2005,388.106756606
"4690","MTC","cost_80constraint","Middle East",2010,504.530635877
"4691","MTC","cost_80constraint","Middle East",2015,587.084176211
"4692","MTC","cost_80constraint","Middle East",2020,590.082102786988
"4693","MTC","cost_80constraint","Middle East",2025,581.003995527157
"4694","MTC","cost_80constraint","Middle East",2030,586.896938570251
"4695","MTC","cost_80constraint","Middle East",2035,573.396831624261
"4696","MTC","cost_80constraint","Middle East",2040,552.363223029444
"4697","MTC","cost_80constraint","Middle East",2045,514.468049104817
"4698","MTC","cost_80constraint","Middle East",2050,494.431363890497
"4699","MTC","cost_80constraint","Middle East",2055,470.945598535502
"4700","MTC","cost_80constraint","Middle East",2060,442.145261756173
"4701","MTC","cost_80constraint","Middle East",2065,421.224090994399
"4702","MTC","cost_80constraint","Middle East",2070,416.29657255496
"4703","MTC","cost_80constraint","Middle East",2075,392.438984963511
"4704","MTC","cost_80constraint","Middle East",2080,346.171011016555
"4705","MTC","cost_80constraint","Middle East",2085,287.943611256991
"4706","MTC","cost_80constraint","Middle East",2090,256.966339982419
"4707","MTC","cost_80constraint","Middle East",2095,261.340575768412
"4708","MTC","cost_80constraint","Middle East",2100,262.81279529679
"4709","MTC","cost_80constraint","Pakistan",1975,3.89590699
"4710","MTC","cost_80constraint","Pakistan",1990,18.0003097982
"4711","MTC","cost_80constraint","Pakistan",2005,35.5339188484
"4712","MTC","cost_80constraint","Pakistan",2010,42.34560222037
"4713","MTC","cost_80constraint","Pakistan",2015,48.53482949179
"4714","MTC","cost_80constraint","Pakistan",2020,55.39815392168
"4715","MTC","cost_80constraint","Pakistan",2025,54.60950489554
"4716","MTC","cost_80constraint","Pakistan",2030,60.18603876964
"4717","MTC","cost_80constraint","Pakistan",2035,63.28230165582
"4718","MTC","cost_80constraint","Pakistan",2040,66.077277408421
"4719","MTC","cost_80constraint","Pakistan",2045,67.832233737188
"4720","MTC","cost_80constraint","Pakistan",2050,73.412504932488
"4721","MTC","cost_80constraint","Pakistan",2055,77.0341791377126
"4722","MTC","cost_80constraint","Pakistan",2060,80.3941799981643
"4723","MTC","cost_80constraint","Pakistan",2065,81.5575391461752
"4724","MTC","cost_80constraint","Pakistan",2070,78.9582908031867
"4725","MTC","cost_80constraint","Pakistan",2075,71.8894827058058
"4726","MTC","cost_80constraint","Pakistan",2080,60.6770824330119
"4727","MTC","cost_80constraint","Pakistan",2085,48.5496851031187
"4728","MTC","cost_80constraint","Pakistan",2090,39.6725803899619
"4729","MTC","cost_80constraint","Pakistan",2095,37.1902346044639
"4730","MTC","cost_80constraint","Pakistan",2100,34.9922844190382
"4731","MTC","cost_80constraint","Russia",1975,274.69758857
"4732","MTC","cost_80constraint","Russia",1990,687.3974359
"4733","MTC","cost_80constraint","Russia",2005,466.912014413
"4734","MTC","cost_80constraint","Russia",2010,482.792997844
"4735","MTC","cost_80constraint","Russia",2015,489.06468839
"4736","MTC","cost_80constraint","Russia",2020,529.767046984
"4737","MTC","cost_80constraint","Russia",2025,489.2526082682
"4738","MTC","cost_80constraint","Russia",2030,475.087147826
"4739","MTC","cost_80constraint","Russia",2035,430.0586373083
"4740","MTC","cost_80constraint","Russia",2040,391.6150858634
"4741","MTC","cost_80constraint","Russia",2045,343.5371902178
"4742","MTC","cost_80constraint","Russia",2050,319.1880805176
"4743","MTC","cost_80constraint","Russia",2055,287.24301512783
"4744","MTC","cost_80constraint","Russia",2060,259.19163130443
"4745","MTC","cost_80constraint","Russia",2065,223.999267779347
"4746","MTC","cost_80constraint","Russia",2070,198.307091111611
"4747","MTC","cost_80constraint","Russia",2075,167.615996967899
"4748","MTC","cost_80constraint","Russia",2080,126.625694635859
"4749","MTC","cost_80constraint","Russia",2085,81.3561508796721
"4750","MTC","cost_80constraint","Russia",2090,61.4347276905378
"4751","MTC","cost_80constraint","Russia",2095,61.5336696992794
"4752","MTC","cost_80constraint","Russia",2100,62.7235615201158
"4753","MTC","cost_80constraint","South Africa",1975,30.56798
"4754","MTC","cost_80constraint","South Africa",1990,110.80587143884
"4755","MTC","cost_80constraint","South Africa",2005,135.97206984
"4756","MTC","cost_80constraint","South Africa",2010,147.49665812
"4757","MTC","cost_80constraint","South Africa",2015,144.376119075
"4758","MTC","cost_80constraint","South Africa",2020,131.636747159909
"4759","MTC","cost_80constraint","South Africa",2025,119.531868085314
"4760","MTC","cost_80constraint","South Africa",2030,122.409674148549
"4761","MTC","cost_80constraint","South Africa",2035,120.262741554964
"4762","MTC","cost_80constraint","South Africa",2040,117.530918805764
"4763","MTC","cost_80constraint","South Africa",2045,110.53544292023
"4764","MTC","cost_80constraint","South Africa",2050,106.948472261153
"4765","MTC","cost_80constraint","South Africa",2055,96.9410586328676
"4766","MTC","cost_80constraint","South Africa",2060,85.9888061124938
"4767","MTC","cost_80constraint","South Africa",2065,72.9722452895854
"4768","MTC","cost_80constraint","South Africa",2070,58.3177997890349
"4769","MTC","cost_80constraint","South Africa",2075,47.8597469926429
"4770","MTC","cost_80constraint","South Africa",2080,39.5975963426716
"4771","MTC","cost_80constraint","South Africa",2085,33.1634722715127
"4772","MTC","cost_80constraint","South Africa",2090,29.0114168137832
"4773","MTC","cost_80constraint","South Africa",2095,27.6387459627281
"4774","MTC","cost_80constraint","South Africa",2100,26.345958853077
"4775","MTC","cost_80constraint","South America_Northern",1975,10.1968017872
"4776","MTC","cost_80constraint","South America_Northern",1990,29.4434832084
"4777","MTC","cost_80constraint","South America_Northern",2005,45.315720995466
"4778","MTC","cost_80constraint","South America_Northern",2010,57.9726238026
"4779","MTC","cost_80constraint","South America_Northern",2015,48.93943717643
"4780","MTC","cost_80constraint","South America_Northern",2020,33.2637713130507
"4781","MTC","cost_80constraint","South America_Northern",2025,30.555011149463
"4782","MTC","cost_80constraint","South America_Northern",2030,32.8376696850804
"4783","MTC","cost_80constraint","South America_Northern",2035,30.2379185824675
"4784","MTC","cost_80constraint","South America_Northern",2040,29.4952683910207
"4785","MTC","cost_80constraint","South America_Northern",2045,26.7743400039683
"4786","MTC","cost_80constraint","South America_Northern",2050,24.2742322628634
"4787","MTC","cost_80constraint","South America_Northern",2055,21.5222755228973
"4788","MTC","cost_80constraint","South America_Northern",2060,22.116102138098
"4789","MTC","cost_80constraint","South America_Northern",2065,24.199234023656
"4790","MTC","cost_80constraint","South America_Northern",2070,22.9640929743012
"4791","MTC","cost_80constraint","South America_Northern",2075,21.5174543348787
"4792","MTC","cost_80constraint","South America_Northern",2080,18.2070777248872
"4793","MTC","cost_80constraint","South America_Northern",2085,13.2203841818876
"4794","MTC","cost_80constraint","South America_Northern",2090,10.3884053678594
"4795","MTC","cost_80constraint","South America_Northern",2095,10.4163944745252
"4796","MTC","cost_80constraint","South America_Northern",2100,10.9033921632555
"4797","MTC","cost_80constraint","South America_Southern",1975,11.4595868
"4798","MTC","cost_80constraint","South America_Southern",1990,24.219490149
"4799","MTC","cost_80constraint","South America_Southern",2005,40.53509607
"4800","MTC","cost_80constraint","South America_Southern",2010,54.05683784
"4801","MTC","cost_80constraint","South America_Southern",2015,62.114181952
"4802","MTC","cost_80constraint","South America_Southern",2020,67.172227336
"4803","MTC","cost_80constraint","South America_Southern",2025,67.6533782034
"4804","MTC","cost_80constraint","South America_Southern",2030,68.984300665
"4805","MTC","cost_80constraint","South America_Southern",2035,66.2786256301
"4806","MTC","cost_80constraint","South America_Southern",2040,61.5786754551
"4807","MTC","cost_80constraint","South America_Southern",2045,52.14293023432
"4808","MTC","cost_80constraint","South America_Southern",2050,45.71100872344
"4809","MTC","cost_80constraint","South America_Southern",2055,37.994852980976
"4810","MTC","cost_80constraint","South America_Southern",2060,30.535077608984
"4811","MTC","cost_80constraint","South America_Southern",2065,21.6863390628443
"4812","MTC","cost_80constraint","South America_Southern",2070,11.075506155573
"4813","MTC","cost_80constraint","South America_Southern",2075,-2.50531418675746
"4814","MTC","cost_80constraint","South America_Southern",2080,-17.5165263089052
"4815","MTC","cost_80constraint","South America_Southern",2085,-32.7181045175238
"4816","MTC","cost_80constraint","South America_Southern",2090,-40.3403739693628
"4817","MTC","cost_80constraint","South America_Southern",2095,-41.9524789473081
"4818","MTC","cost_80constraint","South America_Southern",2100,-42.1758893488087
"4819","MTC","cost_80constraint","South Asia",1975,2.912686694
"4820","MTC","cost_80constraint","South Asia",1990,7.26684275803
"4821","MTC","cost_80constraint","South Asia",2005,18.837419710445
"4822","MTC","cost_80constraint","South Asia",2010,24.711533291581
"4823","MTC","cost_80constraint","South Asia",2015,36.472578583758
"4824","MTC","cost_80constraint","South Asia",2020,46.58537555557
"4825","MTC","cost_80constraint","South Asia",2025,49.2208202153251
"4826","MTC","cost_80constraint","South Asia",2030,54.0607656126774
"4827","MTC","cost_80constraint","South Asia",2035,56.1303813639252
"4828","MTC","cost_80constraint","South Asia",2040,58.4935184866543
"4829","MTC","cost_80constraint","South Asia",2045,57.8978672912482
"4830","MTC","cost_80constraint","South Asia",2050,62.2263981269494
"4831","MTC","cost_80constraint","South Asia",2055,65.8059775841158
"4832","MTC","cost_80constraint","South Asia",2060,67.8752585224617
"4833","MTC","cost_80constraint","South Asia",2065,66.9173339538837
"4834","MTC","cost_80constraint","South Asia",2070,62.2666856374682
"4835","MTC","cost_80constraint","South Asia",2075,56.854905104706
"4836","MTC","cost_80constraint","South Asia",2080,50.6833411841881
"4837","MTC","cost_80constraint","South Asia",2085,42.3082603688785
"4838","MTC","cost_80constraint","South Asia",2090,36.8202814756128
"4839","MTC","cost_80constraint","South Asia",2095,37.1537129454007
"4840","MTC","cost_80constraint","South Asia",2100,38.9524616739199
"4841","MTC","cost_80constraint","South Korea",1975,10.74297788
"4842","MTC","cost_80constraint","South Korea",1990,76.419442411452
"4843","MTC","cost_80constraint","South Korea",2005,144.7092859435
"4844","MTC","cost_80constraint","South Korea",2010,169.81343217652
"4845","MTC","cost_80constraint","South Korea",2015,181.484604031588
"4846","MTC","cost_80constraint","South Korea",2020,178.279703627344
"4847","MTC","cost_80constraint","South Korea",2025,161.928340779405
"4848","MTC","cost_80constraint","South Korea",2030,147.159672540126
"4849","MTC","cost_80constraint","South Korea",2035,133.928856100245
"4850","MTC","cost_80constraint","South Korea",2040,122.667542472251
"4851","MTC","cost_80constraint","South Korea",2045,107.500665090815
"4852","MTC","cost_80constraint","South Korea",2050,96.2061133244384
"4853","MTC","cost_80constraint","South Korea",2055,82.6561927107401
"4854","MTC","cost_80constraint","South Korea",2060,69.591714683095
"4855","MTC","cost_80constraint","South Korea",2065,56.7213618183038
"4856","MTC","cost_80constraint","South Korea",2070,45.8002441533956
"4857","MTC","cost_80constraint","South Korea",2075,36.7755240171869
"4858","MTC","cost_80constraint","South Korea",2080,27.9737375751684
"4859","MTC","cost_80constraint","South Korea",2085,19.0109119338422
"4860","MTC","cost_80constraint","South Korea",2090,13.7087624155982
"4861","MTC","cost_80constraint","South Korea",2095,12.0362578511501
"4862","MTC","cost_80constraint","South Korea",2100,10.8085864601817
"4863","MTC","cost_80constraint","Southeast Asia",1975,38.19235903
"4864","MTC","cost_80constraint","Southeast Asia",1990,120.78878222142
"4865","MTC","cost_80constraint","Southeast Asia",2005,233.89700743198
"4866","MTC","cost_80constraint","Southeast Asia",2010,282.33468404
"4867","MTC","cost_80constraint","Southeast Asia",2015,326.69393828101
"4868","MTC","cost_80constraint","Southeast Asia",2020,378.269908504573
"4869","MTC","cost_80constraint","Southeast Asia",2025,394.243479250768
"4870","MTC","cost_80constraint","Southeast Asia",2030,413.851702393435
"4871","MTC","cost_80constraint","Southeast Asia",2035,407.818339856209
"4872","MTC","cost_80constraint","Southeast Asia",2040,392.466947326397
"4873","MTC","cost_80constraint","Southeast Asia",2045,353.731459490445
"4874","MTC","cost_80constraint","Southeast Asia",2050,328.840973157481
"4875","MTC","cost_80constraint","Southeast Asia",2055,293.68074639244
"4876","MTC","cost_80constraint","Southeast Asia",2060,257.28813657002
"4877","MTC","cost_80constraint","Southeast Asia",2065,212.179707895018
"4878","MTC","cost_80constraint","Southeast Asia",2070,162.03442487505
"4879","MTC","cost_80constraint","Southeast Asia",2075,107.270824228036
"4880","MTC","cost_80constraint","Southeast Asia",2080,51.1974390943575
"4881","MTC","cost_80constraint","Southeast Asia",2085,-3.2755538621501
"4882","MTC","cost_80constraint","Southeast Asia",2090,-30.0784034506165
"4883","MTC","cost_80constraint","Southeast Asia",2095,-24.8842435227404
"4884","MTC","cost_80constraint","Southeast Asia",2100,-13.1875045797823
"4885","MTC","cost_80constraint","Taiwan",1975,7.0588046302
"4886","MTC","cost_80constraint","Taiwan",1990,35.9482324021
"4887","MTC","cost_80constraint","Taiwan",2005,79.14951934726
"4888","MTC","cost_80constraint","Taiwan",2010,79.34489852503
"4889","MTC","cost_80constraint","Taiwan",2015,78.214659499157
"4890","MTC","cost_80constraint","Taiwan",2020,83.09749161588
"4891","MTC","cost_80constraint","Taiwan",2025,81.40881885031
"4892","MTC","cost_80constraint","Taiwan",2030,79.23807092062
"4893","MTC","cost_80constraint","Taiwan",2035,73.89647483992
"4894","MTC","cost_80constraint","Taiwan",2040,68.21643953198
"4895","MTC","cost_80constraint","Taiwan",2045,59.61386897419
"4896","MTC","cost_80constraint","Taiwan",2050,52.54379276246
"4897","MTC","cost_80constraint","Taiwan",2055,43.73288537045
"4898","MTC","cost_80constraint","Taiwan",2060,35.62158406066
"4899","MTC","cost_80constraint","Taiwan",2065,27.3143300894618
"4900","MTC","cost_80constraint","Taiwan",2070,19.9789557289375
"4901","MTC","cost_80constraint","Taiwan",2075,13.8427130459956
"4902","MTC","cost_80constraint","Taiwan",2080,8.4439472219903
"4903","MTC","cost_80constraint","Taiwan",2085,4.00617596704876
"4904","MTC","cost_80constraint","Taiwan",2090,1.68984726851349
"4905","MTC","cost_80constraint","Taiwan",2095,1.04806184473624
"4906","MTC","cost_80constraint","Taiwan",2100,0.436530879445209
"4907","MTC","cost_80constraint","USA",1975,519.3698725
"4908","MTC","cost_80constraint","USA",1990,1399.6158331
"4909","MTC","cost_80constraint","USA",2005,1637.918437
"4910","MTC","cost_80constraint","USA",2010,1528.4151125
"4911","MTC","cost_80constraint","USA",2015,1437.1745455
"4912","MTC","cost_80constraint","USA",2020,1353.16883978536
"4913","MTC","cost_80constraint","USA",2025,1198.20134047959
"4914","MTC","cost_80constraint","USA",2030,1114.69518886423
