region,2030_Cost,2030_cost_20constraint,2030_cost_30constraint,2030_cost_40constraint,2030_cost_50constraint,2030_cost_60constraint,2030_cost_70constraint,2030_cost_80constraint,2030_cost_90constraint,2030_Impact,2030_Impact_20constraint,2030_Impact_30constraint,2030_Impact_40constraint,2030_Impact_50constraint,2030_Impact_60constraint,2030_Impact_70constraint,2030_Impact_80constraint,2030_Impact_90constraint,2030_Reference,2030_Welfare,2030_Welfare_20constraint,2030_Welfare_30constraint,2030_Welfare_40constraint,2030_Welfare_50constraint,2030_Welfare_60constraint,2030_Welfare_70constraint,2030_Welfare_80constraint,2030_Welfare_90constraint,2050_Cost,2050_cost_20constraint,2050_cost_30constraint,2050_cost_40constraint,2050_cost_50constraint,2050_cost_60constraint,2050_cost_70constraint,2050_cost_80constraint,2050_cost_90constraint,2050_Impact,2050_Impact_20constraint,2050_Impact_30constraint,2050_Impact_40constraint,2050_Impact_50constraint,2050_Impact_60constraint,2050_Impact_70constraint,2050_Impact_80constraint,2050_Impact_90constraint,2050_Reference,2050_Welfare,2050_Welfare_20constraint,2050_Welfare_30constraint,2050_Welfare_40constraint,2050_Welfare_50constraint,2050_Welfare_60constraint,2050_Welfare_70constraint,2050_Welfare_80constraint,2050_Welfare_90constraint,2100_Cost,2100_cost_20constraint,2100_cost_30constraint,2100_cost_40constraint,2100_cost_50constraint,2100_cost_60constraint,2100_cost_70constraint,2100_cost_80constraint,2100_cost_90constraint,2100_Impact,2100_Impact_20constraint,2100_Impact_30constraint,2100_Impact_40constraint,2100_Impact_50constraint,2100_Impact_60constraint,2100_Impact_70constraint,2100_Impact_80constraint,2100_Impact_90constraint,2100_Reference,2100_Welfare,2100_Welfare_20constraint,2100_Welfare_30constraint,2100_Welfare_40constraint,2100_Welfare_50constraint,2100_Welfare_60constraint,2100_Welfare_70constraint,2100_Welfare_80constraint,2100_Welfare_90constraint
China,3306.3061199298,4039.3702090895,3965.4073089813,3870.3452975493,3775.6496403058,3685.015570662,3593.9984032858,3500.6206669028,3403.3692386473,3365.6349544264,3992.5654547607,3892.047435343,3786.0110850856,3663.5561521028,3530.0884134398,3458.8215188521,3587.3827785513,3475.8529576021,4178.94211004229,3635.28970098109,4048.0435515295,3986.1943336719,3906.1537501781,3823.3480702616,3745.6442941085,3674.3813415851,3636.9856095953,3479.5590482151,1378.4142180926,3547.309289079,3343.4697085974,3112.095304292,2855.9908028403,2563.4862369073,2264.3901264628,1977.9655630294,1688.9420509392,1231.56457660709,3479.6613798249,3276.8206325113,3173.2340397588,3119.3705301699,2942.4387647087,2649.6120371521,2223.5498019076,1672.0968007135,3990.85661104764,1544.23199875029,3547.7244555784,3358.2342180012,3165.4971032493,3008.5822856282,2881.8614792103,2759.1826171207,2408.0033766436,1945.2708594881,-220.875937723012,1708.80216180157,1315.86525979208,907.443646762424,522.116004038674,200.054543069299,-136.79845222573,-230.065447916156,-230.484392854728,-257.839920068641,1772.78311173986,1530.7521514164,1358.61404199906,887.099977532693,423.270879446923,-35.0098491724433,-206.813680134198,-248.7295956377,2183.82663339603,162.780353928348,1739.53085813433,1414.34983598904,1148.1724178945,836.340510410607,536.21033112342,293.364771761479,195.259653137385,260.043854322154
Colombia,30.2011349524,34.71925281907,34.28498572401,33.7122708614,33.1213636097,32.544836049,31.965357192,31.3788201636,30.7825295888,34.77615605703,35.06912951232,34.98406940713,34.88259804336,34.79811986511,34.95243990345,34.85034657137,34.91102390273,34.95066035586,35.5579779588,33.1380655014,34.8768288664,34.61176274752,34.2605516478,33.8797315824,33.5166834861,33.2110292537,33.0467389974,32.4717651692,19.76610167477,47.85206314892,45.41935617066,42.4634752052,38.9924357041,34.90327413434,30.82477680656,27.00152932626,23.48532269297,45.06187877376,50.08293428171,49.74675950658,49.89212928579,50.45290250764,50.30195765727,49.76388476959,48.7902970085,47.16289552659,52.40244514413,33.2716674805099,48.69323540396,47.12555472038,45.41591020448,44.12656862356,43.34210905367,42.6708912819,40.06197540237,36.85880075101,-23.1632018775565,74.4529522001088,60.2625821926074,42.7104608828295,24.3581250086058,4.94604346639029,-17.4905293597583,-22.398137385622,-23.0059191757301,4.6607137276055,84.1389531019869,85.6477799796365,87.498789195845,83.2816441568085,70.9393273712088,32.7834388960856,13.2905997381416,7.67294260730619,88.6958790898872,3.20853408256971,75.959282443612,65.4880298474261,55.6851192065528,41.4993838370906,23.6256241319206,8.25119952734186,3.02765101149529,5.7227404971291
EU-12,164.516538736065,199.133640478957,195.130223376683,190.118592485683,185.274669882871,180.761839969835,176.387656997983,172.375225225651,168.365712236265,210.347483006767,203.986212373267,204.478890982183,204.979390205123,206.146844245244,209.603498381952,209.810987935969,208.09314614875,210.090986918448,205.573387374944,166.667807890536,197.085806921633,191.743179783282,185.336443841412,179.112122072606,173.563502927788,169.12762112065,166.751415639774,158.884900947866,94.0060377771245,202.194602833406,191.921753635594,180.610280513823,168.251955909773,154.226697381627,139.921431649616,126.089009252434,111.333442125713,223.519304727546,216.16381473724,217.899461316142,220.438914366576,223.812371710678,227.504244635314,227.671711744795,227.345302852285,225.601307225945,221.773198367589,69.8721283317765,196.13300694247,182.273275417229,168.646184829714,157.693864758473,148.839446609855,139.226139598656,112.388721670343,85.5125479121796,16.7210468293022,146.06866904162,118.529043241938,90.3985560059304,63.5101871902183,40.4069978279718,18.5925225662799,14.0693610115404,15.4947545408083,125.889664722271,173.854898965806,180.049209782855,187.414156048299,186.784408445209,182.041825116724,166.375823857382,148.372127205113,134.716800570014,179.238482400156,-0.833649896712316,135.394981778938,100.547804365104,70.4702264946627,46.6988404799573,26.9390161985853,5.57256119061935,-1.42567353492636,1.31081938881677
EU-15,613.241265704253,690.348067764953,683.299996969723,674.003183543413,664.458048937143,654.945113203383,645.145823425653,634.936839845493,624.214671263953,725.118317183923,699.406737958963,700.882097302173,702.495686005833,706.884911671643,722.341425459793,722.778255176633,716.491949876873,724.665126138343,703.479181789492,402.202802267353,671.003206129133,649.009196878643,621.332936403243,589.718858895803,553.937223505203,513.714319295441,485.672036064083,330.282819954669,314.922092262319,682.046832320432,648.10136077338,608.960210269854,564.352050337868,512.500045941076,461.30768591404,414.931751343458,366.315375967976,770.91907233603,728.294424652132,737.332487177579,750.975522389834,768.434204287704,787.588599015047,789.190288385307,786.983500106538,778.940713797772,757.856762775933,-75.3918755001465,597.748913807913,493.519354050992,366.67525829459,243.020236096906,141.676228749026,50.8038794250979,-8.39119954615543,-54.3416741963404,32.1257887254115,744.350994750162,620.952415050341,490.254508071167,360.120172501503,233.561471847246,83.3455232520638,31.0032922892912,25.2549804655034,667.143595737981,866.470844074399,896.455991348402,934.102281483119,931.80680398965,911.372588069096,843.253631537842,761.123928958757,707.969558286228,910.98789646293,-545.764008475402,576.041306762151,266.241885393268,-79.0867338235371,-378.067088576752,-568.112249437204,-554.936903882387,-531.901570310085,-521.761273195452
Europe_Eastern,66.82745925383,82.55646389694,80.714477389136,78.381303998961,76.140069289139,74.16584275991,72.2872830465,70.4274644265,68.57811820284,90.173570237466,85.424900975121,86.14117687715,86.834873483008,87.68637188019,89.116827020039,89.601767685049,88.295059132207,89.3593343369,87.1092734771999,86.700413357178,85.28459930966,85.958423817157,86.629652578225,87.028543945031,87.112779370226,86.966660528235,86.836726605468,85.716674131772,48.3039212068899,92.217739659589,86.593943006089,80.782733391795,75.023380097845,69.188474847102,63.789458456974,58.828577981033,53.836981855938,107.332294235673,101.041061491636,102.027825588956,102.706791269258,103.798648935209,105.276599306445,106.577910357637,107.435114363633,107.573793761763,107.51241780251,80.0850913964029,99.251827761371,98.463321797797,97.131873209553,95.911629861843,94.829558161078,93.528205749179,89.434438222513,84.769111851723,15.0448668894143,74.8233345106756,59.6371418633538,46.3663951900029,35.0149774010154,24.9065206462505,15.1022545312409,13.9845921262141,14.6307010125013,64.9202122722517,91.9895154188778,94.6514861921671,97.2764046655398,97.8391054702123,95.8422091670477,86.1633863645842,75.7767227330475,69.7254611718688,96.6330119571992,31.1332766996358,84.6327931427788,77.453764738895,70.7286396305191,61.2433594650172,48.9034888082647,34.7849584170987,31.4364582207685,28.7657091873878
Europe_Non_EU,117.965473130621,139.946872654052,137.319448269721,134.089080141281,131.014940002079,128.230572893276,125.55400222392,122.938534367,120.36432036845,146.285327520831,143.225130120725,143.558138184059,143.854321416816,144.450336691042,145.957350846962,146.067363288432,145.430292164033,146.122788782945,143.904940490787,124.233845641702,139.784628522048,137.199286013151,134.034737333736,130.898869100126,128.094646051458,125.675282660665,124.380514239766,119.914427445207,84.4859772256119,162.320698696421,154.357046336753,145.532358914772,135.935908150529,125.331536602334,114.890502803311,105.119412390396,95.259198585875,176.280693877865,172.952568068448,174.067343896861,175.523520427852,177.411706737173,179.472028601856,179.583832356033,179.19964332162,177.925175427826,178.045983958694,87.9627616697461,161.298064923193,153.124686775819,145.101533432766,138.836108702916,134.219170633649,130.034814644414,117.672917931553,101.990228955091,35.3075065944083,168.38348088788,141.153775706828,113.882939659014,87.9330010501248,62.8899630572599,38.7079510062259,34.2147083811551,34.4239667548014,127.482450227983,194.788953004132,199.203744887521,204.192125417296,202.51942639992,196.446402836896,177.154147490847,154.207349011063,138.675479451976,201.664728234853,27.2996026672699,165.033669846695,137.35126005171,114.171995960492,86.2475214440461,58.6434029508336,34.4879419253171,28.1097093908449,29.5006960484145
European Free Trade Association,19.7338182909239,21.672532983514,21.506007611923,21.286213783125,21.060025318226,20.832259617723,20.59295923269,20.334817225508,20.048912432329,22.6081488527479,21.881384775769,21.916336823747,21.958421273186,22.089706357959,22.504765653336,22.519826545613,22.39824979033,22.598711362822,22.0028426695767,-51.8087525451336,20.737325771008,19.772627451862,17.973354816462,2.554408841242,-20.795138651422,-34.5460676892327,-43.7387370808253,-74.4444190808781,0.527741462486065,20.509282767219,19.144119558363,17.324092151928,15.033210555995,12.110497849158,9.05599964428,6.100708902047,3.232941822533,21.197011332758,22.004997828218,21.798891085506,22.067999064398,22.865736853673,22.988218394856,23.080359548261,22.892585686633,21.960189479413,23.3378210461478,-86.374358398447,12.704957036743,-0.644261320980229,-21.787861986711,-35.3268128531164,-48.2335128754822,-69.3229753826831,-77.0085156095689,-75.993895112418,-22.8649394618102,37.7388724904756,31.1628133649172,22.7054072872427,13.1995058228352,1.72883541614034,-17.7280582941585,-22.2326410717231,-22.6944117561774,34.1472474725574,43.06028009817,47.2201855247591,51.2420981235312,53.6381209249209,54.7244862249282,48.3501061870895,40.0209320979213,36.9278701010579,44.2941417264309,-366.55089962955,15.2812916155209,-38.5771954141263,-200.008908047159,-463.353652687977,-301.496004192913,-369.71444685008,-406.474655256153,-412.133476684591
India,869.136234920082,1180.12802411298,1148.67932610848,1108.23316805018,1066.49897016978,1025.93185493728,985.890747808482,946.061488837982,906.667129258482,241.309724708501,1041.92656204948,927.220967089182,812.656614824982,650.140052719782,437.898083879862,353.731467239015,461.428892186382,335.456729043842,1239.16874475132,1159.98944025578,1206.97336850138,1200.84978187908,1192.19297903708,1182.52878270628,1173.01050901028,1164.66841152468,1160.12806101858,1145.49349602298,843.760577433982,1879.54087341658,1763.49061572448,1636.16321468868,1501.90883842418,1360.44934242478,1225.92133266588,1101.94408430508,978.806448930182,-173.42682390128,1451.70928578448,1098.34292177058,884.846770867082,768.625212112813,453.668683591042,159.3585320465,26.3503900221564,-103.015032513799,2102.75906054311,1660.27897149178,1978.57028191108,1946.28340919618,1914.15019440658,1892.72929115448,1881.36911566758,1876.0244401834,1809.94830698088,1737.48435073548,135.789945237291,2239.81810094158,1858.419529571,1468.56146737512,1052.08223200335,595.825890586082,249.658112084662,179.541439507937,159.310584566098,-419.951178584492,1683.55690673208,857.385638026368,30.7490576876,-542.942504698407,-875.831165058871,-634.018633826198,-494.740700152644,-477.095192865257,2636.1710441246,558.471477825399,2435.73390953257,2274.13198934201,2139.05447443103,1877.25536736439,1375.62370978265,744.885263081014,607.475435645407,572.367973377024
Indonesia,182.320053606284,222.645461607954,218.830734519004,213.749036835754,208.444276018664,203.236560994684,198.005826423654,192.745991043384,187.441278311864,208.420507855344,223.922678094944,221.615065011884,218.969657749384,215.852346680784,212.626969240214,210.729822921974,214.061574356264,211.161081840334,229.177720696573,213.380478127114,224.745613530384,223.075323084714,220.809810906434,218.319675442924,215.906936593244,213.791358758444,212.652324335844,209.184651597344,120.788982210346,301.466018709734,282.994750922748,261.746640567258,238.651253041151,213.791303009053,189.823131991356,167.04656827382,144.376276591015,224.334926153871,311.236891500404,304.012753379317,300.330398904946,298.355721219264,290.031184968447,278.727631161601,265.64027228565,249.11887132971,329.099792003019,216.913070044052,309.728280191384,299.644801672056,289.498938947372,280.850140321901,273.456663557497,267.012521342619,252.429557189062,236.018976432401,-23.5814486670171,362.056285341065,301.640326819273,238.195125802672,170.356884335175,93.1402467239374,13.5800510573412,-12.7168282667496,-19.7720776197719,-8.35104238505598,396.382647170587,379.34508066499,363.350142288118,316.92389946454,189.477822608811,53.2786770237959,10.2306315031745,-0.391992729151698,421.320821240239,35.070436829978,371.135836487838,323.934069152287,281.521178037441,215.490441938864,127.712919765218,61.90861494278,39.6980809099937,42.6021875762592
Japan,245.540892033,275.8494887042,273.1148297778,269.4723113503,265.6171350742,261.7454811451,257.7897927573,253.7403713465,249.5987690938,275.5157982557,278.6848671985,278.4557531865,277.9382794482,277.2499547048,277.3863346448,276.6383450576,276.8827489598,276.5745214893,283.301515303,163.932253716002,265.6714124005,255.7427750981,244.1686760589,231.645219643,217.18971614722,198.715463107,185.30683897631,103.115965045436,104.42686235145,233.5684323608,223.21742731566,210.91055303534,196.53610502986,179.40517090067,161.5081784503,144.0195189468,125.36588266763,220.42174078791,243.93224679228,243.36895825394,243.98394127711,245.44066292484,245.67944702444,242.58729765948,237.42640924063,230.30339311588,261.935046855809,-83.6426353318063,204.49221220458,169.58302343701,124.01056323359,74.0163741190268,23.47927288782,-25.0260751517,-54.8843807166112,-72.6096618791899,-32.961990809199,138.915323974103,107.090639559499,72.1455780148884,37.9683208440868,5.83528110530933,-31.9053874442969,-46.1233205193547,-40.7446747667163,18.8506614790818,162.892208808919,162.425939920923,163.435138820847,150.706088173539,120.730318376838,53.7974513749002,30.6294393911762,23.0461691757158,183.660408597816,-121.486305731338,93.6704482271093,2.7311642520261,-99.3354980749273,-141.148429738937,-148.368939518149,-123.935384986354,-116.552667074131,-119.056499604807
Mexico,138.9783144373,153.89412309064,152.58990220719,150.82768101941,148.9838524471,147.1509782648,145.2540812623,143.2660777303,141.1497501983,149.04532207651,154.21853686701,153.35392936739,152.36721216691,151.28420424752,150.67015113379,149.89165243544,151.1767578739,150.38447190725,157.3885454412,148.0233093587,154.22008271092,153.29706498137,152.03393142712,150.6503520399,149.299337078,148.1068227498,147.5034436384,145.25543470057,87.0655536734509,174.82987369092,167.79093103263,159.0842284131,149.18615364439,137.88541798423,126.0308533652,114.12834137511,101.185917968435,142.674339178985,178.0321759246,175.2072250649,174.90311818654,176.077573656276,174.072670056626,169.469480745858,163.392954497607,155.11145809005,190.59888052499,128.209273474079,176.29288043664,171.08664857247,165.6798168324,162.05806549014,160.01180687563,158.304977009626,149.985043207244,139.785610200817,-58.9884282900923,257.369912470772,216.076484746766,161.563996494833,101.97980467009,38.9343580200698,-31.3858764123899,-59.0370923137411,-61.1670806134957,-23.3317919500596,275.878297243477,270.114498291617,267.031621456723,233.805397106088,148.59959055272,36.9097126442748,-9.4089225966642,-18.5094453989771,299.81851329576,3.43032793070088,258.18807640125,222.955148759252,187.15337349258,139.095489146553,81.6149915566531,31.386738733786,9.80862079258169,9.50139421323975
Middle East,572.198232753551,626.877692909451,621.994205892551,615.267204891951,608.209491675451,601.251682907651,594.144970716351,586.896938570251,579.435712891251,-908.988376297047,594.811462370351,563.481114745651,524.082087180651,333.931035816251,-970.050470380591,-954.407327057291,-20.0670707171886,-884.267710168182,652.697381987489,607.636295870951,627.823532872851,624.205584226851,619.296052197951,614.034646868851,608.996467214551,605.077409353051,603.307948032651,596.329914650151,421.362773339706,707.869574295117,681.787060108117,651.165409430977,614.819705037817,572.842167529407,531.765811942197,494.431363890497,457.741566134247,-1203.45014194029,525.474262902997,287.501338815123,-22.111409576369,-543.097458179761,-919.13952283639,-1028.02219031827,-1263.47401579515,-1192.79653830877,785.652274999964,557.861555896727,714.862409225477,697.663207166377,682.038634481497,670.409691322627,662.977034180867,656.856462226737,627.974158581507,594.818644140987,294.916811302478,1123.3477550807,999.629731707147,847.649045191585,686.907760436863,510.769367884945,301.919442357449,262.81279529679,278.266492173197,-415.021062066796,757.77538531354,-163.721660078606,-1474.54860446528,-1916.5167618655,-1701.59455435174,-1075.31905011922,-666.766320899514,-488.125111981006,1262.15759987197,391.399713947119,1149.2477821659,1079.88905791333,1012.53616213902,889.63404748137,680.968594557194,434.338597511733,370.613591079351,306.654116563538
Pakistan,57.66047194816,67.999031511267,66.966341093089,65.575536154804,64.169432698509,62.832196121239,61.501784204395,60.18603876964,58.88357373319,65.9308253553479,68.48638373218,68.016490201379,67.461271734433,66.911946424898,66.686704767552,66.247226137352,67.211941791565,66.723751770381,71.0230047633199,69.4361595018729,68.97427279591,68.943761548222,68.901973799295,68.874117544524,68.866985780959,68.951886483246,69.0216969696,69.442584598623,58.9593080030309,120.788822918503,114.173966406598,106.63373918608,98.332509863016,89.374279267697,81.009377231165,73.412504932488,66.016108788479,98.999650004847,125.117078832721,123.593565596911,123.808713020548,124.839496659933,123.715725180763,119.899918566874,114.649549194299,107.81578131058,137.0526340325,124.340741617936,127.964485570142,127.985896055352,128.293010064798,128.90812892413,130.061406587009,131.618619063584,129.490831183206,127.050648503832,28.151402943579,266.17739162508,226.995460922002,189.368335841834,148.262256595982,98.7691266201484,45.7610786162638,34.9922844190382,31.4654487417768,-0.513270059104133,293.59847667552,287.285496933926,285.00031127895,254.512932651923,189.66853299604,76.9758406286723,23.4327540601873,8.98233182749467,313.341172791737,157.32639259177,293.854420452708,285.07462406837,278.407375378433,258.684723831553,225.218851606596,177.256849117055,160.093876378423,168.434034258047
Russia,446.994150262719,542.27798765586,533.6767723069,522.39784949876,510.93762736297,499.6632952564,487.8158408448,475.087147826,461.2036606457,558.95251044772,551.56954616862,552.21812108907,552.97571008376,554.2911397185,557.2617989143,557.89236377484,555.71065009794,557.77132129918,560.778258078,486.2178426664,542.60983099577,534.73219652617,524.20024115558,512.81110456997,501.504495393,490.4810095926,484.9793358775,451.1461655403,261.23355174163,513.45979468337,487.12629412529,456.98680325528,422.79875498453,384.5801727869,349.5556912366,319.1880805176,290.3287331698,546.98173101219,542.92558313816,543.4979834627,544.93629376312,547.90271448393,550.849493185652,551.744603276794,551.420949003216,548.96302731574,578.222009863944,282.2749592401,512.97770306201,487.5310912505,461.47643368931,440.08915977286,422.0892314889,403.0409001917,360.6006267587,318.0978948891,69.9781805855997,506.224251798543,429.476125007439,347.528380830382,266.582551241041,183.184655997305,82.7754929169402,62.7235615201158,64.0365206110618,403.222222608834,567.293920527162,585.710873675796,602.621061044152,613.733448518954,616.465803702271,549.269777248174,474.205135746249,434.492929970596,597.222780761869,124.067286946421,516.155076462927,456.835131250656,402.175534659794,321.844774743563,225.86893715451,142.992589372289,132.490956196871,74.8015097609867
South Africa,116.488640278179,140.596803693179,138.017560483469,134.752914802789,131.524861788419,128.459477615659,125.436624502489,122.409674148549,119.371703923079,138.847347166469,142.543105021939,141.936497093529,141.272827944499,140.526601050779,139.714631497459,139.243623581729,140.388474044429,139.622544663089,144.342645567375,130.974720801119,141.661577237779,140.159802450759,138.197896384679,136.120646483969,134.135472481969,132.309699409959,131.294266570569,127.615268234759,84.0675499514689,165.424063034794,157.239530068329,148.191066928555,138.472720310201,127.780303339855,117.16185897018,106.948472261153,96.417869881432,156.495754866817,172.902436048909,171.75687052172,171.733373333184,172.115852936438,171.383912289827,169.09644909242,165.986881434941,161.707424859128,179.729343169239,115.283571941122,168.741737196443,163.627393660661,158.534131769241,154.469862141372,151.207646774345,148.154570776258,139.877961785121,129.285931790063,25.231637499784,148.546275586511,122.763651336694,97.6627135876555,72.5080138916117,47.2801771695948,29.2935177340848,26.345958853077,26.0222369712465,25.5381639849315,169.297656052276,168.783328900591,169.831384912199,160.94212890415,141.214340864424,75.3186723737777,41.1690110033056,30.9007575752322,176.456511766965,30.5824405615076,155.941177312826,138.961069687035,124.392994905249,100.965402314723,63.6589255315063,37.288606692332,30.8648326743369,31.2117163497611
South America_Northern,30.433433654858,38.043110413618,37.492130347132,36.674292646707,35.791548303721,34.895993379197,33.9224738417925,32.8376696850804,31.6507144600081,31.5077399267689,38.170803307262,37.683905921556,37.042432954052,35.341063173366,32.842224028371,32.275611640112,33.039571017956,31.988016885513,38.6258830319428,34.0944933520279,38.481405052565,38.411524069895,38.2427543625949,37.9944229430647,37.6955837153813,36.693160638251,36.224753762217,32.5605958637431,18.2313141791074,44.5231987006854,42.6972333203674,40.1297348565754,36.6207673713224,32.2316244463974,27.8646480745954,24.2742322628634,21.1667021620074,26.5790481185684,44.8182607453185,42.5864110430929,41.2860827303012,41.5338998854206,39.5520190003014,37.1419712740944,35.0902180303814,30.9615571902074,47.594115693623,35.8361631214774,45.9558385064902,45.1412670993277,43.4316120979274,41.3259947297074,40.6632247147064,40.3136345819864,39.2293536955654,37.5202572909314,12.444371907373,67.3875007225619,59.855060294323,50.5766060657342,40.8712973957349,29.4193373427601,14.1063200258145,10.9033921632555,11.9887142023702,3.57415449648379,71.3003739884027,74.8911514780774,77.0031373931615,75.011435534028,58.9633084588381,20.3072759287036,8.65323267031785,4.97003640518809,74.2386787860667,52.9957082252481,71.5228098065634,71.6298816144296,72.1722837904523,73.2283829764418,74.8309984766375,70.3194442812179,58.7453084872544,24.4481740511222
South America_Southern,66.1301459838,77.01865522652,75.95433347171,74.56384141811,73.13741479548,71.7555359581,70.3776741488,68.984300665,67.5559633504,79.00817007695,78.07408405453,78.03945688287,77.99655652092,78.11174905675,78.85285792621,78.80309855174,78.89203804881,79.20619517852,80.3766268337,73.2882116928,77.37722791108,76.69404510722,75.7981839417,74.85142432647,73.96400899685,73.22271473833,72.8470997126,71.6304154934,27.20940329345,94.36961213731,88.48644316794,81.48444691926,73.39062090268,64.0186252628,54.59685273339,45.71100872344,36.47923240937,101.628594443798,101.04991794358,101.67421401439,103.33805880853,106.00149425105,108.2102097934,107.85200315115,106.697817832441,104.409040655969,108.1905817863,63.8202927391899,96.21754444414,92.41848830107,88.61419211184,86.07249583337,85.06126585851,84.81568083637,79.12104708798,71.89600595579,-42.8538022165264,128.063562001983,99.8603911913194,65.4570068518877,32.0458390405848,0.953051668520475,-32.3678159848273,-42.1758893488087,-43.2245031318118,35.8320139286092,150.32292014184,155.771331323725,162.480935435041,158.41913346506,146.114069495866,100.235927834261,62.6649194317117,45.8139638205501,159.334124066205,1.23009661267645,130.713131418562,109.984037063895,92.1966446522904,68.499064784257,39.834002061223,14.1478917974837,3.91112743499176,9.42602268238198
South Asia,50.1936154498654,64.4946618011904,63.2128961747034,61.4937458586554,59.6805497695014,57.8642638861424,55.9923259306654,54.0607656126774,52.0667953503774,65.5774092763553,65.5800730224784,65.4030232399344,65.1993554287034,65.1647369222704,65.8489825017644,65.6687567193404,65.7594790365934,65.9520193415294,68.8621527801863,65.6823904881373,65.6847603896344,65.5946142774514,65.4673803315364,65.3528973437384,65.2392120998674,65.2259874107224,65.2673236704674,65.5506959586564,49.7274750692074,110.175740046124,102.933057212295,94.8424182936214,86.1447469776104,76.9985687034174,68.9213650665914,62.2263981269494,55.9944868439424,108.316760697108,117.792848241845,117.847683716212,119.132290144811,121.089218759539,122.629047653638,120.429446245452,117.638064100142,113.503020977667,126.52828789577,110.47211602586,117.776931279236,117.323171156717,117.112799822813,117.679033334244,118.915981698627,120.662227308481,117.622677527644,114.12992537988,35.1245766224236,306.343264896008,245.795607113971,188.96738371345,138.450815033052,89.3267131926652,45.901531612952,38.9524616739199,37.7501826088595,53.6528427753521,358.065075170387,362.038453501666,368.700608475231,342.53430273561,280.879719667305,145.052063372623,85.5013298329893,65.4152953336256,372.869077163475,115.313779901038,342.768425055317,322.590950308028,303.766284605728,264.508010101594,204.878262564228,132.500582547122,117.727791627993,121.835410053938
South Korea,141.576533836911,164.313139310162,162.045367670306,159.078300633244,156.01631759007,153.046253992247,150.110553418865,147.159672540126,144.261637488752,174.755759473941,167.974663452816,168.955650853144,169.893113535553,171.092195725205,173.354805442112,173.92046266371,172.146077364642,173.729815762675,167.652464645002,128.173050075672,159.968801552743,154.536898634844,148.277647144517,142.123638399512,136.515687453982,131.353169834761,128.610664529321,114.151917877876,80.3751014500874,144.466803020562,137.257128332363,129.296322166953,120.924984265875,112.120783054243,103.788868244771,96.2061133244384,88.686821340706,168.192804579453,155.769158877404,157.981276582554,160.076073842238,162.689517683485,165.975389336408,167.698784379416,168.72060714109,168.628527993211,156.951911313969,41.2681555930722,131.365885531419,116.305839272924,101.943992168979,90.0432038580246,80.4484873922984,71.1402996830884,57.6458149308485,48.6559670978284,11.504683219613,86.9920222250878,71.8581093516211,57.8670465681871,43.4896365353323,29.5303788311672,15.9233927034896,10.8085864601817,10.4927127410464,82.4176501403344,104.983881995969,109.880019436047,115.392342204313,116.637818543353,114.84726869194,106.638323717729,94.1185243131544,87.5158414882071,104.812251682045,-32.1112363985431,71.417253397197,46.1115112411052,22.4133138054983,7.04697989367651,-7.43788795022798,-22.6128644302869,-30.1829219683682,-27.7994705477642
Southeast Asia,395.826785302575,464.199598154645,457.534098426025,448.810526347025,439.924543154516,431.300869533035,422.633404980225,413.851702393435,404.807147233826,402.958009597805,459.366668342425,449.745312286745,439.455719246575,427.923626559395,417.103476621025,410.436415127975,421.833264136395,412.565526175275,473.319118570734,453.738156197055,468.496079001745,466.063078223905,462.727826903185,459.182532026305,455.816500677655,453.052682367006,451.701551962355,447.209676144115,238.707960790543,573.377034602946,541.184463615215,504.122764278228,462.580240132827,416.397339149831,371.415491781441,328.840973157481,285.140625529726,252.36943993919,559.032679575233,525.484895110302,510.916000594944,508.648054582609,481.454164976375,440.910707836442,387.603078601444,318.864898342556,623.807205025231,483.267050740834,594.27082492211,581.837759255327,569.91956532879,562.852556036991,560.188433696395,559.168851622492,537.702360946931,512.918821591346,6.28233976475522,784.844300633104,635.916793618425,469.144349796857,309.647335341443,164.296320527996,13.6048882183403,-13.1875045797823,-4.2727010259374,-147.573140384524,798.439896186759,703.171203292598,624.084093801402,406.859970287915,175.564962893019,-47.8859319180902,-116.481105973262,-137.191890516737,944.302309399724,211.68538176853,834.376690529112,761.15542020241,703.189093982841,593.901354277767,412.862288944889,247.549639944469,207.977176211953,258.13120076601
