MODEL,SCENARIO,ISO_A3,AGE,UNIT,Pop2020,Pop2030,Pop2050,Pop2100,AFF_ISO,REF2020,REF2030,REF2050,REF2100,Welfare2030,Welfare2050,Welfare2100,Cost2030,Cost2050,Cost2100,Impact2030,Impact2050,Impact2100,Countryname,2020COPDmortality,2030COPDmortality,2050COPDmortality,2100COPDmortality,2020IHDmortality,2030IHDmortality,2050IHDmortality,2100IHDmortality,2020LCmortality,2030LCmortality,2050LCmortality,2100LCmortality,2020LRImortality,2030LRImortality,2050LRImortality,2100LRImortality,2020Strokemortality,2030Strokemortality,2050Strokemortality,2100Strokemortality,COPD_theta,COPD_se,COPD_aerfa,COPD_u,COPD_v,IHD_theta,IHD_se,IHD_aerfa,IHD_u,IHD_v,LC_theta,LC_se,LC_aerfa,LC_u,LC_v,LRI_theta,LRI_se,LRI_aerfa,LRI_u,LRI_v,Stroke_theta,Stroke_se,Stroke_aerfa,Stroke_u,Stroke_v
IIASA-WiC POP,SSP2_v9_130115,AFG,0-4,million,6.291655452969012,6.6421220404442085,6.342475940408132,3.7048165509417337,AF,11.352884545454543,11.26067018181818,12.228096636363636,15.11190181818182,10.918390727272728,10.624097454545456,10.688301363636365,10.398231181818185,9.944282545454543,9.900984727272728,10.62858309090909,10.12688909090909,8.861164363636364,Afghanistan,0.002194932002531,7.7362357466256e-4,7.1964983689541e-5,0,0,0,0,0,0,0,0,0,0.360696209000142,0.118647566903579,0.00342252596837246,0,0.0040276390568204,0.0030777241849288,7.9792849238894e-4,3.79965948756642e-5,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,AGO,0-4,million,3.6173874413008194,3.4984185288979264,3.072057881809493,1.5682556554849751,AO,15.574900789473684,16.044091210526314,17.235755894736844,18.454095736842103,15.818713684210524,16.530936736842104,16.447485,15.681540789473685,16.09700205263158,16.221109578947367,15.810697052631578,16.210722894736843,16.06273147368421,Angola,0.00604038391003669,0.00365364045494729,0.00105197697309628,3.39347410676219e-5,0,0,0,0,0,0,0,0,0.625107179615943,0.349671001557933,0.0824434818677036,0.002052164591945,0.0116037866582211,0.00986778707943211,0.00534505133469239,3.4263149581361e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,ALB,0-4,million,0.1596494477324264,0.12485287993607666,0.07691396405259213,0.03254984434422927,AL,10.501802,9.716096,8.852802,7.418777500000001,7.671049,4.8247885,4.3438205,7.712975,5.335134,4.8423015,9.4247115,8.203597,5.6718765,Albania,0.00173900145506945,0.00118984310083699,7.322111389766e-4,0.0219053165743836,0,0,0,0,0,0,0,0,0.0786054767131242,0.0469727272964488,0.0207709017254074,0.357869297617569,0.0145326807754999,0.0116494435074147,0.00853321736918128,0.296216224784788,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,ARE,0-4,million,0.5045751202578747,0.4132350719179404,0.3707696114495881,0.20800175315443745,AE,16.617356,15.5331255,14.610342500000002,13.4608725,15.0273765,13.1099185,11.7201535,14.6598855,13.116717,11.771327,14.283412,12.315762,10.8823355,United Arab Emirates,0.0017626230317281,0.00120772318840629,6.2018217783025e-4,0.0275817863298193,0,0,0,0,0,0,0,0,0.00806434276532703,0.00369210873593286,8.7444680587883e-4,0.00563532386010805,0.00453550464703615,0.00347868803025103,0.00215766725926963,0.128183048810896,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,ARG,0-4,million,2.9003648887973155,2.4784815203940345,1.8726907377734023,0.886744417656998,AR,4.45623022,4.42037118,4.39843578,4.3507111,4.33550744,4.1682827,4.01448828,4.30388232,4.18596378,4.05031824,4.36460996,4.2578278,4.05108874,Argentina,0.0015844579444077,9.7048049094971e-4,3.9611448610192e-4,5.94171729152889e-5,0,0,0,0,0,0,0,0,0.025883824950312,0.0100005687308023,0.00166676145513372,0,0.00308326013755613,0.0022688140634847,0.00114410281833844,2.520904514983e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,ARM,0-4,million,0.1622934278831366,0.11892870172341063,0.07773328198434414,0.03261583685804043,AM,15.182021,13.585748,12.713235,13.005189,12.37403,9.913015,9.100331,12.038316,10.168352,9.585262,12.264973,10.34861,9.379468,Armenia,3.1017811777354e-4,1.973860749468e-4,8.45940321200572e-5,0,0,0,0,0,0,0,0,0,0.079769099591871,0.0420921817034596,0.0107928671034512,5.8870184200642e-4,2.3781474852784e-4,1.7523191996788e-4,7.50993942719498e-5,1.25165657119916e-5,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,AUS,0-4,million,1.782013111675121,1.899311457052126,2.2168544349123347,2.291216804372058,AU,4.898039264285714,4.8767051285714285,4.866913678571429,4.835814342857143,4.833057328571429,4.8049523,4.792226435714285,4.837602964285714,4.7902195,4.7768978,4.864242814285714,4.800630007142857,4.765845142857143,Australia,2.5518885087339e-4,1.6512219762396e-4,9.00666532494337e-5,1.0507776212433e-4,0,0,0,0,0,0,0,0,0.00526540330510456,0.00243768671532619,4.8753734306523e-4,9.75074686130475e-5,3.2946129013246e-4,2.656945888165e-4,1.594167532899e-4,2.5506680526384e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,AUT,0-4,million,0.427803537183575,0.4360124005940197,0.4423707628676225,0.38470676154771055,AT,10.342442,8.562759,7.889149,7.928717,6.922649,4.663133,4.726539,7.674315,5.812468,5.396312,8.073617,7.208086,6.416484,Austria,6.3045006359897e-4,4.5850913716289e-4,2.2925456858144e-4,1.7194092643608e-4,0,0,0,0,0,0,0,0,0.00231706334300508,0.00101950787092223,2.780476011606e-4,0,5.7642901723937e-4,4.5111836131777e-4,2.506213118432e-4,2.2555918065888e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,AZE,0-4,million,0.642438631875954,0.4430296371908702,0.35486470925550406,0.1829859200573367,AZ,15.285756,13.967281,13.117277666666666,12.931983,12.974435,10.664123666666669,9.725353333333333,12.725949666666668,10.857134666666669,9.968862,12.855650666666667,11.199771333333333,10.098606666666669,Azerbaijan,0.00186931144120082,0.00135675830409737,7.2360442885193e-4,1.5075092267748e-4,0,0,0,0,0,0,0,0,0.476583100528252,0.320263071604225,0.146574150577529,0.0179478551727586,2.7233693751062e-4,2.3177611703032e-4,1.5934608045834e-4,3.47664175545481e-5,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,BDI,0-4,million,1.2832987181183582,1.086686793267228,0.9355799696641942,0.4472801844566487,BI,13.268367,15.289897,19.721381,23.6806,13.685169,12.371099,10.653686,13.440944,11.024362,10.221513,13.324413,11.225113,10.077299,Burundi,0.00744351950755616,0.00402415273377255,8.8391794152229e-4,2.3260998461113e-5,0,0,0,0,0,0,0,0,0.825724211787756,0.33444782342538,0.0210473687804153,0,0.0138588389953562,0.0217051282484522,0.0089747443366874,6.5238809520124e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
