MODEL,SCENARIO,ISO_A3,AGE,UNIT,Pop2020,Pop2030,Pop2050,Pop2100,AFF_ISO,REF2020,REF2030,REF2050,REF2100,Welfare2030,Welfare2050,Welfare2100,Cost2030,Cost2050,Cost2100,Impact2030,Impact2050,Impact2100,Countryname,2020COPDmortality,2030COPDmortality,2050COPDmortality,2100COPDmortality,2020IHDmortality,2030IHDmortality,2050IHDmortality,2100IHDmortality,2020LCmortality,2030LCmortality,2050LCmortality,2100LCmortality,2020LRImortality,2030LRImortality,2050LRImortality,2100LRImortality,2020Strokemortality,2030Strokemortality,2050Strokemortality,2100Strokemortality,COPD_theta,COPD_se,COPD_aerfa,COPD_u,COPD_v,IHD_theta,IHD_se,IHD_aerfa,IHD_u,IHD_v,LC_theta,LC_se,LC_aerfa,LC_u,LC_v,LRI_theta,LRI_se,LRI_aerfa,LRI_u,LRI_v,Stroke_theta,Stroke_se,Stroke_aerfa,Stroke_u,Stroke_v
IIASA-WiC POP,SSP2_v9_130115,SGP,15-19,million,0.30454711932008877,0.25671567378484117,0.3156461776329974,0.2740121209940049,SG,7.24328,7.0816,6.812888,6.317998,6.604335,5.218544,4.786597,6.423174,5.279917,4.869387,6.268575,5.036968,4.565405,Singapore,5.4003897426922e-4,5.1843741529845e-4,4.1042962044461e-4,1.7281247176615e-4,9.0845951199908e-4,6.793697220167e-4,3.6338380479963e-4,5.52975355129877e-5,4.6766495816717e-4,3.551330776082e-4,1.7829726530123e-4,2.19217949140864e-5,0.00964988578269742,0.00649890266997989,0.00256017377908299,1.9693644454484e-4,0.0017758893143885,0.00132805635684705,7.103557257554e-4,1.0809761044103e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,SLB,15-19,million,0.06912555560169101,0.07578032892483921,0.08711652904686158,0.07991818761782697,SB,1.993436,1.920924,1.904847,1.911846,1.902785,1.844203,1.822265,1.892275,1.851302,1.832205,1.890774,1.825346,1.796775,Solomon Islands,0.0130020038310655,0.015392344368253,0.0222011931711509,0.0950703622745041,0.0249847054148601,0.0273109447730923,0.0293687718976824,0.0282280199047031,0.00461745837908235,0.00581472856056123,0.00790280044703122,0.0102115296365724,0.159986248212015,0.168708365731903,0.172665622754815,0.0793874215004599,0.025801275299669,0.0282035426507573,0.0303286253074892,0.0291505903564748,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,SLE,15-19,million,0.801631867908295,0.9213241095022392,1.108313148933343,1.0633463373813152,SL,14.565913,14.757142,15.178569,15.506055,14.418376,13.768271,12.926196,14.421038,13.591172,12.892785,14.273448,13.483832,12.688674,Sierra Leone,0.0130850761176314,0.0141717260374346,0.0147150509973363,0.0322372809541644,0.0200505157726202,0.0209631229162201,0.0183326670317264,0.0090187058896926409,5.343559771887e-4,6.2203096481033e-4,6.6079253828516e-4,4.9928598214005e-4,0.0429129204713888,0.0414159581293636,0.0339311464192377,0.012973673630885,0.0177834409646613,0.0185928613030797,0.0162598262099916,0.00799897746201634,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,SLV,15-19,million,0.5786069632195037,0.5388923735732661,0.4782217454049733,0.324596529029442,SV,9.447142,9.220713,8.53476,8.386831,8.12159,5.204659,5.422337,8.01893,5.187019,5.370715,8.110655,5.22106,5.008453,El Salvador,0.0027104565722786,0.00256525354162082,0.00290406061315564,0.0051789080934609,0.020644624270289,0.0157897346067265,0.0114793185502926,0.00612532808019564,0.00190053867122233,0.0015651494939478,0.00119588262199908,6.3351289040744e-4,0.0200873301483524,0.0134228421084785,0.00779088038464137,0.00215891866080423,0.0133623695085913,0.0102200100856918,0.00743006480367825,0.00396465908496666,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,SOM,15-19,million,1.2288863008115976,1.4262480735379033,1.783605498306709,1.5427990418789803,SO,6.5754162,6.4579873,6.3518542,6.1679382,6.3134651,5.9061346,5.6101274,6.1969706,5.7864377,5.5782033,6.0572923,5.621057,5.352517,Somalia,0.00371165923755508,0.00435006462641455,0.0046766906393194,0.00580503504753615,0.0242038197251527,0.0296154845777053,0.0305967205125088,0.0075228088334934,3.5672928934819e-4,4.8437782770638e-4,6.0359968993824e-4,2.9961515115858e-4,0.02400508967718,0.0250416730950583,0.0216591377314556,0.00411905516051612,0.0191531778120512,0.0234355836619202,0.0242120638434898,0.00595301472536727,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,SRB,15-19,million,0.588368519934154,0.5108484367010441,0.5446678321918963,0.4594579442217704,RS,14.2695335,12.982394500000002,11.8606115,10.272841,10.5727425,5.6239385,4.6358565,10.9603135,6.7907340000000005,5.5892745,12.4317645,11.042754,7.4560955,Serbia,9.040277319422e-4,0.00102730424084341,0.00197242414241935,0.0277372145027721,0.00264997770872866,0.00236989876390368,0.00280078944824981,0.0123019290380818,5.5749029149551e-4,5.1882044468657e-4,5.9293765107037e-4,0.00233146951385551,0.00434848826246527,0.00347879060997221,0.00338215753747299,0.00869697652493053,0.00358228689815729,0.00320367120973416,0.00378615688423128,0.0166299660068928,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,STP,15-19,million,0.02069795016450378,0.01961036547265297,0.01901536773964081,0.01487589161342964,ST,9.6088730000000009,9.769456,10.120084,11.222592,9.632976,9.5697120000000009,9.229531,9.622388,9.42473,9.208763,9.596567,9.392695,9.056079,Sao Tome and Principe,0.0173774022083028,0.0175142321469508,0.0238540193043106,0.0207981506745041,0.0119766448153057,0.00862707911086244,0.00582279154435185,0.00136319534483154,0.00226516353190573,0.00219652221275707,0.00168320452173232,4.178167252527e-4,0.0558470321865332,0.0378015133636258,0.0162495193192057,0.00196704707548279,0.0154039919483372,0.0110958836310786,0.00748909527244359,0.0017532998965587,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,SUR,15-19,million,0.05005348436360286,0.04606862057192328,0.04974671821475358,0.04318098346456185,SR,2.867433,3.093764,3.090184,2.9724075,3.0714404999999996,3.0232345,2.8716535,3.064072,3.012677,2.857587,3.0623195,3.003763,2.8263235,Suriname,0.00505235203191343,0.00581020483670044,0.00830831223025764,0.0217251137372277,0.0084993945366485,0.00716066206384306,0.00579079627771656,0.00406289738839791,0.00167643738499353,0.00153313269672407,0.00133068639107356,9.3944184532201e-4,0.0171076568429062,0.0130261346519591,0.00877093066565244,0.00399468129326745,0.0188379372645634,0.0158707896368116,0.0128346385758564,0.00900494803306051,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,SVK,15-19,million,0.267444806109468,0.3028184714829863,0.2063717497951158,0.16528335864032126,SK,12.26042,10.544013,9.543754,9.028,8.333514,5.020263,4.399282,9.179854,6.351448,5.430485,9.974445,8.622158,6.839894,Slovakia,0.00119753191836023,0.00136270873468578,0.00177565077549965,0.00375777257140624,0.00221541366991382,0.00183606201410666,0.00136566596090578,7.8905144407889e-4,5.7898737264258e-4,4.9607066248636e-4,3.7455479415396e-4,2.0157338158667e-4,0.0116862509143007,0.00871517017337677,0.00475372918547824,0.00138650434576449,0.00300669422422881,0.00249184932281977,0.00185344164507255,0.00107087739493081,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,SVN,15-19,million,0.09312462981362628,0.11187798236466837,0.08482879394330926,0.07981123883984943,SI,10.470651,8.690425,7.981915,8.183899,7.074022,4.614477,4.362952,7.756141,5.7587,5.346717,8.18089,7.302568,6.499446,Slovenia,3.3199458811087e-4,3.5966080378678e-4,3.8732701946268e-4,5.5332431351812e-4,4.7725253893228e-4,3.8720489007713e-4,2.5213341679441e-4,1.1706194351169e-4,4.2245988801855e-4,3.5030059037563e-4,2.3484571414696e-4,9.70870550104754e-5,0.00196858384635022,0.00147643788476267,7.8743353854008e-4,1.9685838463502e-4,0.00170230134580293,0.00138111241263257,8.9932901287702e-4,4.1754561312147e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,SWE,15-19,million,0.5363060897420244,0.6353709313284346,0.5747406255525744,0.6077400858202656,SE,3.793319529411765,3.3691777647058823,3.2478248823529414,3.2976879411764703,3.0793113529411764,2.4209769411764706,2.519304705882353,3.0807704705882353,2.620336764705882,2.4356154705882354,3.250139588235294,2.9835041764705883,2.7161183529411765,Sweden,7.6521867330999e-4,8.1799237491758e-4,9.7631347974034e-4,9.2353977813275e-4,6.7012792628226e-4,5.7574371131293e-4,4.1529054586506e-4,1.2269947946013e-4,3.8821879744058e-4,3.3422810375679e-4,2.3781615075002e-4,6.29891426310881e-5,0.00124809012455738,9.8064224072365e-4,5.3489576766744e-4,8.91492946112413e-5,0.0013813362574589,0.0011867818549999,8.560393708196e-4,2.529207231967e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,SWZ,15-19,million,0.14464419013592586,0.15358220001909212,0.1490943863948258,0.13496853411829188,SZ,5.031654,5.109257,5.42003,5.31253,4.755739,4.434485,4.254362,4.542769,4.252104,4.135413,4.908004,4.678388,4.197525,Swaziland,0.00695273698951824,0.00898653080277867,0.0128885770724063,0.011469651156178,0.00817612118239579,0.00844692264830954,0.00728039325668109,0.00166647055946921,7.9295688432426e-4,8.5460444697752e-4,7.8449545415617e-4,1.8856901517467e-4,0.0397407055972099,0.0361726546302778,0.0246892722079674,0.00336299056653376,0.0246136686561876,0.0254288984460741,0.0219171393511785,0.00501679870699365,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,SYR,15-19,million,2.5152224589990446,2.244679066208277,2.7292807942317627,2.54757821508662,SY,14.83370375,14.10012475,13.61843925,13.5538795,12.946867,10.4167265,9.334349,12.5537805,10.68029025,9.78654425,12.80709725,10.796119,8.710640249999999,Syrian Arab Republic,0.00562126633236857,0.00671277435807121,0.01137897116795,0.0540296472722804,0.0558518374381043,0.0504015615141927,0.0505634508980712,0.0693426194279845,0.00268583301608596,0.00275790366946931,0.00309423338525825,0.00433384862345177,0.0166871977004232,0.0130636919140456,0.0102983848665469,0.00677023449560028,0.0329367028793137,0.029722589844714,0.029818058548712,0.0408924282124813,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,TCD,15-19,million,1.5927583603297486,1.9813902164959192,2.6509572048300662,2.7434000366862956,TD,33.1747017,33.0578687,32.9813948,32.8820609,32.8198692,32.38667995,32.088411550000004,32.75128545,32.33594415,32.07663195,32.85025205,32.4168781,31.9417476,Chad,0.0123355058189222,0.0126233342880303,0.0133223462844359,0.0310854746636838,0.0153197606289192,0.015363406670597,0.012766467190766,0.00534664010553448,5.5762540054367e-4,6.7186115968282e-4,7.4834103232683e-4,3.9885705733332e-4,0.0351872852364125,0.0319842813787416,0.0237937429426976,0.00562813534990732,0.0161297451428492,0.0161756988327149,0.0134414542857077,0.00562932700854424,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,TGO,15-19,million,0.7662057665101308,0.8159956329413086,0.9326342969951236,0.853052152697281,TG,23.018084,23.089772,23.064191,23.213957,22.795367,22.113654,21.176158,22.887866,21.966064,21.084855,22.741246,21.806555,20.654035,Togo,0.0105662876889953,0.0106593827347133,0.0108921203490083,0.0159192528177814,0.013511840879178,0.0129800689662229,0.0108288098638135,0.00326314582949737,4.4913758894722e-4,4.8237377052931e-4,4.8686514641878e-4,2.2097569376203e-4,0.0293912974384687,0.0264722987202646,0.0210369217967122,0.00452948076962703,0.0125764338582075,0.0120814758172762,0.0100791455607816,0.00303724252389625,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,THA,15-19,million,4.790092744272689,4.3210423334727315,4.393268360332428,3.6864858791597848,TH,11.58550075,11.588534375,11.02001075,8.8209205,10.465504,7.992376625,6.652956125,10.145828875,7.860990375,6.70607875,9.345786875,7.216836499999999,6.067005,Thailand,0.0039137982599547,0.00410241504356698,0.00476257378620994,0.0070731293854603,0.00579430061563912,0.0044365081008027,0.0029997741606851,0.00126306280449899,0.00228899120614179,0.00196070759504483,0.00142556033859911,5.6212947105643e-4,0.0195477124878721,0.0130006317503073,0.00692119963685425,0.00149647559715768,0.0177791334872222,0.0136129060215516,0.00920445602880716,0.00387556043318196,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,TJK,15-19,million,0.77389576976881,0.7404849613610249,0.6787586550802679,0.4931421423413545,TJ,12.1578645,11.666408,12.833105500000002,16.8607175,10.998478,10.665504,10.68821,10.576791,9.567363,9.613962,10.936696,10.5069205,8.6021255,Tajikistan,0.00959160665393714,0.00876355428093538,0.00931558919626989,0.0173200954686203,0.0114072501612623,0.00891693498521211,0.00558312595920938,0.00216898418559213,0.00269344406449597,0.00252621235400045,0.00203718629149083,7.753470213883e-4,0.0513781017294952,0.0390473573144164,0.0224541333484461,0.00289239683810492,0.00558179661537273,0.00436323538243925,0.00273193566738313,0.0010613275254582,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,TKM,15-19,million,0.4792978937194427,0.4977400047571781,0.4657530857941909,0.3621874531537076,TM,13.260337230769233,12.980735769230767,12.85395346153846,12.69724376923077,12.476880692307692,11.40600923076923,10.669020615384616,12.299744384615384,11.411408615384616,10.703465615384616,12.448465,11.750726692307692,10.613053692307693,Turkmenistan,0.00527496854625129,0.0066450902465763,0.0102759127524376,0.0144547839384289,0.0199400650729974,0.0162450310846898,0.0124406765641837,0.00542229839704316,0.00263557328043133,0.00242483980918149,0.00198370440936516,7.445915984161e-4,0.0256564541104984,0.0188541665653519,0.0121997548364041,0.00317933004827502,0.0257154220746487,0.020950173905114,0.0160439420619245,0.00699279021328167,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,TLS,15-19,million,0.14895952485191913,0.17816244230291262,0.23208421432492063,0.22347983597712828,TL,3.633763,3.531342,3.436848,3.357051,3.499161,3.280527,3.091864,3.465491,3.308921,3.15429,3.49203,3.246244,2.943813,Timor-Leste,0.00500671203015255,0.00603018355012849,0.00943253481923768,0.0250612215431945,0.0146798308570227,0.013340430231382,0.0118938775556899,0.00795603971630611,0.00210067185755266,0.00239301786929241,0.00255275331900588,0.00182942298068072,0.00724053823919172,0.00545391192043013,0.00380833504788656,0.0015985603904709,0.0193161764709097,0.0175537516104253,0.015650332761102,0.0104688036712777,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,TON,15-19,million,0.011991618597868,0.01039642925399016,0.00970030218734602,0.00619626988419585,TO,1.420051,1.409304,1.406592,1.404814,1.405154,1.396375,1.392807,1.403458,1.396735,1.393239,1.404424,1.395215,1.390732,Tonga,0.0128469517364993,0.0157584422150261,0.0270768614502988,0.100009697937394,0.00878306953548525,0.00845496636318264,0.00880830824104699,0.00853068247986785,0.0068500403931379,0.00694889496587419,0.00765832189962871,0.00796070059270441,0.03886417841874,0.033189320508039,0.0278583933798048,0.0163367121671695,0.021908529809807,0.0210901077192108,0.0219714853552375,0.0212789743555022,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,TTO,15-19,million,0.08704646275878096,0.08807719176465127,0.07024316712550616,0.04747938410656748,TT,3.885524,3.901082,3.89691,3.873201,3.883951,3.833978,3.757197,3.880676,3.830378,3.755174,3.880612,3.824323,3.730958,Trinidad and Tobago,0.0038709504854473,0.00444250022155361,0.00678065823289762,0.01712051254973,0.00477181279208078,0.00411239142634098,0.00384862288004505,0.00303333828240311,0.00204638438688671,0.00182650067769401,0.00169750223496763,0.00118737202964057,0.0155009567475074,0.0120672005059709,0.00941830283392851,0.00480725873815101,0.012647245001409,0.0108995101394053,0.0102004161946038,0.00803958036521729,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,TUN,15-19,million,0.7724769221235568,0.8629168788696032,0.770660716592747,0.7025626334139216,TN,15.524792666666666,15.258416,15.093179333333334,15.090103333333332,14.945977,14.342378666666669,13.986660333333331,14.895933666666668,14.338674,13.987755,15.054283666666668,14.440267333333331,13.682582666666669,Tunisia,0.00180980670529588,0.00175657709631659,0.00186303631427517,0.00260825083998524,0.011165762517935,0.00801130942990854,0.00505713907762976,0.00220311009322485,5.4971838684934e-4,4.7551397650328e-4,3.6042142168083e-4,1.4992319641345e-4,0.00495237532116346,0.00299011340145718,0.00130817461313752,2.8032313138661e-4,0.00513427303241984,0.00368378334164652,0.00232538823441437,0.00101304041895279,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,TUR,15-19,million,6.101188845338567,6.571201411899335,6.92453542377083,6.216075787911896,TR,14.867579266666668,14.3327032,14.030185266666669,13.456812866666668,11.637985933333333,7.804685133333333,7.0981018,11.244174533333334,8.267592,7.8430386,13.5571004,12.259681733333334,8.7967516,Turkey,0.00214351651399503,0.00228407497392913,0.00277602958369848,0.00347882188336898,0.0095989262217907809,0.00774704334941957,0.00592602519158788,0.00243831244862209,0.00193588756187227,0.00163921129465036,0.00124963639829835,4.4051930587495e-4,0.0088062536716964,0.00629018119406886,0.00386396844778516,9.8845704478224e-4,0.00891682029488333,0.0071965334212724,0.00550491799555498,0.00226504438358773,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,TZA,15-19,million,6.2088093399421815,8.031119471532886,10.798706427501644,11.928105452372046,TZ,5.708430214285714,6.193658714285714,7.252787,9.314018,5.8601661428571425,6.054640928571429,6.091131571428571,5.717119142857142,5.4687592857142855,5.809575571428572,5.816958571428572,5.592725357142857,5.7582665,United Republic of Tanzania,0.00273725729698359,0.00285210725350038,0.00369434026795687,0.0115615622893573,0.0209237862239959,0.0191326449908134,0.0162423943645416,0.0100955233143015,3.797563053156e-4,4.1009590241892e-4,4.3020866903797e-4,2.7135190218242e-4,0.0232377631719729,0.0205593846245539,0.0162966131335914,0.00422504784944962,0.00961347634917123,0.00879053284846396,0.00746260129050451,0.00463840882216822,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,UGA,15-19,million,4.9617510393523805,6.633613823196184,10.36951124243625,13.889024452140148,UG,10.25967875,11.666096,14.97708875,20.81125875,10.62654675,10.03456625,8.506909499999999,10.3403835,8.63441975,7.906962249999999,10.506654,8.8362495,7.21270025,Uganda,0.00401729778415612,0.00423945250033065,0.00475781350473789,0.01401426001201,0.0199999818979436,0.0202014205645416,0.0176690487558811,0.0090071860921674,5.7174163544123e-4,6.6210389488505e-4,7.1681865748407e-4,4.6397013335226e-4,0.0262353895451695,0.024762995233961,0.0202119582720438,0.00535416113166724,0.0151865347703031,0.0153394926744644,0.0134165933078649,0.00683940342892787,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,UKR,15-19,million,1.9762283918407808,2.4567343130594317,2.124102055741707,2.071580073779379,UA,13.474671,12.737449846153844,12.396894923076925,12.681912307692308,10.858366307692307,7.555921923076923,6.00991,10.624887,7.654804923076923,6.385419846153846,12.277781846153848,11.28852223076923,8.526395384615384,Ukraine,0.00193293846284363,0.00182555299268565,0.00182555299268565,0.00193293846284363,0.0101474837227581,0.00711885011935027,0.00412143954278174,0.00121769804673097,0.00162373284487554,0.00123663158675444,7.4490836697898e-4,2.1342880177487e-4,0.00692622271895354,0.00422499585856166,0.00200860458849653,3.4631113594767e-4,0.00699717390090778,0.00490878661355992,0.002841929092061,8.3966086810893e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,URY,15-19,million,0.24394369899591903,0.22800421183766337,0.21723066705486135,0.16435025103169917,UY,4.79484975,4.77925225,4.7792122500000005,4.60984475,4.32450925,3.82151625,3.54742525,4.197144,3.89006075,3.65713425,4.29470625,3.91184175,3.51830875,Uruguay,0.00429716622430633,0.00519957113141066,0.00786381419048059,0.0252673373989212,0.00218230675112134,0.00200375438057505,0.00188471946687752,0.00193431734758483,0.00122118811344045,0.00117920977204093,0.00111433415351441,0.00103037747071538,0.00936219210805641,0.00763518579686154,0.00581728441665641,0.00363580276041026,0.00904309858766834,0.00830320870322275,0.00780994878025902,0.00801547374816057,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,USA,15-19,million,21.582548168918084,21.20423289755521,20.613278560640037,19.24850428156541,US,3.6011900765765765,3.3470676846846845,3.418153792792793,3.472618063063063,3.102798081081081,2.7328354144144145,2.6235565585585587,3.0961632702702704,2.914612954954955,2.9291507027027026,2.9348827117117118,2.4684036486486485,2.343143490990991,United States of America,9.7515380437602e-4,0.00117379624600817,0.00160719793684196,0.00234759249201635,0.00357725171804092,0.00327555579001337,0.00275836277053757,0.00135763167612396,5.8788692370329e-4,5.4142777471762e-4,4.4314880570947e-4,1.8404970559707e-4,0.00368814428075022,0.00310580571010545,0.0021352414256975,6.7939499908556e-4,0.00336274356152077,0.0030791386828383,0.0025929588908112,0.00127622195407114,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,UZB,15-19,million,2.4335622530312526,2.6224777569468962,2.3959132172131117,1.8350131643951155,UZ,13.151227,12.960082625,13.346119375,14.264558875,12.205088375,11.19999925,10.368910625,12.03983875,10.801027375,10.33871575,12.39550375,11.95651625,10.39719925,Uzbekistan,0.00409536167637845,0.004750619544599,0.00671639314926066,0.0141972538114453,0.0166899090201211,0.0138956708583814,0.0109126328208484,0.00573951622411405,0.0021705960304728,0.00202275357638487,0.00171026838933538,9.3073544959901e-4,0.0405512713369833,0.0298573706679476,0.0189923675882074,0.00461976508902342,0.00427327367625612,0.00355783871688292,0.00279406355755208,0.00146954207871251,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,VCT,15-19,million,0.00874785202050243,0.00799077773396751,0.00734162363547954,0.00536773726093539,VC,4.019573,4.008083,4.007426,4.013627,3.984067,3.922445,3.892839,3.980336,3.922716,3.898434,3.981087,3.913087,3.872203,Saint Vincent and the Grenadines,0.00214059633668507,0.002726231183514,0.00583615416322627,0.0481432232703509,0.00852763724547538,0.00842179777611664,0.0107351461778147,0.0235870817428042,0.00114142353894117,0.00114722935551768,0.00148977253353156,0.00342310945350821,0.0218893264743439,0.0198755084387043,0.0218017691684466,0.0318708593466448,0.0147486424087665,0.0145655918824166,0.0185665533869224,0.0407941173008436,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
