MODEL,SCENARIO,ISO_A3,AGE,UNIT,Pop2020,Pop2030,Pop2050,Pop2100,AFF_ISO,REF2020,REF2030,REF2050,REF2100,Welfare2030,Welfare2050,Welfare2100,Cost2030,Cost2050,Cost2100,Impact2030,Impact2050,Impact2100,Countryname,2020COPDmortality,2030COPDmortality,2050COPDmortality,2100COPDmortality,2020IHDmortality,2030IHDmortality,2050IHDmortality,2100IHDmortality,2020LCmortality,2030LCmortality,2050LCmortality,2100LCmortality,2020LRImortality,2030LRImortality,2050LRImortality,2100LRImortality,2020Strokemortality,2030Strokemortality,2050Strokemortality,2100Strokemortality,COPD_theta,COPD_se,COPD_aerfa,COPD_u,COPD_v,IHD_theta,IHD_se,IHD_aerfa,IHD_u,IHD_v,LC_theta,LC_se,LC_aerfa,LC_u,LC_v,LRI_theta,LRI_se,LRI_aerfa,LRI_u,LRI_v,Stroke_theta,Stroke_se,Stroke_aerfa,Stroke_u,Stroke_v
IIASA-WiC POP,SSP2_v9_130115,AFG,0-4,million,7.485646894998535,9.118993356906138,10.730995706116849,9.734243858050116,AF,11.352884545454543,11.26067018181818,12.228096636363636,15.11190181818182,10.918390727272728,10.624097454545456,10.688301363636365,10.398231181818185,9.944282545454543,9.900984727272728,10.62858309090909,10.12688909090909,8.861164363636364,Afghanistan,0.00289659059350403,0.00251877442913394,0.0017091683626266,9.715272798088e-4,0,0,0,0,0,0,0,0,0.459949462082944,0.36383352447115,0.193943138207773,0.0508625386966463,0.00459758797995536,0.00501555052358767,0.00505354711846333,0.00573748582622529,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,AGO,0-4,million,4.47933284998445,5.250012997223097,5.6915050184657545,4.781441269404258,AO,15.574900789473684,16.044091210526314,17.235755894736844,18.454095736842103,15.818713684210524,16.530936736842104,16.447485,15.681540789473685,16.09700205263158,16.221109578947367,15.810697052631578,16.210722894736843,16.06273147368421,Angola,0.00934336537395189,0.00988632123103384,0.00918500324896965,0.00159493283017823,0,0,0,0,0,0,0,0,0.900097234936574,0.847097853735907,0.684441503687397,0.101180636837636,0.0156468383088217,0.0185706270730979,0.0229106260200704,0.0101875764755248,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,ALB,0-4,million,0.1702155505810424,0.13799086854733597,0.09094905270337213,0.04598591857703731,AL,10.501802,9.716096,8.852802,7.418777500000001,7.671049,4.8247885,4.3438205,7.712975,5.335134,4.8423015,9.4247115,8.203597,5.6718765,Albania,0.00189154544235624,0.00155594867032529,0.0014034046830385,0.0100068855660137,0,0,0,0,0,0,0,0,0.0835600037301938,0.0625985432733607,0.0447813018850526,0.204374239454123,0.0152607709947133,0.0144161863404257,0.0158141195613155,0.162334995275824,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,ARE,0-4,million,0.5336234147343822,0.4395943690701092,0.4324213267622251,0.29528939907757057,AE,16.617356,15.5331255,14.610342500000002,13.4608725,15.0273765,13.1099185,11.7201535,14.6598855,13.116717,11.771327,14.283412,12.315762,10.8823355,United Arab Emirates,0.00192582886799922,0.0016320583627112,0.00127300552291474,0.0339141727771388,0,0,0,0,0,0,0,0,0.00874446805878835,0.00495519856664673,0.00174889361175767,0.00748137822807448,0.00484374282693182,0.00444743659563739,0.00409516439004235,0.175695762540527,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,ARG,0-4,million,3.117756096900472,2.7329682874606087,2.214539123505399,1.274661979636365,AR,4.45623022,4.42037118,4.39843578,4.3507111,4.33550744,4.1682827,4.01448828,4.30388232,4.18596378,4.05031824,4.36460996,4.2578278,4.05108874,Argentina,0.00174290373884847,0.00138640070135674,9.3086904233952e-4,2.3766869166115e-4,0,0,0,0,0,0,0,0,0.0280408103628379,0.0142164947643759,0.00411788124209508,9.80447914784544e-5,0.00325778429628572,0.00290873597882654,0.00240455507582994,9.5018708641666e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,ARM,0-4,million,0.16728639977253532,0.12549953150071844,0.08831183214290103,0.04580086355368971,AM,15.182021,13.585748,12.713235,13.005189,12.37403,9.913015,9.100331,12.038316,10.168352,9.585262,12.264973,10.34861,9.379468,Armenia,3.3837612848022e-4,2.5378209636017e-4,1.4099005353342e-4,2.81980107066857e-5,0,0,0,0,0,0,0,0,0.0850674161699289,0.0580852484113009,0.0241367755222636,0.00196233947335476,2.5033131423983e-4,2.2529818281584e-4,1.501987885439e-4,2.50331314239833e-5,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,AUS,0-4,million,1.5406885439578888,1.4330043246268986,1.5054942477498758,1.2874952548540846,AU,4.898039264285714,4.8767051285714285,4.866913678571429,4.835814342857143,4.833057328571429,4.8049523,4.792226435714285,4.837602964285714,4.7902195,4.7768978,4.864242814285714,4.800630007142857,4.765845142857143,Australia,2.701999597483e-4,1.9514441537377e-4,1.2008887099924e-4,7.50555443745281e-5,0,0,0,0,0,0,0,0,0.00546041824233066,0.00282771658977838,7.8005974890438e-4,9.75074686130475e-5,3.5071685723778e-4,2.9757793947448e-4,2.3381123815852e-4,2.2318345460586e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,AUT,0-4,million,0.3623314753624438,0.3164341562062715,0.280474346264976,0.19597045699754953,AT,10.342442,8.562759,7.889149,7.928717,6.922649,4.663133,4.726539,7.674315,5.812468,5.396312,8.073617,7.208086,6.416484,Austria,6.3045006359897e-4,5.1582277930825e-4,2.865682107268e-4,1.1462728429072e-4,0,0,0,0,0,0,0,0,0.00240974587672528,0.00120487293836264,3.7073013488081e-4,0,6.014911484237e-4,5.0124262368641e-4,3.7593196776481e-4,2.2555918065888e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,AZE,0-4,million,0.6578647285869602,0.4635038448815447,0.3981829958046003,0.251722307299387,AZ,15.285756,13.967281,13.117277666666666,12.931983,12.974435,10.664123666666669,9.725353333333333,12.725949666666668,10.857134666666669,9.968862,12.855650666666667,11.199771333333333,10.098606666666669,Azerbaijan,0.00198991217934281,0.00168841033398784,0.00132660811956188,4.2210258349696e-4,0,0,0,0,0,0,0,0,0.504373327892523,0.406335581357454,0.291218424254761,0.0636859377097886,2.8392574336214e-4,2.7813134043638e-4,2.7233693751062e-4,1.2747686436667e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,BDI,0-4,million,1.581635807814595,1.5965104675626165,1.742920465848692,1.4680140980823315,BI,13.268367,15.289897,19.721381,23.6806,13.685169,12.371099,10.653686,13.440944,11.024362,10.221513,13.324413,11.225113,10.077299,Burundi,0.00988592434597303,0.0101417953290453,0.00782732598216453,0.00223305585226685,0,0,0,0,0,0,0,0,1.07538365122374,0.919667345612537,0.54765938033918,0.0721257393572768,0.0163097023800311,0.0266244871284833,0.0403070050170283,0.0299216918258517,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
