MODEL,SCENARIO,ISO_A3,AGE,UNIT,Pop2020,Pop2030,Pop2050,Pop2100,AFF_ISO,REF2020,REF2030,REF2050,REF2100,Welfare2030,Welfare2050,Welfare2100,Cost2030,Cost2050,Cost2100,Impact2030,Impact2050,Impact2100,Countryname,2020COPDmortality,2030COPDmortality,2050COPDmortality,2100COPDmortality,2020IHDmortality,2030IHDmortality,2050IHDmortality,2100IHDmortality,2020LCmortality,2030LCmortality,2050LCmortality,2100LCmortality,2020LRImortality,2030LRImortality,2050LRImortality,2100LRImortality,2020Strokemortality,2030Strokemortality,2050Strokemortality,2100Strokemortality,COPD_theta,COPD_se,COPD_aerfa,COPD_u,COPD_v,IHD_theta,IHD_se,IHD_aerfa,IHD_u,IHD_v,LC_theta,LC_se,LC_aerfa,LC_u,LC_v,LRI_theta,LRI_se,LRI_aerfa,LRI_u,LRI_v,Stroke_theta,Stroke_se,Stroke_aerfa,Stroke_u,Stroke_v
IIASA-WiC POP,SSP2_v9_130115,BFA,0-4,million,3.4601336917936303,3.90719825478595,4.1450963510995,3.23145075543101,BF,23.78409425,23.85428675,23.87401525,23.759976,23.5341045,22.78671725,21.85781175,23.62702125,22.6882725,21.81925375,23.47932425,22.612037,21.6221715,Burkina Faso,0.003876736,0.002221844,6.97199e-4,4.6e-5,0,0,0,0,0,0,0,0,1.43916391447991,0.70942133060382,0.138603705054388,2.7338008886467e-4,0.0360597249347019,0.0405345014374772,0.0311200365874825,0.00778727339444006,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,BGD,0-4,million,14.60050410398312,13.41123454751824,10.837979489675892,6.38891361562829,BD,42.1301355,43.638078,45.888296,41.4331445,41.54017,36.0661675,27.362906,37.206242,30.0327885,24.8684265,32.997277499999996,23.590687,15.557357499999998,Bangladesh,0.002163187,0.001208014,4.35447e-4,4.21e-5,0,0,0,0,0,0,0,0,0.229427530860306,0.0933875221116439,0.0270716696006642,0.00194760212954419,0.00474634455735278,0.00384227892738082,0.00252384988367172,5.6504101873247e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,BGR,0-4,million,0.3179873300112,0.278424589030543,0.25608232575726103,0.18135695740081792,BG,13.3619815,12.32338075,11.385045,9.92096875,9.71754225,5.9935695,4.95515925,9.8976705,6.743555,5.660916,11.9164195,10.419923,7.18179875,Bulgaria,2.86551e-4,1.98382e-4,1.10212e-4,8.82e-5,0,0,0,0,0,0,0,0,0.0306907550691963,0.0180767554129247,0.00943566903421891,0.0055620785885922,0.00218705722381579,0.00164672543910836,0.0012093139943452,0.00136369450426161,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,BHR,0-4,million,0.14196895300330248,0.1349233787509448,0.17273127108586012,0.1439049356097589,BH,22.918014,21.03804,19.358319,17.481411,20.290702,17.236381,15.097181,19.813777,17.386771,15.25817,19.303551,16.107161,13.673975,Bahrain,4.35447e-4,3.16689e-4,1.91333e-4,7.85124e-4,0,0,0,0,0,0,0,0,0.011733673137841,0.00591613771655849,0.00167623901969157,0.0011832275433117,0.00471362539859946,0.00408976321349071,0.00332726498724668,0.0240880121472546,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,BHS,0-4,million,0.02542699963097509,0.0248950447127731,0.02366409291441349,0.01748672712804695,BS,2.19532,2.121861,2.083545,2.059855,2.074873,1.961056,1.928062,2.061973,1.962089,1.934434,2.065314,1.940095,1.893695,Bahamas,8.71327e-4,7.03986e-4,5.42415e-4,2.71208e-4,0,0,0,0,0,0,0,0,0.0559791398804561,0.0296185925293418,0.00967540689291833,6.911004923513e-4,0.00173523887038574,0.00162276968434222,0.00163883671091987,0.00139783131225518,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,BIH,0-4,million,0.163239627516401,0.1426541381488951,0.1141494594984793,0.0701342057796939,BA,13.143563,11.990129,10.357019,7.729485,8.920562,4.485716,3.869866,8.994171,5.293501,4.537354,11.5208,9.460073,5.634226,Bosnia and Herzegovina,6.0762e-4,3.79762e-4,1.89881e-4,7.6e-5,0,0,0,0,0,0,0,0,0.00785170889566303,0.00407493752812892,0.00178899696356879,4.9694360099133e-4,0.00332782771550224,0.00240343112786273,0.00166391385775112,9.2439658763951e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,BLR,0-4,million,0.478289528922169,0.375264845801536,0.35517605483857395,0.235240278513231,BY,12.003461666666666,10.854825833333331,10.0924375,10.000428,8.9991475,6.059074333333333,5.036878833333334,9.336659333333332,6.656004333333334,5.552049,10.342763833333334,9.097153833333332,7.074214333333333,Belarus,1.35626e-4,9.04e-5,4.52e-5,0,0,0,0,0,0,0,0,0,0.0123033127207928,0.00719971633290835,0.0023695268943749,9.11356497836501e-5,1.2706939592775e-4,9.31842236803517e-5,4.23564653092508e-5,0,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,BLZ,0-4,million,0.03703577054598519,0.03435783172214189,0.029452883376628,0.01847301996741751,BZ,2.967482,2.921203,2.870937,2.841985,2.860545,2.696748,2.651511,2.843171,2.69747,2.654568,2.857672,2.684523,2.610382,Belize,0.002778706,0.002005878,0.001163583,2.60504e-4,0,0,0,0,0,0,0,0,0.0837592084832833,0.0391135121886016,0.00902619512044651,1.9411172302035e-4,0.00230284719344481,0.00208695526905936,0.00181709036357754,7.7361272904786e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,BOL,0-4,million,1.227003314388888,1.2149798863334769,1.0651870191800548,0.6899312962258239,BO,3.7310597647058823,3.725320705882353,3.729873882352941,3.885573647058824,3.6645525294117647,3.550294823529412,3.5237208235294117,3.639928294117647,3.560143882352941,3.5634554117647057,3.693176294117647,3.630824882352941,3.5751376470588236,Bolivia (Plurinational State of),0.007704308,0.005296711,0.002314996,2.4076e-4,0,0,0,0,0,0,0,0,0.262318068487807,0.109615545985317,0.0184116155161485,1.8981046923864e-4,0.00880979250986348,0.0081050091090744,0.00546207135611536,9.4705269481032e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,BRA,0-4,million,14.63197548463534,13.37169896258628,10.82601996361163,6.70871282615846,BR,3.924026736111111,3.9377596875,3.960666180555555,3.9348277916666663,3.799697208333334,3.6514275625,3.4656762916666666,3.748997486111111,3.6588383472222223,3.5155456458333334,3.786908618055555,3.5788874861111113,3.3308157152777778,Brazil,0.001330255,8.37956e-4,3.98029e-4,8.38e-5,0,0,0,0,0,0,0,0,0.0620123884587661,0.0263260139683441,0.00565521781542207,1.9500751087662e-4,0.00299650313010884,0.00237750717834926,0.00164596650808795,6.47132131385e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,BRB,0-4,million,0.01312724035352711,0.01165057037191892,0.00948568853629847,0.00628699703779724,BB,4.019573,4.008083,4.007426,4.013627,3.984067,3.922445,3.892839,3.980336,3.922716,3.898434,3.981087,3.913087,3.872203,Barbados,3.02023e-4,2.86922e-4,2.98248e-4,5.09664e-4,0,0,0,0,0,0,0,0,0.0347868729151295,0.0221642076002111,0.0104360618745388,0.00258416770226676,0.00127538515909321,0.00145438658493085,0.00212564193182202,0.00695868042943839,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,BRN,0-4,million,0.0327927979402033,0.0313775484351929,0.0301960905981271,0.02162670770299789,BN,2.711591,2.603592,2.478915,2.343444,2.466472,2.013618,1.79417,2.374349,2.001241,1.816856,2.317426,1.88454,1.662367,Brunei Darussalam,3.61877e-4,2.59607e-4,1.41604e-4,9.44e-5,0,0,0,0,0,0,0,0,0.0303409491806772,0.0153122547266969,0.00396984381803253,4.7260045452768e-4,7.8613673906266e-4,6.7000290261022e-4,5.0920220598377e-4,5.985359263318e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,BTN,0-4,million,0.07752951002680569,0.0749760590523081,0.0727305604901813,0.0501299322571502,BT,10.700464,10.971647,11.712387,11.643032,10.526146,9.508083,7.835541,9.631841,8.32708,7.10336,8.720037,6.365201,4.307987,Bhutan,0.003617084,0.001611103,5.21239e-4,3.31698e-4,0,0,0,0,0,0,0,0,0.12186265469396,0.0430671505495296,0.0109116323141185,0.00608347642291562,0.0027963636715065,0.00188591968543462,0.00101883017488996,0.00119224807699889,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,BWA,0-4,million,0.218758440347621,0.20687770037181705,0.1881368005154484,0.1324110294296624,BW,3.7308854444444446,3.879125555555555,4.188504111111111,3.700588,3.610623444444444,3.3075491111111113,2.816026,3.3416503333333334,3.0350822222222225,2.777560888888889,3.6731268888888886,3.3560426666666667,2.766789,Botswana,0.00156197,0.00128757,7.07108e-4,5.28e-5,0,0,0,0,0,0,0,0,0.197586108595479,0.142181600479807,0.0661533322453683,0.00428205188906611,0.00289283401016012,0.0029053571011132,0.00219154091678797,2.880310919207e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,CAF,0-4,million,0.690375919237444,0.688464842305847,0.620219304269181,0.402054209851631,CF,14.955581888888888,15.04176588888889,15.243473444444444,15.407365666666667,14.837855888888887,14.53689788888889,14.106866,14.757603,14.351204555555556,14.055001,14.797252,14.365985333333333,13.922952,Central African Republic,0.008599976,0.006676297,0.00307142,6.22367e-4,0,0,0,0,0,0,0,0,1.30048542181136,0.676512584001504,0.214635844168788,6.7575236259358e-4,0.0313834316927016,0.0504998153981845,0.0668933074451771,0.0268078508645171,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,CAN,0-4,million,2.1075117870834,2.1050645712394997,2.3827080313339,2.2180677792229204,CA,3.7256020350877193,3.5722538011695906,3.566127687134503,3.595613687134503,3.445705640350877,3.229136736842105,3.1189679970760236,3.438730125730994,3.3206835175438596,3.311487461988304,3.4920195058479533,3.3440215,3.2631482865497077,Canada,2.20159e-4,1.8013e-4,1.20087e-4,5e-5,0,0,0,0,0,0,0,0,0.00600751352688431,0.00339133828130566,0.00106584917412464,9.68953794658759e-5,9.2823192346059e-4,8.4923346188948e-4,6.9123653874725e-4,4.9374038481946e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,CHE,0-4,million,0.387536490125314,0.399607648054622,0.4035098811841811,0.34666959743085196,CH,10.483395,8.643568,8.208964,8.742233,7.334056,5.660486,8.367125,7.981748,6.651617,6.74598,8.151306,7.575514,7.361121,Switzerland,1.10708e-4,9.49e-5,4.74e-5,1.58e-5,0,0,0,0,0,0,0,0,0.00403561201402365,0.00211389200734572,5.7651600200337e-4,0,1.2793663275364e-4,1.1288526419439e-4,7.52568427962602e-5,3.01027371185041e-5,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,CHL,0-4,million,1.172538076891018,1.0832188858128071,0.8716514658921359,0.5774848360525859,CL,2.97847715,2.9352175,2.83488335,2.4871682,2.7607202,2.3439022,2.03089445,2.679389,2.3657748,2.07207275,2.8657885,2.6253547,2.1123195,Chile,0.002271287,0.001534653,7.9802e-4,2.45545e-4,0,0,0,0,0,0,0,0,0.00884921853732366,0.004031310667003,9.8324650414707e-4,0,6.7533668901858e-4,5.4757028839344e-4,3.8329920187541e-4,1.8252342946448e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,CHN,0-4,million,68.1104033227868,57.43629773485863,42.43573229464282,24.372377536539144,CN,25.415476942105265,23.900823563157896,21.826955984210528,18.50029787368421,21.517586736842105,17.14376057894737,14.323159505263158,21.42205163157895,17.801460094736843,14.94936904736842,20.72699301052631,15.751244736842104,10.145736578947368,China,4.01098e-4,2.22832e-4,8.91e-5,2.23e-5,0,0,0,0,0,0,0,0,0.0373060912618732,0.0170624758484536,0.00636227912993186,8.6758351771798e-4,0.00242522475694701,0.00159709923018462,9.0699462454928e-4,2.563245678074e-4,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,CIV,0-4,million,2.98962192003047,2.93154524372086,2.60165154575146,1.6735928159468911,CI,15.035372666666667,15.394202,15.865689,16.138356666666667,15.0373255,14.406699,13.344709166666666,15.112737833333334,14.222674833333333,13.274601833333334,14.926396666666667,14.067287,12.941691666666667,Côte d`Ivoir,0.001937629,0.001093189,3.40394e-4,1.96e-5,0,0,0,0,0,0,0,0,0.861683011262445,0.366335420060525,0.0862237504834686,0.00388145500568669,0.0336915296254816,0.0327566156482072,0.0203949752820233,0.00242385105219292,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,CMR,0-4,million,3.06923932629806,3.03056568775453,2.77026168347252,1.872190067780474,CM,20.4233191,20.5928796,20.9319429,21.9110599,20.253799,19.6320404,18.7351419,20.2527354,19.4068156,18.6821962,20.1574346,19.3236763,18.3623143,Cameroon,0.001747195,0.001297358,5.73706e-4,3.91e-5,0,0,0,0,0,0,0,0,0.791628807208678,0.460165448899509,0.156901902106182,0.00610225429523158,0.021347784899995,0.0232117115488349,0.0182315325339657,0.00232990831104993,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
IIASA-WiC POP,SSP2_v9_130115,COD,0-4,million,14.22841331737086,15.32950812284027,15.05182632839593,10.80613053278298,CD,14.122281868421052,14.669903578947368,15.447402578947369,15.65073660526316,14.339649815789471,14.33167389473684,13.341268605263158,14.295972105263155,13.909375078947368,13.205212315789474,14.297302394736844,13.948438605263158,13.07571755263158,Democratic Republic of the Congo,0.009897827,0.006944189,0.002922215,1.36161e-4,0,0,0,0,0,0,0,0,1.06857247725338,0.514542178296702,0.0995750228763552,8.54721226406482e-5,0.0267257764720121,0.0406415188126359,0.028748413440126,0.00307440819153318,0.251,0.06762,6.5,2.5,32,0.2969,0.01787,1.9,12,40.2,0.2942,0.06147,6.2,9.3,29.8,0.4468,0.11735,6.4,5.7,8.4,0.272,0.07697,6.2,16.7,23.7
