Country Code,REF2020,REF2050,Efficiency2050,Equity2050,Country,Income,Pop2020,Pop2050
FIN,4.69935575,4.0793394166666666,3.1306693333333335,2.85602425,Finland,High,5.617040205860715,6.1755740537153905
FJI,1.32232,1.292975,1.273434,1.273352,Fiji,Upper_Middle,0.9245805304203966,0.969505410090258
FSM,1.485764,1.481163,1.475575,1.47541,Federated States of Micronesia,Lower_Middle,0.114153629188697,0.10672870132373646
FRA,6.514613357142857,5.279053642857143,4.463839642857143,3.8625647857142855,France,High,66.6091247302599,76.5038765235807
GAB,6.489014,7.21420125,6.34226825,6.55969025,Gabon,Upper_Middle,1.7594568300968223,2.2875280525660946
GBR,5.979477714285714,4.979937571428572,4.203154714285715,3.6454492857142857,United Kingdom,High,66.2086047323148,76.59151851481694
GRD,3.996524,3.976381,3.909295,3.909425,Grenada,Upper_Middle,0.10760894994535694,0.110089116800047
GEO,11.4795315,9.8038145,7.5742665,7.4000415,Georgia,Upper_Middle,4.133945784474709,3.2261503271409735
GHA,19.6642085,20.600773333333333,18.796743,19.104938833333335,Ghana,Lower_Middle,30.16143374685573,46.376231423164676
GMB,18.034314,18.38563,17.447287,17.56499,Gambia,Low,2.1847249097273633,3.2730757061978553
GIN,18.98263875,19.580568,18.0991005,18.26832425,Guinea,Lower_Middle,11.778123606621934,15.479771718449337
GNQ,8.420929,9.118535,8.115173,8.285004,Equatorial Guinea,Upper_Middle,0.9010791244584352,1.4429445208967293
GRC,9.0479555,7.965266,5.3371255,4.92253,Greece,High,11.43020339953784,11.24847007576387
GTM,7.940989,6.9876345,4.9677685,4.981365,Guatemala,Upper_Middle,17.50523623574755,24.96548848071025
GNB,16.242488,16.913193,15.525606,15.701488,Guinea-Bissau,Low,1.8112080213916188,2.4884374205896025
GUY,2.983393,3.14670425,3.08400975,3.0914200000000003,Guyana,High,0.7742869331401251,0.7322102988354816
HND,5.958379,5.273598,4.428092,4.439286,Honduras,Lower_Middle,8.923784945232997,11.658606994172382
HRV,7.423724,5.833913,3.963772,3.382622,Croatia,High,4.339181368726293,4.063290385740581
HTI,3.61554,3.24125,2.992965,3.003278,Haiti,Lower_Middle,11.06689817417857,12.74728917101613
HUN,14.009742,11.097843,6.968720333333334,5.580002,Hungary,High,9.728885418131842,8.899446288838512
IDN,5.457040451612904,4.927536129032258,4.3869891290322585,4.31241570967742,Indonesia,Upper_Middle,261.7048545758292,287.5221956741362
IRL,4.651815333333333,3.9064026666666662,3.46573,3.121872,Ireland,High,5.036743464921717,6.357959010612016
ISR,16.99541,17.1840185,14.2044135,14.009974,Israel,High,9.236617159172289,14.64865751214323
IND,40.86439803636364,45.12486223636364,28.600015218181817,34.00747874545455,India,Lower_Middle,1388.0894570184826,1733.7954781103122
IRQ,20.2844715,18.534543,16.13889675,15.870252625,Iraq,Upper_Middle,40.77230340459097,67.7574899784507
IRN,13.468097774193549,11.868496,10.186836870967742,10.07942635483871,Iran,Upper_Middle,82.33865471293076,93.46523530651866
ISL,2.702251,2.5001915,2.359022,2.29004975,Iceland,High,0.36874457310521064,0.4922654180737569
ITA,9.653718166666666,7.6932045,6.1708275,5.300675333333333,Italy,High,61.70174103093428,61.47581759235939
JAM,3.953148,3.674913,3.254218,3.267084,Jamaica,Upper_Middle,2.8362905176539366,2.785827935178338
JOR,14.744614,14.300511,12.141227,11.975684,Jordan,Lower_Middle,7.993064753832059,13.253365428355742
JPN,9.102929166666666,7.808375833333333,7.019209333333333,6.460987333333334,Japan,High,124.81254802065364,108.60869980126016
KEN,3.7657351111111113,4.631717888888889,3.0294635555555556,3.4919404444444444,Kenya,Lower_Middle,50.65755137148987,78.05562234008323
KGZ,14.1819744,13.6698036,11.5022172,11.6473008,Kyrgyzstan,Lower_Middle,5.839475548741664,6.409616075513312
KHM,12.916917,11.8849245,10.554552,10.5650325,Cambodia,Lower_Middle,15.606885619439392,17.615270893458533
COM,1.917219,2.138259,1.720263,1.812389,Comoros,Lower_Middle,0.9010720530055756,1.2868763263195315
PRK,22.07931,19.234015333333332,14.873984333333333,14.168008,Democratic Peoples Republic of Korea,Low,49.37755505545623,46.183250951548665
KOR,25.7024405,22.405578,18.4547305,17.228984,South Korea,High,49.37755505545623,46.183250951548665
KWT,27.480057,24.135524,21.636392,21.355877,Kuwait,High,3.5842673931447937,5.82026916933596
KAZ,9.092394328571428,8.553212657142858,7.250890742857143,7.127425128571429,Kazakhstan,Upper_Middle,17.590496440663173,20.17779103580021
LAO,15.642277666666669,14.160994,11.221925333333331,11.201404,Lao Peoples Democratic Republic,Lower_Middle,7.066441747211272,8.63121918907528
LBN,13.502149,12.315621,9.458609,9.212476,Lebanon,Lower_Middle,4.540407112595819,4.972509765321068
LCA,4.019573,4.007426,3.922716,3.922445,Saint Lucia,Upper_Middle,0.19018135008554465,0.212989450263978
LKA,9.86107,11.358052,7.588558,8.940125,Sri Lanka,Lower_Middle,22.438420767131262,24.18805009618103
LBR,14.265198,15.035445,13.5361245,13.722116,Liberia,Low,5.751968711994939,11.093544159260183
LSO,7.542873,7.445919,3.917636,4.09633,Lesotho,Lower_Middle,2.3692256058305805,2.666453253862334
LTU,8.476091499999999,6.751837,4.742523500000001,4.1197515,Lithuania,High,3.1895578268546765,2.712730634789106
LUX,8.228077,6.417785,5.31046,4.431916,Luxembourg,High,0.5930417404048813,0.8307568224899187
LVA,8.2463905,6.78615,4.7497055,4.242651,Latvia,High,2.1237831028683822,1.8353195084782752
LBY,18.29045121875,18.04519675,17.478150375000002,17.46509259375,Libya,Upper_Middle,7.461467459671386,9.702654365490313
MAR,24.358181,24.040125333333332,23.57622925,23.6131755,Morocco,Lower_Middle,34.60052389046992,37.07636416848936
MDA,12.231732,10.188547,6.771923,6.214046,Moldova,Upper_Middle,3.196966589310731,2.1812053417181616
MNE,12.861349,10.736346,5.966475,5.303064,Montenegro,Upper_Middle,0.6516492383238803,0.6883471322300317
MDG,2.7081513,3.4371175,2.2708642,2.5240301,Madagascar,Low,26.86854626041524,45.11148176009386
