ISO_A3,year,Under 5,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus
KHM,2090,1.39E-05,7.42E-06,8.26E-06,0.000923032,0.002139832,0.002582821,0.002734434,0.004878097,0.00918871,0.01339298,0.029985869,0.059935013,0.125973359,0.234159192,0.627733226,0.972084683,1.672903021,2.683669451,3.769840708,5.041043806
KOR,2090,3.23E-05,1.88E-05,2.24E-05,0.000346386,0.000359365,0.000527647,0.000243469,0.000422621,0.000764811,0.001173483,0.002953674,0.005766488,0.01370488,0.020260585,0.134985595,0.311786856,0.706742666,1.558874915,2.727200446,4.288962508
KWT,2090,7.60E-05,0.000119806,3.47E-05,0.002404278,0.002525333,0.003603599,0.001783266,0.001988978,0.003088867,0.004503632,0.008624676,0.017879263,0.031748607,0.057219816,0.17077274,0.274881031,0.521177805,0.712879987,0.766851822,1.405927511
LAO,2090,0.000445451,0.000236345,0.000273095,0.017020173,0.036316267,0.044394464,0.031844952,0.0611461,0.100033215,0.114537647,0.228742771,0.412914002,0.822919528,1.515113142,4.495733943,6.718645035,10.19151432,15.98329694,22.66403176,30.82439035
LBN,2090,0,0,0,0.000424262,0.000592166,0.00067744,0.000302854,0.000409465,0.000696819,0.000877094,0.001884677,0.003392892,0.006434596,0.012067791,0.034928464,0.064501936,0.117942331,0.203983199,0.335479491,0.532599996
LBR,2090,0.00014695,3.07E-05,2.66E-05,0.009507527,0.009902572,0.016612888,0.041393986,0.048960943,0.074728919,0.16299127,0.359902226,0.552388145,1.133801701,2.119776666,5.83551451,7.977963702,9.710550794,16.72744507,24.13606405,28.45405467
LBY,2090,0.000540846,0.000419047,0.000410008,0.012390394,0.020483141,0.022655247,0.031043885,0.035520435,0.061610675,0.054646928,0.102612537,0.155705545,0.307102148,0.485615467,1.215963634,1.854200838,3.182915534,4.956556186,7.542821139,12.26418397
LCA,2090,0.000315038,0.000168975,0.000223174,0.014012318,0.024606901,0.035662481,0.012992665,0.015375884,0.038984518,0.041691873,0.088983998,0.161261444,0.30500475,0.424802099,1.329551725,2.044796557,3.123223914,4.298217624,7.302029847,12.55474014
LKA,2090,2.04E-05,1.18E-05,2.25E-05,0.001307708,0.002611308,0.002374198,0.003149866,0.005182762,0.009612263,0.007594361,0.016279257,0.03157688,0.067105519,0.126980507,0.450265619,0.681941038,1.185079422,1.987182441,3.116954649,4.298999118
LSO,2090,0.001149485,0.000784228,0.000609411,0.062051475,0.075248213,0.124210403,0.301927876,0.501255489,0.973616645,0.719857248,1.478531894,2.566845651,3.523041204,6.228102295,16.78932014,21.20844404,28.59467728,38.61004083,53.8276459,75.93246359
LTU,2090,4.77E-05,3.23E-05,0.000141576,0.002644869,0.003567376,0.007079745,0.004105491,0.006109464,0.013308582,0.018648258,0.036805588,0.0817745,0.191137144,0.309962602,0.739721568,1.117190946,1.680285508,2.624140956,3.51467307,5.163889464
LUX,2090,6.75E-05,6.53E-05,0.000109066,0.001423642,0.001650293,0.001760697,0.000642876,0.001362328,0.002494852,0.004974104,0.013149678,0.027159172,0.058179953,0.12676397,0.336346512,0.620850145,1.191509735,2.098869479,3.549888633,6.338440045
LVA,2090,0.000126558,0.000151255,0.000224359,0.007111699,0.008660103,0.01242337,0.006461127,0.011024543,0.018582496,0.026617627,0.065087943,0.143073223,0.25612646,0.428216564,1.066877267,1.517264837,2.232437622,3.852748244,5.812089709,8.380506282
MAR,2090,2.85E-05,5.93E-05,5.77E-05,0.00197741,0.003099188,0.003573742,0.004271096,0.005466561,0.008899482,0.008342477,0.01856004,0.031197946,0.064343312,0.115514952,0.323302614,0.505138956,0.931445098,1.530395139,2.377701539,3.635977007
MDA,2090,0,0,0,0.000304395,0.000551064,0.000862885,0.000503942,0.001092344,0.00222522,0.00257404,0.005320735,0.010061997,0.021479609,0.035046231,0.098536987,0.153253152,0.257152679,0.312982614,0.307224744,0.307251875
MDG,2090,0.003287441,0.000856731,0.000574183,0.067957034,0.155672887,0.171687321,0.135544304,0.181524445,0.254100334,0.438564488,0.861349941,1.907121406,3.43020913,5.530381399,15.85596847,21.73444267,34.01589802,40.52365761,64.12579758,58.38707856
MDV,2090,8.37E-05,5.26E-05,5.66E-05,0.000842024,0.001522526,0.001784561,0.001389289,0.002090041,0.002373477,0.004199703,0.010142569,0.019673283,0.051810961,0.095418153,0.28801465,0.463821137,0.742090783,1.219903125,2.32769716,3.522031055
MEX,2090,0.000331274,0.000144119,0.000133578,0.003381186,0.005309199,0.007279384,0.003299556,0.005158279,0.008764007,0.009197655,0.019551334,0.039662584,0.08676126,0.179748664,0.602357064,1.213979179,2.310595517,4.578446332,7.341973504,11.04758201
MKD,2090,0.001894738,0.001399237,0.001343058,0.032257792,0.025881188,0.029388349,0.011688324,0.024206649,0.03829888,0.078963329,0.151852925,0.317369865,0.602036913,1.009250074,3.069377892,5.15321015,7.792245828,10.52892275,10.87015604,6.540108528
MLI,2090,9.40E-06,0,1.53E-05,0.008702171,0.010239421,0.022784047,0.037478827,0.034495182,0.053463645,0.146850697,0.295301195,0.451433085,1.002699134,1.878312036,4.20349974,5.500257314,6.023472979,9.75335317,14.16770589,18.5579396
MLT,2090,6.63E-05,0.000105563,0.000198981,0.001281916,0.002526129,0.002290896,0.001788246,0.002017901,0.004250843,0.005037428,0.012495253,0.025845609,0.056991945,0.134069245,0.458866908,0.958520957,1.813116296,3.36669828,4.959278575,7.487289071
MMR,2090,0.000121949,3.97E-05,5.47E-05,0.003072887,0.006852053,0.00806808,0.004610438,0.0073985,0.012525837,0.019526156,0.048679697,0.114767546,0.217882436,0.3917485,1.090500958,1.69043369,2.763702393,4.376850097,6.122702993,8.411770474
MNE,2090,4.23E-05,5.08E-05,0.00013337,0.001269309,0.002517737,0.002096157,0.00083437,0.001743762,0.003536882,0.007367781,0.019425648,0.049762846,0.112052806,0.241043365,0.718890047,1.304085884,2.33183303,3.948819636,5.201226253,7.067442633
MNG,2090,6.16E-05,0.000146583,0.000333504,0.006653297,0.014947727,0.014453427,0.007701395,0.01378386,0.019501515,0.01501078,0.029866081,0.056276691,0.113305153,0.234368409,0.543624997,0.721740721,1.100689282,2.234879352,4.012398067,6.493302857
MOZ,2090,5.19E-05,1.70E-05,1.09E-05,0.001171435,0.002369479,0.001991612,0.003471658,0.005006072,0.014705784,0.045404595,0.079387824,0.166108778,0.379884696,0.589131499,1.274564581,1.621321651,2.735125538,3.250636454,4.586120998,4.994626425
MRT,2090,1.41E-05,4.97E-06,7.09E-06,0.002192531,0.001839738,0.003064842,0.002446376,0.002772578,0.00442508,0.008740011,0.019890355,0.031081109,0.069117589,0.14340821,0.392901613,0.596444613,0.794314242,1.431325372,2.159483897,2.831908417
MUS,2090,0.000310684,0.00015304,0.000215176,0.015170002,0.028637225,0.032119079,0.012078596,0.0250203,0.03772686,0.042787989,0.059211869,0.091378298,0.249731533,0.466381705,1.524489742,2.31336868,4.31770308,8.109394918,13.93397403,19.57069031
MWI,2090,0.000279451,6.97E-05,4.67E-05,0.003509041,0.007604655,0.008044506,0.008519423,0.012413776,0.02545228,0.06155274,0.107786069,0.244187148,0.460685306,0.778606455,2.014114991,2.858074407,4.290785793,5.041187772,7.638081482,8.080271435
MYS,2090,0.000134866,5.27E-05,8.94E-05,0.005740188,0.008204478,0.011631059,0.003935275,0.007230967,0.011564097,0.014719375,0.029718116,0.053720579,0.139050916,0.274946289,1.050209028,1.642598776,2.55700409,3.552467466,5.217403116,8.07492642
NAM,2090,0.000268458,0.000111985,0.000105747,0.007465352,0.007868653,0.010825254,0.004207799,0.007307476,0.015921214,0.029016577,0.067779003,0.150523346,0.306780332,0.652998725,2.574336675,3.484402004,4.777928607,6.404170002,8.470138727,10.96626312
NER,2090,4.99E-05,1.32E-05,1.14E-05,0.004772187,0.003934146,0.007532583,0.0383725,0.041924439,0.065749069,0.166878412,0.342916029,0.523074453,0.947343496,1.985774161,3.613933009,5.184451383,6.557513092,11.94960122,19.13181184,24.57745873
NGA,2090,0.000156646,2.81E-05,2.89E-05,0.010551519,0.008713599,0.013776203,0.011096635,0.013062951,0.018802897,0.0256526,0.053367958,0.083130432,0.167936003,0.347564581,1.16356642,1.879611732,2.724891533,5.142136176,8.432681738,10.5471731
NIC,2090,5.70E-06,1.11E-05,0,0.000379118,0.000663565,0.00075571,0.000469264,0.000706171,0.001383263,0.001617983,0.003466595,0.006279054,0.015692452,0.02938405,0.126975249,0.243221617,0.43345444,0.727865622,1.013626852,1.391877086
NLD,2090,3.62E-05,4.22E-05,6.72E-05,0.000543916,0.000778233,0.001125203,0.000429368,0.000786369,0.002144712,0.005405986,0.013864089,0.033683145,0.06132345,0.113264882,0.338703857,0.643002717,1.225907943,2.208008279,3.704042461,5.69132623
NOR,2090,0.000164802,2.67E-05,6.18E-05,0.000691745,0.001000209,0.001313808,0.000441344,0.000619866,0.00253812,0.004879382,0.013081884,0.030368723,0.073856444,0.159432441,0.447051866,0.821229173,1.266752692,2.254783643,2.936868541,4.622058533
NPL,2090,0.000241107,0.000161649,0.000115174,0.011266718,0.017914569,0.023783277,0.019568294,0.04180938,0.099249004,0.228588173,0.578884015,1.222784359,2.725147421,4.694191662,14.98820681,24.03321515,37.27932108,55.4350302,76.48689801,103.3668954
NZL,2090,0.000139427,7.19E-05,5.90E-05,0.001085968,0.001483297,0.001712336,0.000522783,0.001141738,0.002750587,0.009281309,0.024271011,0.052357132,0.110736965,0.225587101,0.716386248,1.26463572,2.070049961,3.519350755,5.312737853,7.829616622
OMN,2090,0,0,1.01E-05,0.000157616,0.000189258,0.000122851,3.61E-05,6.29E-05,0.000119619,0.000207164,0.00065897,0.001759174,0.006204795,0.015753966,0.0446372,0.086973614,0.158498442,0.283600502,0.423165102,0.541950952
PAK,2090,0.000204526,0.0001168,7.68E-05,0.006229149,0.009126463,0.014023384,0.009582211,0.021817077,0.037951305,0.062253663,0.159294043,0.263805388,0.812827732,1.184679849,3.54199907,4.715853965,8.704139443,13.97533442,21.00198539,33.41707786
PAN,2090,0.000473522,0.000143074,0.000141638,0.004510883,0.005375283,0.00694211,0.005633645,0.006459067,0.01066595,0.008009913,0.017564424,0.037706967,0.069893129,0.134867758,0.443435237,0.790326383,1.534219794,2.912572749,4.999821693,7.712222763
PER,2090,4.24E-05,3.53E-05,4.95E-05,0.001581403,0.00163516,0.001975662,0.00063592,0.00071871,0.001176578,0.001091881,0.00196863,0.003191786,0.008498856,0.016076815,0.055336537,0.106900555,0.197631301,0.336432582,0.47765685,0.745442339
PHL,2090,0.000503259,0.000302825,0.000282787,0.011764775,0.020262093,0.026734494,0.013589385,0.023487414,0.039981559,0.043596208,0.084002011,0.177765613,0.401899045,0.794914702,2.328602604,3.450832627,5.005284969,7.101557371,9.612847435,13.39358034
PNG,2090,0.009242976,0.003709809,0.002552262,0.232067834,0.482682208,0.759540039,0.407171299,0.476574781,0.89738331,1.173731285,2.168217212,3.476836725,5.378360563,9.063781955,21.38736735,34.02932223,46.79209495,64.39959695,95.28622916,161.1569309
POL,2090,3.05E-05,2.71E-05,4.62E-05,0.000991541,0.001876622,0.002208,0.000680367,0.001330058,0.003163144,0.007170635,0.017637167,0.040730839,0.081514942,0.147828348,0.392575161,0.63487406,1.006256788,1.480329111,1.913978434,2.641842636
PRI,2090,0.000201867,0.00019894,0.000162322,0.008265159,0.01283694,0.017493513,0.006587608,0.008995583,0.020980971,0.03137867,0.06249355,0.108709851,0.195550033,0.326459122,0.967634446,1.758736913,3.345390776,6.012618224,9.462023366,14.83209404
PRK,2090,6.48E-05,6.20E-05,6.57E-05,0.005177732,0.007953334,0.009266108,0.009614215,0.017115641,0.040967344,0.073459973,0.190198711,0.409957754,0.728366243,1.438878071,3.59876598,6.022517805,9.544640986,15.90091066,23.64395998,38.67328287
PRT,2090,0.000392202,0.000285563,0.000329565,0.0082517,0.011819579,0.014557641,0.005163121,0.009244035,0.023361608,0.033687238,0.063616022,0.136067041,0.240555269,0.447326669,1.500795992,3.173250556,7.123479662,15.1535782,25.94166444,47.23701418
PRY,2090,6.36E-05,5.52E-05,6.82E-05,0.010308494,0.012173751,0.012530048,0.005396837,0.007039641,0.011868183,0.016367723,0.031040345,0.058843414,0.122018826,0.237624663,0.821934229,1.356722156,2.357068735,4.016660149,5.089731225,7.346034725
PSE,2090,3.14E-05,2.69E-05,1.97E-05,0.001409107,0.00164608,0.002292808,0.001877261,0.002505699,0.00500011,0.005535816,0.011427568,0.022629361,0.056918556,0.11169177,0.334266484,0.515115512,0.846108837,0.974914011,1.306282639,1.713554515
QAT,2090,8.24E-05,2.80E-05,6.02E-05,0.000610275,0.000355687,0.00058426,0.0002762,0.00037188,0.00063852,0.000820709,0.002112318,0.004195147,0.01029114,0.024033748,0.061847785,0.105887629,0.19181152,0.353215341,0.737814808,1.618026492
ROU,2090,0.000191004,9.89E-05,0.0003277,0.007152057,0.012441718,0.020760611,0.007808306,0.019200149,0.050909482,0.078650817,0.173858585,0.304497057,0.449232956,0.658884032,1.831272238,2.927836805,4.598060175,6.875771871,9.888588577,14.20281063
RUS,2090,0.000164894,8.45E-05,0.000138893,0.003770233,0.00751543,0.013840436,0.005987286,0.010327336,0.015592964,0.020093705,0.041116717,0.085152693,0.172917659,0.280165018,0.810048646,1.29481275,1.713784714,2.048264628,2.853700877,5.238835314
RWA,2090,9.40E-05,3.31E-05,1.48E-05,0.000988654,0.002165014,0.002181442,0.002151809,0.003354621,0.006586128,0.016409948,0.032393425,0.077616654,0.16029796,0.27902802,0.78653533,1.157103067,1.852571622,2.371406632,3.670427352,4.004647819
SAU,2090,5.78E-05,6.54E-05,0.000102093,0.00383254,0.004888441,0.005160381,0.003216421,0.005666953,0.009610598,0.013162555,0.031506443,0.064030465,0.122597617,0.221758939,0.693571293,1.185663338,2.148424995,3.614893673,5.491750894,6.173122805
SDN,2090,0.000169506,0.000163919,0.00011246,0.005349294,0.008293845,0.010127007,0.013422143,0.018259417,0.0290444,0.030825106,0.071213539,0.121585484,0.254817309,0.437994033,1.325833362,2.123344955,3.599350985,5.401869055,7.574561182,10.74115328
SEN,2090,1.36E-05,4.89E-06,8.00E-06,0.004083716,0.003433108,0.005675908,0.009594636,0.011634109,0.019378769,0.02979918,0.064113923,0.090970868,0.193989249,0.381532589,1.042850737,1.429338051,1.793938668,3.015506189,4.510421777,5.682101788
SGP,2090,3.11E-05,1.69E-05,2.46E-05,0.000237617,0.000306544,0.000299381,8.87E-05,0.000152678,0.000340992,0.000645863,0.00162086,0.004300407,0.010683239,0.020750014,0.071195964,0.122982015,0.208094528,0.292012871,0.448836295,0.591462258
SLB,2090,0.000542536,0.000719383,0.000641979,0.042808826,0.0863427,0.130463757,0.136255375,0.158808152,0.283007058,0.357379293,0.677850993,1.154713156,2.167066093,3.80711081,8.354717515,13.70318886,21.39558881,30.1047713,44.90517978,69.68090903
SLE,2090,0.000151309,4.26E-05,3.84E-05,0.013945341,0.01244803,0.021011672,0.022885639,0.022918194,0.038546616,0.091419615,0.184460673,0.273721501,0.561289469,1.142141831,2.745793679,3.971710532,4.776867398,8.069734325,12.35897807,16.63256791
SLV,2090,9.93E-06,1.77E-05,2.74E-05,0.000822817,0.000915345,0.001289174,0.00079812,0.00123338,0.001706127,0.00182175,0.003286846,0.0075438,0.014721879,0.027371111,0.085372291,0.170432025,0.316833086,0.601098895,0.94996064,1.526139697
SOM,2090,5.74E-05,2.03E-05,1.30E-05,0.001158038,0.002708052,0.002897098,0.00541558,0.009114958,0.018654747,0.03832281,0.074459916,0.168569518,0.308158769,0.500258374,1.313773918,1.823934581,2.777722922,3.461731215,5.767127099,6.929612342
SRB,2090,0.000583653,0.000651503,0.001413684,0.021162467,0.041028044,0.065576434,0.020126914,0.043064081,0.09578481,0.193085229,0.485550159,0.9721282,1.751804821,2.858155042,7.342244117,12.25003382,20.11938868,32.57365596,43.67686621,43.20336617
SSD,2090,0.000205249,5.35E-05,2.91E-05,0.00133393,0.002998387,0.003639415,0.006212532,0.010826685,0.020261054,0.036399028,0.070732974,0.162803825,0.323917612,0.417939166,1.188600289,1.63195651,2.483966328,3.089791027,4.910652123,5.602685844
STP,2090,1.12E-05,4.76E-06,1.15E-05,0.005290758,0.004826039,0.007915167,0.004761907,0.005059141,0.006927464,0.014122567,0.034957432,0.049471922,0.107394988,0.222814824,0.536539779,0.871603856,1.155062642,1.850343472,2.463141497,3.123035797
SUR,2090,0.000345272,8.66E-05,0.000166951,0.009206508,0.008392285,0.015680978,0.012962193,0.021603304,0.029585358,0.025740461,0.050096977,0.088563249,0.159165337,0.245694113,0.605841877,1.053709283,2.08081327,3.016809527,3.629097525,5.078125129
SVK,2090,0.000297509,7.22E-05,0.000144542,0.003427419,0.005376465,0.006559808,0.002168967,0.004162443,0.007542051,0.011691476,0.028773326,0.061474017,0.112287729,0.169513355,0.486424678,0.843467448,1.366376,2.055930517,2.794357113,4.117358513
SVN,2090,4.02E-05,0,8.14E-05,0.000497992,0.000622181,0.000692964,0.000261621,0.000633584,0.001119715,0.002507155,0.006958304,0.017629631,0.039574225,0.082504554,0.251026503,0.463231616,1.029824746,1.966195937,3.074113792,4.900379388
SWE,2090,9.68E-05,7.44E-05,7.51E-05,0.00092354,0.00122269,0.001756479,0.000501794,0.000606746,0.001060233,0.00233881,0.00641195,0.019721594,0.045910582,0.107981567,0.302576851,0.60297931,0.938722701,1.72352983,2.805842011,4.810406456
SWZ,2090,0.000122657,6.57E-05,5.68E-05,0.006030435,0.007721859,0.010495457,0.004201936,0.007739143,0.019254555,0.031211555,0.06659884,0.148155996,0.236755437,0.543034566,1.69808789,2.266502974,2.94532478,3.868846476,5.116483123,7.803699589
SYC,2090,0.000417928,0.000246465,0.000268892,0.005521113,0.011522715,0.013237167,0.008088794,0.011089673,0.020194225,0.03352517,0.058942396,0.114765738,0.198453691,0.405916533,0.780011686,1.432894904,2.240144856,3.711652685,5.27139502,7.19346366
SYR,2090,0.001688921,0.000473844,0.000533925,0.045051994,0.03785962,0.04595366,0.037239647,0.048271375,0.085204812,0.094129386,0.198253208,0.362453788,0.62689782,0.992056584,2.748855951,4.616160814,7.251122872,10.18224894,9.991993359,7.04660503
TCD,2090,3.93E-05,2.00E-05,1.50E-05,0.005715451,0.004417194,0.007692892,0.010597045,0.010861433,0.018807544,0.054138718,0.111556728,0.166876439,0.37665837,0.74930776,1.929483289,2.644679069,3.083831159,5.374370156,8.179598973,9.9658853
TGO,2090,1.34E-05,5.75E-06,6.53E-06,0.003723802,0.003507968,0.006256423,0.014513756,0.015451888,0.02742402,0.05953353,0.119157791,0.180711862,0.369702907,0.710002166,1.524713193,2.201153793,2.59160891,4.284111268,6.357470704,7.841762331
THA,2090,8.72E-05,7.84E-05,8.21E-05,0.004196723,0.006143146,0.008614385,0.006804759,0.009814296,0.014395398,0.011385013,0.020667609,0.036642164,0.056606212,0.12044243,0.390163239,0.753909081,1.357958517,2.027782714,2.664896659,3.029378784
TJK,2090,0.000172653,0.000153593,0.000160046,0.005037319,0.010387345,0.011338392,0.005002563,0.006988617,0.00922938,0.010615857,0.017173423,0.030619761,0.058396476,0.093796377,0.209147064,0.344759314,0.448439468,0.628277459,0.819995782,0.992000022
TKM,2090,0.00019685,0.000112661,0.000203248,0.008357742,0.017176212,0.021646429,0.005766788,0.008539165,0.012239198,0.01205103,0.014062686,0.027058116,0.039871183,0.079223054,0.245424274,0.425753461,0.781297166,1.235471341,1.68707095,2.601068868
TLS,2090,3.28E-05,1.58E-05,1.89E-05,0.001936297,0.004046307,0.003873035,0.00365278,0.006336765,0.010764791,0.010929663,0.025008907,0.047874808,0.092979138,0.213692614,0.585186414,1.039372586,1.732098438,2.920356227,3.789873991,4.932635408
TON,2090,0.000259493,0.000224969,0.00027225,0.015794836,0.025006676,0.031266382,0.016041721,0.019851953,0.032570076,0.034370083,0.047694051,0.101621163,0.153037818,0.3931173,1.1430603,2.089103737,3.083910212,5.323162076,8.181820744,12.34563452
TTO,2090,0.000418003,0.000154449,9.89E-05,0.008495307,0.013567191,0.016187796,0.004229337,0.004923219,0.009734152,0.015851928,0.022031314,0.040378021,0.090924101,0.157557915,0.416449285,0.654286101,0.978091087,1.510867054,2.000664978,2.044118462
TUN,2090,6.71E-05,6.69E-05,6.52E-05,0.001490429,0.002065825,0.002880491,0.001969413,0.002670272,0.004620535,0.005495095,0.012689059,0.025061057,0.050090948,0.098768922,0.299555795,0.555800433,1.219482777,2.075858305,2.923007688,4.212852813
TUR,2090,2.94E-05,1.67E-05,1.87E-05,0.001511003,0.001760565,0.002142719,0.001344648,0.002232901,0.005205908,0.009118052,0.021681813,0.050746492,0.094494878,0.191706199,0.633386892,1.086794132,1.893816298,2.330982744,2.043470212,1.819373225
TWN,2090,0.000410902,0.000162394,0.000169386,0.002759879,0.003494015,0.00597611,0.002614828,0.004912093,0.008275496,0.013908757,0.023168551,0.054909636,0.076155217,0.186961072,0.577140021,1.276759871,2.945921804,5.457093729,8.21935115,17.68447112
TZA,2090,0.000376943,0.000102861,6.26E-05,0.003502924,0.007213259,0.008084376,0.005373915,0.008621059,0.016284684,0.033748454,0.061104089,0.140569539,0.279055629,0.461273753,1.462592196,2.111727582,3.323893667,4.295692029,6.713200458,7.236506943
UGA,2090,0.000157955,5.12E-05,3.47E-05,0.002628831,0.00565666,0.006309741,0.005654335,0.008507566,0.016470496,0.037098714,0.06900008,0.161378313,0.328120327,0.562598271,1.62971155,2.328192299,3.488840769,4.288154424,6.80914595,7.643114494
UKR,2090,0,0,4.83E-05,0.001664475,0.002593991,0.004468672,0.001932727,0.003319886,0.005941607,0.007177051,0.012467897,0.021803076,0.041350551,0.062861015,0.167232187,0.251550396,0.368421424,0.552285883,0.736313474,1.19780667
URY,2090,0.000156088,0.000164991,0.000135631,0.007820843,0.012645674,0.013421507,0.006951094,0.01211514,0.018618738,0.029354187,0.066912782,0.149004344,0.267838515,0.488383378,1.344480943,1.941010907,2.911383647,5.57805181,8.424430047,11.50669499
USA,2090,0.00018146,9.29E-05,8.38E-05,0.001860016,0.00323146,0.00500363,0.001720153,0.003186564,0.007478817,0.019699365,0.05598991,0.125247145,0.223616018,0.416115336,1.12337223,1.783707086,2.699862807,3.833598592,5.060520005,7.333303338
UZB,2090,7.39E-06,1.35E-05,7.20E-05,0.007317046,0.011978961,0.01647172,0.008254195,0.011833554,0.017763651,0.012015955,0.020910574,0.036670239,0.088982169,0.16466952,0.440065235,0.788358958,1.26970655,1.882175379,2.603632099,3.899559266
VCT,2090,0.000532914,0.000312465,0.00045624,0.012702218,0.025398147,0.024469048,0.013062884,0.018760891,0.039633545,0.04695896,0.088661271,0.164067807,0.342684465,0.602976382,1.464816694,2.336028923,2.582091814,3.742195067,5.579402727,8.681808502
VEN,2090,0.000177896,0.000137193,0.000148785,0.004174389,0.004892833,0.006708117,0.00257674,0.004761652,0.008483031,0.013028114,0.030483407,0.062174862,0.1199159,0.208992075,0.660454384,1.168690324,2.093275051,3.867404954,6.039804746,8.707493808
VNM,2090,0.000338315,0.000114736,0.000211724,0.029184917,0.050821513,0.047835841,0.023813874,0.044104057,0.101221405,0.121761469,0.303702466,0.639219759,1.121972212,2.255047761,5.792155465,9.312546551,16.69539963,27.32951206,39.66755723,53.96522003
VUT,2090,0.001271721,0.001707321,0.001384997,0.101956416,0.20375004,0.303642474,0.368253489,0.427603701,0.63141084,0.607872577,0.920993959,1.367402709,2.395662081,4.246233659,9.902073474,16.75041714,24.95967913,36.33649998,63.81909248,98.396747
WSM,2090,0.00010656,8.39E-05,0.000117334,0.008928889,0.01308942,0.015940908,0.008805236,0.011146747,0.015920163,0.01712377,0.028927389,0.049762227,0.098345158,0.19495337,0.58321185,0.95679978,1.598912053,2.406258752,3.801264426,5.766867488
YEM,2090,0.000464993,0.000491318,0.000350183,0.009705518,0.013931433,0.018165643,0.014432416,0.021646211,0.038636797,0.049385369,0.111951404,0.189419081,0.326026983,0.603471459,1.457555088,2.340350674,3.854255233,5.705976306,8.01630681,11.77932178
ZAF,2090,0.000270757,7.34E-05,6.15E-05,0.004339033,0.007928364,0.011035059,0.007965629,0.010911228,0.021615087,0.031104889,0.07629275,0.172736975,0.24304336,0.500864923,1.496631907,1.929841483,3.168109347,4.881730234,7.242522419,9.141308296
ZMB,2090,0.000142554,5.05E-05,3.88E-05,0.003760018,0.008195521,0.008598909,0.004421546,0.00714159,0.014264801,0.022726458,0.041456922,0.092698317,0.209107212,0.351681403,1.317832825,1.834993179,2.793353093,3.33207295,4.858007162,5.082701652
ZWE,2090,2.02E-05,2.05E-05,1.34E-05,0.002767531,0.004332311,0.00527664,0.004568213,0.008817048,0.020600751,0.018404492,0.041897236,0.073437432,0.123616995,0.201734863,0.745101296,0.996993025,1.397254922,1.792383107,2.287828886,2.795984786
AFG,2095,1.80E-05,5.61E-05,5.27E-05,0.002197397,0.003253051,0.004482768,0.01602627,0.020972527,0.033922862,0.037479849,0.09499009,0.157585125,0.250407688,0.344341807,0.858153153,1.278203563,1.964756252,2.707541256,3.613173639,5.804788808
AGO,2095,0.000294101,6.40E-05,5.00E-05,0.001888552,0.003728833,0.004442193,0.005979237,0.008687813,0.016771289,0.020257169,0.043901913,0.090878405,0.175507238,0.322836081,0.934380609,1.344538297,2.024112551,2.88083565,4.485991167,5.826495779
ALB,2095,0.005247513,0.003181418,0.002987438,0.034507783,0.065464725,0.071181773,0.022153952,0.030505641,0.050810475,0.069746875,0.14394398,0.303561012,0.74891368,1.557820876,4.880492994,8.484574972,13.68032513,23.76911208,31.84128038,38.19386824
ARE,2095,0.012436285,0.004101941,0.019370773,1.09380767,0.710161336,0.861839977,0.311619234,0.475634646,0.957621756,1.184749577,2.258486538,3.70380819,6.92111382,8.505272964,19.67784166,22.1805562,42.61418924,71.87430456,66.25717975,66.75022665
ARG,2095,0.00013864,8.32E-05,8.51E-05,0.005272152,0.007327684,0.008528129,0.003342924,0.004731181,0.007729485,0.012293967,0.027406543,0.063529848,0.104028743,0.189096675,0.540138968,0.878079482,1.538477749,2.831458544,4.486146743,5.743968563
ARM,2095,2.82E-05,4.32E-05,8.55E-05,0.00134447,0.002046992,0.001882205,0.001368656,0.002669764,0.00739093,0.006409894,0.014114145,0.027440421,0.051289385,0.097316381,0.29876829,0.539106368,1.089746336,2.024319644,2.813530592,3.694010169
AUS,2095,7.51E-05,5.72E-05,7.49E-05,0.001264776,0.001716389,0.002288685,0.000745724,0.001620725,0.004328195,0.009643485,0.023984379,0.052911944,0.104859512,0.228284493,0.687740416,1.225030534,2.13196904,3.699234463,5.231217307,8.230742889
AUT,2095,0.000114627,5.18E-05,0.000111798,0.001322569,0.001443406,0.001701503,0.000433107,0.000929949,0.001795378,0.003851762,0.010132514,0.028736204,0.062901537,0.132489472,0.318094402,0.417516367,0.779260488,1.385494158,2.179273965,3.508154999
AZE,2095,0.000422103,0.000382154,0.000544772,0.009538753,0.018801603,0.020913572,0.020462237,0.027388008,0.042725204,0.034327556,0.06721723,0.115743105,0.192557178,0.380731133,0.81760267,1.324467001,2.165945692,3.665356713,5.72961855,9.003024381
BDI,2095,0.000151196,3.82E-05,1.88E-05,0.001795762,0.003854157,0.004158806,0.008001161,0.011714586,0.024744759,0.063512728,0.120749215,0.273317231,0.509222281,0.853401418,2.019764637,2.881395314,4.452978458,5.541882526,9.354485455,10.68446965
BEL,2095,5.72E-05,5.02E-05,5.90E-05,0.001249319,0.001597576,0.001809375,0.00069752,0.001311621,0.003579667,0.006540495,0.017707024,0.04656798,0.096426025,0.16588482,0.446395501,0.730239754,1.292705802,2.37681516,4.029329691,6.767179632
