ISO_A3,year,Under 5,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus
BWA,2040,0.001023724,0.000385603,0.000337154,0.004836448,0.005469025,0.007743292,0.007816815,0.013896858,0.030494687,0.06699629,0.150300419,0.334712857,0.608997054,1.354057363,3.927366603,5.51487591,7.649536589,10.68133726,14.23325529,17.40380542
CAF,2040,0.004744536,0.001092346,0.000749485,0.003704036,0.006986139,0.009753343,0.029046339,0.044558787,0.102257289,0.288397611,0.596597612,1.165265936,2.317339616,4.119680783,6.282390835,8.522487128,11.95277333,15.34128967,20.88582831,27.26824723
CAN,2040,0.000150109,8.82E-05,0.000117063,0.00090717,0.000991371,0.001197565,0.000868939,0.00144049,0.00380381,0.010415029,0.028786558,0.071225188,0.153606545,0.328499396,0.792065607,1.459877556,2.514173818,3.937266281,5.906809257,10.76205138
CHE,2040,6.33E-05,3.81E-05,0.00010377,0.000393136,0.000519265,0.00056183,0.000491786,0.000977929,0.002130448,0.006500981,0.01635416,0.042705358,0.109998187,0.217725326,0.450663986,0.78627832,1.440150622,2.677548664,4.957076115,7.98242347
CHL,2040,0.00110495,0.00036035,0.000289705,0.001813542,0.001366973,0.001961224,0.001607868,0.003192326,0.005436586,0.009077113,0.023126549,0.051491171,0.119856509,0.26211661,0.624609147,1.162133832,2.34183205,4.432932414,7.346309027,15.58665412
CHN,2040,0.000133699,0.00018337,0.000198596,0.001487779,0.001626738,0.004186566,0.006140775,0.007709659,0.017103653,0.029369878,0.067485786,0.101396065,0.358508005,0.863161265,2.246997036,4.516034288,9.028155182,14.25586537,22.61518044,32.87315957
CIV,2040,0.000615328,0.000134773,0.000147928,0.014366589,0.011795859,0.020684611,0.04148406,0.042996544,0.071769734,0.173528845,0.349103439,0.518731252,1.136991812,2.182548971,4.210431156,5.960732646,7.632943384,13.24640519,19.96241751,25.40154529
CMR,2040,0.000906194,0.000156915,0.000202231,0.015389628,0.013564293,0.024040528,0.039533603,0.043886244,0.074381015,0.174396252,0.358280547,0.541116478,1.108489881,2.23294952,4.134071786,6.075082645,7.138825901,12.66704846,19.05686109,25.19059173
COD,2040,0.00462946,0.000454704,0.000339959,0.001901191,0.003694472,0.004975336,0.013660976,0.019719106,0.041851103,0.120907101,0.268831264,0.565637318,1.178878053,2.180069689,3.587570361,5.318618975,8.389469184,11.87229642,19.17644925,23.70439533
COG,2040,0.003237633,0.000416457,0.000325356,0.003791865,0.00723346,0.009445484,0.011960301,0.018391074,0.039925651,0.094896166,0.21202887,0.437017541,0.911173872,1.680573074,3.511475917,5.367736676,7.562450884,12.08407537,17.80987497,24.36519615
COL,2040,0.000824291,0.000311806,0.000238601,0.002361593,0.003013911,0.003546449,0.005096504,0.006638841,0.011337589,0.020543394,0.051675036,0.112054592,0.252408911,0.500710518,1.183074853,2.297592736,4.353840061,7.896967313,11.584523,18.11505493
COM,2040,0.001312156,0.000287935,0.000185314,0.002278679,0.004922731,0.004918925,0.011850667,0.019406137,0.036558492,0.090386759,0.170709268,0.398115415,0.808560133,1.340522039,2.641791187,3.774846832,6.017065801,7.531969574,12.32418945,14.28899529
CPV,2040,6.99E-05,1.63E-05,6.35E-05,0.003968693,0.003120812,0.009245219,0.010671339,0.016540225,0.02451944,0.039897061,0.058362996,0.091915551,0.146410554,0.312286516,0.645750335,0.970056063,1.448587474,2.93080035,4.760068579,6.224040362
CRI,2040,0.000873318,0.000282008,0.000158786,0.00122744,0.002530354,0.002644116,0.002415727,0.004859541,0.007262004,0.011072073,0.022645459,0.050542905,0.13888246,0.263142277,0.751416243,1.649110652,3.283304007,6.105065763,8.772139868,12.69556061
CUB,2040,0.000381169,0.000183411,0.000162468,0.00097629,0.001530939,0.001613291,0.002161917,0.004901212,0.01183129,0.02244899,0.066004208,0.165072662,0.370886233,0.617613618,1.191753336,1.828132614,2.601736684,3.598599253,4.316210478,5.991429005
CYP,2040,4.64E-05,5.30E-05,9.49E-05,0.00116846,0.001132403,0.001347646,0.000902273,0.002201791,0.004207431,0.007833043,0.017055754,0.041259518,0.1090424,0.245423869,0.654633764,1.441494933,2.967459426,5.743866983,10.22474762,16.26293805
CZE,2040,0.000176782,9.88E-05,0.000181717,0.001002174,0.002211862,0.002224122,0.001637929,0.003084525,0.006954957,0.018969261,0.039440237,0.107936509,0.233955972,0.407237998,0.7749773,1.106370582,1.822146324,2.577997001,3.338663233,4.519071851
DEU,2040,0.000302831,0.00013417,0.000235236,0.000876858,0.001330173,0.001417392,0.001411497,0.002617898,0.006411502,0.016197767,0.04525016,0.112275994,0.236816097,0.412340367,0.741332543,1.129696187,2.034066436,3.608682416,5.273361608,8.7998194
DJI,2040,0.001196149,0.000228192,0.000155659,0.002092115,0.004474121,0.00428469,0.007557125,0.011106869,0.024211807,0.058676365,0.113486808,0.260466122,0.559815877,0.878428681,1.76830065,2.563415357,3.913224701,4.681147747,7.137222584,7.901490858
DMA,2040,0.000945249,0.000175824,0.000133035,0.001365646,0.002414228,0.003198771,0.003177003,0.004406917,0.008845443,0.016576119,0.035378378,0.070122007,0.182057085,0.266190199,0.614522149,0.881776346,1.544300292,2.664596422,4.208812899,6.110158385
DNK,2040,0.000311877,0.000216696,0.000302814,0.000801729,0.000780803,0.000701021,0.001074291,0.002320228,0.006764783,0.019230857,0.058898431,0.162434329,0.317174662,0.521589909,1.175996254,2.334653247,4.499774978,6.576065067,8.093907369,9.68305427
DZA,2040,0.001614283,0.001150219,0.000899822,0.00449264,0.005644764,0.006848587,0.007721339,0.010800855,0.016097208,0.027315311,0.059496181,0.098438299,0.191222986,0.345621461,0.675000983,1.213676337,2.333800261,4.107911664,6.666149115,9.780022957
ECU,2040,0.001064672,0.000380736,0.000462329,0.002972062,0.004386207,0.005769231,0.004150481,0.00591901,0.007478203,0.013564967,0.022450187,0.037706804,0.089411573,0.166326863,0.447350324,0.94502054,2.156045691,4.493071633,10.36784236,20.90913744
EGY,2040,0.003900404,0.001323463,0.00105628,0.008613692,0.010966842,0.014174249,0.018677913,0.028710538,0.045245963,0.062584857,0.136498798,0.233893644,0.470271522,0.816677113,1.670622685,2.480325839,3.598996556,4.74560846,5.946449805,8.081916644
ERI,2040,0.006400602,0.001050844,0.000613302,0.005011128,0.012512541,0.013706186,0.033865254,0.052383109,0.115450042,0.273996922,0.471039965,1.056805446,1.932616429,4.205051082,5.545698096,7.909638174,11.93021814,14.25226498,22.59757405,25.74996021
ESP,2040,0.000120399,7.94E-05,0.00014112,0.000941777,0.001109943,0.0014747,0.001615578,0.002611418,0.005337635,0.012308289,0.029159983,0.06303174,0.136712098,0.266170606,0.604564674,1.288221019,2.701420011,5.854933253,10.9705816,21.06233133
EST,2040,0.000169549,4.27E-05,0.000160065,0.000896147,0.000950041,0.001468052,0.001148829,0.001315018,0.003745721,0.009998304,0.023471556,0.055598234,0.126031507,0.254440247,0.428544844,0.680765651,1.071397967,1.637128508,2.127569534,2.927109551
ETH,2040,0.000961178,0.000231915,0.000156356,0.001268686,0.002561292,0.002930106,0.010150737,0.017024009,0.031858166,0.091965205,0.173882436,0.418489568,0.862317424,1.52983164,2.778170827,3.937290383,6.183588613,7.903663997,13.36766268,14.99810538
FIN,2040,0.000101657,4.46E-05,8.45E-05,0.000378282,0.000549184,0.00064732,0.00063539,0.001079276,0.002392146,0.005732739,0.018454273,0.047788188,0.121446462,0.236162911,0.448064858,0.764632516,1.181018139,1.767566018,2.329401554,3.052784799
FJI,2040,0.001806142,0.000627142,0.000845023,0.010671547,0.020991732,0.021565601,0.036557721,0.037112755,0.063124506,0.107016698,0.188268518,0.296250249,0.638493568,1.137747905,2.049502783,3.480919416,4.679832001,7.349056265,13.08103349,17.43347316
FRA,2040,0.000115697,6.78E-05,9.64E-05,0.000449385,0.000644327,0.000774577,0.000809621,0.001451131,0.003963611,0.008478617,0.020252136,0.046013657,0.094803919,0.161214639,0.309572595,0.542830793,1.100486919,2.362613677,4.889324005,11.03026532
FSM,2040,0.00116926,0.001566236,0.001502286,0.017950676,0.033968139,0.054484326,0.07197828,0.081503456,0.135931487,0.209619693,0.319875337,0.456025207,0.808560303,1.431655532,2.513037389,4.142641707,6.306405384,8.842854421,15.58615228,27.71690769
GAB,2040,0.001408728,0.000361747,0.000314359,0.003118981,0.005719665,0.007219038,0.011279601,0.017484678,0.035103108,0.078842651,0.156438485,0.317956516,0.637017771,1.114589373,2.257095883,3.336882526,5.280872896,7.791949306,12.46502227,16.33042053
GBR,2040,0.000344149,0.000170958,0.000195725,0.00076429,0.000993335,0.001206485,0.001227292,0.002948908,0.009132572,0.021940749,0.053996407,0.13442423,0.3311981,0.632258539,1.42521513,2.421955013,4.142680811,6.847496891,9.806510729,15.26120285
GEO,2040,0.000619179,0.000543114,0.000921241,0.006808305,0.011607966,0.012859002,0.014939162,0.02506969,0.047861675,0.065108383,0.128768841,0.253900003,0.457713698,0.776381989,1.779362266,2.770912298,4.484625927,6.787052065,8.741322429,12.26094737
GHA,2040,0.000254138,4.46E-05,8.10E-05,0.009510863,0.00920712,0.016713187,0.025189702,0.030175101,0.050831079,0.0998033,0.205457578,0.286258579,0.593031533,1.117082872,2.006952207,3.186842472,3.99474129,6.18706769,9.320237623,12.6283911
GIN,2040,0.000645639,8.94E-05,8.55E-05,0.009965295,0.008691657,0.014620972,0.041133331,0.041350577,0.077297694,0.204985348,0.419926801,0.606788735,1.270392147,2.5037194,4.416679064,5.953611014,7.185096113,12.17084067,18.85817174,25.23948092
GMB,2040,0.000536708,6.35E-05,8.77E-05,0.005656992,0.005026854,0.008529109,0.017578716,0.019425551,0.034546205,0.090882743,0.195451004,0.301322207,0.635663698,1.313145334,2.084552039,2.960571481,3.825721201,6.131973314,9.177198496,11.70828894
GNB,2040,0.000480485,0.000104022,0.000116883,0.0069421,0.006026136,0.011244411,0.036736431,0.038713026,0.071013952,0.188190997,0.362209975,0.514249227,1.020193246,2.030279063,3.105119355,4.07408366,4.610459644,7.880714678,11.7617262,16.70808737
GNQ,2040,0.003024274,0.000450363,0.000362307,0.003180724,0.006172283,0.010105896,0.012631535,0.017501964,0.027968041,0.057057398,0.118309608,0.250417434,0.540619529,1.023372077,2.159823955,3.328558899,5.227276638,8.24167225,13.53411623,18.85405774
GRC,2040,0.000218815,8.27E-05,0.0001632,0.001474204,0.002357671,0.002391561,0.00273804,0.004236477,0.0090672,0.018434385,0.039464047,0.070001991,0.148592086,0.290510559,0.657255066,1.323381741,2.948249901,6.037755555,11.71712571,19.31372222
GRD,2040,0.001757624,0.000712634,0.000766049,0.004453138,0.005524581,0.011550899,0.009763127,0.017560157,0.030358052,0.050968963,0.125959444,0.247874837,0.447023014,0.713518753,1.195670497,1.718849287,2.593377399,4.31166671,7.755244366,12.96230723
GTM,2040,0.001057482,0.000277221,0.000282753,0.003439704,0.005462203,0.006904943,0.010177567,0.012816158,0.016609833,0.025531735,0.044855208,0.072311091,0.167562567,0.321573816,0.717014732,1.243764009,2.722782546,5.291573883,10.79993029,18.30497156
GUY,2040,0.001290695,0.000437638,0.000392302,0.005322239,0.008651694,0.012761397,0.012027305,0.017299163,0.036145091,0.062456245,0.128277645,0.237885543,0.447043745,0.767009796,1.552308064,2.065730703,3.515774725,4.279302678,5.786273501,9.029203741
HND,2040,0.003526773,0.00148077,0.000861912,0.004084711,0.006504328,0.007813116,0.010385026,0.014503101,0.025164045,0.042061247,0.085966124,0.169585446,0.399498507,0.738017588,1.66285983,2.240808053,3.517271005,6.040113001,8.1901684,10.75776273
HRV,2040,0.000573497,0.00018892,0.000198639,0.001469116,0.002193931,0.002618739,0.002608776,0.004572669,0.009023647,0.023366959,0.052461806,0.131348814,0.279369877,0.541184858,1.097045037,2.183019787,4.263839055,6.913609191,10.58915556,11.64897112
HTI,2040,0.003322846,0.000267064,0.000145951,0.0014036,0.001994277,0.003154539,0.006180349,0.010784122,0.023719775,0.060428318,0.134339526,0.279839947,0.631561643,1.124067045,1.990720638,3.215295309,4.985377738,7.098408472,10.24630762,15.42639235
HUN,2040,0.000681326,0.000214697,0.000546655,0.001920869,0.002457996,0.004071636,0.004474384,0.011047602,0.0258373,0.068300575,0.170061061,0.332945868,0.475181735,0.668694119,1.159783733,1.80222628,2.731300579,3.76201047,4.869719839,6.904850326
IDN,2040,0.000519817,0.00018098,0.000315606,0.005504797,0.011820532,0.011996803,0.01299617,0.019985674,0.033022775,0.053972004,0.111885912,0.212039123,0.521846271,0.982257748,2.232260787,3.383959442,5.53757078,8.84620581,12.07055335,16.03836461
IND,2040,0.000615457,0.000220355,0.000126175,0.001887117,0.004082178,0.006739346,0.012759185,0.028014486,0.063504945,0.141459271,0.378314102,0.85041855,1.736677899,3.152379335,7.375639093,11.0936158,20.99219779,31.80110753,42.71948178,58.68675673
IRL,2040,6.95E-05,8.83E-05,0.000108466,0.000407232,0.000594425,0.000890876,0.001079057,0.001499475,0.003592288,0.00777818,0.025736327,0.071920373,0.178113809,0.403334959,0.974084345,2.032988061,3.774663013,7.013642556,10.83716479,17.10193269
IRN,2040,0.000995157,0.000972851,0.000906945,0.005478487,0.005991897,0.006969831,0.007426436,0.009759269,0.015681025,0.026029828,0.055719749,0.100450975,0.185800371,0.306274755,0.648802764,1.24446087,2.307249726,4.028657967,6.009684902,8.397864042
IRQ,2040,0.000219025,0.000481804,0.000355124,0.001676585,0.002473107,0.003083156,0.003482608,0.006657076,0.008225037,0.018205784,0.036731406,0.053483693,0.176320019,0.287873748,0.550482289,0.786127392,1.239596966,2.170643816,3.309879315,5.149042779
ISL,2040,0.000537132,0.000273126,0.000468584,0.001459172,0.00185084,0.002008867,0.002168238,0.002469227,0.005938479,0.012076804,0.027426085,0.057826712,0.108219777,0.288172739,0.715760422,1.308289594,2.784410062,4.715917628,6.867933996,11.61864462
ISR,2040,0.000196443,0.000254475,0.000248403,0.001144216,0.00114378,0.0012828,0.001117477,0.001990142,0.006107813,0.012167821,0.034617269,0.066720353,0.122319673,0.244793366,0.532044145,1.075683768,1.759151801,3.267230524,5.005071723,10.18498867
ITA,2040,0.00034114,0.000212018,0.000292483,0.001070233,0.001203799,0.00157012,0.0014279,0.002370897,0.004411455,0.008310088,0.018074456,0.039303584,0.084369571,0.179970489,0.421305014,0.922481433,2.082650876,4.491044784,8.071246295,13.82552281
JAM,2040,0.00162133,0.000365639,0.000206348,0.002472183,0.006171681,0.007363167,0.005665488,0.012411237,0.021086498,0.031964441,0.071097213,0.153201335,0.261280102,0.450656964,0.944518508,1.51934275,2.006736245,2.732616134,3.317337371,4.622445443
JOR,2040,0.00015331,7.89E-05,9.75E-05,0.001493666,0.002256982,0.002376125,0.003108603,0.00328099,0.006702601,0.013881203,0.033636837,0.067372366,0.16641587,0.314181562,0.618789568,1.069895817,1.986976829,3.803450671,5.946870552,7.678641846
JPN,2040,8.34E-05,7.03E-05,8.21E-05,0.000554403,0.00097316,0.001273975,0.00115696,0.001548365,0.002264851,0.004609023,0.0088958,0.018850348,0.051210863,0.10344799,0.246483965,0.49652868,1.105881118,2.164102003,3.288786142,6.277272061
KAZ,2040,0.00040576,0.000260587,0.000522148,0.004604905,0.009644326,0.015381588,0.018778002,0.031628864,0.047255636,0.061929614,0.115928091,0.252476914,0.501571411,1.070132085,2.162022792,2.86764026,3.782605164,5.024270073,5.755852228,8.64744836
KEN,2040,0.001251277,0.000210397,0.000164834,0.002059888,0.004469205,0.004850481,0.009367867,0.015570668,0.030636284,0.073688347,0.140237334,0.320428515,0.610424584,0.962334325,1.948309262,2.897675182,4.8958025,6.169663926,9.331355346,10.57545102
KGZ,2040,0.00016567,0.000115632,0.000249294,0.00239122,0.00602133,0.010898937,0.015246581,0.026189549,0.041860622,0.062507528,0.112286425,0.231426771,0.443110377,0.893814115,1.621218205,3.127084222,5.267043783,6.97165427,8.520622277,13.7226922
KHM,2040,0.000222695,6.67E-05,9.92E-05,0.001589666,0.003704783,0.004591683,0.006588998,0.01123769,0.021336497,0.047912915,0.1070469,0.214710374,0.489069167,0.900038604,1.780734758,2.764853062,4.427369775,7.26234218,10.41340803,13.91738752
KOR,2040,0.000161334,5.63E-05,6.72E-05,0.000346386,0.000359365,0.000560625,0.000770986,0.001225601,0.002166964,0.00448985,0.010443346,0.021957013,0.050903841,0.11466629,0.350315225,0.863818361,1.928303373,4.154247858,7.400290149,11.36694417
KWT,2040,0.000227851,0.000263574,7.93E-05,0.001873922,0.001927228,0.002721085,0.002927248,0.00330427,0.005200644,0.00913009,0.017249352,0.036460591,0.072009909,0.132018863,0.295774282,0.48034827,0.913351203,1.224150662,1.307286367,2.442699885
LAO,2040,0.002364315,0.00068123,0.000769632,0.008674472,0.01821856,0.02344052,0.030939408,0.058315577,0.095489582,0.171279861,0.342836617,0.608220651,1.344321546,2.330535119,5.083991065,7.624104789,11.77489905,18.87967781,26.9060539,36.68108138
LBN,2040,0.000144564,0.000154219,0.000148393,0.00157583,0.002039683,0.002340248,0.002543973,0.003626689,0.006097168,0.010023932,0.020871053,0.037538379,0.073808604,0.137851306,0.290205186,0.542990466,0.981710851,1.692433415,2.817411862,4.498233215
LBR,2040,0.001479301,0.000122837,9.90E-05,0.003511789,0.003621657,0.006330462,0.023021737,0.026337611,0.041238249,0.130306548,0.290021068,0.444619668,0.950518864,1.823205837,3.020108565,4.242225081,5.322795203,9.15670226,13.6530766,18.94144209
LBY,2040,0.001514369,0.000663491,0.000649179,0.005525446,0.008980596,0.00997292,0.014521449,0.017483578,0.030639121,0.047962647,0.090567576,0.13824073,0.334487952,0.532052536,1.087268093,1.646604315,2.808559334,4.366294755,6.603142543,10.73067571
LCA,2040,0.000644728,0.000242442,0.000313839,0.003801792,0.006666289,0.009342886,0.009189257,0.010798331,0.027001099,0.043009449,0.090882026,0.164024091,0.30768023,0.425989733,0.919234058,1.438009886,2.236552689,3.230126191,5.526989226,9.483136522
LKA,2040,0.000214003,0.000105831,0.00013523,0.001438479,0.002831208,0.002719536,0.003406521,0.005207209,0.010082428,0.020867983,0.042907996,0.080885103,0.220541382,0.406642551,1.035615084,1.563664825,2.677233856,4.822432886,7.4723947,10.48734005
LSO,2040,0.003436225,0.00115077,0.000897735,0.013375892,0.017839745,0.030371362,0.065170587,0.111929401,0.233848407,0.462805492,0.95534199,1.86934278,2.960404903,5.424925536,11.18168519,13.87128353,18.80601323,25.45230256,35.2642618,52.67437965
LTU,2040,9.55E-05,3.23E-05,0.000141576,0.000867848,0.001136856,0.002243581,0.003720602,0.005542606,0.012058605,0.020452928,0.039879288,0.08697452,0.211247393,0.33708885,0.603740017,0.901912789,1.366307323,2.142531455,2.858094144,4.280820852
LUX,2040,0.000236372,0.000130627,0.000218132,0.001225914,0.001335952,0.001408558,0.001200034,0.002536748,0.004525545,0.010012806,0.026152432,0.05408883,0.130309966,0.283344848,0.612481259,1.127404444,2.148354072,3.780272619,6.476751993,11.56929343
LVA,2040,8.44E-05,0.000113441,0.000160257,0.00127262,0.001626517,0.002304335,0.003519476,0.00597592,0.010174678,0.017064122,0.041591757,0.090990229,0.174133261,0.290082188,0.536262844,0.772186298,1.158049496,1.995141136,2.997397066,4.373066885
MAR,2040,0.000398846,0.000533264,0.000404005,0.002871952,0.004240994,0.004797626,0.00702358,0.009384263,0.014774016,0.025461432,0.057029942,0.101866022,0.209257281,0.378359869,0.737046375,1.187743266,2.182217267,3.559213585,5.540538574,8.100591228
MDA,2040,9.22E-05,3.17E-05,8.17E-05,0.000659522,0.001239893,0.001924898,0.0025917,0.005695794,0.012238709,0.021621936,0.044428135,0.083790609,0.186592431,0.295684957,0.558914715,0.874195923,1.472334633,1.823980147,1.782447449,1.709745699
MDG,2040,0.009630517,0.001170583,0.000774869,0.010529326,0.023676798,0.027735203,0.053925624,0.071573341,0.100566369,0.215227485,0.427706563,0.958754575,1.858492151,3.120218354,5.617687005,7.970149273,12.77773769,16.16180142,27.01001411,33.17069238
MDV,2040,0.001172458,0.000526049,0.000453111,0.001684048,0.00294355,0.003665584,0.004528052,0.006830865,0.007725435,0.017738221,0.042920382,0.087380038,0.245564683,0.496827216,1.046573038,1.681584544,2.69315451,4.415327163,8.482515687,13.79198894
MEX,2040,0.001635663,0.000504415,0.00044526,0.002817655,0.004313725,0.005884532,0.006237516,0.009701351,0.0160586,0.026050501,0.055169606,0.111459529,0.238959141,0.493666866,1.15571536,2.34036319,4.638821053,8.599806333,14.50172835,22.43595495
MKD,2040,0.001136843,0.000699619,0.000636185,0.004418876,0.003846121,0.004262432,0.003370253,0.007054085,0.011336468,0.031142865,0.060012692,0.1258871,0.258645566,0.43506946,0.983420617,1.679051373,2.642055095,3.752629796,4.239135503,3.056315142
MLI,2040,0.000159717,2.06E-05,0.000126725,0.009627039,0.011041588,0.025108231,0.065133527,0.059417383,0.093263223,0.293328361,0.589239042,0.900786724,1.861828114,3.546753347,5.118310772,6.790600693,7.494345259,12.2145271,17.89455176,23.3528238
MLT,2040,0.000154794,0.000158344,0.00034111,0.000690262,0.001263065,0.001161139,0.002245705,0.002502198,0.005251041,0.007953834,0.019764127,0.04066791,0.093315726,0.217561045,0.546273606,1.11989592,2.117194067,3.942091825,5.700975148,8.488527527
MMR,2040,0.00185075,0.000413045,0.000556078,0.006662455,0.014913293,0.018161346,0.019989783,0.031618464,0.053908667,0.114422315,0.283822874,0.594839451,1.371599738,2.520955477,5.143748057,8.00831402,13.10322109,20.97350418,29.7539446,41.3993769
MNE,2040,4.23E-05,2.54E-05,8.00E-05,0.000288479,0.000486381,0.000419231,0.000389372,0.000807297,0.001611246,0.004366092,0.011541862,0.029405318,0.070972344,0.150988938,0.348917718,0.637555124,1.143586618,1.961258984,2.600943315,3.459585978
MNG,2040,0.000220767,0.000399773,0.0009264,0.003707827,0.008356604,0.008068379,0.010898201,0.017939797,0.026640462,0.029498537,0.058111141,0.110702175,0.238667729,0.486475856,0.840238246,1.134127261,1.693632872,3.467647393,6.26642188,10.02977045
MOZ,2040,0.00179448,0.000271348,0.000152982,0.001776046,0.003565087,0.003060282,0.010035718,0.015716032,0.043855416,0.134174656,0.239425267,0.49153335,1.023088733,1.564321315,2.326563877,3.308051053,5.688671272,6.845811841,9.770885688,11.0350764
MRT,2040,0.00034516,8.45E-05,0.000120445,0.006532849,0.005418407,0.009266639,0.013562365,0.014985124,0.024084598,0.062643718,0.143029217,0.223232308,0.485796203,1.004706456,1.79748242,2.720074606,3.589731172,6.511888931,9.758862343,12.92761231
MUS,2040,0.000612094,0.000207055,0.000301247,0.004428369,0.008428242,0.009695145,0.006786428,0.0147933,0.02168294,0.038200112,0.052843433,0.081644321,0.217693424,0.406391176,0.959343672,1.482235876,2.81335328,5.344713786,9.209189721,13.3906692
MWI,2040,0.002622538,0.000514258,0.000344573,0.002699263,0.005592958,0.006370649,0.018088774,0.029327545,0.054066812,0.129343314,0.229344506,0.520556729,1.00431949,1.66691102,3.037622921,4.38000417,6.609260758,7.833165481,11.70331165,12.55876973
MYS,2040,0.000419583,0.000126363,0.000191645,0.002986449,0.004251411,0.005989647,0.005488673,0.010074605,0.016068465,0.028538644,0.057609298,0.104761827,0.274629692,0.533505051,1.405285625,2.244050147,3.500459452,4.893144161,7.314236828,11.39850038
NAM,2040,0.001696656,0.000530062,0.000487611,0.007370854,0.008268754,0.01148133,0.013443787,0.023101053,0.049419749,0.109427315,0.249732368,0.542445002,1.017374427,2.091601462,5.423130934,7.138264687,9.887739182,13.60021807,19.35627281,27.27478691
NER,2040,0.001128854,0.000224646,0.000195591,0.006834742,0.005623152,0.010931431,0.04369107,0.045822372,0.074921159,0.238184927,0.492945,0.742530232,1.563602206,3.408546582,4.89265609,7.187823659,9.180883752,16.82757207,26.94386456,33.33753921
NGA,2040,0.001516992,0.000157551,0.000163495,0.008261615,0.006797118,0.0112306,0.01601853,0.016995514,0.026511365,0.070808205,0.147917036,0.236308306,0.531186222,1.096137847,2.175853525,3.517591041,5.075824695,9.695850542,15.87901467,19.96271812
NIC,2040,0.000176547,9.98E-05,7.80E-05,0.000965027,0.001725268,0.001955955,0.002986225,0.003839807,0.008043418,0.015255265,0.032626779,0.059318592,0.136136061,0.254661766,0.664532795,1.250558485,2.252729315,3.95523814,5.756781509,7.985312929
NLD,2040,0.000144739,0.000168673,0.000201531,0.000575911,0.000778233,0.00116271,0.001116357,0.002064219,0.005487939,0.016372416,0.041760316,0.101398483,0.205942334,0.377579524,0.854836912,1.612049056,3.028371384,5.353248301,8.912186142,13.95077702
NOR,2040,0.000560326,0.00010676,0.000164695,0.000662922,0.000909281,0.001164511,0.000945738,0.00137748,0.00571077,0.012432399,0.033456541,0.077715235,0.208637945,0.450167374,0.970105209,1.77989546,2.712563411,4.783482416,6.133828091,9.705674254
NPL,2040,0.00063147,0.000183203,0.000138209,0.00201615,0.003187739,0.00432948,0.010546759,0.022867734,0.054792012,0.161615501,0.398842713,0.782081848,1.731957706,3.077450534,6.120569933,9.905827455,15.6086506,23.2897395,32.49188037,44.69916801
NZL,2040,0.000418281,0.000155715,0.000134122,0.000613166,0.000826895,0.000992659,0.00112811,0.00244998,0.005877967,0.017951275,0.047185701,0.101685998,0.218089337,0.439771092,0.985881828,1.734828709,2.816300931,4.742628901,7.099646312,10.42430399
OMN,2040,3.39E-05,3.20E-05,7.04E-05,0.000315231,0.000378515,0.000255152,0.000216571,0.000364599,0.000717713,0.001519203,0.004887363,0.013853493,0.051466557,0.134770253,0.253640602,0.495268298,0.862790416,1.466296238,2.11772453,2.862108522
PAK,2040,0.001722325,0.000509675,0.000342123,0.004729539,0.00681307,0.010655564,0.013697849,0.032847401,0.056906749,0.124408117,0.317222709,0.524008065,1.507161031,2.216214309,4.673359859,6.234505384,11.67676973,19.01994742,29.22875497,47.85481373
PAN,2040,0.001726064,0.000416216,0.000407209,0.003173173,0.003839488,0.005097588,0.006201063,0.00664904,0.011683549,0.015491701,0.033760902,0.072499673,0.147120723,0.283877279,0.73382716,1.30627865,2.530506334,4.80601909,8.222420495,12.60457053
PER,2040,0.0006361,0.000317758,0.000495412,0.003777797,0.003790598,0.004599082,0.004062819,0.004701559,0.007409263,0.010661901,0.018828991,0.029287595,0.081102149,0.145873455,0.345210146,0.664890301,1.232152159,2.07687271,2.860443481,4.788071163
PHL,2040,0.001744216,0.000719209,0.000661841,0.005312531,0.00916162,0.012285137,0.015115466,0.026204467,0.045243301,0.074987279,0.143530568,0.300787011,0.677756706,1.323864903,2.655280457,3.970491312,5.853427007,8.678629966,12.076361,17.03267946
PNG,2040,0.024637579,0.006382468,0.00428499,0.064234114,0.13497281,0.213748008,0.285923325,0.335089656,0.629406227,1.065906229,1.968863926,3.108434068,4.876098909,8.018933345,13.12193038,20.31989633,28.20768646,39.03763324,56.32469098,93.01929593
POL,2040,0.000121905,5.42E-05,0.000115618,0.000771199,0.001352914,0.001577143,0.001403256,0.002704452,0.006380825,0.017224308,0.042603019,0.09819804,0.214733138,0.385367592,0.762630792,1.193337516,1.851900049,2.703997723,3.506670489,4.915339628
PRI,2040,0.000353268,0.000260153,0.000224753,0.002880802,0.004584621,0.006155707,0.005677891,0.007798028,0.018218209,0.033177784,0.066012605,0.113917124,0.223287108,0.372595017,0.822419799,1.510459758,2.898355812,5.211836935,8.260166478,13.26308271
PRK,2040,0.000404737,0.000247966,0.000284609,0.00362975,0.005506154,0.006603434,0.016824876,0.029936102,0.071532545,0.169440523,0.426673262,0.868455066,1.875980465,3.708787938,7.041014591,11.87026912,18.86637427,31.60146871,47.26371184,78.15609013
